plot,block,hum,temp,date,30 cm,15 cm,,plot,block,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050331,18.8,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050331,29.9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050331,24.4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050331,30.6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050331,29.5,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050331,29,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050331,28.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050331,23.8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050331,21.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050331,14.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050331,23.9,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050331,27.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050331,27.1,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050418,19.9,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050418,28,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050418,26.7,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050418,21.8,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050418,24.3,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050418,17.1,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050418,28.2,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050418,18.1,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050418,19.8,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050418,29.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050418,25.6,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050418,21.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050418,27.1,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050418,16.6,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050418,21.6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050418,18.8,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050418,22.8,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050418,19.2,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050418,28.1,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050418,19.3,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050418,22,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050418,26.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050418,24.4,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050418,27.6,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050418,23,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050418,20.4,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050418,20.6,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050418,22.7,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050418,21.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050418,22.8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050428,19.3,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050428,27.4,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050428,25.8,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050428,23.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050428,24.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050428,18.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050428,19.6,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050428,18.7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050428,19.1,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050428,28.3,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050428,25.1,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050428,21.9,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050428,27.6,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050428,16.7,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050428,21.7,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050428,18.5,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050428,21.9,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050428,20.1,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050428,28,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050428,19.6,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050428,27.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050428,27.3,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050428,14.1,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050428,28.8,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050428,23.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050428,20.8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050428,15.8,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050428,23.2,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050428,20.2,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050428,24.1,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050511,15.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050511,18.2,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050511,18.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050511,17.3,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050511,21.3,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050511,14.7,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050511,16.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050511,15.4,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050511,16.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050511,22.5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050511,21.1,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050511,19.8,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050511,18.7,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050511,13,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050511,18.1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050511,14.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050511,15.6,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050511,16.6,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050511,15.1,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050511,16,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050511,21.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050511,15.9,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050511,17.4,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050511,22.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050511,20.1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050511,17.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050511,11.4,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050511,20.4,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050511,16.7,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050511,15.5,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050520,21.9,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050520,23.9,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050520,25.2,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050520,24.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050520,25.7,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050520,20.3,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050520,21.3,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050520,25,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050520,21.1,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050520,27.2,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050520,23,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050520,23.4,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050520,25.6,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050520,19.6,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050520,29.1,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050520,21.9,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050520,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050520,24.1,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050520,25.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050520,22.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050520,25.9,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050520,20.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050520,27.7,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050520,27.1,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050520,26.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050520,20.7,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050520,26.3,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050520,22.9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050520,25,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050520,25.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050525,19,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050525,20.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050525,20,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050525,21.5,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050525,22.3,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050525,17.8,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050525,18.7,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050525,19.2,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050525,18.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050525,23.8,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050525,21.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050525,20.9,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050525,22.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050525,16.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050525,24.9,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050525,17.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050525,18.6,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050525,20,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050525,22.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050525,18.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050525,22.3,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050525,16.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050525,22.9,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050525,25,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050525,22.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050525,17.1,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050525,19.1,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050525,21.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050525,20.6,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050525,20.1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050620,23.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050620,23.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050620,23.8,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050620,25.9,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050620,22.6,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050620,25.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050620,25.2,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050620,18.8,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050620,25.7,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050620,25.6,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050620,25.5,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050620,26.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050620,26.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050620,19.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050620,22.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050620,22.7,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050620,21.8,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050620,24.2,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050620,24.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050620,23.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050620,25.8,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050620,26,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050620,23.6,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050620,26.7,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050620,23.6,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050620,23.8,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050620,26.2,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050620,26.7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050620,24.5,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050620,19.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050707,16.5,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050707,16.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050707,18.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050707,14.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050707,21,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050707,18.2,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050707,18,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050707,14.4,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050707,14.5,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050707,21.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050707,20.8,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050707,20.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050707,21.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050707,12.2,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050707,18.7,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050707,14.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050707,15.6,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050707,16.7,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050707,18.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050707,15.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050707,21.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050707,15.6,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050707,17.1,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050707,21.9,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050707,20.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050707,15.6,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050707,17.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050707,18.8,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050707,16.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050707,13.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050711,15,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050711,15.6,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050711,17.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050711,12,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050711,19.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050711,14.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050711,17.1,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050711,13.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050711,12.9,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050711,19.1,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050711,19.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050711,18.9,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050711,20.2,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,H,T++,050711,11.7,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,H,T++,050711,17,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,H,T++,050711,13,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,H,T+,050711,14.1,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,S,T++,050711,15.6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,S,T,050711,19.3,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,S,T++,050711,13.8,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,H,T,050711,19.5,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,S,T,050711,14.1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,H,T+,050711,16.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,H,T+,050711,20.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,S,T+,050711,18.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,S,T+,050711,14.1,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,H,T++,050711,14,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,S,T+,050711,20.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,H,T,050711,15.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,S,T,050711,12.5,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,H,T+,050721,16.5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,H,T,050721,17.2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,S,T,050721,17.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,S,T++,050721,12.5,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,H,T+,050721,19.4,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,S,T++,050721,14,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,S,T+,050721,17.1,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,H,T++,050721,14,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,S,T+,050721,12.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,H,T,050721,19.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,S,T,050721,20.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,S,T++,050721,19.1,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,H,T,050721,21.6,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
