Block,Plot,humidity treatment,temperature treatment,line,column,Species,Population,sowing,,55,65,85,91,95,death 
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,12,,ad,,26-Mar,,,,,,,
,,,T+,13,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,24/03?,,,,,,
,,,T++,12,,ad,,26-Mar,,,,,,,
,,,T++,13,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,12,,ad,,26-Mar,,,,,,,
,,,,13,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,12,,ad,,26-Mar,,,,,,,
,,,T+,13,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,12,,ad,,26-Mar,,,,,,,
,,,,13,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,12,,ad,,27/03/03,,,,,,,
,,,T+,13,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,12,,ad,,27/03/03,,,,,,,
,,,,13,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,12,,ad,,27/03/03,,,,,,,
,,,T++,13,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,12,,ad,,27/03/03,,,,,,,
,,,T++,13,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,12,,ad,,27/03/03,,,,,,,
,,,T+,13,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,12,,ad,,27/03/03,,,,,,,
,,,,13,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,10,,ad,,20/03/03,,,,,,,
,,,T++,,,ad,,20/03/03,,,,,,,
,,,T++,,,ad,,20/03/03,,,,,,,
,,,T++,10,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,10,,ad,,20/03/03,,,,,,,
,,,T++,,,ad,,20/03/03,,,,,,,
,,,T++,,,ad,,20/03/03,,,,,,,
,,,T++,,,ad,,20/03/03,18-Mar,,,,,,
,,,T++,10,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,,,ad,,20/03/03,,,,,,,
,,,,10,,ad,,20/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,10,,ad,,20/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,10,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,10,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,10,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,,,ad,,21/03/03,,,,,,,
,,,T+,10,,ad,,21/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,,,ad,,21/03/03,,,,,,,
,,,,10,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,,,ad,,21/03/03,,,,,,,
,,,T++,10,,ad,,21/03/03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,10,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,10,,ad,,25-Mar-03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,,,ad,,25-Mar-03,,,,,,,
,,,,10,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,25-Mar-03,,,,,,,
,,,T++,10,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,10,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,,,ad,,25-Mar-03,,,,,,,
,,,T+,10,,ad,,25-Mar-03,,,,,,,
,,,T++,,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,26/03?,,10-May,,,,
,,,T++,,,ad,,26-Mar,24/03?,,,,,,
,,,T++,10,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,10,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,,,,,,,
,,,T++,,,ad,,26-Mar,,,,,,,
,,,T++,10,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,10,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,26-Mar,,,,,,,
,,,T+,10,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,,,ad,,26-Mar,,,,,,,
,,,,10,,ad,,26-Mar,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,10,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,10,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,10,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,,,ad,,27/03/03,,22-Apr,11-May,,,,
,,,T++,,,ad,,27/03/03,,,,,,,
,,,T++,10,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,27/03/03,,,,,,,
,,,T+,10,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,,,ad,,27/03/03,,,,,,,
,,,,10,,ad,,27/03/03,,,,,,,
,,,T+,,,ad,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,11,,ar,,20/03/03,,,,,,,
,,,T+,13,,ar,,20/03/03,,,,,,,
,,,T+,15,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,11,,ar,,20/03/03,,,,,,,
,,,T++,13,,ar,,20/03/03,,,,,,,
,,,T++,15,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,11,,ar,,20/03/03,,,,,,,
,,,,13,,ar,,20/03/03,,,,,,,
,,,,15,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,11,,ar,,20/03/03,,,,,,,
,,,T++,13,,ar,,20/03/03,,,,,,,
,,,T++,15,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,11,,ar,,20/03/03,,,,,,,
,,,,13,,ar,,20/03/03,,,,,,,
,,,,15,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,11,,ar,,20/03/03,,,,,,,
,,,T+,13,,ar,,20/03/03,,,,,,,
,,,T+,15,,ar,,20/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,11,,ar,,21/03/03,,,,,,,
,,,,13,,ar,,21/03/03,,,,,,,
,,,,15,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,11,,ar,,21/03/03,,,,,,,
,,,T+,13,,ar,,21/03/03,,,,,,,
,,,T+,15,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,11,,ar,,21/03/03,,,,,,,
,,,T++,13,,ar,,21/03/03,,,,,,,
,,,T++,15,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,11,,ar,,21/03/03,,,,,,,
,,,T+,13,,ar,,21/03/03,,,,,,,
,,,T+,15,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,11,,ar,,21/03/03,,,,,,,
,,,,13,,ar,,21/03/03,,,,,,,
,,,,15,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,11,,ar,,21/03/03,,,,,,,
,,,T++,13,,ar,,21/03/03,,,,,,,
,,,T++,15,,ar,,21/03/03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,11,,ar,,25-Mar-03,,,,,,,
,,,,13,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,13,,ar,,25-Mar-03,,,,,,,
,,,T++,15,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,11,,ar,,25-Mar-03,,,,,,,
,,,,13,,ar,,25-Mar-03,,,,,,,
,,,,15,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,11,,ar,,25-Mar-03,,,,,,,
,,,T++,13,,ar,,25-Mar-03,,,,,,,
,,,T++,15,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,11,,ar,,25-Mar-03,,,,,,,
,,,T+,13,,ar,,25-Mar-03,,,,,,,
,,,T+,15,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,11,,ar,,25-Mar-03,,,,,,,
,,,T+,13,,ar,,25-Mar-03,,,,,,,
,,,T+,15,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,11,,ar,,26-Mar,,,,,,,
,,,T++,13,,ar,,26-Mar,15-Nov,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,13,,ar,,26-Mar,,,,,,,
,,,T+,15,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,13,,ar,,26-Mar,,,,,,,
,,,T++,15,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,13,,ar,,26-Mar,,,,,,,
,,,,15,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,13,,ar,,26-Mar,,,,,,,
,,,T+,15,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,13,,ar,,26-Mar,,,,,,,
,,,,15,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,13,,ar,,27/03/03,,,,,,,
,,,T+,15,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,13,,ar,,27/03/03,,,,,,,
,,,,15,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,11,,ar,,27/03/03,,,,,,,
,,,T++,13,,ar,,27/03/03,,,,,,,
,,,T++,15,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,13,,ar,,27/03/03,,,,,,,
,,,T++,15,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,13,,ar,,27/03/03,,,,,,,
,,,T+,15,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,11,,ar,,27/03/03,,,,,,,
,,,,13,,ar,,27/03/03,,,,,,,
,,,,15,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,10,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,10,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,10,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,10,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,10,,ar,,20/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,10,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,12,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,10,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,10,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,10,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,10,,ar,,21/03/03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,10,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,10,,ar,,25-Mar-03,,,,,,,
,,,T++,11,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,10,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,10,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,10,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,10,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,10,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,16-Mar,,,,,,
,,,T+,10,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,10,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,10,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,10,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,10,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,10,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,10,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,10,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,10,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,10,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,10,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,10,,ar,,20/03/03,,,,,,,
,,,T+,12,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,12,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,12,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,,,ar,,20/03/03,,,,,,,
,,,T++,12,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,,,ar,,20/03/03,,,,,,,
,,,,12,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,,,ar,,20/03/03,,,,,,,
,,,T+,12,,ar,,20/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,12,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,10,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,12,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,,,ar,,21/03/03,,,,,,,
,,,T+,12,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,,,ar,,21/03/03,,,,,,,
,,,,12,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,,,ar,,21/03/03,,,,,,,
,,,T++,12,,ar,,21/03/03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,12,,ar,,25-Mar-03,,,,,,,
,,,,15,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,12,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,,,ar,,25-Mar-03,,,,,,,
,,,,12,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,25-Mar-03,,,,,,,
,,,T++,12,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,12,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,,,ar,,25-Mar-03,,,,,,,
,,,T+,12,,ar,,25-Mar-03,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,12,,ar,,26-Mar,,,,,,,
,,,T++,15,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,11,,ar,,26-Mar,,,,,,,
,,,T+,12,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,,,ar,,26-Mar,,,,,,,
,,,T++,11,,ar,,26-Mar,,,,,,,
,,,T++,12,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,11,,ar,,26-Mar,,,,,,,
,,,,12,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,26-Mar,,,,,,,
,,,T+,11,,ar,,26-Mar,,,,,,,
,,,T+,12,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,,,ar,,26-Mar,,,,,,,
,,,,11,,ar,,26-Mar,,,,,,,
,,,,12,,ar,,26-Mar,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,11,,ar,,27/03/03,,,,,,,
,,,T+,12,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,11,,ar,,27/03/03,,,,,,,
,,,,12,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,12,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,,,ar,,27/03/03,,,,,,,
,,,T++,11,,ar,,27/03/03,,,,,,,
,,,T++,12,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,,,ar,,27/03/03,,,,,,,
,,,T+,11,,ar,,27/03/03,,,,,,,
,,,T+,12,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,,,ar,,27/03/03,,,,,,,
,,,,12,,ar,,27/03/03,,,,,,,
,,,T+,,,av,,20/03/03,1-Mar,6-Jun,13-Jun,13-Jul,inf 23/8,,
,,,T+,,,av,,20/03/03,,,,,,,
,,,T+,12,,av,,20/03/03,5-Mar,,,,,,
,,,T+,12,,av,,20/03/03,14-Mar,,,,,,
,,,T++,,,av,,20/03/03,14-Mar,,,,,,
,,,T++,,,av,,20/03/03,1-Mar,13-Jun,22-Jun,23-Jul,,,
,,,T++,12,,av,,20/03/03,10-Mar,,,,19-Aug,,
,,,T++,12,,av,,20/03/03,4-Mar,,,,,,
,,,,,,av,,20/03/03,1-Mar,21-Jun,26-Jun,20-Jul,,,
,,,,,,av,,20/03/03,20-Feb,17-Jun,24-Jun,19-Jul,,,
,,,,12,,av,,20/03/03,14-Mar,,,,,,
,,,,12,,av,,20/03/03,14-Mar,26-Jun,4-Jul,2-Aug,inf 1/9,,
,,,T++,,,av,,20/03/03,2-Mar,,11/06?,17-Jul,,,
,,,T++,,,av,,20/03/03,2-Mar,26-May,9-Jun,11-Jul,,,
,,,T++,12,,av,,20/03/03,2-Mar,22-May,3-Jun,3-Jul,,,
,,,T++,12,,av,,20/03/03,4-Mar,9-Jul,21-Jul,5-Aug,,,
,,,,,,av,,20/03/03,4-Mar,19-Jun,29-Jun,1-Aug,,,
,,,,,,av,,20/03/03,13-Mar,15-Jun,25-Jun,25-Jul,,,
,,,,12,,av,,20/03/03,14-Mar,11-Jun,22-Jun,19-Jul,,,
,,,,12,,av,,20/03/03,15-Mar,,,,,,
