"Accepted Symbol","Synonym Symbol","Scientific Name"
"XYPA2","","Xylosma pachyphylla"
"XYSC2","","Xylosma schaefferioides"
"XYSC3","","Xylosma schwaneckeana"
"YUAL","","Yucca aloifolia"
"YUBR","","Yucca brevifolia"
"YUBRB","","Yucca brevifolia var. brevifolia"
"YUBRJ","","Yucca brevifolia var. jaegeriana"
"YUEL","","Yucca elata"
"YUFA","","Yucca faxoniana"
"YUGL2","","Yucca gloriosa"
"YUGU","","Yucca guatemalensis"
"YUSC2","","Yucca schidigera"
"YUTH","","Yucca thompsoniana"
"YUTO","","Yucca torreyi"
"YUTR","","Yucca treculeana"
"YUTRS","","Yucca treculeana var. succulenta"
"YUTRT","","Yucca treculeana var. treculeana"
"ZAAM","","Zanthoxylum americanum"
"ZABI","","Zanthoxylum bifoliolatum"
"ZACA3","","Zanthoxylum caribaeum"
"ZACL","","Zanthoxylum clava-herculis"
"ZACO","","Zanthoxylum coriaceum"
"ZADI","","Zanthoxylum dipetalum"
"ZADID2","","Zanthoxylum dipetalum var. dipetalum"
"ZADIT","","Zanthoxylum dipetalum var. tomentosum"
"ZAFA","","Zanthoxylum fagara"
"ZAFL","","Zanthoxylum flavum"
"ZAHA","","Zanthoxylum hawaiiense"
"ZAHI2","","Zanthoxylum hirsutum"
"ZAKA","","Zanthoxylum kauaense"
"ZAMA","","Zanthoxylum martinicense"
"ZAMO","","Zanthoxylum monophyllum"
"ZAOA","","Zanthoxylum oahuense"
"ZAPU2","","Zanthoxylum punctatum"
"ZASI2","","Zanthoxylum simulans"
"ZASP","","Zanthoxylum spinifex"
"ZATH","","Zanthoxylum thomasianum"
"ZESE80","","Zelkova serrata"
"ZIMA","","Ziziphus mauritiana"
"ZIOB","","Ziziphus obtusifolia"
"ZIOBC","","Ziziphus obtusifolia var. canescens"
"ZIOBO","","Ziziphus obtusifolia var. obtusifolia"
"ZIRE","","Ziziphus reticulata"
"ZIRI","","Ziziphus rignonii"
"ZITA","","Ziziphus taylorii"
"ZIZI","","Ziziphus zizyphus"
