"Accepted Symbol","Synonym Symbol","Scientific Name"
"CLOBB","","Clermontia oblongifolia ssp. brevipes"
"CLOBM","","Clermontia oblongifolia ssp. mauiensis"
"CLOBO","","Clermontia oblongifolia ssp. oblongifolia"
"CLPA6","","Clermontia pallida"
"CLPA8","","Clermontia parviflora"
"CLPE2","","Clermontia peleana"
"CLPEP4","","Clermontia peleana ssp. peleana"
"CLPES2","","Clermontia peleana ssp. singuliflora"
"CLPE3","","Clermontia persicifolia"
"CLPY2","","Clermontia pyrularia"
"CLTU2","","Clermontia tuberculata"
"CLWA2","","Clermontia waimeae"
"CLAC2","","Clerodendrum aculeatum"
"CLBU","","Clerodendrum bungei"
"CLCH4","","Clerodendrum chinense"
"CLGL2","","Clerodendrum glabrum"
"CLIN","","Clerodendrum indicum"
"CLINO2","","Clerodendrum inerme var. oceanicum"
"CLKA2","","Clerodendrum kaempferi"
"CLMA24","","Clerodendrum macrostegium"
"CLSP7","","Clerodendrum speciosissimum"
"CLTR","","Clerodendrum trichotomum"
"CLTRF","","Clerodendrum trichotomum var. ferrugineum"
"CLAC3","","Clethra acuminata"
"CLAL4","","Cleyera albopunctata"
"CLER","","Clibadium erosum"
"CLAN8","","Clidemia angustilamina"
"CLCY5","","Clidemia cymosa"
"CLMO2","","Cliftonia monophylla"
"CLFA5","","Clitoria fairchildiana"
"CLCL2","","Clusia clusioides"
"CLGU","","Clusia gundlachii"
"CLMI2","","Clusia minor"
"CLRO","","Clusia rosea"
"CNAC","","Cnidoscolus aconitifolius"
"COCO8","","Coccoloba costata"
"CODI8","","Coccoloba diversifolia"
"COKR","","Coccoloba krugii"
"COMI","","Coccoloba microstachya"
"COPA24","","Coccoloba pallida"
"COPU","","Coccoloba pubescens"
"COPY","","Coccoloba pyrifolia"
"CORU4","","Coccoloba rugosa"
"COSI2","","Coccoloba sintenisii"
"COSW","","Coccoloba swartzii"
"COTE9","","Coccoloba tenuifolia"
"COUV","","Coccoloba uvifera"
"COVE","","Coccoloba venosa"
"COAR","","Coccothrinax argentata"
"COBA3","","Coccothrinax barbadensis"
"COLA20","","Cocculus laurifolius"
"COVI","","Cochlospermum vitifolium"
"CONU","","Cocos nucifera"
"COVA3","","Codiaeum variegatum"
"COAR2","","Coffea arabica"
"COLI8","","Coffea liberica"
"COAR9","","Cojoba arborea"
"COAC4","","Cola acuminata"
"COSC13","","Colona scabra"
"COAR3","","Colubrina arborescens"
"COAS3","","Colubrina asiatica"
"COCU","","Colubrina cubensis"
"COCUF","","Colubrina cubensis var. floridana"
"COEL2","","Colubrina elliptica"
"COGL5","","Colubrina glandulosa"
"COGLA","","Colubrina glandulosa var. antillana"
"COGR7","","Colubrina greggii"
"COOP","","Colubrina oppositifolia"
"COAR6","","Colutea arborescens"
"CODI3","","Comarostaphylis diversifolia"
"CODID2","","Comarostaphylis diversifolia ssp. diversifolia"
"CODIP","","Comarostaphylis diversifolia ssp. planifolia"
"COBA17","","Commersonia bartramia"
"CODO","","Comocladia dodonaea"
"COGL4","","Comocladia glabra"
"COGL","","Condalia globosa"
"COGLP","","Condalia globosa var. pubescens"
"COHO","","Condalia hookeri"
"COHOE","","Condalia hookeri var. edwardsiana"
"COHOH","","Condalia hookeri var. hookeri"
"COER2","","Conocarpus erectus"
"CORU17","","Conostegia rufescens"
"COMO8","","Consolea moniliformis"
"CONA5","","Consolea nashii"
"CORU8","","Consolea rubescens"
"COOF2","","Copaifera officinalis"
"COFO2","","Coprosma foliosa"
"COKA","","Coprosma kauensis"
"COLO4","","Coprosma longifolia"
"COMO3","","Coprosma montana"
"COOC3","","Coprosma ochracea"
"COPU8","","Coprosma pubens"
"CORH","","Coprosma rhynchocarpa"
"COWA4","","Coprosma waimeae"
"COAL","","Cordia alliodora"
"COBA4","","Cordia bahamensis"
"COBO2","","Cordia boissieri"
"COBO3","","Cordia borinquensis"
"COCO5","","Cordia collococca"
"CODI18","","Cordia dichotoma"
"COGE","","Cordia gerascanthus"
"COLA12","","Cordia laevigata"
"COMI6","","Cordia micronesica"
"COMY","","Cordia myxa"
"COOB3","","Cordia obliqua"
"CORI","","Cordia rickseckeri"
"COSE2","","Cordia sebestena"
"COSU2","","Cordia subcordata"
"COSU3","","Cordia sulcata"
"COAU12","","Cordyline australis"
"COFR2","","Cordyline fruticosa"
"COAC","","Cornus ×acadiensis"
"COAL2","","Cornus alternifolia"
"CODR","","Cornus drummondii"
"COFL2","","Cornus florida"
"COFO","","Cornus foemina"
"COGL3","","Cornus glabrata"
"COKO2","","Cornus kousa"
"COMA21","","Cornus mas"
"CONU4","","Cornus nuttallii"
"CORU","","Cornus rugosa"
"COSE16","","Cornus sericea"
"COSEO","","Cornus sericea ssp. occidentalis"
"COSES","","Cornus sericea ssp. sericea"
"COSE3","","Cornus sessilis"
"COGR24","","Cornutia grandiflora"
"COOB4","","Cornutia obovata"
"COPY2","","Cornutia pyramidata"
"COAV80","","Corylus avellana"
"COCO6","","Corylus cornuta"
"COCOC","","Corylus cornuta var. californica"
"COCOC2","","Corylus cornuta var. cornuta"
"COHE12","","Corylus heterophylla"
"COCA48","","Corymbia calophylla"
"COCI4","","Corymbia citriodora"
"COFI7","","Corymbia ficifolia"
"COGU4","","Corymbia gummifera"
"COLA6","","Corynocarpus laevigatus"
"COCO10","","Cotinus coggygria"
"COOB2","","Cotinus obovatus"
"COMU9","","Cotoneaster multiflorus"
"COGU3","","Couroupita guianensis"
"CRAN6","","Crataegus ×anomala"
"CRBR13","","Crataegus ×brevipes"
"CRCO3","","Crataegus ×cogswellii"
"CRHA3","","Crataegus ×haemacarpa"
"CRHU3","","Crataegus ×hudsonica"
"CRIM","","Crataegus ×immanis"
"CRIN10","","Crataegus ×incaedua"
"CRKE3","","Crataegus ×kennedyi"
"CRLA4","","Crataegus ×laneyi"
"CRLE5","","Crataegus ×lettermanii"
"CRMA11","","Crataegus ×maligna"
"CRME14","","Crataegus ×media"
"CRNI8","","Crataegus ×ninae-celottiae"
"CRNO2","","Crataegus ×notha"
"CRPE14","","Crataegus ×peckietta"
"CRPI","","Crataegus ×pilosa"
"CRPU8","","Crataegus ×puberis"
"CRRU10","","Crataegus ×rubrocarnea"
"CRSI3","","Crataegus ×simulata"
"CRWE","","Crataegus ×websteri"
"CRWH","","Crataegus ×whittakeri"
"CRAE2","","Crataegus aemula"
"CRAE","","Crataegus aestivalis"
"CRAM4","","Crataegus ambitiosa"
"CRAN10","","Crataegus anamesa"
"CRAN9","","Crataegus ancisa"
"CRAN","","Crataegus annosa"
"CRAP4","","Crataegus apiomorpha"
"CRAR6","","Crataegus arborea"
"CRAR7","","Crataegus arcana"
"CRAR8","","Crataegus arrogans"
"CRAT3","","Crataegus ater"
"CRAT6","","Crataegus atrovirens"
"CRAU2","","Crataegus austromontana"
"CRBE5","","Crataegus beadlei"
"CRBE6","","Crataegus beata"
"CRBE2","","Crataegus berberifolia"
"CRBO3","","Crataegus bona"
"CRBR","","Crataegus brachyacantha"
"CRBR3","","Crataegus brainerdii"
"CRBR4","","Crataegus brazoria"
"CRCA","","Crataegus calpodendron"
"CRCA83","","Crataegus canadensis"
"CRCA22","","Crataegus carrollensis"
"CRCA30","","Crataegus castlegarensis"
"CRCH","","Crataegus chrysocarpa"
"CRCHC2","","Crataegus chrysocarpa var. chrysocarpa"
"CRCHP2","","Crataegus chrysocarpa var. piperi"
"CRCO2","","Crataegus coccinioides"
"CRCO4","","Crataegus coleae"
"CRCO26","","Crataegus compacta"
"CRCO7","","Crataegus compta"
"CRCO32","","Crataegus condigna"
"CRCO8","","Crataegus consanguinea"
"CRCO13","","Crataegus contrita"
"CRCO27","","Crataegus corusca"
"CRCR2","","Crataegus crus-galli"
"CRDA3","","Crataegus dallasiana"
"CRDE3","","Crataegus desueta"
"CRDI","","Crataegus dilatata"
"CRDI3","","Crataegus dispar"
"CRDI4","","Crataegus disperma"
"CRDI9","","Crataegus dispessa"
"CRDI10","","Crataegus dissona"
"CRDI11","","Crataegus distincta"
"CRDO3","","Crataegus dodgei"
"CRDO2","","Crataegus douglasii"
"CREN4","","Crataegus enderbyensis"
"CREN","","Crataegus engelmannii"
"CRER3","","Crataegus erythrocarpa"
"CRER","","Crataegus erythropoda"
"CREX2","","Crataegus exilis"
"CREX3","","Crataegus extraria"
"CRFL","","Crataegus flabellata"
"CRFL2","","Crataegus flava"
"CRFR3","","Crataegus fragilis"
"CRFU2","","Crataegus fulleriana"
"CRFU3","","Crataegus furtiva"
"CRGL4","","Crataegus glareosa"
"CRGR13","","Crataegus grandis"
"CRGR2","","Crataegus greggiana"
"CRHA2","","Crataegus harbisonii"
"CRHA4","","Crataegus harveyana"
"CRHE3","","Crataegus helvina"
"CRHO5","","Crataegus holmesiana"
"CRID","","Crataegus ideae"
"CRIG2","","Crataegus ignave"
"CRIM6","","Crataegus impar"
"CRIN26","","Crataegus inanis"
"CRIN16","","Crataegus indicens"
"CRIN17","","Crataegus insidiosa"
"CRIN18","","Crataegus integra"
"CRIN3","","Crataegus intricata"
"CRIN19","","Crataegus invicta"
"CRIR","","Crataegus iracunda"
"CRIR2","","Crataegus irrasa"
"CRJE","","Crataegus jesupii"
"CRJO3","","Crataegus jonesiae"
"CRKE2","","Crataegus kelloggii"
"CRKI","","Crataegus kingstonensis"
"CRKN","","Crataegus knieskerniana"
"CRLA2","","Crataegus lacrimata"
"CRLA80","","Crataegus laevigata"
"CRLA9","","Crataegus lanata"
"CRLA3","","Crataegus lanuginosa"
"CRLA11","","Crataegus latebrosa"
"CRLE8","","Crataegus lemingtonensis"
"CRLI6","","Crataegus limata"
"CRLI12","","Crataegus limnophila"
"CRLU","","Crataegus lucorum"
"CRLU3","","Crataegus lumaria"
"CRMA3","","Crataegus macrosperma"
"CRMA4","","Crataegus margarettiae"
"CRMA5","","Crataegus marshallii"
"CRME11","","Crataegus membranacea"
"CRME6","","Crataegus menandiana"
"CRME","","Crataegus mendosa"
"CRME3","","Crataegus meridionalis"
"CRMO2","","Crataegus mollis"
"CRMO3","","Crataegus monogyna"
"CRNI","","Crataegus nitida"
"CRNI4","","Crataegus nitidula"
"CRNU4","","Crataegus nuda"
"CROK2","","Crataegus okennonii"
"CROP","","Crataegus opaca"
"CROP3","","Crataegus opulens"
"CROR4","","Crataegus orbicularis"
"CROV2","","Crataegus ovata"
"CRPA3","","Crataegus panda"
"CRPE13","","Crataegus pearsonii"
"CRPE","","Crataegus pedicellata"
"CRPE2","","Crataegus penita"
"CRPE3","","Crataegus pennsylvanica"
"CRPE7","","Crataegus perjucunda"
"CRPE6","","Crataegus persimilis"
"CRPH","","Crataegus phaenopyrum"
"CRPH2","","Crataegus phippsii"
"CRPI3","","Crataegus pinetorum"
"CRPO","","Crataegus poliophylla"
"CRPO11","","Crataegus porrecta"
"CRPR4","","Crataegus pratensis"
"CRPR","","Crataegus pringlei"
"CRPR5","","Crataegus prona"
"CRPR2","","Crataegus pruinosa"
"CRPU9","","Crataegus pulcherrima"
"CRPU","","Crataegus punctata"
"CRPU14","","Crataegus putata"
"CRRA6","","Crataegus ravida"
"CRRE11","","Crataegus resima"
"CRRE3","","Crataegus reverchonii"
"CRRH2","","Crataegus rhodella"
"CRRI5","","Crataegus rigens"
"CRRI","","Crataegus rivularis"
"CRRU5","","Crataegus rufula"
"CRSA2","","Crataegus saligna"
"CRSA3","","Crataegus sargentii"
"CRSC80","","Crataegus scabrida"
"CRSC4","","Crataegus schuettei"
"CRSH3","","Crataegus shaferi"
"CRSP","","Crataegus spathulata"
"CRSP5","","Crataegus spatiosa"
"CRSP6","","Crataegus spissa"
"CRST","","Crataegus stenosepala"
"CRSU2","","Crataegus submollis"
"CRSU3","","Crataegus suborbiculata"
"CRSU5","","Crataegus succulenta"
"CRSU16","","Crataegus suksdorfii"
"CRSU6","","Crataegus sutherlandensis"
"CRTA2","","Crataegus tanuphylla"
"CRTE2","","Crataegus texana"
"CRTH4","","Crataegus thermopegaea"
"CRTI2","","Crataegus tinctoria"
"CRTR","","Crataegus tracyi"
"CRTR2","","Crataegus triflora"
"CRTR4","","Crataegus tristis"
"CRTU2","","Crataegus turnerorum"
"CRUN","","Crataegus uniflora"
"CRVA","","Crataegus vailiae"
"CRVA3","","Crataegus valida"
"CRVE11","","Crataegus versuta"
"CRVI","","Crataegus viburnifolia"
"CRVI2","","Crataegus viridis"
"CRVID","","Crataegus viridis var. desertorum"
"CRVIV2","","Crataegus viridis var. viridis"
"CRVU","","Crataegus vulsa"
"CRWA","","Crataegus warneri"
"CRWI3","","Crataegus williamsii"
"CRWO","","Crataegus wootoniana"
"CRXA","","Crataegus xanthophylla"
"CRSP10","","Crateva speciosa"
"CRAL11","","Crescentia alata"
"CRCU","","Crescentia cujete"
"CRLI5","","Crescentia linearifolia"
"CRPO6","","Crescentia portoricensis"
"CRPO7","","Critonia portoricensis"
"CRRH","","Crossopetalum rhacoma"
"CRLO3","","Crotalaria longirostrata"
"CRAS3","","Croton astroites"
"CRFL23","","Croton flavens"
"CRPO4","","Croton poecilanthus"
"CRMA8","","Cryptocarya mannii"
"CRJA3","","Cryptomeria japonica"
"CUTR2","","Cudrania tricuspidata"
"CULA","","Cunninghamia lanceolata"
"CUAM","","Cupania americana"
"CUGL","","Cupania glabra"
"CUTR","","Cupania triquetra"
"CUAN4","","Cupaniopsis anacardioides"
"CYAC4","","Cyanea aculeatiflora"
"CYAR10","","Cyanea arborea"
"CYDU5","","Cyanea duvalliorum"
"CYFI6","","Cyanea fissa"
"CYFIF","","Cyanea fissa ssp. fissa"
"CYFIG","","Cyanea fissa ssp. gayana"
"CYFL4","","Cyanea floribunda"
"CYGI5","","Cyanea giffardii"
"CYHA6","","Cyanea hamatiflora"
"CYHAC","","Cyanea hamatiflora ssp. carlsonii"
"CYHAH","","Cyanea hamatiflora ssp. hamatiflora"
"CYHA7","","Cyanea hardyi"
"CYHO6","","Cyanea horrida"
"CYKU3","","Cyanea kuhihewa"
"CYKU","","Cyanea kunthiana"
"CYLE5","","Cyanea leptostegia"
"CYMA10","","Cyanea macrostegia"
"CYMAG","","Cyanea macrostegia ssp. gibsonii"
"CYMAM","","Cyanea macrostegia ssp. macrostegia"
"CYMA14","","Cyanea marksii"
"CYPI4","","Cyanea pilosa"
"CYPIL","","Cyanea pilosa ssp. longipedunculata"
"CYPIP","","Cyanea pilosa ssp. pilosa"
"CYPO5","","Cyanea pohaku"
"CYPR8","","Cyanea procera"
"CYPY","","Cyanea pycnocarpa"
"CYQU","","Cyanea quercifolia"
"CYRI4","","Cyanea rivularis"
"CYSO2","","Cyanea solenocalyx"
"CYST5","","Cyanea stictophylla"
"CYSU8","","Cyanea superba"
"CYSUR","","Cyanea superba ssp. regina"
"CYSUS","","Cyanea superba ssp. superba"
"CYTR6","","Cyanea tritomantha"
"CYAN","","Cyathea andina"
"CYAR","","Cyathea arborea"
"CYAR13","","Cyathea armata"
"CYCO18","","Cyathea cooperi"
"CYFU","","Cyathea furfuracea"
"CYLU5","","Cyathea lunulata"
"CYNI7","","Cyathea nigricans"
"CYPA7","","Cyathea parvula"
"CYPO11","","Cyathea ponapeana"
"CYPU8","","Cyathea pungens"
"CYTE10","","Cyathea tenera"
"CYSI","","Cybianthus sintenisii"
"CYCI3","","Cycas circinalis"
"CYMI8","","Cycas micronesica"
"CYRE11","","Cycas revoluta"
"CYOB2","","Cydonia oblonga"
"CYFU10","","Cylindropuntia fulgida"
"CYFUF","","Cylindropuntia fulgida var. fulgida"
"CYFUM","","Cylindropuntia fulgida var. mamillata"
"CYIM2","","Cylindropuntia imbricata"
"CYIMA","","Cylindropuntia imbricata var. argentea"
"CYIMI","","Cylindropuntia imbricata var. imbricata"
"CYPO2","","Cynometra portoricensis"
"CYPA6","","Cyrilla parvifolia"
"CYRA","","Cyrilla racemiflora"
"CYRA3","","Cyrtandra ×ramosissima"
"CYGI3","","Cyrtandra giffardii"
"CYWA13","","Cyrtandra wagneri"
"DAEX","","Dacryodes excelsa"
"DAEC","","Dalbergia ecastaphyllum"
"DAMO3","","Dalbergia monetaria"
"DASI","","Dalbergia sissoo"
"DAST3","","Dalbergia stipulacea"
"DALA11","","Daphne laureola"
"DAAM2","","Daphnopsis americana"
"DAAMC","","Daphnopsis americana ssp. caribaea"
"DAHE2","","Daphnopsis helleriana"
"DAPH","","Daphnopsis philippiana"
"DEPA5","","Decaspermum parviflorum"
"DERA6","","Decaspermum raymundi"
"DEFA","","Delissea fallax"
"DELA4","","Delissea laciniata"
"DENI","","Delissea niihauensis"
"DENIK","","Delissea niihauensis ssp. kauaiensis"
"DENIN","","Delissea niihauensis ssp. niihauensis"
"DEPA9","","Delissea parviflora"
"DEUN2","","Delissea undulata"
"DERE","","Delonix regia"
"DEHA3","","Dendromecon harfordii"
"DERI","","Dendromecon rigida"
"DERIR","","Dendromecon rigida ssp. rhamnoides"
"DERIR2","","Dendromecon rigida ssp. rigida"
"DEAR","","Dendropanax arboreus"
"DELA3","","Dendropanax laurifolius"
"DICI2","","Dichrostachys cinerea"
"DIIN6","","Dillenia indica"
"DISU11","","Dillenia suffruticosa"
"DILO7","","Dimocarpus longan"
"DIBL3","","Diospyros blancoi"
"DIDI15","","Diospyros digyna"
"DIEB2","","Diospyros ebenum"
"DIFEP","","Diospyros ferrea var. palauensis"
"DIFO4","","Diospyros foliosa"
"DIHI4","","Diospyros hillebrandii"
"DIMA24","","Diospyros maritima"
"DIRE6","","Diospyros revoluta"
"DISA10","","Diospyros sandwicensis"
"DISI3","","Diospyros sintenisii"
"DITE3","","Diospyros texana"
"DIVI5","","Diospyros virginiana"
"DIME12","","Discocalyx mezii"
"DIPA33","","Discocalyx palauensis"
"DIMY","","Ditta myricoides"
"DOVI","","Dodonaea viscosa"
"DOHE2","","Dovyalis hebecarpa"
"DRCO9","","Dracaena concinna"
"DRFR2","","Dracaena fragrans"
"DRMU2","","Dracaena multiflora"
"DRRE6","","Dracaena reflexa"
"DRAL5","","Drypetes alba"
"DRDI","","Drypetes diversifolia"
"DRDO3","","Drypetes dolichocarpa"
"DRGL2","","Drypetes glauca"
"DRIL","","Drypetes ilicifolia"
"DRLA3","","Drypetes lateriflora"
"DRNI3","","Drypetes nitida"
"DUMO3","","Duabanga moluccana"
"DUDE","","Dubautia ×demissifolia"
"DUFA2","","Dubautia ×fallax"
"DUMO2","","Dubautia ×montana"
"DUAR","","Dubautia arborea"
"DUKN","","Dubautia knudsenii"
"DUKNF","","Dubautia knudsenii ssp. filiformis"
"DUKNK","","Dubautia knudsenii ssp. knudsenii"
"DUKNN","","Dubautia knudsenii ssp. nagatae"
"DUMI","","Dubautia microcephala"
"DUPL","","Dubautia plantaginea"
"DUPLH","","Dubautia plantaginea ssp. humilis"
"DUPLM","","Dubautia plantaginea ssp. magnifolia"
"DUPLP3","","Dubautia plantaginea ssp. plantaginea"
"DURE2","","Dubautia reticulata"
"DUER","","Duranta erecta"
"DYLU","","Dypsis lutescens"
"EBEB","","Ebenopsis ebano"
"EHAN","","Ehretia anacua"
"ELAN","","Elaeagnus angustifolia"
"ELGU","","Elaeis guineensis"
"ELBI","","Elaeocarpus bifidus"
"ELRU3","","Elaeocarpus rubidus"
"ELSP2","","Elaeocarpus sphaericus"
"ELRA2","","Elliottia racemosa"
"ENPO4","","Entada polystachya"
"ENPOP","","Entada polystachya var. polyphylla"
"ENCO2","","Enterolobium contortisiliquum"
"ENCY","","Enterolobium cyclocarpum"
"ERJA3","","Eriobotrya japonica"
"ERFR4","","Erithalis fruticosa"
"EROD","","Erithalis odorifer"
"ERBE3","","Erythrina berteriana"
"ERCO22","","Erythrina corallodendron"
"ERCOC6","","Erythrina corallodendron var. connata"
"ERCR6","","Erythrina crista-galli"
"EREG","","Erythrina eggersii"
"ERFL7","","Erythrina flabelliformis"
"ERFU2","","Erythrina fusca"
"ERHE4","","Erythrina herbacea"
"ERPO5","","Erythrina poeppigiana"
"ERSA11","","Erythrina sandwicensis"
"ERVA7","","Erythrina variegata"
"ERVAO","","Erythrina variegata var. orientalis"
"ERAR17","","Erythroxylum areolatum"
"ERBR11","","Erythroxylum brevipes"
"ERRO3","","Erythroxylum rotundifolium"
"ERRU4","","Erythroxylum rufum"
"ERUR4","","Erythroxylum urbanii"
"ESBE","","Esenbeckia berlandieri"
"EUMO5","","Eucalyptus ×mortoniana"
"EUBO2","","Eucalyptus botryoides"
"EUBR2","","Eucalyptus bridgesiana"
"EUCA2","","Eucalyptus camaldulensis"
"EUCI80","","Eucalyptus cinerea"
"EUCL","","Eucalyptus cladocalyx"
"EUCO3","","Eucalyptus cornuta"
"EUCR","","Eucalyptus crebra"
"EUDE","","Eucalyptus deanei"
"EUDE2","","Eucalyptus deglupta"
"EUGL16","","Eucalyptus glaucescens"
"EUGL","","Eucalyptus globulus"
"EUGLG","","Eucalyptus globulus ssp. globulus"
"EUGLM","","Eucalyptus globulus ssp. maidenii"
"EUGO","","Eucalyptus gomphocephala"
"EUGO2","","Eucalyptus goniocalyx"
"EUGR12","","Eucalyptus grandis"
"EUHE12","","Eucalyptus hemiphloia"
"EUHEA","","Eucalyptus hemiphloia var. albens"
"EUMA4","","Eucalyptus marginata"
"EUMI","","Eucalyptus microcorys"
"EUPA","","Eucalyptus paniculata"
"EUPI","","Eucalyptus pilularis"
"EUPO","","Eucalyptus polyanthemos"
"EUPU","","Eucalyptus pulverulenta"
"EURA4","","Eucalyptus raveretiana"
"EURE2","","Eucalyptus resinifera"
"EURO2","","Eucalyptus robusta"
"EURU2","","Eucalyptus rudis"
"EUSA17","","Eucalyptus salicifolia"
"EUSA","","Eucalyptus saligna"
"EUSI2","","Eucalyptus sideroxylon"
"EUTE","","Eucalyptus tereticornis"
"EUTO11","","Eucalyptus torquata"
"EUVI","","Eucalyptus viminalis"
"EUAP","","Eugenia apiculata"
"EUAX","","Eugenia axillaris"
"EUBI","","Eugenia biflora"
"EUBO3","","Eugenia boqueronensis"
"EUBO4","","Eugenia borinquensis"
"EUCO4","","Eugenia confusa"
"EUCO5","","Eugenia cordata"
"EUCOC","","Eugenia cordata var. cordata"
"EUCOS","","Eugenia cordata var. sintenisii"
"EUCO13","","Eugenia corozalensis"
"EUDO","","Eugenia domingensis"
"EUEG","","Eugenia eggersii"
"EUFA4","","Eugenia fajardensis"
"EUFO3","","Eugenia foetida"
"EUGL6","","Eugenia glabrata"
"EUHA4","","Eugenia haematocarpa"
"EUKO","","Eugenia koolauensis"
"EULA9","","Eugenia laevis"
"EULI","","Eugenia ligustrina"
"EUMO","","Eugenia monticola"
"EUPA12","","Eugenia padronii"
"EUPA28","","Eugenia palumbis"
"EUPR4","","Eugenia procera"
"EUPS","","Eugenia pseudopsidium"
"EURE7","","Eugenia reinwardtiana"
"EURH","","Eugenia rhombea"
"EUSE9","","Eugenia serrasuela"
"EUSE10","","Eugenia sessiliflora"
"EUST3","","Eugenia stahlii"
"EUST6","","Eugenia stewardsonii"
"EUSU9","","Eugenia suzukii"
"EUUN","","Eugenia underwoodii"
"EUUN2","","Eugenia uniflora"
"EUWO2","","Eugenia woodburyana"
"EUXE","","Eugenia xerophytica"
"EUAT5","","Euonymus atropurpureus"
"EUATA2","","Euonymus atropurpureus var. atropurpureus"
"EUATC2","","Euonymus atropurpureus var. cheatumii"
"EUBU5","","Euonymus bungeanus"
"EUEU7","","Euonymus europaeus"
"EUHA7","","Euonymus hamiltonianus"
"EUHAM2","","Euonymus hamiltonianus ssp. maackii"
"EUHAS2","","Euonymus hamiltonianus ssp. sieboldianus"
"EUJA8","","Euonymus japonicus"
"EUOC8","","Euonymus occidentalis"
"EUOCO","","Euonymus occidentalis var. occidentalis"
"EUOCP2","","Euonymus occidentalis var. parishii"
"EUCO24","","Euphorbia cotinifolia"
"EUHA2","","Euphorbia haeleeleana"
"EULA8","","Euphorbia lactea"
"EULE6","","Euphorbia leucocephala"
"EUNE4","","Euphorbia neriifolia"
"EUPE8","","Euphorbia petiolaris"
"EUPU9","","Euphorbia pulcherrima"
"EUTI","","Euphorbia tirucalli"
"EUJA5","","Eurya japonica"
"EUJAN","","Eurya japonica var. nitida"
"EUSA6","","Eurya sandwicensis"
"EXGA","","Exocarpos gaudichaudii"
"EXCA","","Exostema caribaeum"
"EXEL","","Exostema ellipticum"
"EXPA","","Exothea paniculata"
"EYOR","","Eysenhardtia orthocarpa"
"EYTE","","Eysenhardtia texana"
"FABEG","","Fagraea berteroana var. galilai"
"FAKS","","Fagraea ksid"
"FAGR","","Fagus grandifolia"
"FASY","","Fagus sylvatica"
"FAMO","","Falcataria moluccana"
"FAOC","","Faramea occidentalis"
"FEWI","","Ferocactus wislizeni"
"FIAL4","","Ficus altissima"
"FIAM","","Ficus americana"
"FIAU","","Ficus aurea"
"FIBE2","","Ficus benghalensis"
"FIBE","","Ficus benjamina"
"FICA","","Ficus carica"
"FICI","","Ficus citrifolia"
"FICO2","","Ficus copiosa"
"FIDR3","","Ficus drupacea"
"FIEL","","Ficus elastica"
"FILU","","Ficus lutea"
"FILY","","Ficus lyrata"
"FIMA","","Ficus macrophylla"
"FIMI2","","Ficus microcarpa"
"FIMIM","","Ficus microcarpa var. microcarpa"
"FINO3","","Ficus nota"
"FIOB","","Ficus obtusifolia"
"FIPA2","","Ficus palmata"
"FIPRC","","Ficus prolixa var. carolinensis"
"FIPRP","","Ficus prolixa var. prolixa"
"FIRE3","","Ficus religiosa"
"FIRU4","","Ficus rubiginosa"
"FISA2","","Ficus sagittata"
"FISE","","Ficus senfftiana"
"FIST","","Ficus stahlii"
"FITIN","","Ficus tinctoria var. neoebudarum"
"FITIT","","Ficus tinctoria var. tinctoria"
"FITR","","Ficus trigonata"
"FIDE2","","Filicium decipiens"
"FICH","","Finschia chloroxantha"
"FISI2","","Firmiana simplex"
"FISP3","","Fitchia speciosa"
"FLIN","","Flacourtia indica"
"FLIN3","","Flacourtia inermis"
"FLRUM","","Flacourtia rukam var. micronesica"
"FLBR","","Flindersia brayleyana"
"FLAC","","Flueggea acidoton"
"FLNE","","Flueggea neowawraea"
"FLVI2","","Flueggea virosa"
"FOAC","","Forestiera acuminata"
"FOAN","","Forestiera angustifolia"
"FOEG","","Forestiera eggersiana"
"FORH","","Forestiera rhamnifolia"
"FOSE","","Forestiera segregata"
"FOSEP","","Forestiera segregata var. pinetorum"
"FOSES","","Forestiera segregata var. segregata"
"FOSH","","Forestiera shrevei"
"FOJA","","Fortunella japonica"
"FOMA2","","Fortunella margarita"
"FRBL","","Frangula ×blumeri"
"FRAL4","","Frangula alnus"
"FRBE2","","Frangula betulifolia"
"FRBEB","","Frangula betulifolia ssp. betulifolia"
"FRBEO","","Frangula betulifolia ssp. obovata"
"FRCA12","","Frangula californica"
"FRCAC5","","Frangula californica ssp. californica"
"FRCAC6","","Frangula californica ssp. crassifolia"
"FRCAC7","","Frangula californica ssp. cuspidata"
"FRCAO4","","Frangula californica ssp. occidentalis"
"FRCAT2","","Frangula californica ssp. tomentella"
"FRCAU","","Frangula californica ssp. ursina"
"FRCA13","","Frangula caroliniana"
"FRPU7","","Frangula purshiana"
"FRPUP","","Frangula purshiana ssp. purshiana"
"FRSP2","","Frangula sphaerosperma"
"FRSPL","","Frangula sphaerosperma ssp. longipes"
"FRAL","","Franklinia alatamaha"
"FRAL3","","Fraxinus albicans"
"FRAM2","","Fraxinus americana"
"FRAN2","","Fraxinus anomala"
"FRANA","","Fraxinus anomala var. anomala"
"FRANL","","Fraxinus anomala var. lowellii"
"FRBE","","Fraxinus berlandieriana"
"FRCA3","","Fraxinus caroliniana"
"FRCU","","Fraxinus cuspidata"
"FRDI2","","Fraxinus dipetala"
"FREX80","","Fraxinus excelsior"
"FRGO","","Fraxinus gooddingii"
"FRGR2","","Fraxinus greggii"
"FRLA","","Fraxinus latifolia"
