"Accepted Symbol","Synonym Symbol","Scientific Name"
"NEST5","","Nestotus stenophyllus"
"NELA","","Neurodium lanceolatum"
"NELO3","","Neurolaena lobata"
"NIPH","","Nicandra physalodes"
"NIED","","Nicolletia edwardsii"
"NIOC","","Nicolletia occidentalis"
"NISA","","Nicotiana ×sanderae"
"NIAC","","Nicotiana acuminata"
"NIACM","","Nicotiana acuminata var. multiflora"
"NIAL","","Nicotiana alata"
"NIAT","","Nicotiana attenuata"
"NICL","","Nicotiana clevelandii"
"NILO","","Nicotiana longiflora"
"NIOB","","Nicotiana obtusifolia"
"NIOBO","","Nicotiana obtusifolia var. obtusifolia"
"NIOBP","","Nicotiana obtusifolia var. palmeri"
"NIPL2","","Nicotiana plumbaginifolia"
"NIQU","","Nicotiana quadrivalvis"
"NIQUB","","Nicotiana quadrivalvis var. bigelovii"
"NIQUQ","","Nicotiana quadrivalvis var. quadrivalvis"
"NIQUW","","Nicotiana quadrivalvis var. wallacei"
"NIRE","","Nicotiana repanda"
"NIRU","","Nicotiana rustica"
"NISU","","Nicotiana suaveolens"
"NISY","","Nicotiana sylvestris"
"NITA","","Nicotiana tabacum"
"NIOT","","Nidema ottonis"
"NIHI","","Nierembergia hippomanica"
"NIHIC","","Nierembergia hippomanica var. caerulea"
"NIDA","","Nigella damascena"
"NISA2","","Nigella sativa"
"NICR","","Niphidium crassifolium"
"NINI","","Nipponanthemum nipponicum"
"NIPL","","Nissolia platycalyx"
"NISC","","Nissolia schottii"
"NIWI","","Nissolia wislizeni"
"NIMO","","Nitrophila mohavensis"
"NIOC2","","Nitrophila occidentalis"
"NOAR2","","Noccaea arctica"
"NOFE3","","Noccaea fendleri"
"NOFEC","","Noccaea fendleri ssp. californica"
"NOFEF","","Noccaea fendleri ssp. fendleri"
"NOFEG","","Noccaea fendleri ssp. glauca"
"NOFEI","","Noccaea fendleri ssp. idahoensis"
"NOFES","","Noccaea fendleri ssp. siskiyouensis"
"NOMO2","","Noccaea montana"
"NOPA5","","Noccaea parviflora"
"NOST3","","Nomaphila stricta"
"NOLU","","Nonea lutea"
"NORO","","Nonea rosea"
"NOVE2","","Nonea versicolor"
"NOVE","","Nonea vesicaria"
"NOAL2","","Nothocalais alpestris"
"NOCU","","Nothocalais cuspidata"
"NONI","","Nothocalais nigrescens"
"NOTR2","","Nothocalais troximoides"
"NOAL","","Notholaena aliena"
"NOAS","","Notholaena aschenborniana"
"NOCA","","Notholaena californica"
"NOCAC2","","Notholaena californica ssp. californica"
"NOCAL","","Notholaena californica ssp. leucophylla"
"NOCO5","","Notholaena copelandii"
"NOGR","","Notholaena grayi"
"NOGRG","","Notholaena grayi ssp. grayi"
"NOGRS","","Notholaena grayi ssp. sonorensis"
"NOGR2","","Notholaena greggii"
"NOLE","","Notholaena lemmonii"
"NONE4","","Notholaena nealleyi"
"NONE","","Notholaena neglecta"
"NOST","","Notholaena standleyi"
"NOTR","","Notholaena trichomanoides"
"NORU","","Nothoperanema rubiginosum"
"NOBI2","","Nothoscordum bivalve"
"NOBO","","Nothoscordum borbonicum"
"NOGR3","","Nothoscordum gracile"
"NOTE2","","Nothoscordum texanum"
"NULU","","Nuphar lutea"
"NULUA","","Nuphar lutea ssp. advena"
"NULUO","","Nuphar lutea ssp. orbiculata"
"NULUP","","Nuphar lutea ssp. polysepala"
"NULUP2","","Nuphar lutea ssp. pumila"
"NULUR","","Nuphar lutea ssp. rubrodisca"
"NULUS","","Nuphar lutea ssp. sagittifolia"
"NULUU","","Nuphar lutea ssp. ulvacea"
"NULUV","","Nuphar lutea ssp. variegata"
"NUCA","","Nuttallanthus canadensis"
"NUFL","","Nuttallanthus floridanus"
"NUTE","","Nuttallanthus texanus"
"NYCA","","Nyctaginia capitata"
"NYDA","","Nymphaea ×daubenyana"
"NYMA2","","Nymphaea ×marliacea"
"NYTH","","Nymphaea ×thiona"
"NYAL","","Nymphaea alba"
"NYAM","","Nymphaea amazonum"
"NYAM2","","Nymphaea ampla"
"NYAMA","","Nymphaea ampla var. ampla"
"NYAMP","","Nymphaea ampla var. pulchella"
"NYCA3","","Nymphaea caerulea"
"NYCA2","","Nymphaea capensis"
"NYCO2","","Nymphaea conardii"
"NYEL","","Nymphaea elegans"
"NYJA","","Nymphaea jamesoniana"
"NYLE","","Nymphaea leibergii"
"NYLO","","Nymphaea lotus"
"NYME","","Nymphaea mexicana"
"NYOD","","Nymphaea odorata"
"NYODO","","Nymphaea odorata ssp. odorata"
"NYODT","","Nymphaea odorata ssp. tuberosa"
"NYRU","","Nymphaea rudgeana"
"NYTE","","Nymphaea tetragona"
"NYAQ","","Nymphoides aquatica"
"NYAQ3","","Nymphoides aquatica × cordata"
"NYCO","","Nymphoides cordata"
"NYCR","","Nymphoides cristata"
"NYHU","","Nymphoides humboldtiana"
"NYIN","","Nymphoides indica"
"NYPE","","Nymphoides peltata"
"OBPA","","Oberonia palawensis"
"OBRO","","Oberonia rotunda"
"OBVI","","Obolaria virginica"
"OCBA","","Ocimum basilicum"
"OCCA5","","Ocimum campechianum"
"OCGR","","Ocimum gratissimum"
"OCTE2","","Ocimum tenuiflorum"
"OCBL","","Oclemena ×blakei"
"OCAC","","Oclemena acuminata"
"OCNE2","","Oclemena nemoralis"
"OCRE2","","Oclemena reticulata"
"ODVE","","Odontites vernus"
"ODVES","","Odontites vernus ssp. serotinus"
"ODCA2","","Odontonema callistachyum"
"ODCU","","Odontonema cuspidatum"
"ODAC","","Odontosoria aculeata"
"ODCH","","Odontosoria chinensis"
"ODCL","","Odontosoria clavata"
"ODSC","","Odontosoria scandens"
"ODHA","","Odontostomum hartwegii"
"OEMA2","","Oeceoclades maculata"
"OEAQ","","Oenanthe aquatica"
"OEJA2","","Oenanthe javanica"
"OEPI","","Oenanthe pimpinelloides"
"OESA","","Oenanthe sarmentosa"
"OEAC","","Oenothera acutissima"
"OEAF","","Oenothera affinis"
"OEAL","","Oenothera albicaulis"
"OEAR","","Oenothera argillicola"
"OEAR5","","Oenothera arida"
"OEAR4","","Oenothera arizonica"
"OEBI","","Oenothera biennis"
"OEBO","","Oenothera boquillensis"
"OEBR","","Oenothera brachycarpa"
"OECA10","","Oenothera caespitosa"
"OECAC2","","Oenothera caespitosa ssp. caespitosa"
"OECAC3","","Oenothera caespitosa ssp. crinita"
"OECAM3","","Oenothera caespitosa ssp. macroglottis"
"OECAM4","","Oenothera caespitosa ssp. marginata"
"OECAN","","Oenothera caespitosa ssp. navajoensis"
"OECA4","","Oenothera calcicola"
"OECA2","","Oenothera californica"
"OECAA2","","Oenothera californica ssp. avita"
"OECAC","","Oenothera californica ssp. californica"
"OECAE2","","Oenothera californica ssp. eurekensis"
"OECA3","","Oenothera canescens"
"OECA5","","Oenothera cavernae"
"OECI","","Oenothera cinerea"
"OECIC","","Oenothera cinerea ssp. cinerea"
"OECIP","","Oenothera cinerea ssp. parksii"
"OECL3","","Oenothera clelandii"
"OECO","","Oenothera coloradensis"
"OECOC","","Oenothera coloradensis ssp. coloradensis"
"OECON2","","Oenothera coloradensis ssp. neomexicana"
"OECO6","","Oenothera cordata"
"OECO2","","Oenothera coronopifolia"
"OECO3","","Oenothera coryi"
"OECU2","","Oenothera curtiflora"
"OECU","","Oenothera curtissii"
"OEDE2","","Oenothera deltoides"
"OEDEA","","Oenothera deltoides ssp. ambigua"
"OEDEC2","","Oenothera deltoides ssp. cognata"
"OEDED4","","Oenothera deltoides ssp. deltoides"
"OEDEH","","Oenothera deltoides ssp. howellii"
"OEDEP","","Oenothera deltoides ssp. piperi"
"OEDE","","Oenothera demareei"
"OEDR","","Oenothera drummondii"
"OEEL","","Oenothera elata"
"OEELH","","Oenothera elata ssp. hirsutissima"
"OEELH2","","Oenothera elata ssp. hookeri"
"OEEN","","Oenothera engelmannii"
"OEFA","","Oenothera falfurriae"
"OEFI2","","Oenothera filiformis"
"OEFI3","","Oenothera filipes"
"OEFL","","Oenothera flava"
"OEFLF","","Oenothera flava ssp. flava"
"OEFLT","","Oenothera flava ssp. taraxacoides"
"OEFR","","Oenothera fruticosa"
"OEFRF","","Oenothera fruticosa ssp. fruticosa"
"OEFRT","","Oenothera fruticosa ssp. tetragona"
"OEGA","","Oenothera gaura"
"OEGL","","Oenothera glazioviana"
"OEGR4","","Oenothera grandiflora"
"OEGR2","","Oenothera grandis"
"OEHA6","","Oenothera harringtonii"
"OEHA2","","Oenothera havardii"
"OEHE3","","Oenothera heterophylla"
"OEHEH","","Oenothera heterophylla ssp. heterophylla"
"OEHEO","","Oenothera heterophylla ssp. orientalis"
"OEHE5","","Oenothera hexandra"
"OEHEG2","","Oenothera hexandra ssp. gracilis"
"OEHO2","","Oenothera howardii"
"OEHU","","Oenothera humifusa"
"OEJA","","Oenothera jamesii"
"OEKU","","Oenothera kunthiana"
"OELA","","Oenothera laciniata"
"OELA2","","Oenothera latifolia"
"OELI2","","Oenothera lindheimeri"
"OELI","","Oenothera linifolia"
"OELO","","Oenothera longissima"
"OEMA","","Oenothera macrocarpa"
"OEMAF","","Oenothera macrocarpa ssp. fremontii"
"OEMAI2","","Oenothera macrocarpa ssp. incana"
"OEMAM","","Oenothera macrocarpa ssp. macrocarpa"
"OEMAO2","","Oenothera macrocarpa ssp. oklahomensis"
"OEMC","","Oenothera mckelveyae"
"OEME","","Oenothera mexicana"
"OEMO","","Oenothera mollissima"
"OEMU5","","Oenothera murdockii"
"OENE","","Oenothera neomexicana"
"OENU2","","Oenothera nutans"
"OENU","","Oenothera nuttallii"
"OEOA","","Oenothera oakesiana"
"OEOR","","Oenothera organensis"
"OEPA","","Oenothera pallida"
"OEPAG","","Oenothera pallida ssp. gypsophila"
"OEPAP","","Oenothera pallida ssp. pallida"
"OEPAR","","Oenothera pallida ssp. runcinata"
"OEPAT","","Oenothera pallida ssp. trichocalyx"
"OEPA5","","Oenothera parviflora"
"OEPA2","","Oenothera patriciae"
"OEPE","","Oenothera perennis"
"OEPI2","","Oenothera pilosella"
"OEPIP","","Oenothera pilosella ssp. pilosella"
"OEPIS","","Oenothera pilosella ssp. sessilis"
"OEPL","","Oenothera platanorum"
"OEPR","","Oenothera primiveris"
"OEPRB","","Oenothera primiveris ssp. bufonis"
"OEPRP","","Oenothera primiveris ssp. primiveris"
"OEPS2","","Oenothera psammophila"
"OEPU","","Oenothera pubescens"
"OERH","","Oenothera rhombipetala"
"OERO","","Oenothera rosea"
"OESI","","Oenothera simulans"
"OESI3","","Oenothera sinuosa"
"OESP","","Oenothera spachiana"
"OESP2","","Oenothera speciosa"
"OEST","","Oenothera stricta"
"OESU3","","Oenothera suffrutescens"
"OESU4","","Oenothera suffulta"
"OESUN","","Oenothera suffulta ssp. nealleyi"
"OESUS","","Oenothera suffulta ssp. suffulta"
"OETE2","","Oenothera tetraptera"
"OETE3","","Oenothera texensis"
"OETR","","Oenothera triangulata"
"OETR2","","Oenothera triloba"
"OEVI","","Oenothera villosa"
"OEVIS","","Oenothera villosa ssp. strigosa"
"OEVIV","","Oenothera villosa ssp. villosa"
"OEWO","","Oenothera wolfii"
"OEXE","","Oenothera xerogaura"
"OEXY","","Oenothera xylocarpa"
"OKHY","","Okenia hypogaea"
"OLBO","","Oldenlandia boscii"
"OLCO","","Oldenlandia corymbosa"
"OLCOC","","Oldenlandia corymbosa var. corymbosa"
"OLLA2","","Oldenlandia lancifolia"
"OLSA","","Oldenlandia salzmannii"
"OLST","","Oldenlandia strigulosa"
"OLUN","","Oldenlandia uniflora"
"OLVE","","Oldenlandia verticillata"
"OLCA4","","Oldenlandiopsis callitrichoides"
"OLAR","","Oleandra articulata"
"OLCE","","Olfersia cervina"
"OLLI","","Oligomeris linifolia"
"OLBE","","Oligoneuron ×bernardii"
"OLKR","","Oligoneuron ×krotkovii"
"OLLU","","Oligoneuron ×lutescens"
"OLAL2","","Oligoneuron album"
"OLHO","","Oligoneuron houghtonii"
"OLNI","","Oligoneuron nitidum"
"OLOH","","Oligoneuron ohioense"
"OLRI2","","Oligoneuron riddellii"
"OLRI","","Oligoneuron rigidum"
"OLRIG","","Oligoneuron rigidum var. glabratum"
"OLRIH","","Oligoneuron rigidum var. humile"
"OLRIR","","Oligoneuron rigidum var. rigidum"
"OLDO","","Olsynium douglasii"
"OLDOD","","Olsynium douglasii var. douglasii"
"OLDOI","","Olsynium douglasii var. inflatum"
"OMNO","","Omalotheca norvegica"
"OMSU","","Omalotheca supina"
"OMSY","","Omalotheca sylvatica"
"OMAL","","Omphalodes aliena"
"OMLI","","Omphalodes linifolia"
"OMVE","","Omphalodes verna"
"ONAL2","","Oncidium altissimum"
"ONCA","","Oncidium carthaginense"
"ONEN","","Oncidium ensatum"
"ONFL","","Oncidium floridanum"
"ONME","","Oncidium meirax"
"ONPI","","Oncosiphon piluliferum"
"ONSU2","","Oncosiphon suffruticosum"
"ONVI","","Onobrychis viciifolia"
"ONSE","","Onoclea sensibilis"
"ONAL5","","Ononis alopecuroides"
"ONAR","","Ononis arvensis"
"ONRE","","Ononis repens"
"ONAC","","Onopordum acanthium"
"ONAC2","","Onopordum acaulon"
"ONIL","","Onopordum illyricum"
"ONTA","","Onopordum tauricum"
"ONBE","","Onosmodium bejariense"
"ONBEB","","Onosmodium bejariense var. bejariense"
"ONBEH","","Onosmodium bejariense var. hispidissimum"
"ONBEO","","Onosmodium bejariense var. occidentale"
"ONBES","","Onosmodium bejariense var. subsetosum"
"ONDE2","","Onosmodium decipiens"
"ONHE","","Onosmodium helleri"
"ONVI2","","Onosmodium virginianum"
"OOEN","","Oonopsis engelmannii"
"OOFO","","Oonopsis foliosa"
"OOFOF","","Oonopsis foliosa var. foliosa"
"OOFOM","","Oonopsis foliosa var. monocephala"
"OOWA","","Oonopsis wardii"
"OPPI","","Operculina pinnatifida"
"OPAZ","","Ophioglossum azoricum"
"OPCA8","","Ophioglossum californicum"
"OPCO","","Ophioglossum concinnum"
"OPCR","","Ophioglossum crotalophoroides"
"OPCRC","","Ophioglossum crotalophoroides var. crotalophoroides"
"OPCRN","","Ophioglossum crotalophoroides var. nanum"
"OPEN","","Ophioglossum engelmannii"
"OPNU","","Ophioglossum nudicaule"
"OPPE","","Ophioglossum pendulum"
"OPPEF","","Ophioglossum pendulum ssp. falcatum"
"OPPEP","","Ophioglossum pendulum ssp. pendulum"
"OPPE2","","Ophioglossum petiolatum"
"OPPO5","","Ophioglossum polyphyllum"
"OPPU3","","Ophioglossum pusillum"
"OPRE","","Ophioglossum reticulatum"
"OPVU","","Ophioglossum vulgatum"
"OPJA3","","Ophiopogon jaburan"
"OPPA4","","Ophiorrhiza palauensis"
"ORLU3","","Orbexilum lupinellum"
"ORMA2","","Orbexilum macrophyllum"
"ORON","","Orbexilum onobrychis"
"ORPE","","Orbexilum pedunculatum"
"ORPEP2","","Orbexilum pedunculatum var. pedunculatum"
"ORPEP","","Orbexilum pedunculatum var. psoralioides"
"ORSI","","Orbexilum simplex"
"ORST","","Orbexilum stipulatum"
"ORVI","","Orbexilum virgatum"
"ORPA3","","Oreochrysum parryi"
"ORPA8","","Oreogrammitis palauensis"
"ORCL","","Oreonana clementis"
"ORPU5","","Oreonana purpurascens"
"ORVE","","Oreonana vestita"
"ORAL4","","Oreostemma alpigenum"
"ORALA2","","Oreostemma alpigenum var. alpigenum"
"ORALA3","","Oreostemma alpigenum var. andersonii"
"ORALH","","Oreostemma alpigenum var. haydenii"
"OREL4","","Oreostemma elatum"
"ORPE4","","Oreostemma peirsonii"
"ORAL","","Oreoxis alpina"
"ORALA","","Oreoxis alpina ssp. alpina"
"ORALP","","Oreoxis alpina ssp. puberulenta"
"ORBA","","Oreoxis bakeri"
"ORHU","","Oreoxis humilis"
"ORTR","","Oreoxis trotteri"
"ORHE4","","Origanum heracleoticum"
"ORMA","","Origanum majorana"
"ORVU","","Origanum vulgare"
"ORCA6","","Ornithogalum caudatum"
"ORNU","","Ornithogalum nutans"
"ORPY","","Ornithogalum pyrenaicum"
"ORTH4","","Ornithogalum thyrsoides"
"ORUM","","Ornithogalum umbellatum"
"ORCO15","","Ornithopus compressus"
"ORPE80","","Ornithopus perpusillus"
"ORPI3","","Ornithopus pinnatus"
"ORSA2","","Ornithopus sativus"
"ORSAI","","Ornithopus sativus ssp. isthmocarpus"
"ORSAS","","Ornithopus sativus ssp. sativus"
"ORAE3","","Orobanche aegyptiaca"
"ORBU","","Orobanche bulbosa"
"ORCA2","","Orobanche californica"
"ORCAC2","","Orobanche californica ssp. californica"
"ORCAC","","Orobanche californica ssp. condensa"
"ORCAF","","Orobanche californica ssp. feudgei"
"ORCAG","","Orobanche californica ssp. grandis"
"ORCAG2","","Orobanche californica ssp. grayana"
"ORCAJ","","Orobanche californica ssp. jepsonii"
"ORCE","","Orobanche cernua"
"ORCO4","","Orobanche cooperi"
"ORCO5","","Orobanche corymbosa"
"ORCOC3","","Orobanche corymbosa ssp. corymbosa"
"ORCOM","","Orobanche corymbosa ssp. mutabilis"
"ORCR","","Orobanche crenata"
"ORFA","","Orobanche fasciculata"
"ORHE3","","Orobanche hederae"
"ORLU","","Orobanche ludoviciana"
"ORLUL2","","Orobanche ludoviciana ssp. ludoviciana"
"ORLUM","","Orobanche ludoviciana ssp. multiflora"
"ORMI","","Orobanche minor"
"ORMU3","","Orobanche multicaulis"
"ORPA2","","Orobanche parishii"
"ORPAB","","Orobanche parishii ssp. brachyloba"
"ORPAP","","Orobanche parishii ssp. parishii"
"ORPI2","","Orobanche pinorum"
"ORRA","","Orobanche ramosa"
"ORRI","","Orobanche riparia"
"ORUN","","Orobanche uniflora"
"ORVA","","Orobanche valida"
"ORVAH","","Orobanche valida ssp. howellii"
"ORVAV","","Orobanche valida ssp. valida"
"ORVA2","","Orobanche vallicola"
"ORTH","","Orochaenactis thysanocarpha"
"ORFU","","Orogenia fusiformis"
"ORLI","","Orogenia linearifolia"
"ORAQ","","Orontium aquaticum"
"ORBA2","","Orthocarpus barbatus"
"ORBR","","Orthocarpus bracteosus"
"ORCU","","Orthocarpus cuspidatus"
"ORCUC","","Orthocarpus cuspidatus ssp. copelandii"
"ORCUC2","","Orthocarpus cuspidatus ssp. cryptanthus"
"ORCUC3","","Orthocarpus cuspidatus ssp. cuspidatus"
"ORIM","","Orthocarpus imbricatus"
"ORLU2","","Orthocarpus luteus"
"ORPA","","Orthocarpus pachystachyus"
"ORPU2","","Orthocarpus purpureoalbus"
"ORTE2","","Orthocarpus tenuifolius"
"ORTO","","Orthocarpus tolmiei"
"ORTOH","","Orthocarpus tolmiei ssp. holmgreniorum"
"ORTOT","","Orthocarpus tolmiei ssp. tolmiei"
"ORAR6","","Orthosiphon aristatus"
"ORNE","","Oryctes nevadensis"
"OSTE","","Osmadenia tenella"
"OSBE","","Osmorhiza berteroi"
"OSBR","","Osmorhiza brachypoda"
"OSCL","","Osmorhiza claytonii"
"OSDE","","Osmorhiza depauperata"
"OSLO","","Osmorhiza longistylis"
"OSME3","","Osmorhiza mexicana"
"OSMEB2","","Osmorhiza mexicana ssp. bipatriata"
"OSOC","","Osmorhiza occidentalis"
"OSPU","","Osmorhiza purpurea"
"OSRU","","Osmunda ×ruggii"
"OSCI","","Osmunda cinnamomea"
"OSCIC","","Osmunda cinnamomea var. cinnamomea"
"OSCIG","","Osmunda cinnamomea var. glandulosa"
"OSCL2","","Osmunda claytoniana"
"OSRE","","Osmunda regalis"
"OSRES","","Osmunda regalis var. spectabilis"
"OSCA","","Osteospermum calendulaceum"
"OSFR4","","Osteospermum fruticosum"
"OTAL","","Ottelia alismoides"
"OXAL","","Oxalis albicans"
"OXALA","","Oxalis albicans ssp. albicans"
"OXALC","","Oxalis albicans ssp. californica"
"OXALP","","Oxalis albicans ssp. pilosa"
"OXAL2","","Oxalis alpina"
"OXBA","","Oxalis barrelieri"
"OXBO3","","Oxalis bowiei"
"OXCA5","","Oxalis caerulea"
"OXCO","","Oxalis corniculata"
"OXDE3","","Oxalis debilis"
"OXDEC","","Oxalis debilis var. corymbosa"
"OXDE4","","Oxalis decaphylla"
"OXDI","","Oxalis dichondrifolia"
"OXDI2","","Oxalis dillenii"
"OXDR","","Oxalis drummondii"
"OXEG","","Oxalis eggersii"
"OXEX2","","Oxalis exilis"
"OXFR","","Oxalis frutescens"
"OXFRA","","Oxalis frutescens ssp. angustifolia"
"OXGR","","Oxalis grandis"
"OXHI","","Oxalis hirta"
"OXIL","","Oxalis illinoensis"
"OXIN","","Oxalis incarnata"
"OXIN2","","Oxalis intermedia"
"OXLA6","","Oxalis latifolia"
"OXMO","","Oxalis montana"
"OXOR","","Oxalis oregana"
"OXPE","","Oxalis pes-caprae"
"OXPR","","Oxalis priceae"
"OXPRC","","Oxalis priceae ssp. colorea"
"OXPRP","","Oxalis priceae ssp. priceae"
"OXPRT","","Oxalis priceae ssp. texana"
"OXPU2","","Oxalis purpurea"
"OXRA","","Oxalis radicosa"
"OXRU","","Oxalis rubra"
"OXRU2","","Oxalis rugeliana"
"OXST","","Oxalis stricta"
"OXSU","","Oxalis suksdorfii"
"OXTR","","Oxalis trilliifolia"
"OXVI","","Oxalis violacea"
"OXCO4","","Oxypetalum cordifolium"
"OXCA2","","Oxypolis canbyi"
"OXFE","","Oxypolis fendleri"
"OXFI","","Oxypolis filiformis"
"OXGR5","","Oxypolis greenmanii"
"OXOC","","Oxypolis occidentalis"
"OXRI","","Oxypolis rigidior"
"OXTE","","Oxypolis ternata"
"OXVO","","Oxyrhynchus volubilis"
"OXDI3","","Oxyria digyna"
"OXLU","","Oxystylis lutea"
"OXAC4","","Oxytenia acerosa"
"OXCA3","","Oxytheca caryophylloides"
"OXDE","","Oxytheca dendroidea"
"OXEM","","Oxytheca emarginata"
"OXPA","","Oxytheca parishii"
"OXPAA","","Oxytheca parishii var. abramsii"
"OXPAC","","Oxytheca parishii var. cienegensis"
"OXPAG","","Oxytheca parishii var. goodmaniana"
"OXPAP","","Oxytheca parishii var. parishii"
"OXPE2","","Oxytheca perfoliata"
"OXTR2","","Oxytheca trilobata"
"OXWA","","Oxytheca watsonii"
"OXAR2","","Oxytropis arctica"
"OXARA","","Oxytropis arctica var. arctica"
"OXARB","","Oxytropis arctica var. barnebyana"
"OXARK","","Oxytropis arctica var. koyukukensis"
"OXAR6","","Oxytropis arctobia"
"OXBE5","","Oxytropis bellii"
"OXBE2","","Oxytropis besseyi"
"OXBEA","","Oxytropis besseyi var. argophylla"
"OXBEB","","Oxytropis besseyi var. besseyi"
"OXBEF","","Oxytropis besseyi var. fallax"
"OXBEO","","Oxytropis besseyi var. obnapiformis"
"OXBES","","Oxytropis besseyi var. salmonensis"
"OXBEV","","Oxytropis besseyi var. ventosa"
"OXBO","","Oxytropis borealis"
"OXBOA","","Oxytropis borealis var. australis"
"OXBOB","","Oxytropis borealis var. borealis"
"OXBOS","","Oxytropis borealis var. sulphurea"
"OXBOV","","Oxytropis borealis var. viscida"
"OXCA4","","Oxytropis campestris"
"OXCAC","","Oxytropis campestris var. chartacea"
"OXCAC2","","Oxytropis campestris var. columbiana"
"OXCAC3","","Oxytropis campestris var. cusickii"
"OXCAD2","","Oxytropis campestris var. davisii"
"OXCAD","","Oxytropis campestris var. dispar"
"OXCAJ","","Oxytropis campestris var. johannensis"
"OXCAJ3","","Oxytropis campestris var. jordalii"
"OXCAM2","","Oxytropis campestris var. minor"
"OXCAR3","","Oxytropis campestris var. roaldii"
"OXCAS3","","Oxytropis campestris var. spicata"
"OXCAV","","Oxytropis campestris var. varians"
"OXCAW","","Oxytropis campestris var. wanapum"
