"Accepted Symbol","Synonym Symbol","Scientific Name"
"PEHUH","","Penstemon humilis ssp. humilis"
"PEHUO","","Penstemon humilis ssp. obtusifolius"
"PEID","","Penstemon idahoensis"
"PEIM2","","Penstemon immanifestus"
"PEIN9","","Penstemon inflatus"
"PEJA","","Penstemon jamesii"
"PEJA2","","Penstemon janishiae"
"PEKI","","Penstemon kingii"
"PEKR3","","Penstemon kralii"
"PELA6","","Penstemon labrosus"
"PELA7","","Penstemon laetus"
"PELAL6","","Penstemon laetus ssp. laetus"
"PELAL","","Penstemon laetus ssp. leptosepalus"
"PELAS","","Penstemon laetus ssp. sagittatus"
"PELA8","","Penstemon laevigatus"
"PELA15","","Penstemon laevis"
"PELA9","","Penstemon laricifolius"
"PELAE","","Penstemon laricifolius ssp. exilifolius"
"PELAL7","","Penstemon laricifolius ssp. laricifolius"
"PELA10","","Penstemon laxiflorus"
"PELA17","","Penstemon laxus"
"PELE7","","Penstemon leiophyllus"
"PELEF","","Penstemon leiophyllus var. francisci-pennellii"
"PELEK","","Penstemon leiophyllus var. keckii"
"PELEL","","Penstemon leiophyllus var. leiophyllus"
"PELE8","","Penstemon lemhiensis"
"PELE2","","Penstemon lentus"
"PELEA3","","Penstemon lentus var. albiflorus"
"PELEL2","","Penstemon lentus var. lentus"
"PELE9","","Penstemon leonardii"
"PELEH","","Penstemon leonardii var. higginsii"
"PELEL3","","Penstemon leonardii var. leonardii"
"PELEP","","Penstemon leonardii var. patricus"
"PELE14","","Penstemon leptanthus"
"PELI2","","Penstemon linarioides"
"PELIC","","Penstemon linarioides ssp. coloradoensis"
"PELIC2","","Penstemon linarioides ssp. compactifolius"
"PELIL2","","Penstemon linarioides ssp. linarioides"
"PELIM","","Penstemon linarioides ssp. maguirei"
"PELIS","","Penstemon linarioides ssp. sileri"
"PELO5","","Penstemon longiflorus"
"PELY2","","Penstemon lyallii"
"PEMA13","","Penstemon marcusii"
"PEME2","","Penstemon mensarum"
"PEME15","","Penstemon metcalfei"
"PEMI3","","Penstemon miser"
"PEMO3","","Penstemon moffatii"
"PEMOM","","Penstemon moffatii ssp. moffatii"
"PEMOP","","Penstemon moffatii ssp. paysonii"
"PEMO","","Penstemon monoensis"
"PEMO4","","Penstemon montanus"
"PEMOI2","","Penstemon montanus var. idahoensis"
"PEMOM2","","Penstemon montanus var. montanus"
"PEMO5","","Penstemon moriahensis"
"PEMU9","","Penstemon multiflorus"
"PEMU2","","Penstemon murrayanus"
"PENA3","","Penstemon nanus"
"PENA4","","Penstemon navajoa"
"PENE6","","Penstemon neomexicanus"
"PENE2","","Penstemon neotericus"
"PENE3","","Penstemon newberryi"
"PENEB","","Penstemon newberryi ssp. berryi"
"PENEN","","Penstemon newberryi ssp. newberryi"
"PENES","","Penstemon newberryi ssp. sonomensis"
"PENI3","","Penstemon nitidus"
"PENIN","","Penstemon nitidus var. nitidus"
"PENIP2","","Penstemon nitidus var. polyphyllus"
"PENU","","Penstemon nudiflorus"
"PEOK","","Penstemon oklahomensis"
"PEOL","","Penstemon oliganthus"
"PEOP","","Penstemon ophianthus"
"PEOS","","Penstemon osterhoutii"
"PEOV2","","Penstemon ovatus"
"PEPA6","","Penstemon pachyphyllus"
"PEPAC2","","Penstemon pachyphyllus var. congestus"
"PEPAM5","","Penstemon pachyphyllus var. mucronatus"
"PEPAP8","","Penstemon pachyphyllus var. pachyphyllus"
"PEPA23","","Penstemon pahutensis"
"PEPA7","","Penstemon pallidus"
"PEPA8","","Penstemon palmeri"
"PEPAE2","","Penstemon palmeri var. eglandulosus"
"PEPAM3","","Penstemon palmeri var. macranthus"
"PEPAP9","","Penstemon palmeri var. palmeri"
"PEPA9","","Penstemon papillatus"
"PEPA24","","Penstemon parryi"
"PEPA25","","Penstemon parviflorus"
"PEPA26","","Penstemon parvus"
"PEPA27","","Penstemon patens"
"PEPA29","","Penstemon payettensis"
"PEPA30","","Penstemon paysoniorum"
"PEPE10","","Penstemon peckii"
"PEPE25","","Penstemon penlandii"
"PEPE11","","Penstemon pennellianus"
"PEPE12","","Penstemon perpulcher"
"PEPE3","","Penstemon personatus"
"PEPE13","","Penstemon petiolatus"
"PEPI3","","Penstemon pinifolius"
"PEPI4","","Penstemon pinorum"
"PEPL4","","Penstemon platyphyllus"
"PEPR6","","Penstemon pratensis"
"PEPR2","","Penstemon procerus"
"PEPRA2","","Penstemon procerus var. aberrans"
"PEPRB2","","Penstemon procerus var. brachyanthus"
"PEPRF2","","Penstemon procerus var. formosus"
"PEPRM2","","Penstemon procerus var. modestus"
"PEPRP","","Penstemon procerus var. procerus"
"PEPRT","","Penstemon procerus var. tolmiei"
"PEPR3","","Penstemon pruinosus"
"PEPS4","","Penstemon pseudoparvus"
"PEPS3","","Penstemon pseudoputus"
"PEPS","","Penstemon pseudospectabilis"
"PEPSC","","Penstemon pseudospectabilis ssp. connatifolius"
"PEPSP","","Penstemon pseudospectabilis ssp. pseudospectabilis"
"PEPU11","","Penstemon pudicus"
"PEPU12","","Penstemon pumilus"
"PEPU4","","Penstemon purpusii"
"PEPU13","","Penstemon putus"
"PERA2","","Penstemon radicosus"
"PERA8","","Penstemon ramosus"
"PERA3","","Penstemon rattanii"
"PERAK","","Penstemon rattanii ssp. kleei"
"PERAR2","","Penstemon rattanii ssp. rattanii"
"PERE7","","Penstemon retrorsus"
"PERH6","","Penstemon rhizomatosus"
"PERI","","Penstemon richardsonii"
"PERIC3","","Penstemon richardsonii var. curtiflorus"
"PERID3","","Penstemon richardsonii var. dentatus"
"PERIR","","Penstemon richardsonii var. richardsonii"
"PERO12","","Penstemon roezlii"
"PERO10","","Penstemon rostriflorus"
"PERU5","","Penstemon rubicundus"
"PERU","","Penstemon rupicola"
"PERY","","Penstemon rydbergii"
"PERYA","","Penstemon rydbergii var. aggregatus"
"PERYO","","Penstemon rydbergii var. oreocharis"
"PERYR","","Penstemon rydbergii var. rydbergii"
"PESA2","","Penstemon saxosorum"
"PESC2","","Penstemon scapoides"
"PESC5","","Penstemon scariosus"
"PESCA","","Penstemon scariosus var. albifluvis"
"PESCC","","Penstemon scariosus var. cyanomontanus"
"PESCG","","Penstemon scariosus var. garrettii"
"PESCS","","Penstemon scariosus var. scariosus"
"PESE11","","Penstemon secundiflorus"
"PESE12","","Penstemon seorsus"
"PESE13","","Penstemon sepalulus"
"PESE5","","Penstemon serrulatus"
"PESM","","Penstemon smallii"
"PESP2","","Penstemon spatulatus"
"PESP","","Penstemon speciosus"
"PESP3","","Penstemon spectabilis"
"PESPS2","","Penstemon spectabilis ssp. spectabilis"
"PESPS","","Penstemon spectabilis ssp. subviscosus"
"PEST6","","Penstemon stenophyllus"
"PEST","","Penstemon stephensii"
"PEST9","","Penstemon strictiformis"
"PEST2","","Penstemon strictus"
"PESU2","","Penstemon subglaber"
"PESU6","","Penstemon subserratus"
"PESU7","","Penstemon subulatus"
"PESU10","","Penstemon sudans"
"PESU8","","Penstemon superbus"
"PETE4","","Penstemon tenuiflorus"
"PETE3","","Penstemon tenuis"
"PETE9","","Penstemon teucrioides"
"PETH2","","Penstemon thompsoniae"
"PETHJ","","Penstemon thompsoniae ssp. jaegeri"
"PETHT2","","Penstemon thompsoniae ssp. thompsoniae"
"PETI2","","Penstemon tidestromii"
"PETI3","","Penstemon tiehmii"
"PETR","","Penstemon tracyi"
"PETR2","","Penstemon triflorus"
"PETRI","","Penstemon triflorus ssp. integrifolius"
"PETRT2","","Penstemon triflorus ssp. triflorus"
"PETR6","","Penstemon triphyllus"
"PETU","","Penstemon tubaeflorus"
"PETUA","","Penstemon tubaeflorus var. achoreus"
"PETUT","","Penstemon tubaeflorus var. tubaeflorus"
"PETU2","","Penstemon tusharensis"
"PEUI","","Penstemon uintahensis"
"PEUN","","Penstemon unilateralis"
"PEUT","","Penstemon utahensis"
"PEVE2","","Penstemon venustus"
"PEVE9","","Penstemon versicolor"
"PEVI3","","Penstemon virens"
"PEVI4","","Penstemon virgatus"
"PEWA8","","Penstemon wardii"
"PEWA9","","Penstemon washingtonensis"
"PEWA","","Penstemon watsonii"
"PEWH","","Penstemon whippleanus"
"PEWI","","Penstemon wilcoxii"
"PEWR2","","Penstemon wrightii"
"PEYA2","","Penstemon yampaensis"
"PEAL19","","Pentachaeta alsinoides"
"PEAU3","","Pentachaeta aurea"
"PEAUA","","Pentachaeta aurea ssp. allenii"
"PEAUA3","","Pentachaeta aurea ssp. aurea"
"PEBE","","Pentachaeta bellidiflora"
"PEEX4","","Pentachaeta exilis"
"PEEXA","","Pentachaeta exilis ssp. aeolica"
"PEEXE","","Pentachaeta exilis ssp. exilis"
"PEFR6","","Pentachaeta fragilis"
"PELY4","","Pentachaeta lyonii"
"PESE10","","Pentaglottis sempervirens"
"PEPA40","","Pentagramma pallida"
"PETR7","","Pentagramma triangularis"
"PETRM","","Pentagramma triangularis ssp. maxonii"
"PETRT","","Pentagramma triangularis ssp. triangularis"
"PETRV","","Pentagramma triangularis ssp. viscosa"
"PEPH2","","Pentapetes phoenicea"
"PESE6","","Penthorum sedoides"
"PEPE14","","Pentodon pentandrus"
"PEAL8","","Peperomia alata"
"PEAL9","","Peperomia alternifolia"
"PEAM6","","Peperomia amplexicaulis"
"PEAR14","","Peperomia argyroneura"
"PEBL","","Peperomia blanda"
"PEBLF","","Peperomia blanda var. floribunda"
"PECO12","","Peperomia cogniauxii"
"PECO13","","Peperomia cookiana"
"PEDE6","","Peperomia degeneri"
"PEDI4","","Peperomia distachya"
"PEEE","","Peperomia eekana"
"PEEL","","Peperomia ellipticibacca"
"PEEM3","","Peperomia emarginella"
"PEEX2","","Peperomia expallescens"
"PEGL7","","Peperomia glabella"
"PEGL8","","Peperomia globulanthera"
"PEHE6","","Peperomia hernandiifolia"
"PEHE7","","Peperomia hesperomannii"
"PEHI2","","Peperomia hirtipetiola"
"PEHU3","","Peperomia humilis"
"PEHY3","","Peperomia hypoleuca"
"PEKI2","","Peperomia kipahuluensis"
"PEKO","","Peperomia kokeana"
"PELA11","","Peperomia latifolia"
"PELI6","","Peperomia ligustrina"
"PEMA3","","Peperomia macraeana"
"PEMA4","","Peperomia maculosa"
"PEMA5","","Peperomia magnoliifolia"
"PEMA25","","Peperomia mariannensis"
"PEMA7","","Peperomia mauiensis"
"PEMA23","","Peperomia maxonii"
"PEME3","","Peperomia megalopoda"
"PEME5","","Peperomia membranacea"
"PEMY","","Peperomia myrtifolia"
"PEOA","","Peperomia oahuensis"
"PEOB6","","Peperomia obovatilimba"
"PEOB2","","Peperomia obtusifolia"
"PEPA54","","Peperomia parvulifolia"
"PEPE5","","Peperomia pellucida"
"PEPO13","","Peperomia portoricensis"
"PEQU2","","Peperomia quadrifolia"
"PERE4","","Peperomia remyi"
"PERH","","Peperomia rhombea"
"PERO3","","Peperomia robustior"
"PERO4","","Peperomia rockii"
"PERO5","","Peperomia rotundifolia"
"PESA8","","Peperomia sandwicensis"
"PESE8","","Peperomia serpens"
"PESI3","","Peperomia sintenisii"
"PESU4","","Peperomia subpetiolata"
"PETE7","","Peperomia tenella"
"PETE8","","Peperomia tetraphylla"
"PEUR","","Peperomia urocarpa"
"PEWH2","","Peperomia wheeleri"
"PEYA","","Peperomia yabucoana"
"PEMU16","","Perezia multiflora"
"PEMUS2","","Perezia multiflora ssp. sonchifolia"
"PEHY13","","Pericallis hybrida"
"PECA10","","Pericome caudata"
"PEAM2","","Perideridia americana"
"PEBA5","","Perideridia bacigalupii"
"PEBO2","","Perideridia bolanderi"
"PEBOB","","Perideridia bolanderi ssp. bolanderi"
"PEBOI","","Perideridia bolanderi ssp. involucrata"
"PECA14","","Perideridia californica"
"PEER3","","Perideridia erythrorhiza"
"PEGA3","","Perideridia gairdneri"
"PEGAB","","Perideridia gairdneri ssp. borealis"
"PEGAG","","Perideridia gairdneri ssp. gairdneri"
"PEHO5","","Perideridia howellii"
"PEKE","","Perideridia kelloggii"
"PELE5","","Perideridia lemmonii"
"PELE6","","Perideridia leptocarpa"
"PEOR6","","Perideridia oregana"
"PEPA21","","Perideridia parishii"
"PEPAL","","Perideridia parishii ssp. latifolia"
"PEPAP2","","Perideridia parishii ssp. parishii"
"PEPR5","","Perideridia pringlei"
"PEFR4","","Perilla frutescens"
"PEFRC2","","Perilla frutescens var. crispa"
"PEFRF2","","Perilla frutescens var. frutescens"
"PEPA57","","Peristylus palawensis"
"PEAJ","","Perityle ajoensis"
"PEAM11","","Perityle ambrosiifolia"
"PEBI","","Perityle bisetosa"
"PEBIA","","Perityle bisetosa var. appressa"
"PEBIB","","Perityle bisetosa var. bisetosa"
"PEBIS","","Perityle bisetosa var. scalaris"
"PECE3","","Perityle cernua"
"PECI8","","Perityle ciliata"
"PECO17","","Perityle cochisensis"
"PEEM","","Perityle emoryi"
"PEFO6","","Perityle fosteri"
"PEGI2","","Perityle gilensis"
"PEGIG","","Perityle gilensis var. gilensis"
"PEGIS","","Perityle gilensis var. salensis"
"PEGR15","","Perityle gracilis"
"PEHU5","","Perityle huecoensis"
"PELE11","","Perityle lemmonii"
"PEMI5","","Perityle microglossa"
"PEPA12","","Perityle parryi"
"PESA12","","Perityle saxicola"
"PESP5","","Perityle specuicola"
"PEST8","","Perityle staurophylla"
"PESTH","","Perityle staurophylla var. homoflora"
"PESTS2","","Perityle staurophylla var. staurophylla"
"PEVA","","Perityle vaseyi"
"PEWA10","","Perityle warnockii"
"PEFR5","","Petasites frigidus"
"PEFRF","","Petasites frigidus var. frigidus"
"PEFRP","","Petasites frigidus var. palmatus"
"PEFRS5","","Petasites frigidus var. sagittatus"
"PEFRV","","Petasites frigidus var. vitifolius"
"PEHY","","Petasites hybridus"
"PEJA3","","Petasites japonicus"
"PESC3","","Peteria scoparia"
"PETH5","","Peteria thompsoniae"
"PEAL7","","Petiveria alliacea"
"PEPU7","","Petradoria pumila"
"PEPUG","","Petradoria pumila ssp. graminea"
"PEPUP","","Petradoria pumila ssp. pumila"
"PEDU2","","Petrorhagia dubia"
"PENA2","","Petrorhagia nanteuilii"
"PEPR4","","Petrorhagia prolifera"
"PESA9","","Petrorhagia saxifraga"
"PECR2","","Petroselinum crispum"
"PEAT7","","Petunia ×atkinsiana"
"PEAX","","Petunia axillaris"
"PEIN5","","Petunia integrifolia"
"PEOS2","","Peucedanum ostruthium"
"PEPA22","","Peucedanum palustre"
"PESA6","","Peucedanum sandwicense"
"PHAD","","Phacelia adenophora"
"PHAF","","Phacelia affinis"
"PHAL9","","Phacelia alba"
"PHAM","","Phacelia amabilis"
"PHAN","","Phacelia anelsonii"
"PHAR","","Phacelia argentea"
"PHAR2","","Phacelia argillacea"
"PHAR13","","Phacelia arizonica"
"PHAU","","Phacelia austromontana"
"PHBA3","","Phacelia bakeri"
"PHBA","","Phacelia barnebyana"
"PHBE3","","Phacelia beatleyae"
"PHBI","","Phacelia bicolor"
"PHBI2","","Phacelia bipinnatifida"
"PHBO","","Phacelia bolanderi"
"PHBO4","","Phacelia bombycina"
"PHBR","","Phacelia brachyloba"
"PHBR2","","Phacelia breweri"
"PHBU5","","Phacelia buell-vivariensis"
"PHCA","","Phacelia californica"
"PHCA2","","Phacelia calthifolia"
"PHCA3","","Phacelia campanularia"
"PHCAC2","","Phacelia campanularia ssp. campanularia"
"PHCAV","","Phacelia campanularia ssp. vasiformis"
"PHCA15","","Phacelia capitata"
"PHCE","","Phacelia cephalotes"
"PHCI","","Phacelia cicutaria"
"PHCIC","","Phacelia cicutaria var. cicutaria"
"PHCIH2","","Phacelia cicutaria var. hispida"
"PHCI2","","Phacelia ciliata"
"PHCIC2","","Phacelia ciliata var. ciliata"
"PHCIO","","Phacelia ciliata var. opaca"
"PHCL3","","Phacelia cliffordii"
"PHCL4","","Phacelia cloudcroftensis"
"PHCO","","Phacelia coerulea"
"PHCO18","","Phacelia congdonii"
"PHCO2","","Phacelia congesta"
"PHCO19","","Phacelia constancei"
"PHCO20","","Phacelia cookei"
"PHCO3","","Phacelia corymbosa"
"PHCO30","","Phacelia covillei"
"PHCR","","Phacelia crenulata"
"PHCRA2","","Phacelia crenulata var. ambigua"
"PHCRA","","Phacelia crenulata var. angustifolia"
"PHCRC","","Phacelia crenulata var. corrugata"
"PHCRC3","","Phacelia crenulata var. crenulata"
"PHCRM","","Phacelia crenulata var. minutiflora"
"PHCR7","","Phacelia cronquistiana"
"PHCR2","","Phacelia cryptantha"
"PHCU","","Phacelia curvipes"
"PHDA3","","Phacelia davidsonii"
"PHDE","","Phacelia demissa"
"PHDED","","Phacelia demissa var. demissa"
"PHDEM","","Phacelia demissa var. minor"
"PHDE2","","Phacelia denticulata"
"PHDI","","Phacelia distans"
"PHDI2","","Phacelia divaricata"
"PHDO","","Phacelia douglasii"
"PHDOD","","Phacelia douglasii var. douglasii"
"PHDOP","","Phacelia douglasii var. petrophila"
"PHDU","","Phacelia dubia"
"PHDUD","","Phacelia dubia var. dubia"
"PHDUG","","Phacelia dubia var. georgiana"
"PHDUI","","Phacelia dubia var. interior"
"PHEG","","Phacelia egena"
"PHEI","","Phacelia eisenii"
"PHEX","","Phacelia exilis"
"PHFI","","Phacelia filiformis"
"PHFI2","","Phacelia fimbriata"
"PHFL","","Phacelia floribunda"
"PHFO2","","Phacelia formosula"
"PHFR","","Phacelia franklinii"
"PHFR2","","Phacelia fremontii"
"PHFU5","","Phacelia furnissii"
"PHGE2","","Phacelia geraniifolia"
"PHGI","","Phacelia gilioides"
"PHGI3","","Phacelia gina-glenneae"
"PHGL12","","Phacelia glaberrima"
"PHGL","","Phacelia glabra"
"PHGL2","","Phacelia glandulifera"
"PHGL3","","Phacelia glandulosa"
"PHGLD","","Phacelia glandulosa var. deserta"
"PHGLG4","","Phacelia glandulosa var. glandulosa"
"PHGL13","","Phacelia glechomifolia"
"PHGR","","Phacelia grandiflora"
"PHGR2","","Phacelia greenei"
"PHGR3","","Phacelia grisea"
"PHGY","","Phacelia gymnoclada"
"PHHA","","Phacelia hastata"
"PHHAC2","","Phacelia hastata var. charlestonensis"
"PHHAC3","","Phacelia hastata var. compacta"
"PHHAD","","Phacelia hastata var. dasyphylla"
"PHHAH","","Phacelia hastata var. hastata"
"PHHE2","","Phacelia heterophylla"
"PHHEH","","Phacelia heterophylla ssp. heterophylla"
"PHHEV","","Phacelia heterophylla ssp. virgata"
"PHHI19","","Phacelia higginsii"
"PHHI","","Phacelia hirsuta"
"PHHO2","","Phacelia howelliana"
"PHHU4","","Phacelia hubbyi"
"PHHU5","","Phacelia hughesii"
"PHHU","","Phacelia humilis"
"PHHUD","","Phacelia humilis var. dudleyi"
"PHHUH","","Phacelia humilis var. humilis"
"PHHY","","Phacelia hydrophylloides"
"PHID","","Phacelia idahoensis"
"PHIM","","Phacelia imbricata"
"PHIMI","","Phacelia imbricata ssp. imbricata"
"PHIMP","","Phacelia imbricata ssp. patula"
"PHIN9","","Phacelia incana"
"PHIN10","","Phacelia inconspicua"
"PHIN11","","Phacelia indecora"
"PHIN12","","Phacelia infundibuliformis"
"PHIN13","","Phacelia insularis"
"PHINC2","","Phacelia insularis var. continentis"
"PHINI4","","Phacelia insularis var. insularis"
"PHIN","","Phacelia integrifolia"
"PHINI5","","Phacelia integrifolia var. integrifolia"
"PHINT","","Phacelia integrifolia var. texana"
"PHIN3","","Phacelia inundata"
"PHIN4","","Phacelia inyoensis"
"PHIV","","Phacelia ivesiana"
"PHIVI","","Phacelia ivesiana var. ivesiana"
"PHIVP","","Phacelia ivesiana var. pediculoides"
"PHIX2","","Phacelia ixodes"
"PHLA","","Phacelia laxa"
"PHLA8","","Phacelia laxiflora"
"PHLE6","","Phacelia leibergii"
"PHLE","","Phacelia lemmonii"
"PHLE12","","Phacelia lenta"
"PHLE2","","Phacelia leonis"
"PHLE7","","Phacelia leptosepala"
"PHLI","","Phacelia linearis"
"PHLO","","Phacelia longipes"
"PHLU","","Phacelia lutea"
"PHLUC","","Phacelia lutea var. calva"
"PHLUL2","","Phacelia lutea var. lutea"
"PHLUM","","Phacelia lutea var. mackenzieorum"
"PHLY2","","Phacelia lyallii"
"PHLY","","Phacelia lyonii"
"PHMA9","","Phacelia maculata"
"PHMA2","","Phacelia malvifolia"
"PHMA10","","Phacelia mammillarensis"
"PHMA3","","Phacelia marcescens"
"PHMI","","Phacelia minor"
"PHMI7","","Phacelia minutissima"
"PHMO","","Phacelia mohavensis"
"PHMO2","","Phacelia mollis"
"PHMO11","","Phacelia monoensis"
"PHMU","","Phacelia mustelina"
"PHMU2","","Phacelia mutabilis"
"PHNA","","Phacelia nashiana"
"PHNE","","Phacelia neglecta"
"PHNE2","","Phacelia nemoralis"
"PHNEN2","","Phacelia nemoralis ssp. nemoralis"
"PHNEO","","Phacelia nemoralis ssp. oregonensis"
"PHNE3","","Phacelia neomexicana"
"PHNO","","Phacelia novenmillensis"
"PHOR","","Phacelia orogenes"
"PHPA","","Phacelia pachyphylla"
"PHPA15","","Phacelia pallida"
"PHPA13","","Phacelia palmeri"
"PHPA2","","Phacelia parishii"
"PHPA3","","Phacelia parryi"
"PHPA4","","Phacelia patuliflora"
"PHPAA","","Phacelia patuliflora var. austrotexana"
"PHPAP2","","Phacelia patuliflora var. patuliflora"
"PHPAT","","Phacelia patuliflora var. teucriifolia"
"PHPE8","","Phacelia peckii"
"PHPE","","Phacelia pedicellata"
"PHPE2","","Phacelia peirsoniana"
"PHPE3","","Phacelia perityloides"
"PHPH","","Phacelia phacelioides"
"PHPI8","","Phacelia pinkavae"
"PHPL","","Phacelia platyloba"
"PHPO","","Phacelia popei"
"PHPR","","Phacelia pringlei"
"PHPR2","","Phacelia procera"
"PHPU","","Phacelia pulchella"
"PHPUA","","Phacelia pulchella var. atwoodii"
"PHPUG","","Phacelia pulchella var. gooddingii"
"PHPUP3","","Phacelia pulchella var. pulchella"
"PHPUS","","Phacelia pulchella var. sabulonum"
"PHPU2","","Phacelia purpusii"
"PHPU3","","Phacelia purshii"
"PHQU","","Phacelia quickii"
"PHRA","","Phacelia racemosa"
"PHRA9","","Phacelia rafaelensis"
"PHRA2","","Phacelia ramosissima"
"PHRAA","","Phacelia ramosissima var. austrolitoralis"
"PHRAE","","Phacelia ramosissima var. eremophila"
"PHRAL","","Phacelia ramosissima var. latifolia"
"PHRAM","","Phacelia ramosissima var. montereyensis"
"PHRAR","","Phacelia ramosissima var. ramosissima"
"PHRAS2","","Phacelia ramosissima var. subglabra"
"PHRA3","","Phacelia ranunculacea"
"PHRA4","","Phacelia rattanii"
"PHRO","","Phacelia robusta"
"PHRO2","","Phacelia rotundifolia"
"PHRU2","","Phacelia rupestris"
"PHSA3","","Phacelia salina"
"PHSA","","Phacelia saxicola"
"PHSC5","","Phacelia scopulina"
"PHSCS2","","Phacelia scopulina var. scopulina"
"PHSCS3","","Phacelia scopulina var. submutica"
"PHSE","","Phacelia sericea"
"PHSEC","","Phacelia sericea ssp. ciliosa"
"PHSES","","Phacelia sericea ssp. sericea"
"PHSE5","","Phacelia serrata"
"PHSP3","","Phacelia splendens"
"PHST6","","Phacelia stebbinsii"
"PHST7","","Phacelia stellaris"
"PHST","","Phacelia strictiflora"
"PHSTC","","Phacelia strictiflora var. connexa"
"PHSTL","","Phacelia strictiflora var. lundelliana"
"PHSTR","","Phacelia strictiflora var. robbinsii"
"PHSTS2","","Phacelia strictiflora var. strictiflora"
"PHSU","","Phacelia suaveolens"
"PHSUK","","Phacelia suaveolens ssp. keckii"
"PHSUS","","Phacelia suaveolens ssp. suaveolens"
"PHTA","","Phacelia tanacetifolia"
"PHTE","","Phacelia tetramera"
"PHTH","","Phacelia thermalis"
"PHUM2","","Phacelia umbrosa"
"PHUT","","Phacelia utahensis"
"PHVA","","Phacelia vallicola"
"PHVA2","","Phacelia vallis-mortae"
"PHVAH","","Phacelia vallis-mortae var. heliophila"
"PHVAV2","","Phacelia vallis-mortae var. vallis-mortae"
"PHVE3","","Phacelia verna"
"PHVI","","Phacelia viscida"
"PHWE","","Phacelia welshii"
"PHTA2","","Phaius tancarvilleae"
"PHBO2","","Phalacroseris bolanderi"
"PHBOB","","Phalacroseris bolanderi var. bolanderi"
"PHBOC3","","Phalacroseris bolanderi var. coronata"
"PHAU2","","Phanerophlebia auriculata"
"PHUM","","Phanerophlebia umbonata"
"PHAC","","Phaseolus acutifolius"
"PHACA2","","Phaseolus acutifolius var. acutifolius"
"PHACL","","Phaseolus acutifolius var. latifolius"
"PHACT","","Phaseolus acutifolius var. tenuifolius"
"PHAN3","","Phaseolus angustissimus"
"PHCO6","","Phaseolus coccineus"
"PHFI3","","Phaseolus filiformis"
"PHLU2","","Phaseolus lunatus"
"PHMA17","","Phaseolus maculatus"
"PHPA7","","Phaseolus parvulus"
"PHPE16","","Phaseolus pedicellatus"
"PHPEG","","Phaseolus pedicellatus var. grayanus"
"PHPO4","","Phaseolus polymorphus"
"PHPO2","","Phaseolus polystachios"
"PHPOP","","Phaseolus polystachios var. polystachios"
"PHPOS","","Phaseolus polystachios var. sinuatus"
"PHRI","","Phaseolus ritensis"
"PHVU","","Phaseolus vulgaris"
"PHAI","","Phedimus aizoon"
"PHHY3","","Phedimus hybridus"
"PHCO24","","Phegopteris connectilis"
"PHHE11","","Phegopteris hexagonoptera"
"PHAU13","","Phemeranthus aurantiacus"
"PHBR15","","Phemeranthus brevicaulis"
"PHBR16","","Phemeranthus brevifolius"
"PHCA47","","Phemeranthus calcaricus"
"PHCA48","","Phemeranthus calycinus"
"PHCO47","","Phemeranthus confertiflorus"
"PHHU3","","Phemeranthus humilis"
"PHLO15","","Phemeranthus longipes"
"PHME14","","Phemeranthus mengesii"
"PHPA29","","Phemeranthus parviflorus"
"PHPA31","","Phemeranthus parvulus"
"PHRU8","","Phemeranthus rugospermus"
"PHSE20","","Phemeranthus sediformis"
"PHSP10","","Phemeranthus spinescens"
"PHTE18","","Phemeranthus teretifolius"
"PHTH6","","Phemeranthus thompsonii"
"PHVA8","","Phemeranthus validulus"
"PHSO4","","Phenax sonneratii"
"PHCO23","","Philodendron consanguineum"
"PHFR6","","Philodendron fragrantissimum"
"PHHE17","","Philodendron hederaceum"
"PHHEH4","","Philodendron hederaceum var. hederaceum"
"PHHEO","","Philodendron hederaceum var. oxycardium"
"PHLI3","","Philodendron lingulatum"
"PHMA6","","Philodendron marginatum"
"PHPI7","","Philodendron pinnatifidum"
"PHAU6","","Phlebodium aureum"
"PHDE3","","Phlebodium decumanum"
"PHPS","","Phlebodium pseudoaureum"
"PHTU2","","Phlomis tuberosa"
"PHGL11","","Phlox ×glutinosa"
"PHPR10","","Phlox ×procumbens"
"PHRU3","","Phlox ×rugelii"
"PHAC2","","Phlox aculeata"
"PHAD2","","Phlox adsurgens"
"PHAL8","","Phlox albomarginata"
"PHALA3","","Phlox albomarginata ssp. albomarginata"
"PHALD","","Phlox albomarginata ssp. diapensioides"
"PHAL3","","Phlox alyssifolia"
"PHALA4","","Phlox alyssifolia ssp. abdita"
"PHALA5","","Phlox alyssifolia ssp. alyssifolia"
"PHALC","","Phlox alyssifolia ssp. collina"
"PHAM6","","Phlox amabilis"
"PHAM3","","Phlox amoena"
"PHAMA2","","Phlox amoena ssp. amoena"
"PHAML","","Phlox amoena ssp. lighthipei"
"PHAM7","","Phlox amplifolia"
"PHAN4","","Phlox andicola"
"PHANA","","Phlox andicola ssp. andicola"
"PHANP2","","Phlox andicola ssp. parvula"
"PHAU3","","Phlox austromontana"
"PHAUA3","","Phlox austromontana ssp. austromontana"
"PHAUD","","Phlox austromontana ssp. densa"
"PHAUP","","Phlox austromontana ssp. prostrata"
"PHBU","","Phlox buckleyi"
"PHCA7","","Phlox caespitosa"
"PHCA19","","Phlox carolina"
"PHCAA","","Phlox carolina ssp. alta"
"PHCAA2","","Phlox carolina ssp. angusta"
"PHCAC3","","Phlox carolina ssp. carolina"
