,,birch,,,buds,,,,,,,,,,,,,,,,,,,,
,year,phenotype,d/mo/yr,julian date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,total
2198,2003,puu10,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19
2199,2003,puu10,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2204,2003,puu11,7/5/03,127.00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2205,2003,puu11,8/5/03,128.00,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,10
2206,2003,puu11,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,16
2207,2003,puu11,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2212,2003,puu12,7/5/03,127.00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2213,2003,puu12,8/5/03,128.00,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,10
2214,2003,puu12,9/5/03,129.00,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17
2215,2003,puu12,10/5/03,130.00,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17
2216,2003,puu12,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2223,2003,puu13,10/5/03,130.00,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,6
2224,2003,puu13,11/5/03,131.00,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,14
2225,2003,puu13,12/5/03,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2228,2003,puu14,7/5/03,127.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2229,2003,puu14,8/5/03,128.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
2230,2003,puu14,9/5/03,129.00,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,7
2231,2003,puu14,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19
2232,2003,puu14,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2236,2003,puu15,7/5/03,127.00,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,6
2237,2003,puu15,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2244,2003,puu16,7/5/03,127.00,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,8
2245,2003,puu16,8/5/03,128.00,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,12
2246,2003,puu16,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,18
2247,2003,puu16,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2252,2003,puu17,7/5/03,127.00,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,8
2253,2003,puu17,8/5/03,128.00,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,14
2254,2003,puu17,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,16
2255,2003,puu17,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2260,2003,puu18,7/5/03,127.00,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4
2261,2003,puu18,8/5/03,128.00,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,9
2262,2003,puu18,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,18
2263,2003,puu18,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2267,2003,puu19,6/5/03,126.00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2268,2003,puu19,7/5/03,127.00,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,14
2269,2003,puu19,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2275,2003,puu20,6/5/03,126.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2276,2003,puu20,7/5/03,127.00,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,11
2277,2003,puu20,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2285,2003,puu21,8/5/03,128.00,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
2286,2003,puu21,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,13
2287,2003,puu21,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,16
2288,2003,puu21,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2292,2003,puu22,7/5/03,127.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2293,2003,puu22,8/5/03,128.00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,5
2294,2003,puu22,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2302,2003,puu23,9/5/03,129.00,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5
2303,2003,puu23,10/5/03,130.00,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,8
2304,2003,puu23,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2309,2003,puu24,8/5/03,128.00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2310,2003,puu24,9/5/03,129.00,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
2311,2003,puu24,10/5/03,130.00,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,10
2312,2003,puu24,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2317,2003,puu25,8/5/03,128.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2318,2003,puu25,9/5/03,129.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2319,2003,puu25,10/5/03,130.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2320,2003,puu25,11/5/03,131.00,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15
2321,2003,puu25,12/5/03,132.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2324,2003,puu26,7/5/03,127.00,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10
2325,2003,puu26,8/5/03,128.00,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,11
2326,2003,puu26,9/5/03,129.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2341,2003,puu27A,8/5/03,128.00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,5
2342,2003,puu27A,9/5/03,129.00,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,9
2343,2003,puu27A,10/5/03,130.00,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,11
2344,2003,puu27A,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2347,2003,puu28,6/5/03,126.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,2003,puu28,7/5/03,127.00,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,6
2349,2003,puu28,8/5/03,128.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2356,2003,puu29,7/5/03,127.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4
2357,2003,puu29,8/5/03,128.00,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,7
2358,2003,puu29,9/5/03,129.00,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,12
2359,2003,puu29,10/5/03,130.00,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,16
2360,2003,puu29,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2365,2003,puu30,8/5/03,128.00,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
2366,2003,puu30,9/5/03,129.00,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,8
2367,2003,puu30,10/5/03,130.00,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,9
2368,2003,puu30,11/5/03,131.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2381,2004,puu1A,28/4/04,119.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,2004,puu1A,29/4/04,120.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2383,2004,puu1A,30/4/04,121.00,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2384,2004,puu1A,1/5/04,122.00,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,8
2385,2004,puu1A,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,14
2386,2004,puu1A,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2391,2004,puu2,29/4/04,120.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2392,2004,puu2,30/4/04,121.00,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,9
2393,2004,puu2,1/5/04,122.00,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,17
2394,2004,puu2,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2401,2004,puu3,30/4/04,121.00,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,8
2402,2004,puu3,1/5/04,122.00,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,13
2403,2004,puu3,2/5/04,123.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2404,2004,puu3,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2409,2004,puu4,29/4/04,120.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
2410,2004,puu4,30/4/04,121.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,6
2411,2004,puu4,1/5/04,122.00,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10
2412,2004,puu4,2/5/04,123.00,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,14
2413,2004,puu4,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2418,2004,puu5,29/4/04,120.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2419,2004,puu5,30/4/04,121.00,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6
2420,2004,puu5,1/5/04,122.00,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,10
2421,2004,puu5,2/5/04,123.00,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,18
2422,2004,puu5,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2429,2004,puu6,1/5/04,122.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2430,2004,puu6,2/5/04,123.00,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,9
2431,2004,puu6,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2435,2004,puu7A,28/4/04,119.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2436,2004,puu7A,29/4/04,120.00,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2437,2004,puu7A,30/4/04,121.00,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2438,2004,puu7A,1/5/04,122.00,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,11
2439,2004,puu7A,2/5/04,123.00,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18
2440,2004,puu7A,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2445,2004,puu8,29/4/04,120.00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2446,2004,puu8,30/4/04,121.00,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,14
2447,2004,puu8,1/5/04,122.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2457,2004,puu9,2/5/04,123.00,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,6
2458,2004,puu9,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2463,2004,puu10,29/4/04,120.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2464,2004,puu10,30/4/04,121.00,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,6
2465,2004,puu10,1/5/04,122.00,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,9
2466,2004,puu10,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2471,2004,puu11,28/4/04,119.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2472,2004,puu11,29/4/04,120.00,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,9
2473,2004,puu11,30/4/04,121.00,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,14
2474,2004,puu11,1/5/04,122.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,16
2475,2004,puu11,2/5/04,123.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
2476,2004,puu11,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2481,2004,puu12,29/4/04,120.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2482,2004,puu12,30/4/04,121.00,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,5
2483,2004,puu12,1/5/04,122.00,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,9
2484,2004,puu12,2/5/04,123.00,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,16
2485,2004,puu12,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2493,2004,puu13,2/5/04,123.00,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,9
2494,2004,puu13,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2499,2004,puu14,29/4/04,120.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,2004,puu14,30/4/04,121.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4
2501,2004,puu14,1/5/04,122.00,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,8
2502,2004,puu14,2/5/04,123.00,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,14
2503,2004,puu14,3/5/04,124.00,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,17
2504,2004,puu14,4/5/04,125.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2508,2004,puu15,29/4/04,120.00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
2509,2004,puu15,30/4/04,121.00,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,9
2510,2004,puu15,1/5/04,122.00,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16
2511,2004,puu15,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2520,2004,puu16,2/5/04,123.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
2521,2004,puu16,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2524,2004,puu17,27/4/04,118.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2525,2004,puu17,28/4/04,119.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2526,2004,puu17,29/4/04,120.00,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,9
2527,2004,puu17,30/4/04,121.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2535,2004,puu18,29/4/04,120.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2536,2004,puu18,30/4/04,121.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4
2537,2004,puu18,1/5/04,122.00,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,11
2538,2004,puu18,2/5/04,123.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17
2539,2004,puu18,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2542,2004,puu19,27/4/04,118.00,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
2543,2004,puu19,28/4/04,119.00,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5
2544,2004,puu19,29/4/04,120.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2553,2004,puu20,29/4/04,120.00,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,9
2554,2004,puu20,30/4/04,121.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2555,2004,puu20,1/5/04,122.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2556,2004,puu20,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2565,2004,puu21,2/5/04,123.00,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,8
2566,2004,puu21,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2573,2004,puu22,1/5/04,122.00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
2574,2004,puu22,2/5/04,123.00,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,7
2575,2004,puu22,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2583,2004,puu23,2/5/04,123.00,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,8
2584,2004,puu23,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2592,2004,puu24,2/5/04,123.00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4
2593,2004,puu24,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2602,2004,puu25,3/5/04,124.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2603,2004,puu25,4/5/04,125.00,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,12
2604,2004,puu25,5/5/04,126.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2608,2004,puu26,30/4/04,121.00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,5
2609,2004,puu26,1/5/04,122.00,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,15
2610,2004,puu26,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2625,2004,puu27A,29/4/04,120.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2626,2004,puu27A,30/4/04,121.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2627,2004,puu27A,1/5/04,122.00,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,9
2628,2004,puu27A,2/5/04,123.00,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2629,2004,puu27A,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2634,2004,puu28,29/4/04,120.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2635,2004,puu28,30/4/04,121.00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2636,2004,puu28,1/5/04,122.00,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,14
2637,2004,puu28,2/5/04,123.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2643,2004,puu29,29/4/04,120.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2644,2004,puu29,30/4/04,121.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2645,2004,puu29,1/5/04,122.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4
2646,2004,puu29,2/5/04,123.00,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,14
2647,2004,puu29,3/5/04,124.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2655,2004,puu30,2/5/04,123.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
2656,2004,puu30,3/5/04,124.00,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,9
2657,2004,puu30,4/5/04,125.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2674,2005,puu1A,9/5/05,129.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2675,2005,puu1A,10/5/05,130.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2676,2005,puu1A,11/5/05,131.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2677,2005,puu1A,12/5/05,132.00,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2678,2005,puu1A,13/5/05,133.00,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,8
2679,2005,puu1A,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2688,2005,puu2,11/5/05,131.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2689,2005,puu2,12/5/05,132.00,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
2690,2005,puu2,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,17
2691,2005,puu2,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2698,2005,puu3,9/5/05,129.00,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4
2699,2005,puu3,10/5/05,130.00,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,10
2700,2005,puu3,11/5/05,131.00,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,11
2701,2005,puu3,12/5/05,132.00,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,15
2702,2005,puu3,13/5/05,133.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2711,2005,puu4,10/5/05,130.00,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
2712,2005,puu4,11/5/05,131.00,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,6
2713,2005,puu4,12/5/05,132.00,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,8
2714,2005,puu4,13/5/05,133.00,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,16
2715,2005,puu4,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2724,2005,puu5,11/5/05,131.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2725,2005,puu5,12/5/05,132.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2726,2005,puu5,13/5/05,133.00,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,14
2727,2005,puu5,14/5/05,134.00,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,17
2728,2005,puu5,15/5/05,135.00,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,17
2729,2005,puu5,16/5/05,136.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
2737,2005,puu6,12/5/05,132.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2738,2005,puu6,13/5/05,133.00,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,8
2739,2005,puu6,14/5/05,134.00,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,14
2740,2005,puu6,15/5/05,135.00,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,14
2741,2005,puu6,16/5/05,136.00,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,16
