"sp.name","form"
"Neraudia.melastomifolia","shrub"
"Neraudia.ovata","shrub"
"Neraudia.sericea","shrub"
"Nerium.oleander","shrub"
"Nesoluma.polynesicum","shrub"
"Nestegis.sandwicensis","shrub"
"Nestronia.umbellula","shrub"
"Neviusia.alabamensis","shrub"
"Neviusia.cliftonii","shrub"
"Nicotiana.glauca","shrub"
"Nipponanthemum.nipponicum","shrub"
"Nolina.arenicola","shrub"
"Nolina.atopocarpa","shrub"
"Nolina.bigelovii","shrub"
"Nolina.brittoniana","shrub"
"Nolina.cismontana","shrub"
"Nolina.erumpens","shrub"
"Nolina.georgiana","shrub"
"Nolina.greenei","shrub"
"Nolina.interrata","shrub"
"Nolina.lindheimeriana","shrub"
"Nolina.micrantha","shrub"
"Nolina.microcarpa","shrub"
"Nolina.parryi","shrub"
"Nolina.texana","shrub"
"Noronhia.emarginata","shrub"
"Nothocestrum.longifolium","shrub"
"Notholithocarpus","shrub"
"Notholithocarpus.densiflorus","shrub"
"Notholithocarpus.densiflorus.f..attenuatodentatus","shrub"
"Notholithocarpus.densiflorus.var..densiflorus","shrub"
"Notholithocarpus.densiflorus.var..echinoides","shrub"
"Nototrichium.divaricatum","shrub"
"Nototrichium.humile","shrub"
"Nototrichium.sandwicense","shrub"
"Nyssa.ursina","shrub"
"Ochna.jabotapita","shrub"
"Ochna.mossambicensis","shrub"
"Ochna.serrulata","shrub"
"Ochna.thomasiana","shrub"
"Ochrosia.elliptica","shrub"
"Odontonema.callistachyum","shrub"
"Odontonema.nitidum","shrub"
"Odontonema.tubiforme","shrub"
"Oemleria.cerasiformis","shrub"
"Olax.imbricata","shrub"
"Olea.europaea","shrub"
"Olea.europaea.ssp..cuspidata","shrub"
"Olea.europaea.ssp..europaea","shrub"
"Olneya.tesota","shrub"
"Ononis.spinosa","shrub"
"Ophiorrhiza.palauensis","shrub"
"Oplonia.microphylla","shrub"
"Oplonia.spinosa","shrub"
"Oplopanax.horridus","shrub"
"Opuntia.×columbiana","shrub"
"Opuntia.×cubensis","shrub"
"Opuntia.×curvospina","shrub"
"Opuntia.×demissa","shrub"
"Opuntia.×occidentalis","shrub"
"Opuntia.×rooneyi","shrub"
"Opuntia.×spinosibacca","shrub"
"Opuntia.×vaseyi","shrub"
"Opuntia.×wootonii","shrub"
"Opuntia.aciculata","shrub"
"Opuntia.ammophila","shrub"
"Opuntia.atrispina","shrub"
"Opuntia.aurea","shrub"
"Opuntia.aureispina","shrub"
"Opuntia.austrina","shrub"
"Opuntia.basilaris","shrub"
"Opuntia.basilaris.var..basilaris","shrub"
"Opuntia.basilaris.var..brachyclada","shrub"
"Opuntia.basilaris.var..longiareolata","shrub"
"Opuntia.basilaris.var..treleasei","shrub"
"Opuntia.borinquensis","shrub"
"Opuntia.camanchica","shrub"
"Opuntia.chihuahuensis","shrub"
"Opuntia.chisosensis","shrub"
"Opuntia.chlorotica","shrub"
"Opuntia.cochenillifera","shrub"
"Opuntia.cymochila","shrub"
"Opuntia.dillenii","shrub"
"Opuntia.edwardsii","shrub"
"Opuntia.ellisiana","shrub"
"Opuntia.engelmannii","shrub"
"Opuntia.engelmannii.var..cuija","shrub"
"Opuntia.engelmannii.var..engelmannii","shrub"
"Opuntia.engelmannii.var..flavispina","shrub"
"Opuntia.engelmannii.var..flexospina","shrub"
"Opuntia.engelmannii.var..lindheimeri","shrub"
"Opuntia.engelmannii.var..linguiformis","shrub"
"Opuntia.ficus-indica","shrub"
"Opuntia.fragilis","shrub"
"Opuntia.gosseliniana","shrub"
"Opuntia.humifusa","shrub"
"Opuntia.laevis","shrub"
"Opuntia.leucotricha","shrub"
"Opuntia.littoralis","shrub"
"Opuntia.littoralis.var..austrocalifornica","shrub"
"Opuntia.littoralis.var..littoralis","shrub"
"Opuntia.littoralis.var..piercei","shrub"
"Opuntia.macrocentra","shrub"
"Opuntia.macrocentra.var..macrocentra","shrub"
"Opuntia.macrocentra.var..minor","shrub"
"Opuntia.macrorhiza","shrub"
"Opuntia.macrorhiza.var..macrorhiza","shrub"
"Opuntia.macrorhiza.var..pottsii","shrub"
"Opuntia.martiniana","shrub"
"Opuntia.microdasys","shrub"
"Opuntia.monacantha","shrub"
"Opuntia.oricola","shrub"
"Opuntia.phaeacantha","shrub"
"Opuntia.pinkavae","shrub"
"Opuntia.polyacantha","shrub"
"Opuntia.polyacantha.var..arenaria","shrub"
"Opuntia.polyacantha.var..erinacea","shrub"
"Opuntia.polyacantha.var..hystricina","shrub"
"Opuntia.polyacantha.var..nicholii","shrub"
"Opuntia.polyacantha.var..polyacantha","shrub"
"Opuntia.pusilla","shrub"
"Opuntia.repens","shrub"
"Opuntia.rufida","shrub"
"Opuntia.sanguinea","shrub"
"Opuntia.santa-rita","shrub"
"Opuntia.stricta","shrub"
"Opuntia.strigil","shrub"
"Opuntia.tenuiflora","shrub"
"Opuntia.tomentosa","shrub"
"Opuntia.triacantha","shrub"
"Opuntia.turbinata","shrub"
"Opuntia.valida","shrub"
"Ormocarpum.cochinchinense","shrub"
"Ornithostaphylos.oppositifolia","shrub"
"Osmanthus.americanus","shrub"
"Osmanthus.americanus.var..americanus","shrub"
"Osmanthus.americanus.var..megacarpus","shrub"
"Osteomeles.anthyllidifolia","shrub"
"Ostrya.chisosensis","shrub"
"Ostrya.knowltonii","shrub"
"Ostrya.virginiana","shrub"
"Otholobium.fruticans","shrub"
"Ouratea.ilicifolia","shrub"
"Ouratea.littoralis","shrub"
"Ouratea.striata","shrub"
"Oxydendrum.arboreum","shrub"
"Oxyspora.paniculata","shrub"
"Oxytenia.acerosa","shrub"
"Pachycereus.schottii","shrub"
"Pachystachys.spicata","shrub"
"Paederia.foetida","shrub"
"Palicourea.alpina","shrub"
"Palicourea.crocea","shrub"
"Palicourea.croceoides","shrub"
"Palicourea.guianensis","shrub"
"Palicourea.guianensis.ssp..barbinervia","shrub"
"Pandanus.lorencei","shrub"
"Pandanus.peliliuensis","shrub"
"Paraderris.montana","shrub"
"Paraserianthes.lophantha","shrub"
"Parathesis.crenulata","shrub"
"Parkinsonia.aculeata","shrub"
"Parkinsonia.florida","shrub"
"Parkinsonia.microphylla","shrub"
"Parkinsonia.texana","shrub"
"Parkinsonia.texana.var..macra","shrub"
"Parkinsonia.texana.var..texana","shrub"
"Parryella.filifolia","shrub"
"Parthenium.argentatum","shrub"
"Parthenium.incanum","shrub"
"Pavonia.corymbosa","shrub"
"Pavonia.fruticosa","shrub"
"Pavonia.lasiopetala","shrub"
"Pavonia.paludicola","shrub"
"Pavonia.paniculata","shrub"
"Pavonia.spinifex","shrub"
"Paxistima.canbyi","shrub"
"Paxistima.myrsinites","shrub"
"Pectis.elongata","shrub"
"Pectis.elongata.var..floribunda","shrub"
"Pedilanthus.tithymaloides","shrub"
"Pedilanthus.tithymaloides.ssp..angustifolius","shrub"
"Pedilanthus.tithymaloides.ssp..padifolius","shrub"
"Pedilanthus.tithymaloides.ssp..parasiticus","shrub"
"Pedilanthus.tithymaloides.ssp..smallii","shrub"
"Pedilanthus.tithymaloides.ssp..tithymaloides","shrub"
"Pediocactus.bradyi","shrub"
"Pediocactus.despainii","shrub"
"Pediocactus.knowltonii","shrub"
"Pediocactus.nigrispinus","shrub"
"Pediocactus.paradinei","shrub"
"Pediocactus.peeblesianus","shrub"
"Pediocactus.simpsonii","shrub"
"Pediocactus.simpsonii.var..minor","shrub"
"Pediocactus.simpsonii.var..robustior","shrub"
"Pediocactus.simpsonii.var..simpsonii","shrub"
"Pediocactus.winkleri","shrub"
"Pelargonium.×domesticum","shrub"
"Pelargonium.×hortorum","shrub"
"Pelargonium.graveolens","shrub"
"Pelargonium.odoratissimum","shrub"
"Pelargonium.panduriforme","shrub"
"Pelargonium.quercifolium","shrub"
"Pelargonium.vitifolium","shrub"
"Peniocereus.greggii","shrub"
"Peniocereus.greggii.var..greggii","shrub"
"Peniocereus.greggii.var..transmontanus","shrub"
"Peniocereus.striatus","shrub"
"Penstemon.×parishii","shrub"
"Penstemon.campanulatus","shrub"
"Penstemon.cardwellii","shrub"
"Penstemon.fruticiformis","shrub"
"Penstemon.fruticiformis.ssp..amargosae","shrub"
"Penstemon.fruticiformis.ssp..fruticiformis","shrub"
"Penstemon.incertus","shrub"
"Penstemon.petiolatus","shrub"
"Penstemon.pseudospectabilis","shrub"
"Penstemon.pseudospectabilis.ssp..connatifolius","shrub"
"Penstemon.pseudospectabilis.ssp..pseudospectabilis","shrub"
"Penstemon.stephensii","shrub"
"Penstemon.thurberi","shrub"
"Penstemon.venustus","shrub"
"Pentalinon.luteum","shrub"
"Pentas.lanceolata","shrub"
"Pentzia.incana","shrub"
"Pera.bumeliifolia","shrub"
"Peraphyllum.ramosissimum","shrub"
"Pereskia.aculeata","shrub"
"Pereskia.grandifolia","shrub"
"Perrottetia.sandwicensis","shrub"
"Persea.borbonia","shrub"
"Persea.humilis","shrub"
"Persea.krugii","shrub"
"Persea.palustris","shrub"
"Persea.urbaniana","shrub"
"Petalonyx.linearis","shrub"
"Petalonyx.nitidus","shrub"
"Petalonyx.parryi","shrub"
"Petalonyx.thurberi","shrub"
"Petalonyx.thurberi.ssp..gilmanii","shrub"
"Petalonyx.thurberi.ssp..thurberi","shrub"
"Petitia.domingensis","shrub"
"Petrea.volubilis","shrub"
"Peucephyllum.schottii","shrub"
"Pfaffia.grandiflora","shrub"
"Phaulothamnus.spinescens","shrub"
"Phialanthus.grandifolius","shrub"
"Phialanthus.myrtilloides","shrub"
"Philadelphus.×insignis","shrub"
"Philadelphus.argenteus","shrub"
"Philadelphus.argyrocalyx","shrub"
"Philadelphus.californicus","shrub"
"Philadelphus.confusus","shrub"
"Philadelphus.cordifolius","shrub"
"Philadelphus.coronarius","shrub"
"Philadelphus.crinitus","shrub"
"Philadelphus.ernestii","shrub"
"Philadelphus.floridus","shrub"
"Philadelphus.gattingeri","shrub"
"Philadelphus.hirsutus","shrub"
"Philadelphus.hitchcockianus","shrub"
"Philadelphus.incanus","shrub"
"Philadelphus.inodorus","shrub"
"Philadelphus.karwinskianus","shrub"
"Philadelphus.lewisii","shrub"
"Philadelphus.maculatus","shrub"
"Philadelphus.madrensis","shrub"
"Philadelphus.mearnsii","shrub"
"Philadelphus.microphyllus","shrub"
"Philadelphus.oreganus","shrub"
"Philadelphus.palmeri","shrub"
"Philadelphus.pubescens","shrub"
"Philadelphus.pubescens.var..intectus","shrub"
"Philadelphus.pubescens.var..pubescens","shrub"
"Philadelphus.pumilus","shrub"
"Philadelphus.pumilus.var..ovatus","shrub"
"Philadelphus.pumilus.var..pumilus","shrub"
"Philadelphus.serpyllifolius","shrub"
"Philadelphus.sharpianus","shrub"
"Philadelphus.texensis","shrub"
"Philadelphus.tomentosus","shrub"
"Philadelphus.trichothecus","shrub"
"Philadelphus.wootonii","shrub"
"Philadelphus.zelleri","shrub"
"Philodendron.undulatum","shrub"
"Phlomis.fruticosa","shrub"
"Phoenix.dactylifera","shrub"
"Phoradendron.anceps","shrub"
"Phoradendron.barahonae","shrub"
"Phoradendron.bolleanum","shrub"
"Phoradendron.californicum","shrub"
"Phoradendron.capitellatum","shrub"
"Phoradendron.coryae","shrub"
"Phoradendron.densum","shrub"
"Phoradendron.dichotomum","shrub"
"Phoradendron.hawksworthii","shrub"
"Phoradendron.hexastichum","shrub"
"Phoradendron.juniperinum","shrub"
"Phoradendron.leucarpum","shrub"
"Phoradendron.libocedri","shrub"
"Phoradendron.macrophyllum","shrub"
"Phoradendron.macrophyllum.ssp..cockerellii","shrub"
"Phoradendron.macrophyllum.ssp..macrophyllum","shrub"
"Phoradendron.pauciflorum","shrub"
"Phoradendron.piperoides","shrub"
"Phoradendron.quadrangulare","shrub"
"Phoradendron.racemosum","shrub"
"Phoradendron.rubrum","shrub"
"Phoradendron.tetrapterum","shrub"
"Phoradendron.tomentosum","shrub"
"Phoradendron.trinervium","shrub"
"Phoradendron.villosum","shrub"
"Photinia.davidiana","shrub"
"Photinia.glabra","shrub"
"Photinia.villosa","shrub"
"Phragmites.australis","shrub"
"Phragmites.australis.ssp..americanus.×.ssp..australis","shrub"
"Phyla.dulcus","shrub"
"Phyllanthopsis.arida","shrub"
"Phyllanthopsis.phyllanthoides","shrub"
"Phyllanthus.acidus","shrub"
"Phyllanthus.acuminatus","shrub"
"Phyllanthus.angustifolius","shrub"
"Phyllanthus.distichus","shrub"
"Phyllanthus.epiphyllanthus","shrub"
"Phyllanthus.juglandifolius","shrub"
"Phyllanthus.orbicularis","shrub"
"Phyllanthus.palauensis","shrub"
"Phyllanthus.pulcher","shrub"
"Phyllanthus.rupi-insularis","shrub"
"Phyllodoce.×intermedia","shrub"
"Phyllodoce.aleutica","shrub"
"Phyllodoce.breweri","shrub"
"Phyllodoce.caerulea","shrub"
"Phyllodoce.empetriformis","shrub"
"Phyllodoce.glanduliflora","shrub"
"Phyllostachys.aurea","shrub"
"Phyllostachys.aureosulcata","shrub"
"Phyllostachys.bambusoides","shrub"
"Phyllostachys.dulcis","shrub"
"Phyllostachys.edulis","shrub"
"Phyllostachys.flexuosa","shrub"
"Phyllostachys.meyeri","shrub"
"Phyllostachys.nigra","shrub"
"Phyllostachys.rubromarginata","shrub"
"Phyllostachys.viridiglaucescens","shrub"
"Phyllostegia.ambigua","shrub"
"Phyllostegia.brevidens","shrub"
"Phyllostegia.electra","shrub"
"Phyllostegia.floribunda","shrub"
"Phyllostegia.grandiflora","shrub"
"Phyllostegia.hirsuta","shrub"
"Phyllostegia.stachyoides","shrub"
"Phyllostegia.waimeae","shrub"
"Physalis.peruviana","shrub"
"Physocarpus.alternans","shrub"
"Physocarpus.alternans.ssp..alternans","shrub"
"Physocarpus.alternans.ssp..annulatus","shrub"
"Physocarpus.alternans.ssp..panamintensis","shrub"
"Physocarpus.capitatus","shrub"
"Physocarpus.malvaceus","shrub"
"Physocarpus.monogynus","shrub"
"Physocarpus.opulifolius","shrub"
"Physocarpus.opulifolius.var..intermedius","shrub"
"Physocarpus.opulifolius.var..opulifolius","shrub"
"Phytolacca.bogotensis","shrub"
"Pickeringia.montana","shrub"
"Pickeringia.montana.var..montana","shrub"
"Pickeringia.montana.var..tomentosa","shrub"
"Picramnia.pentandra","shrub"
"Picrothamnus.desertorum","shrub"
"Pictetia.aculeata","shrub"
"Pieris.floribunda","shrub"
"Pieris.phillyreifolia","shrub"
"Piloblephis.rigida","shrub"
"Pilocarpus.racemosus","shrub"
"Pimenta.racemosa","shrub"
"Pimenta.racemosa.var..grisea","shrub"
"Pimenta.racemosa.var..racemosa","shrub"
"Pinckneya.bracteata","shrub"
"Pinus.mugo","shrub"
"Pinus.rigida.×.serotina","shrub"
"Pinus.rigida.×.taeda","shrub"
"Pinus.serotina.×.taeda","shrub"
"Piper.aduncum","shrub"
"Piper.amalago","shrub"
"Piper.betle","shrub"
"Piper.blattarum","shrub"
"Piper.dilatatum","shrub"
"Piper.glabrescens","shrub"
"Piper.guahamense","shrub"
"Piper.hispidum","shrub"
"Piper.jacquemontianum","shrub"
"Piper.marginatum","shrub"
"Piper.methysticum","shrub"
"Piper.swartzianum","shrub"
"Piptocarpha.tetrantha","shrub"
"Piptocoma.acevedoi","shrub"
"Piptocoma.antillana","shrub"
"Pipturus.albidus","shrub"
"Pipturus.argenteus","shrub"
"Pipturus.argenteus.var..argenteus","shrub"
"Pipturus.forbesii","shrub"
"Pipturus.kauaiensis","shrub"
"Pipturus.micronesicus","shrub"
"Pipturus.ruber","shrub"
"Pipturus.subinteger","shrub"
"Piscidia.piscipula","shrub"
"Pisonia.aculeata","shrub"
"Pisonia.brunoniana","shrub"
"Pisonia.capitata","shrub"
"Pisonia.floridana","shrub"
"Pisonia.grandis","shrub"
"Pisonia.rotundata","shrub"
"Pisonia.subcordata","shrub"
"Pisonia.taina","shrub"
"Pisonia.umbellifera","shrub"
"Pistacia.mexicana","shrub"
"Pithecellobium.bahamense","shrub"
"Pithecellobium.dulce","shrub"
"Pithecellobium.keyense","shrub"
"Pithecellobium.unguis-cati","shrub"
"Pittosporum.confertiflorum","shrub"
"Pittosporum.crassifolium","shrub"
"Pittosporum.gayanum","shrub"
"Pittosporum.glabrum","shrub"
"Pittosporum.halophilum","shrub"
"Pittosporum.pentandrum","shrub"
"Pittosporum.tobira","shrub"
"Pittosporum.undulatum","shrub"
"Planchonella.sandwicensis","shrub"
"Plantago.princeps","shrub"
"Plantago.princeps.var..anomala","shrub"
"Plantago.princeps.var..laxiflora","shrub"
"Plantago.princeps.var..longibracteata","shrub"
"Plantago.princeps.var..princeps","shrub"
"Platycladus.orientalis","shrub"
"Platydesma.cornuta","shrub"
"Platydesma.cornuta.var..cornuta","shrub"
"Platydesma.cornuta.var..decurrens","shrub"
"Platydesma.remyi","shrub"
"Platydesma.rostrata","shrub"
"Platydesma.spathulata","shrub"
"Plecostachys","shrub"
"Plecostachys.serpyllifolia","shrub"
"Plectranthus.amboinicus","shrub"
"Pleioblastus.simonii","shrub"
"Pluchea.carolinensis","shrub"
"Pluchea.indica","shrub"
"Pluchea.sericea","shrub"
"Plumbago.auriculata","shrub"
"Plumbago.indica","shrub"
"Plumbago.scandens","shrub"
"Plumbago.zeylanica","shrub"
"Plumeria.alba","shrub"
"Plumeria.rubra","shrub"
"Poitea.florida","shrub"
"Poitea.paucifolia","shrub"
"Poitea.punicea","shrub"
"Poliomintha.glabrescens","shrub"
"Poliomintha.incana","shrub"
"Polyalthia.suberosa","shrub"
"Polygala.acanthoclada","shrub"
"Polygala.cornuta","shrub"
"Polygala.cornuta.var..cornuta","shrub"
"Polygala.cornuta.var..fishiae","shrub"
"Polygala.eucosma","shrub"
"Polygala.myrtifolia","shrub"
"Polygala.penaea","shrub"
"Polygala.penaea.ssp..portoricensis","shrub"
"Polygala.rusbyi","shrub"
"Polygala.subspinosa","shrub"
"Polygonum.bolanderi","shrub"
"Polygonum.shastense","shrub"
"Polyscias.cumingiana","shrub"
"Polyscias.fruticosa","shrub"
"Polyscias.grandifolia","shrub"
"Polyscias.guilfoylei","shrub"
"Polyscias.macgillivrayi","shrub"
"Polyscias.scutellaria","shrub"
"Polyscias.tricochleata","shrub"
"Pomaria.brachycarpa","shrub"
"Pomaria.melanosticta","shrub"
"Poncirus.trifoliata","shrub"
"Pouteria.sandwicensis","shrub"
"Pouzolzia.occidentalis","shrub"
"Premna.serratifolia","shrub"
"Pritchardia.glabrata","shrub"
"Pritchardia.remota","shrub"
"Prockia.crucis","shrub"
"Prosopis.farcta","shrub"
"Prosopis.glandulosa","shrub"
"Prosopis.glandulosa.var..glandulosa","shrub"
"Prosopis.glandulosa.var..prostrata","shrub"
"Prosopis.glandulosa.var..torreyana","shrub"
"Prosopis.juliflora","shrub"
"Prosopis.laevigata","shrub"
"Prosopis.pallida","shrub"
"Prosopis.pubescens","shrub"
"Prosopis.strombulifera","shrub"
"Prosopis.velutina","shrub"
"Proustia.vanillosma","shrub"
"Prunus.alleghaniensis","shrub"
"Prunus.alleghaniensis.var..alleghaniensis","shrub"
"Prunus.alleghaniensis.var..davisii","shrub"
"Prunus.americana","shrub"
"Prunus.andersonii","shrub"
"Prunus.angustifolia","shrub"
"Prunus.angustifolia.var..angustifolia","shrub"
"Prunus.angustifolia.var..watsonii","shrub"
"Prunus.caroliniana","shrub"
"Prunus.cerasus","shrub"
"Prunus.emarginata","shrub"
"Prunus.emarginata.var..emarginata","shrub"
"Prunus.emarginata.var..mollis","shrub"
"Prunus.eremophila","shrub"
"Prunus.fasciculata","shrub"
"Prunus.fasciculata.var..fasciculata","shrub"
"Prunus.fasciculata.var..punctata","shrub"
"Prunus.fremontii","shrub"
"Prunus.fruticosa","shrub"
"Prunus.geniculata","shrub"
"Prunus.glandulosa","shrub"
"Prunus.gracilis","shrub"
"Prunus.havardii","shrub"
"Prunus.hortulana","shrub"
"Prunus.ilicifolia","shrub"
"Prunus.ilicifolia.ssp..ilicifolia","shrub"
"Prunus.ilicifolia.ssp..lyonii","shrub"
"Prunus.laurocerasus","shrub"
"Prunus.lusitanica","shrub"
"Prunus.mahaleb","shrub"
"Prunus.maritima","shrub"
"Prunus.maritima.var..gravesii","shrub"
"Prunus.maritima.var..maritima","shrub"
"Prunus.mexicana","shrub"
"Prunus.minutiflora","shrub"
"Prunus.munsoniana","shrub"
"Prunus.murrayana","shrub"
"Prunus.myrtifolia","shrub"
"Prunus.padus","shrub"
"Prunus.pensylvanica","shrub"
"Prunus.pensylvanica.var..pensylvanica","shrub"
"Prunus.pensylvanica.var..saximontana","shrub"
"Prunus.persica.var..persica","shrub"
"Prunus.pumila","shrub"
"Prunus.pumila.var..besseyi","shrub"
"Prunus.pumila.var..depressa","shrub"
"Prunus.pumila.var..pumila","shrub"
"Prunus.rivularis","shrub"
"Prunus.serotina","shrub"
"Prunus.serotina.var..eximia","shrub"
"Prunus.serotina.var..rufula","shrub"
"Prunus.serotina.var..serotina","shrub"
"Prunus.serotina.var..virens","shrub"
"Prunus.spinosa","shrub"
"Prunus.subcordata","shrub"
"Prunus.subcordata.var..kelloggii","shrub"
"Prunus.subcordata.var..oregana","shrub"
"Prunus.subcordata.var..rubicunda","shrub"
"Prunus.subcordata.var..subcordata","shrub"
"Prunus.susquehanae","shrub"
"Prunus.texana","shrub"
"Prunus.tomentosa","shrub"
"Prunus.triloba","shrub"
"Prunus.umbellata","shrub"
"Prunus.umbellata.var..injuncunda","shrub"
"Prunus.umbellata.var..umbellata","shrub"
"Prunus.virginiana","shrub"
"Prunus.virginiana.var..demissa","shrub"
"Prunus.virginiana.var..melanocarpa","shrub"
"Prunus.virginiana.var..virginiana","shrub"
"Pseudabutilon.umbellatum","shrub"
"Pseudanamomis.umbellulifera","shrub"
"Pseuderanthemum.carruthersii","shrub"
"Pseuderanthemum.carruthersii.var..atropurpureum","shrub"
"Pseuderanthemum.carruthersii.var..carruthersii","shrub"
"Pseuderanthemum.inclusum","shrub"
"Pseudoclappia.arenaria","shrub"
"Pseudocydonia.sinensis","shrub"
"Pseudosasa.japonica","shrub"
"Psidium.amplexicaule","shrub"
"Psidium.cattleianum","shrub"
"Psidium.guajava","shrub"
"Psidium.longipes","shrub"
"Psidium.longipes.var..longipes","shrub"
"Psidium.longipes.var..orbiculare","shrub"
"Psorothamnus.arborescens","shrub"
"Psorothamnus.arborescens.var..arborescens","shrub"
"Psorothamnus.arborescens.var..minutifolius","shrub"
"Psorothamnus.arborescens.var..pubescens","shrub"
"Psorothamnus.arborescens.var..simplifolius","shrub"
"Psorothamnus.fremontii","shrub"
"Psorothamnus.fremontii.var..attenuatus","shrub"
"Psorothamnus.fremontii.var..fremontii","shrub"
"Psorothamnus.polydenius","shrub"
"Psorothamnus.polydenius.var..jonesii","shrub"
"Psorothamnus.polydenius.var..polydenius","shrub"
"Psorothamnus.schottii","shrub"
"Psorothamnus.scoparius","shrub"
"Psorothamnus.spinosus","shrub"
"Psorothamnus.thompsoniae","shrub"
"Psorothamnus.thompsoniae.var..thompsoniae","shrub"
"Psorothamnus.thompsoniae.var..whitingii","shrub"
"Psychotria.berteriana","shrub"
"Psychotria.brachiata","shrub"
"Psychotria.brownei","shrub"
"Psychotria.cheathamiana","shrub"
"Psychotria.deflexa","shrub"
"Psychotria.diospyrifolia","shrub"
"Psychotria.domingensis","shrub"
"Psychotria.fauriei","shrub"
"Psychotria.grandiflora","shrub"
"Psychotria.grandis","shrub"
"Psychotria.guadalupensis","shrub"
"Psychotria.guadalupensis.ssp..grosourdyana","shrub"
"Psychotria.guadalupensis.ssp..guadalupensis","shrub"
"Psychotria.hexandra","shrub"
"Psychotria.hexandra.ssp..hexandra","shrub"
"Psychotria.hexandra.ssp..hexandra.var..hexandra","shrub"
"Psychotria.hexandra.ssp..hexandra.var..hirta","shrub"
"Psychotria.hexandra.ssp..hexandra.var..kealiae","shrub"
"Psychotria.hexandra.ssp..oahuensis","shrub"
"Psychotria.hexandra.ssp..oahuensis.var..hosakana","shrub"
"Psychotria.hexandra.ssp..oahuensis.var..oahuensis","shrub"
"Psychotria.hexandra.ssp..oahuensis.var..rockii","shrub"
"Psychotria.hoffmannseggiana","shrub"
"Psychotria.hoffmannseggiana.var..tribracteata","shrub"
"Psychotria.hombroniana","shrub"
"Psychotria.hombroniana.var..canfieldiae","shrub"
"Psychotria.hombroniana.var..hirtella","shrub"
"Psychotria.hombroniana.var..peliliuensis","shrub"
"Psychotria.hombroniana.var..squarrosa","shrub"
"Psychotria.kaduana","shrub"
"Psychotria.kosraensis","shrub"
"Psychotria.leptothyrsa.var..longicarpa","shrub"
"Psychotria.ligustrifolia","shrub"
"Psychotria.maleolens","shrub"
"Psychotria.maricaensis","shrub"
"Psychotria.mauiensis","shrub"
"Psychotria.microdon","shrub"
"Psychotria.mycetoides","shrub"
"Psychotria.nervosa","shrub"
"Psychotria.nutans","shrub"
"Psychotria.pubescens","shrub"
"Psychotria.punctata","shrub"
"Psychotria.revoluta","shrub"
"Psychotria.rotensis.var..palauensis","shrub"
"Psychotria.tenuifolia","shrub"
"Psychotria.uliginosa","shrub"
"Psydrax.odorata","shrub"
"Ptelea.crenulata","shrub"
"Ptelea.trifoliata","shrub"
"Ptelea.trifoliata.ssp..angustifolia","shrub"
"Ptelea.trifoliata.ssp..angustifolia.var..angustifolia","shrub"
"Ptelea.trifoliata.ssp..angustifolia.var..persicifolia","shrub"
"Ptelea.trifoliata.ssp..pallida","shrub"
"Ptelea.trifoliata.ssp..pallida.var..cognata","shrub"
"Ptelea.trifoliata.ssp..pallida.var..confinis","shrub"
"Ptelea.trifoliata.ssp..pallida.var..lutescens","shrub"
"Ptelea.trifoliata.ssp..pallida.var..pallida","shrub"
"Ptelea.trifoliata.ssp..polyadenia","shrub"
"Ptelea.trifoliata.ssp..trifoliata","shrub"
"Ptelea.trifoliata.ssp..trifoliata.var..mollis","shrub"
"Ptelea.trifoliata.ssp..trifoliata.var..trifoliata","shrub"
"Pterolepis.glomerata","shrub"
"Punica.granatum","shrub"
"Purshia.×subintegra","shrub"
"Purshia.ericifolia","shrub"
"Purshia.glandulosa","shrub"
"Purshia.mexicana","shrub"
"Purshia.pinkavae","shrub"
"Purshia.stansburiana","shrub"
"Purshia.tridentata","shrub"
"Pyracantha.angustifolia","shrub"
"Pyracantha.coccinea","shrub"
"Pyracantha.crenulata","shrub"
"Pyracantha.fortuneana","shrub"
"Pyracantha.koidzumii","shrub"
"Pyrularia.pubera","shrub"
"Quararibea.turbinata","shrub"
"Quassia.amara","shrub"
"Quercus.×acutidens","shrub"
"Quercus.×howellii","shrub"
"Quercus.×macdonaldii","shrub"
"Quercus.×pauciloba","shrub"
"Quercus.×pseudomargaretta","shrub"
"Quercus.×rolfsii","shrub"
"Quercus.×stelloides","shrub"
"Quercus.×subconvexa","shrub"
"Quercus.×townei","shrub"
"Quercus.agrifolia","shrub"
"Quercus.agrifolia.var..agrifolia","shrub"
"Quercus.agrifolia.var..oxyadenia","shrub"
"Quercus.ajoensis","shrub"
"Quercus.arizonica","shrub"
"Quercus.berberidifolia","shrub"
"Quercus.boyntonii","shrub"
"Quercus.carmenensis","shrub"
"Quercus.chapmanii","shrub"
"Quercus.chihuahuensis","shrub"
"Quercus.chrysolepis","shrub"
"Quercus.chrysolepis.var..chrysolepis","shrub"
"Quercus.chrysolepis.var..nana","shrub"
"Quercus.depressipes","shrub"
"Quercus.dumosa","shrub"
"Quercus.dumosa.var..dumosa","shrub"
"Quercus.dumosa.var..elegantula","shrub"
"Quercus.durata","shrub"
"Quercus.durata.var..durata","shrub"
"Quercus.durata.var..gabrielensis","shrub"
"Quercus.emoryi","shrub"
"Quercus.fusiformis","shrub"
"Quercus.gambelii","shrub"
"Quercus.gambelii.var..bonina","shrub"
"Quercus.gambelii.var..gambelii","shrub"
"Quercus.garryana","shrub"
