block,rainfall,temp,plot,treepl2,treeplot,treeloc,tree_id,species,dead,tree_form,first_bud,three_buds,first_leaf,three_leaves,leaf_expansion,first_bud_doy,third_buds_doy,first_leaf_doy,third_leaf_doy,leaf_expansion_doy
2,2,0,17,2,W     ,3,484,Q. rubra  ,0,2,29-Apr-09,29-Apr-09,2-May-09,8-May-09,20-May-09,119,119,122,128,140
2,2,0,17,2,W     ,4,212,A. rubrum ,0,3,15-Apr-09,24-Apr-09,27-Apr-09,2-May-09,11-May-09,105,114,117,122,131
2,2,0,17,3,S     ,1,67,B. lenta  ,1,4,,,,,,,,,,
2,2,0,17,3,S     ,2,485,Q. rubra  ,0,4,27-Apr-09,2-May-09,2-May-09,8-May-09,15-May-09,117,122,122,128,135
2,2,0,17,3,S     ,3,213,A. rubrum ,0,0,12-Apr-09,24-Apr-09,27-Apr-09,27-Apr-09,11-May-09,102,114,117,117,131
2,2,0,17,4,E     ,1,214,A. rubrum ,0,4,23-May-09,23-May-09,23-May-09,23-May-09,29-May-09,143,143,143,143,149
2,2,0,17,4,E     ,2,486,Q. rubra  ,1,,,,,,,,,,,
2,2,0,17,4,E     ,4,68,B. lenta  ,1,,,,,,,,,,,
2,2,1,18,1,N     ,1,215,A. rubrum ,0,0,27-Apr-09,29-Apr-09,2-May-09,8-May-09,20-May-09,117,119,122,128,140
2,2,1,18,1,N     ,2,487,Q. rubra  ,0,0,29-Apr-09,29-Apr-09,6-May-09,8-May-09,18-May-09,119,119,126,128,138
2,2,1,18,1,N     ,3,69,B. lenta  ,0,2,22-Apr-09,22-Apr-09,27-Apr-09,27-Apr-09,2-May-09,112,112,117,117,122
2,2,1,18,2,W     ,1,488,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,8-May-09,117,117,117,117,128
2,2,1,18,2,W     ,2,70,B. lenta  ,0,4,27-Apr-09,,,,,117,,,,
2,2,1,18,2,W     ,3,216,A. rubrum ,0,3,11-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,8-May-09,101,117,117,117,128
2,2,1,18,3,S     ,2,489,Q. rubra  ,0,1,2-May-09,2-May-09,11-May-09,11-May-09,23-May-09,122,122,131,131,143
2,2,1,18,3,S     ,3,217,A. rubrum ,0,3,27-Apr-09,27-Apr-09,2-May-09,4-May-09,23-May-09,117,117,122,124,143
2,2,1,18,3,S     ,4,71,B. lenta  ,0,3,27-Apr-09,27-Apr-09,2-May-09,11-May-09,15-May-09,117,117,122,131,135
2,2,1,18,4,E     ,2,218,A. rubrum ,0,3,17-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,8-May-09,107,117,117,119,128
2,2,1,18,4,E     ,3,72,B. lenta  ,0,2,15-Apr-09,15-Apr-09,22-Apr-09,27-Apr-09,27-Apr-09,105,105,112,117,117
2,2,1,18,4,E     ,4,490,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,2-May-09,13-May-09,117,117,119,122,133
2,2,2,19,1,N     ,1,219,A. rubrum ,0,3,11-Apr-09,22-Apr-09,24-Apr-09,2-May-09,8-May-09,101,112,114,122,128
2,2,2,19,1,N     ,2,73,B. lenta  ,0,2,15-Apr-09,15-Apr-09,2-May-09,2-May-09,23-May-09,105,105,122,122,143
2,2,2,19,1,N     ,3,491,Q. rubra  ,0,4,20-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,110,110,117,117,122
2,2,2,19,2,W     ,2,492,Q. rubra  ,0,3,24-Apr-09,24-Apr-09,27-Apr-09,27-Apr-09,8-May-09,114,114,117,117,128
2,2,2,19,2,W     ,3,220,A. rubrum ,0,0,27-Apr-09,29-Apr-09,6-May-09,6-May-09,18-May-09,117,119,126,126,138
2,2,2,19,2,W     ,4,74,B. lenta  ,1,3,,,,,,,,,,
2,2,2,19,3,S     ,1,221,A. rubrum ,0,1,20-Apr-09,20-Apr-09,27-Apr-09,29-Apr-09,8-May-09,110,110,117,119,128
2,2,2,19,3,S     ,2,493,Q. rubra  ,0,4,20-Apr-09,22-Apr-09,27-Apr-09,27-Apr-09,8-May-09,110,112,117,117,128
2,2,2,19,3,S     ,4,75,B. lenta  ,0,3,13-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,103,117,117,117,119
2,2,2,19,4,E     ,2,494,Q. rubra  ,0,0,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,4-May-09,117,117,119,119,124
2,2,2,19,4,E     ,3,222,A. rubrum ,0,4,11-Apr-09,13-Apr-09,11-Apr-09,20-Apr-09,27-Apr-09,101,103,101,110,117
2,2,2,19,4,E     ,4,76,B. lenta  ,0,3,20-Apr-09,24-Apr-09,27-Apr-09,2-May-09,2-May-09,110,114,117,122,122
2,2,3,20,1,N     ,2,495,Q. rubra  ,0,4,12-Apr-09,12-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,102,102,114,117,119
2,2,3,20,1,N     ,3,77,B. lenta  ,0,2,17-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,107,110,117,117,122
2,2,3,20,1,N     ,4,223,A. rubrum ,0,3,17-Apr-09,22-Apr-09,24-Apr-09,27-Apr-09,2-May-09,107,112,114,117,122
2,2,3,20,2,W     ,1,224,A. rubrum ,0,2,11-Apr-09,12-Apr-09,15-Apr-09,22-Apr-09,29-Apr-09,101,102,105,112,119
2,2,3,20,2,W     ,3,496,Q. rubra  ,0,4,13-Apr-09,13-Apr-09,20-Apr-09,22-Apr-09,27-Apr-09,103,103,110,112,117
2,2,3,20,2,W     ,4,78,B. lenta  ,0,2,24-Apr-09,29-Apr-09,2-May-09,4-May-09,11-May-09,114,119,122,124,131
2,2,3,20,3,S     ,1,79,B. lenta  ,0,2,20-Apr-09,2-May-09,27-Apr-09,29-Apr-09,2-May-09,110,122,117,119,122
2,2,3,20,3,S     ,2,497,Q. rubra  ,0,4,12-Apr-09,12-Apr-09,20-Apr-09,20-Apr-09,27-Apr-09,102,102,110,110,117
2,2,3,20,3,S     ,3,225,A. rubrum ,1,4,,,,,,,,,,
2,2,3,20,4,E     ,1,226,A. rubrum ,0,4,15-Apr-09,15-Apr-09,24-Apr-09,24-Apr-09,2-May-09,105,105,114,114,122
2,2,3,20,4,E     ,3,498,Q. rubra  ,1,,24-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,2-May-09,114,114,117,119,122
2,2,3,20,4,E     ,4,80,B. lenta  ,0,2,15-Apr-09,20-Apr-09,22-Apr-09,29-Apr-09,2-May-09,105,110,112,119,122
2,0,3,21,1,N     ,2,227,A. rubrum ,0,2,11-Apr-09,17-Apr-09,20-Apr-09,27-Apr-09,8-May-09,101,107,110,117,128
2,0,3,21,1,N     ,3,81,B. lenta  ,0,3,20-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,2-May-09,110,114,117,119,122
2,0,3,21,1,N     ,4,499,Q. rubra  ,0,4,11-Apr-09,11-Apr-09,20-Apr-09,24-Apr-09,27-Apr-09,101,101,110,114,117
2,0,3,21,2,W     ,1,82,B. lenta  ,0,4,11-Apr-09,11-Apr-09,20-Apr-09,20-Apr-09,24-Apr-09,101,101,110,110,114
2,0,3,21,2,W     ,2,500,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,2-May-09,8-May-09,117,117,119,122,128
2,0,3,21,2,W     ,4,228,A. rubrum ,0,2,12-Apr-09,17-Apr-09,20-Apr-09,22-Apr-09,2-May-09,102,107,110,112,122
2,0,3,21,3,S     ,1,229,A. rubrum ,0,3,27-Apr-09,29-Apr-09,2-May-09,4-May-09,11-May-09,117,119,122,124,131
2,0,3,21,3,S     ,2,83,B. lenta  ,0,4,11-Apr-09,11-Apr-09,13-Apr-09,20-Apr-09,22-Apr-09,101,101,103,110,112
2,0,3,21,3,S     ,3,501,Q. rubra  ,0,4,8-May-09,8-May-09,11-May-09,13-May-09,23-May-09,128,128,131,133,143
2,0,3,21,4,E     ,1,84,B. lenta  ,0,4,11-Apr-09,11-Apr-09,15-Apr-09,17-Apr-09,20-Apr-09,101,101,105,107,110
2,0,3,21,4,E     ,2,230,A. rubrum ,1,4,,,,,,,,,,
2,0,3,21,4,E     ,4,502,Q. rubra  ,0,4,13-Apr-09,13-Apr-09,27-Apr-09,27-Apr-09,,103,103,117,117,
2,0,2,22,1,N     ,1,503,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,4-May-09,117,117,119,119,124
2,0,2,22,1,N     ,2,231,A. rubrum ,0,2,12-Apr-09,20-Apr-09,24-Apr-09,27-Apr-09,4-May-09,102,110,114,117,124
2,0,2,22,1,N     ,4,85,B. lenta  ,0,4,24-Apr-09,24-Apr-09,27-Apr-09,27-Apr-09,2-May-09,114,114,117,117,122
2,0,2,22,2,W     ,1,504,Q. rubra  ,0,4,11-Apr-09,11-Apr-09,15-Apr-09,17-Apr-09,20-Apr-09,101,101,105,107,110
2,0,2,22,2,W     ,2,86,B. lenta  ,0,4,12-Apr-09,12-Apr-09,20-Apr-09,27-Apr-09,2-May-09,102,102,110,117,122
2,0,2,22,2,W     ,4,232,A. rubrum ,0,3,20-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,110,110,117,117,122
2,0,2,22,3,S     ,1,87,B. lenta  ,1,3,,,,,,,,,,
2,0,2,22,3,S     ,2,505,Q. rubra  ,1,4,,,,,,,,,,
2,0,2,22,3,S     ,4,233,A. rubrum ,0,3,15-Apr-09,15-Apr-09,22-Apr-09,27-Apr-09,2-May-09,105,105,112,117,122
2,0,2,22,4,E     ,2,506,Q. rubra  ,1,2,,,,,,,,,,
2,0,2,22,4,E     ,3,88,B. lenta  ,0,3,20-Apr-09,20-Apr-09,24-Apr-09,24-Apr-09,2-May-09,110,110,114,114,122
2,0,2,22,4,E     ,4,234,A. rubrum ,0,3,17-Apr-09,17-Apr-09,27-Apr-09,29-Apr-09,4-May-09,107,107,117,119,124
2,0,1,23,1,N     ,1,235,A. rubrum ,0,2,20-Apr-09,27-Apr-09,2-May-09,8-May-09,18-May-09,110,117,122,128,138
2,0,1,23,1,N     ,3,89,B. lenta  ,0,3,17-Apr-09,22-Apr-09,27-Apr-09,2-May-09,6-May-09,107,112,117,122,126
2,0,1,23,1,N     ,4,507,Q. rubra  ,0,3,29-Apr-09,29-Apr-09,6-May-09,8-May-09,13-May-09,119,119,126,128,133
2,0,1,23,2,W     ,1,508,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,2-May-09,2-May-09,11-May-09,117,117,122,122,131
2,0,1,23,2,W     ,2,236,A. rubrum ,0,3,20-Apr-09,20-Apr-09,27-Apr-09,4-May-09,13-May-09,110,110,117,124,133
2,0,1,23,2,W     ,4,90,B. lenta  ,0,3,24-Apr-09,24-Apr-09,29-Apr-09,2-May-09,4-May-09,114,114,119,122,124
2,0,1,23,3,S     ,1,509,Q. rubra  ,1,0,,,,,,,,,,
2,0,1,23,3,S     ,2,237,A. rubrum ,1,,,,,,,,,,,
2,0,1,23,3,S     ,3,91,B. lenta  ,1,,,,,,,,,,,
2,0,1,23,4,E     ,1,92,B. lenta  ,0,3,20-Apr-09,20-Apr-09,2-May-09,13-May-09,20-May-09,110,110,122,133,140
2,0,1,23,4,E     ,2,238,A. rubrum ,1,,,,,,,,,,,
2,0,1,23,4,E     ,4,510,Q. rubra  ,0,0,27-Apr-09,27-Apr-09,2-May-09,2-May-09,11-May-09,117,117,122,122,131
2,0,0,24,1,N     ,1,239,A. rubrum ,0,2,17-Apr-09,20-Apr-09,24-Apr-09,29-Apr-09,8-May-09,107,110,114,119,128
2,0,0,24,1,N     ,2,93,B. lenta  ,0,1,15-Apr-09,20-Apr-09,2-May-09,2-May-09,8-May-09,105,110,122,122,128
2,0,0,24,1,N     ,3,511,Q. rubra  ,0,2,2-May-09,8-May-09,11-May-09,11-May-09,18-May-09,122,128,131,131,138
2,0,0,24,2,W     ,1,94,B. lenta  ,0,2,2-May-09,2-May-09,11-May-09,11-May-09,23-May-09,122,122,131,131,143
2,0,0,24,2,W     ,2,240,A. rubrum ,0,1,15-Apr-09,22-Apr-09,27-Apr-09,27-Apr-09,11-May-09,105,112,117,117,131
2,0,0,24,2,W     ,3,512,Q. rubra  ,0,3,29-Apr-09,2-May-09,2-May-09,6-May-09,11-May-09,119,122,122,126,131
2,0,0,24,3,S     ,1,513,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,2-May-09,8-May-09,117,117,119,122,128
2,0,0,24,3,S     ,2,95,B. lenta  ,0,2,20-Apr-09,20-Apr-09,2-May-09,11-May-09,15-May-09,110,110,122,131,135
2,0,0,24,3,S     ,4,241,A. rubrum ,0,2,27-Apr-09,27-Apr-09,2-May-09,8-May-09,23-May-09,117,117,122,128,143
2,0,0,24,4,E     ,2,96,B. lenta  ,0,2,17-Apr-09,24-Apr-09,2-May-09,2-May-09,8-May-09,107,114,122,122,128
2,0,0,24,4,E     ,3,242,A. rubrum ,0,0,27-Apr-09,27-Apr-09,29-Apr-09,6-May-09,18-May-09,117,117,119,126,138
2,0,0,24,4,E     ,4,514,Q. rubra  ,0,3,27-Apr-09,29-Apr-09,29-Apr-09,2-May-09,11-May-09,117,119,119,122,131
3,2,0,25,1,N     ,1,243,A. rubrum ,0,2,27-Apr-09,27-Apr-09,8-May-09,8-May-09,15-May-09,117,117,128,128,135
3,2,0,25,1,N     ,3,97,B. lenta  ,0,3,27-Apr-09,27-Apr-09,8-May-09,11-May-09,15-May-09,117,117,128,131,135
3,2,0,25,1,N     ,4,515,Q. rubra  ,0,3,27-Apr-09,29-Apr-09,2-May-09,2-May-09,15-May-09,117,119,122,122,135
3,2,0,25,2,W     ,1,98,B. lenta  ,1,2,,,,,,,,,,
3,2,0,25,2,W     ,2,516,Q. rubra  ,0,4,8-May-09,8-May-09,13-May-09,15-May-09,23-May-09,128,128,133,135,143
3,2,0,25,2,W     ,4,244,A. rubrum ,0,1,27-Apr-09,29-Apr-09,8-May-09,8-May-09,23-May-09,117,119,128,128,143
3,2,0,25,3,S     ,2,99,B. lenta  ,1,4,,,,,,,,,,
3,2,0,25,3,S     ,3,517,Q. rubra  ,0,1,2-May-09,6-May-09,8-May-09,11-May-09,18-May-09,122,126,128,131,138
3,2,0,25,3,S     ,4,245,A. rubrum ,0,0,24-Apr-09,27-Apr-09,29-Apr-09,2-May-09,11-May-09,114,117,119,122,131
3,2,0,25,4,E     ,1,246,A. rubrum ,0,1,27-Apr-09,6-May-09,6-May-09,15-May-09,1-Jun-09,117,126,126,135,152
3,2,0,25,4,E     ,2,100,B. lenta  ,0,3,2-May-09,2-May-09,11-May-09,15-May-09,23-May-09,122,122,131,135,143
3,2,0,25,4,E     ,4,518,Q. rubra  ,0,2,29-Apr-09,2-May-09,4-May-09,6-May-09,15-May-09,119,122,124,126,135
3,2,1,26,1,N     ,1,519,Q. rubra  ,0,3,29-Apr-09,29-Apr-09,8-May-09,8-May-09,15-May-09,119,119,128,128,135
3,2,1,26,1,N     ,3,247,A. rubrum ,0,1,29-Apr-09,29-Apr-09,11-May-09,15-May-09,25-May-09,119,119,131,135,145
3,2,1,26,1,N     ,4,101,B. lenta  ,0,4,22-Apr-09,22-Apr-09,4-May-09,6-May-09,11-May-09,112,112,124,126,131
3,2,1,26,2,W     ,2,102,B. lenta  ,0,2,24-Apr-09,24-Apr-09,4-May-09,6-May-09,11-May-09,114,114,124,126,131
3,2,1,26,2,W     ,3,248,A. rubrum ,0,2,20-Apr-09,22-Apr-09,27-Apr-09,29-Apr-09,8-May-09,110,112,117,119,128
3,2,1,26,2,W     ,4,520,Q. rubra  ,0,2,29-Apr-09,29-Apr-09,8-May-09,8-May-09,20-May-09,119,119,128,128,140
3,2,1,26,3,S     ,1,103,B. lenta  ,0,2,,,,23-May-09,25-May-09,,,,143,145
3,2,1,26,3,S     ,3,521,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,8-May-09,117,117,119,119,128
3,2,1,26,3,S     ,4,249,A. rubrum ,0,3,27-Apr-09,2-May-09,6-May-09,8-May-09,20-May-09,117,122,126,128,140
3,2,1,26,4,E     ,1,250,A. rubrum ,0,2,15-Apr-09,24-Apr-09,24-Apr-09,2-May-09,18-May-09,105,114,114,122,138
3,2,1,26,4,E     ,2,522,Q. rubra  ,0,3,27-Apr-09,2-May-09,2-May-09,4-May-09,11-May-09,117,122,122,124,131
3,2,1,26,4,E     ,4,104,B. lenta  ,0,4,8-May-09,8-May-09,13-May-09,15-May-09,23-May-09,128,128,133,135,143
3,2,2,27,1,N     ,2,523,Q. rubra  ,1,4,,,,,,,,,,
3,2,2,27,1,N     ,3,105,B. lenta  ,0,3,17-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,2-May-09,107,117,117,119,122
3,2,2,27,1,N     ,4,251,A. rubrum ,0,2,2-May-09,2-May-09,11-May-09,13-May-09,23-May-09,122,122,131,133,143
3,2,2,27,2,W     ,1,524,Q. rubra  ,0,1,27-Apr-09,29-Apr-09,2-May-09,2-May-09,11-May-09,117,119,122,122,131
3,2,2,27,2,W     ,2,252,A. rubrum ,0,2,20-Apr-09,27-Apr-09,27-Apr-09,2-May-09,15-May-09,110,117,117,122,135
3,2,2,27,2,W     ,3,106,B. lenta  ,0,2,15-Apr-09,15-Apr-09,25-May-09,25-May-09,1-Jun-09,105,105,145,145,152
3,2,2,27,3,S     ,1,525,Q. rubra  ,0,3,27-Apr-09,29-Apr-09,2-May-09,2-May-09,11-May-09,117,119,122,122,131
3,2,2,27,3,S     ,2,253,A. rubrum ,0,3,15-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,8-May-09,105,117,117,119,128
3,2,2,27,3,S     ,3,107,B. lenta  ,0,2,20-Apr-09,24-Apr-09,27-Apr-09,4-May-09,8-May-09,110,114,117,124,128
3,2,2,27,4,E     ,1,526,Q. rubra  ,0,4,27-Apr-09,29-Apr-09,4-May-09,8-May-09,13-May-09,117,119,124,128,133
3,2,2,27,4,E     ,3,108,B. lenta  ,0,3,15-Apr-09,15-Apr-09,27-Apr-09,4-May-09,6-May-09,105,105,117,124,126
3,2,2,27,4,E     ,4,254,A. rubrum ,0,2,20-Apr-09,20-Apr-09,4-May-09,8-May-09,18-May-09,110,110,124,128,138
3,2,3,28,1,N     ,1,527,Q. rubra  ,0,1,27-Apr-09,27-Apr-09,2-May-09,2-May-09,8-May-09,117,117,122,122,128
3,2,3,28,1,N     ,2,109,B. lenta  ,0,3,15-Apr-09,20-Apr-09,25-Apr-09,27-Apr-09,29-Apr-09,105,110,115,117,119
3,2,3,28,1,N     ,3,255,A. rubrum ,0,0,22-Apr-09,27-Apr-09,2-May-09,2-May-09,11-May-09,112,117,122,122,131
3,2,3,28,2,W     ,1,528,Q. rubra  ,0,4,20-Apr-09,29-Apr-09,27-Apr-09,27-Apr-09,2-May-09,110,119,117,117,122
3,2,3,28,2,W     ,2,110,B. lenta  ,0,3,22-Apr-09,22-Apr-09,2-May-09,2-May-09,8-May-09,112,112,122,122,128
3,2,3,28,2,W     ,3,256,A. rubrum ,0,0,17-Apr-09,22-Apr-09,27-Apr-09,27-Apr-09,2-May-09,107,112,117,117,122
3,2,3,28,3,S     ,1,111,B. lenta  ,0,3,15-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,105,110,117,117,119
3,2,3,28,3,S     ,2,257,A. rubrum ,0,2,20-Apr-09,2-May-09,4-May-09,4-May-09,15-May-09,110,122,124,124,135
3,2,3,28,3,S     ,3,529,Q. rubra  ,0,3,22-Apr-09,27-Apr-09,27-Apr-09,29-Apr-09,8-May-09,112,117,117,119,128
3,2,3,28,4,E     ,1,112,B. lenta  ,1,4,,,,,,,,,,
3,2,3,28,4,E     ,2,258,A. rubrum ,0,1,29-Apr-09,29-Apr-09,8-May-09,11-May-09,15-May-09,119,119,128,131,135
3,2,3,28,4,E     ,3,530,Q. rubra  ,0,4,4-May-09,4-May-09,11-May-09,11-May-09,15-May-09,124,124,131,131,135
3,1,3,29,1,N     ,1,113,B. lenta  ,0,2,15-Apr-09,24-Apr-09,24-Apr-09,27-Apr-09,2-May-09,105,114,114,117,122
3,1,3,29,1,N     ,3,259,A. rubrum ,0,2,15-Apr-09,17-Apr-09,27-Apr-09,27-Apr-09,2-May-09,105,107,117,117,122
3,1,3,29,1,N     ,4,531,Q. rubra  ,0,3,20-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,4-May-09,110,114,117,119,124
3,1,3,29,2,W     ,1,532,Q. rubra  ,0,4,17-Apr-09,2-May-09,27-Apr-09,27-Apr-09,2-May-09,107,122,117,117,122
3,1,3,29,2,W     ,2,114,B. lenta  ,0,2,15-Apr-09,22-Apr-09,20-Apr-09,29-Apr-09,4-May-09,105,112,110,119,124
3,1,3,29,2,W     ,3,260,A. rubrum ,0,2,20-Apr-09,27-Apr-09,24-Apr-09,27-Apr-09,8-May-09,110,117,114,117,128
3,1,3,29,3,S     ,1,115,B. lenta  ,0,4,2-May-09,2-May-09,2-May-09,4-May-09,6-May-09,122,122,122,124,126
3,1,3,29,3,S     ,2,533,Q. rubra  ,0,4,24-Apr-09,24-Apr-09,29-Apr-09,29-Apr-09,4-May-09,114,114,119,119,124
3,1,3,29,3,S     ,3,261,A. rubrum ,0,2,20-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,110,110,117,117,117
3,1,3,29,4,E     ,1,116,B. lenta  ,0,4,11-Apr-09,11-Apr-09,22-Apr-09,22-Apr-09,27-Apr-09,101,101,112,112,117
3,1,3,29,4,E     ,2,534,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,8-May-09,117,117,119,119,128
3,1,3,29,4,E     ,4,262,A. rubrum ,0,3,11-Apr-09,12-Apr-09,17-Apr-09,27-Apr-09,2-May-09,101,102,107,117,122
3,1,2,30,1,N     ,2,535,Q. rubra  ,0,4,17-Apr-09,17-Apr-09,22-Apr-09,27-Apr-09,29-Apr-09,107,107,112,117,119
3,1,2,30,1,N     ,3,117,B. lenta  ,0,2,,,,23-May-09,25-May-09,,,,143,145
3,1,2,30,1,N     ,4,263,A. rubrum ,0,3,27-Apr-09,29-Apr-09,2-May-09,4-May-09,11-May-09,117,119,122,124,131
3,1,2,30,2,W     ,1,264,A. rubrum ,0,3,15-Apr-09,24-Apr-09,27-Apr-09,27-Apr-09,8-May-09,105,114,117,117,128
3,1,2,30,2,W     ,2,536,Q. rubra  ,0,4,15-Apr-09,22-Apr-09,20-Apr-09,22-Apr-09,27-Apr-09,105,112,110,112,117
3,1,2,30,2,W     ,4,118,B. lenta  ,0,2,15-Apr-09,15-Apr-09,29-Apr-09,2-May-09,8-May-09,105,105,119,122,128
3,1,2,30,3,S     ,2,537,Q. rubra  ,0,4,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,8-May-09,117,117,119,119,128
3,1,2,30,3,S     ,3,119,B. lenta  ,0,2,12-Apr-09,29-Apr-09,27-Apr-09,2-May-09,13-May-09,102,119,117,122,133
3,1,2,30,3,S     ,4,265,A. rubrum ,0,3,20-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,11-May-09,110,114,117,119,131
3,1,2,30,4,E     ,2,120,B. lenta  ,0,3,27-Apr-09,27-Apr-09,2-May-09,4-May-09,8-May-09,117,117,122,124,128
3,1,2,30,4,E     ,3,266,A. rubrum ,0,0,17-Apr-09,24-Apr-09,27-Apr-09,29-Apr-09,8-May-09,107,114,117,119,128
3,1,2,30,4,E     ,4,538,Q. rubra  ,0,3,29-Apr-09,29-Apr-09,8-May-09,11-May-09,13-May-09,119,119,128,131,133
3,1,1,31,1,N     ,1,539,Q. rubra  ,0,3,2-May-09,4-May-09,6-May-09,11-May-09,15-May-09,122,124,126,131,135
3,1,1,31,1,N     ,3,121,B. lenta  ,0,2,24-Apr-09,24-Apr-09,,,,114,114,,,
3,1,1,31,1,N     ,4,267,A. rubrum ,0,2,20-Apr-09,24-Apr-09,27-Apr-09,2-May-09,8-May-09,110,114,117,122,128
3,1,1,31,2,W     ,1,122,B. lenta  ,0,2,27-Apr-09,29-Apr-09,4-May-09,8-May-09,11-May-09,117,119,124,128,131
3,1,1,31,2,W     ,2,268,A. rubrum ,0,2,11-Apr-09,17-Apr-09,22-Apr-09,27-Apr-09,8-May-09,101,107,112,117,128
3,1,1,31,2,W     ,3,540,Q. rubra  ,0,1,22-Apr-09,27-Apr-09,27-Apr-09,27-Apr-09,8-May-09,112,117,117,117,128
3,1,1,31,3,S     ,1,541,Q. rubra  ,0,2,29-Apr-09,29-Apr-09,6-May-09,6-May-09,11-May-09,119,119,126,126,131
3,1,1,31,3,S     ,3,123,B. lenta  ,0,2,15-Apr-09,15-Apr-09,2-May-09,6-May-09,8-May-09,105,105,122,126,128
3,1,1,31,3,S     ,4,269,A. rubrum ,0,0,20-Apr-09,20-Apr-09,27-Apr-09,29-Apr-09,18-May-09,110,110,117,119,138
3,1,1,31,4,E     ,1,542,Q. rubra  ,0,1,4-May-09,6-May-09,11-May-09,11-May-09,23-May-09,124,126,131,131,143
3,1,1,31,4,E     ,3,270,A. rubrum ,0,1,13-Apr-09,13-Apr-09,22-Apr-09,27-Apr-09,2-May-09,103,103,112,117,122
3,1,1,31,4,E     ,4,124,B. lenta  ,1,2,,,,,,,,,,
3,1,0,32,1,N     ,1,271,A. rubrum ,0,3,4-May-09,4-May-09,18-May-09,23-May-09,3-Jun-09,124,124,138,143,154
3,1,0,32,1,N     ,2,125,B. lenta  ,0,2,27-Apr-09,2-May-09,4-May-09,4-May-09,15-May-09,117,122,124,124,135
3,1,0,32,1,N     ,3,543,Q. rubra  ,0,1,27-Apr-09,27-Apr-09,2-May-09,2-May-09,8-May-09,117,117,122,122,128
3,1,0,32,2,W     ,1,126,B. lenta  ,0,4,27-Apr-09,27-Apr-09,4-May-09,6-May-09,11-May-09,117,117,124,126,131
3,1,0,32,2,W     ,2,272,A. rubrum ,0,2,27-Apr-09,2-May-09,4-May-09,6-May-09,23-May-09,117,122,124,126,143
3,1,0,32,2,W     ,3,544,Q. rubra  ,0,3,27-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,11-May-09,117,117,119,119,131
3,1,0,32,3,S     ,1,273,A. rubrum ,0,4,29-Apr-09,29-Apr-09,8-May-09,13-May-09,23-May-09,119,119,128,133,143
3,1,0,32,3,S     ,2,127,B. lenta  ,0,2,6-May-09,8-May-09,13-May-09,18-May-09,25-May-09,126,128,133,138,145
3,1,0,32,3,S     ,3,545,Q. rubra  ,0,2,27-Apr-09,27-Apr-09,2-May-09,4-May-09,11-May-09,117,117,122,124,131
3,1,0,32,4,E     ,1,128,B. lenta  ,0,3,24-Apr-09,24-Apr-09,2-May-09,6-May-09,11-May-09,114,114,122,126,131
3,1,0,32,4,E     ,2,274,A. rubrum ,0,3,20-Apr-09,20-Apr-09,29-Apr-09,2-May-09,23-May-09,110,110,119,122,143
3,1,0,32,4,E     ,4,546,Q. rubra  ,0,2,27-Apr-09,29-Apr-09,2-May-09,4-May-09,11-May-09,117,119,122,124,131
3,0,0,33,1,N     ,1,531,A. rubrum ,0,2,17-Apr-09,20-Apr-09,27-Apr-09,27-Apr-09,8-May-09,107,110,117,117,128
3,0,0,33,1,N     ,2,129,B. lenta  ,1,2,,,,,,,,,,
3,0,0,33,1,N     ,3,547,Q. rubra  ,0,1,22-Apr-09,27-Apr-09,29-Apr-09,29-Apr-09,8-May-09,112,117,119,119,128
3,0,0,33,2,W     ,1,532,A. rubrum ,1,,,,,,,,,,,
3,0,0,33,2,W     ,2,130,B. lenta  ,0,3,17-Apr-09,17-Apr-09,27-Apr-09,11-May-09,15-May-09,107,107,117,131,135
