plot,date,Day of year,year,decimal year,day,VWC,comments
30,26-May-09,146,2009,2009.39726,512,0.107,
31,26-May-09,146,2009,2009.39726,512,0.175,
32,26-May-09,146,2009,2009.39726,512,0.140,
33,26-May-09,146,2009,2009.39726,512,0.087,
34,26-May-09,146,2009,2009.39726,512,0.087,
35,26-May-09,146,2009,2009.39726,512,0.062,
36,26-May-09,146,2009,2009.39726,512,0.046,
1,2-Jun-09,153,2009,2009.416438,519,0.15,
2,2-Jun-09,153,2009,2009.416438,519,0.079,
3,2-Jun-09,153,2009,2009.416438,519,0.078,
4,2-Jun-09,153,2009,2009.416438,519,0.075,
5,2-Jun-09,153,2009,2009.416438,519,0.088,
6,2-Jun-09,153,2009,2009.416438,519,0.122,
7,2-Jun-09,153,2009,2009.416438,519,0.151,
8,2-Jun-09,153,2009,2009.416438,519,0.237,
9,2-Jun-09,153,2009,2009.416438,519,0.212,
10,2-Jun-09,153,2009,2009.416438,519,0.19502,
11,2-Jun-09,153,2009,2009.416438,519,0.262,
12,2-Jun-09,153,2009,2009.416438,519,0.281,
13,2-Jun-09,153,2009,2009.416438,519,0.057,
14,2-Jun-09,153,2009,2009.416438,519,0.079,
15,2-Jun-09,153,2009,2009.416438,519,0.093,
16,2-Jun-09,153,2009,2009.416438,519,0.135,
17,2-Jun-09,153,2009,2009.416438,519,0.174,
18,2-Jun-09,153,2009,2009.416438,519,0.166,
19,2-Jun-09,153,2009,2009.416438,519,0.121,
20,2-Jun-09,153,2009,2009.416438,519,0.161,
21,2-Jun-09,153,2009,2009.416438,519,0.069,
22,2-Jun-09,153,2009,2009.416438,519,0.065,
23,2-Jun-09,153,2009,2009.416438,519,0.164,
24,2-Jun-09,153,2009,2009.416438,519,0.137,
25,2-Jun-09,153,2009,2009.416438,519,0.174,
26,2-Jun-09,153,2009,2009.416438,519,0.192,
27,2-Jun-09,153,2009,2009.416438,519,0.074,
28,2-Jun-09,153,2009,2009.416438,519,0.07,
29,2-Jun-09,153,2009,2009.416438,519,0.103,
30,2-Jun-09,153,2009,2009.416438,519,0.098,
31,2-Jun-09,153,2009,2009.416438,519,0.172,
32,2-Jun-09,153,2009,2009.416438,519,0.143,
33,2-Jun-09,153,2009,2009.416438,519,0.071,
34,2-Jun-09,153,2009,2009.416438,519,0.077,
35,2-Jun-09,153,2009,2009.416438,519,0.055,
36,2-Jun-09,153,2009,2009.416438,519,0.089,
1,8-Jun-09,159,2009,2009.432877,525,0.118,
2,8-Jun-09,159,2009,2009.432877,525,0.052,
3,8-Jun-09,159,2009,2009.432877,525,0.075,
4,8-Jun-09,159,2009,2009.432877,525,0.059,
5,8-Jun-09,159,2009,2009.432877,525,0.073,
6,8-Jun-09,159,2009,2009.432877,525,0.095,
7,8-Jun-09,159,2009,2009.432877,525,0.109,
8,8-Jun-09,159,2009,2009.432877,525,0.197,
9,8-Jun-09,159,2009,2009.432877,525,0.162,
10,8-Jun-09,159,2009,2009.432877,525,0.148,
11,8-Jun-09,159,2009,2009.432877,525,0.217,
12,8-Jun-09,159,2009,2009.432877,525,0.244,
13,8-Jun-09,159,2009,2009.432877,525,0.046,
14,8-Jun-09,159,2009,2009.432877,525,0.057,
15,8-Jun-09,159,2009,2009.432877,525,0.068,
16,8-Jun-09,159,2009,2009.432877,525,0.090,
17,8-Jun-09,159,2009,2009.432877,525,0.120,
18,8-Jun-09,159,2009,2009.432877,525,0.122,
19,8-Jun-09,159,2009,2009.432877,525,0.085,
20,8-Jun-09,159,2009,2009.432877,525,0.131,
21,8-Jun-09,159,2009,2009.432877,525,0.060,
22,8-Jun-09,159,2009,2009.432877,525,0.060,
23,8-Jun-09,159,2009,2009.432877,525,0.159,
24,8-Jun-09,159,2009,2009.432877,525,0.092,
25,8-Jun-09,159,2009,2009.432877,525,0.121,
26,8-Jun-09,159,2009,2009.432877,525,0.171,
27,8-Jun-09,159,2009,2009.432877,525,0.055,
28,8-Jun-09,159,2009,2009.432877,525,0.067,
29,8-Jun-09,159,2009,2009.432877,525,0.072,
30,8-Jun-09,159,2009,2009.432877,525,0.054,
31,8-Jun-09,159,2009,2009.432877,525,0.133,
32,8-Jun-09,159,2009,2009.432877,525,0.100,
33,8-Jun-09,159,2009,2009.432877,525,0.055,
34,8-Jun-09,159,2009,2009.432877,525,0.063,
35,8-Jun-09,159,2009,2009.432877,525,0.045,
36,8-Jun-09,159,2009,2009.432877,525,0.070,
1,18-Jun-09,169,2009,2009.460274,535,0.146,
2,18-Jun-09,169,2009,2009.460274,535,0.121,
3,18-Jun-09,169,2009,2009.460274,535,0.096,
4,18-Jun-09,169,2009,2009.460274,535,0.086,
5,18-Jun-09,169,2009,2009.460274,535,0.162,
6,18-Jun-09,169,2009,2009.460274,535,0.198,
7,18-Jun-09,169,2009,2009.460274,535,0.188,
8,18-Jun-09,169,2009,2009.460274,535,0.272,
9,18-Jun-09,169,2009,2009.460274,535,0.221,
10,18-Jun-09,169,2009,2009.460274,535,0.224,
11,18-Jun-09,169,2009,2009.460274,535,0.290,
12,18-Jun-09,169,2009,2009.460274,535,0.318,
13,18-Jun-09,169,2009,2009.460274,535,0.118,
14,18-Jun-09,169,2009,2009.460274,535,0.132,
15,18-Jun-09,169,2009,2009.460274,535,0.140,
16,18-Jun-09,169,2009,2009.460274,535,0.172,
17,18-Jun-09,169,2009,2009.460274,535,0.207,
18,18-Jun-09,169,2009,2009.460274,535,0.237,
19,18-Jun-09,169,2009,2009.460274,535,0.179,
20,18-Jun-09,169,2009,2009.460274,535,0.233,
21,18-Jun-09,169,2009,2009.460274,535,0.105,
22,18-Jun-09,169,2009,2009.460274,535,0.071,
23,18-Jun-09,169,2009,2009.460274,535,0.165,
24,18-Jun-09,169,2009,2009.460274,535,0.144,
25,18-Jun-09,169,2009,2009.460274,535,0.254,
26,18-Jun-09,169,2009,2009.460274,535,0.266,
27,18-Jun-09,169,2009,2009.460274,535,0.163,
28,18-Jun-09,169,2009,2009.460274,535,0.150,
29,18-Jun-09,169,2009,2009.460274,535,0.133,
30,18-Jun-09,169,2009,2009.460274,535,0.135,
31,18-Jun-09,169,2009,2009.460274,535,0.207,
32,18-Jun-09,169,2009,2009.460274,535,0.175,
33,18-Jun-09,169,2009,2009.460274,535,0.071,
34,18-Jun-09,169,2009,2009.460274,535,0.088,
35,18-Jun-09,169,2009,2009.460274,535,0.068,
36,18-Jun-09,169,2009,2009.460274,535,0.098,
1,23-Jun-09,174,2009,2009.473973,540,0.186,
2,23-Jun-09,174,2009,2009.473973,540,0.168,
3,23-Jun-09,174,2009,2009.473973,540,0.129,
4,23-Jun-09,174,2009,2009.473973,540,0.103,
5,23-Jun-09,174,2009,2009.473973,540,0.212,
6,23-Jun-09,174,2009,2009.473973,540,0.234,
7,23-Jun-09,174,2009,2009.473973,540,0.270,
8,23-Jun-09,174,2009,2009.473973,540,0.322,
9,23-Jun-09,174,2009,2009.473973,540,0.306,
10,23-Jun-09,174,2009,2009.473973,540,0.302,
11,23-Jun-09,174,2009,2009.473973,540,0.331,
12,23-Jun-09,174,2009,2009.473973,540,0.349,
13,23-Jun-09,174,2009,2009.473973,540,0.187,
14,23-Jun-09,174,2009,2009.473973,540,0.196,
15,23-Jun-09,174,2009,2009.473973,540,0.226,
16,23-Jun-09,174,2009,2009.473973,540,0.255,
17,23-Jun-09,174,2009,2009.473973,540,0.261,
18,23-Jun-09,174,2009,2009.473973,540,0.281,
19,23-Jun-09,174,2009,2009.473973,540,0.245,
20,23-Jun-09,174,2009,2009.473973,540,0.266,
21,23-Jun-09,174,2009,2009.473973,540,0.112,
22,23-Jun-09,174,2009,2009.473973,540,0.092,
23,23-Jun-09,174,2009,2009.473973,540,0.210,
24,23-Jun-09,174,2009,2009.473973,540,0.193,
25,23-Jun-09,174,2009,2009.473973,540,0.303,
26,23-Jun-09,174,2009,2009.473973,540,0.266,
27,23-Jun-09,174,2009,2009.473973,540,0.232,
28,23-Jun-09,174,2009,2009.473973,540,0.230,
29,23-Jun-09,174,2009,2009.473973,540,0.180,
30,23-Jun-09,174,2009,2009.473973,540,0.199,
31,23-Jun-09,174,2009,2009.473973,540,0.263,
32,23-Jun-09,174,2009,2009.473973,540,0.246,
33,23-Jun-09,174,2009,2009.473973,540,0.103,
34,23-Jun-09,174,2009,2009.473973,540,0.114,
35,23-Jun-09,174,2009,2009.473973,540,0.086,
36,23-Jun-09,174,2009,2009.473973,540,0.119,
1,29-Jun-09,180,2009,2009.490411,546,0.192,
2,29-Jun-09,180,2009,2009.490411,546,0.119,
3,29-Jun-09,180,2009,2009.490411,546,0.112,
4,29-Jun-09,180,2009,2009.490411,546,0.089,
5,29-Jun-09,180,2009,2009.490411,546,0.211,
6,29-Jun-09,180,2009,2009.490411,546,0.213,
7,29-Jun-09,180,2009,2009.490411,546,0.280,
8,29-Jun-09,180,2009,2009.490411,546,0.320,
9,29-Jun-09,180,2009,2009.490411,546,0.279,
10,29-Jun-09,180,2009,2009.490411,546,0.307,
11,29-Jun-09,180,2009,2009.490411,546,0.326,
12,29-Jun-09,180,2009,2009.490411,546,0.350,
13,29-Jun-09,180,2009,2009.490411,546,0.164,
14,29-Jun-09,180,2009,2009.490411,546,0.183,
15,29-Jun-09,180,2009,2009.490411,546,0.220,
16,29-Jun-09,180,2009,2009.490411,546,0.260,
17,29-Jun-09,180,2009,2009.490411,546,0.252,
18,29-Jun-09,180,2009,2009.490411,546,0.288,
19,29-Jun-09,180,2009,2009.490411,546,0.246,
20,29-Jun-09,180,2009,2009.490411,546,0.255,
21,29-Jun-09,180,2009,2009.490411,546,0.086,
22,29-Jun-09,180,2009,2009.490411,546,0.077,
23,29-Jun-09,180,2009,2009.490411,546,0.188,
24,29-Jun-09,180,2009,2009.490411,546,0.192,
25,29-Jun-09,180,2009,2009.490411,546,0.320,
26,29-Jun-09,180,2009,2009.490411,546,0.268,
27,29-Jun-09,180,2009,2009.490411,546,0.241,
28,29-Jun-09,180,2009,2009.490411,546,0.211,
29,29-Jun-09,180,2009,2009.490411,546,0.150,
30,29-Jun-09,180,2009,2009.490411,546,0.198,
31,29-Jun-09,180,2009,2009.490411,546,0.267,
32,29-Jun-09,180,2009,2009.490411,546,0.248,
33,29-Jun-09,180,2009,2009.490411,546,0.106,
34,29-Jun-09,180,2009,2009.490411,546,0.103,
35,29-Jun-09,180,2009,2009.490411,546,0.079,
36,29-Jun-09,180,2009,2009.490411,546,0.101,
1,3-Jul-09,184,2009,2009.50137,550,0.273,
2,3-Jul-09,184,2009,2009.50137,550,0.206,
3,3-Jul-09,184,2009,2009.50137,550,0.174,
4,3-Jul-09,184,2009,2009.50137,550,0.159,
5,3-Jul-09,184,2009,2009.50137,550,0.28,
6,3-Jul-09,184,2009,2009.50137,550,0.272,
7,3-Jul-09,184,2009,2009.50137,550,0.321,
8,3-Jul-09,184,2009,2009.50137,550,0.322,
9,3-Jul-09,184,2009,2009.50137,550,0.274,
10,3-Jul-09,184,2009,2009.50137,550,0.302,
11,3-Jul-09,184,2009,2009.50137,550,0.325,
12,3-Jul-09,184,2009,2009.50137,550,0.347,
13,3-Jul-09,184,2009,2009.50137,550,0.263,
14,3-Jul-09,184,2009,2009.50137,550,0.234,
15,3-Jul-09,184,2009,2009.50137,550,0.247,
16,3-Jul-09,184,2009,2009.50137,550,0.269,
17,3-Jul-09,184,2009,2009.50137,550,0.243,
18,3-Jul-09,184,2009,2009.50137,550,0.283,
19,3-Jul-09,184,2009,2009.50137,550,0.25,
20,3-Jul-09,184,2009,2009.50137,550,0.269,
21,3-Jul-09,184,2009,2009.50137,550,0.14,
22,3-Jul-09,184,2009,2009.50137,550,0.12,
23,3-Jul-09,184,2009,2009.50137,550,0.229,
24,3-Jul-09,184,2009,2009.50137,550,0.247,
25,3-Jul-09,184,2009,2009.50137,550,0.308,
26,3-Jul-09,184,2009,2009.50137,550,0.265,
27,3-Jul-09,184,2009,2009.50137,550,0.242,
28,3-Jul-09,184,2009,2009.50137,550,0.232,
29,3-Jul-09,184,2009,2009.50137,550,0.197,
30,3-Jul-09,184,2009,2009.50137,550,0.258,
31,3-Jul-09,184,2009,2009.50137,550,0.28,
32,3-Jul-09,184,2009,2009.50137,550,0.265,
33,3-Jul-09,184,2009,2009.50137,550,0.188,
34,3-Jul-09,184,2009,2009.50137,550,0.21,
35,3-Jul-09,184,2009,2009.50137,550,0.134,
36,3-Jul-09,184,2009,2009.50137,550,0.169,
1,10-Jul-09,191,2009,2009.520548,557,0.238,
2,10-Jul-09,191,2009,2009.520548,557,0.176,
3,10-Jul-09,191,2009,2009.520548,557,0.135,
4,10-Jul-09,191,2009,2009.520548,557,0.140,
5,10-Jul-09,191,2009,2009.520548,557,0.255,
6,10-Jul-09,191,2009,2009.520548,557,0.246,
7,10-Jul-09,191,2009,2009.520548,557,0.300,
8,10-Jul-09,191,2009,2009.520548,557,0.308,
9,10-Jul-09,191,2009,2009.520548,557,0.276,
10,10-Jul-09,191,2009,2009.520548,557,0.288,
11,10-Jul-09,191,2009,2009.520548,557,0.309,
12,10-Jul-09,191,2009,2009.520548,557,0.324,
13,10-Jul-09,191,2009,2009.520548,557,0.216,
14,10-Jul-09,191,2009,2009.520548,557,0.244,
15,10-Jul-09,191,2009,2009.520548,557,0.193,
16,10-Jul-09,191,2009,2009.520548,557,0.251,
17,10-Jul-09,191,2009,2009.520548,557,0.225,
18,10-Jul-09,191,2009,2009.520548,557,0.262,
19,10-Jul-09,191,2009,2009.520548,557,0.240,
20,10-Jul-09,191,2009,2009.520548,557,0.266,
21,10-Jul-09,191,2009,2009.520548,557,0.120,
22,10-Jul-09,191,2009,2009.520548,557,0.091,
23,10-Jul-09,191,2009,2009.520548,557,0.229,
24,10-Jul-09,191,2009,2009.520548,557,0.206,
25,10-Jul-09,191,2009,2009.520548,557,0.288,
26,10-Jul-09,191,2009,2009.520548,557,0.285,
27,10-Jul-09,191,2009,2009.520548,557,0.218,
28,10-Jul-09,191,2009,2009.520548,557,0.208,
29,10-Jul-09,191,2009,2009.520548,557,0.204,
30,10-Jul-09,191,2009,2009.520548,557,0.241,
31,10-Jul-09,191,2009,2009.520548,557,0.272,
32,10-Jul-09,191,2009,2009.520548,557,0.250,
33,10-Jul-09,191,2009,2009.520548,557,0.153,
34,10-Jul-09,191,2009,2009.520548,557,0.154,
35,10-Jul-09,191,2009,2009.520548,557,0.112,
36,10-Jul-09,191,2009,2009.520548,557,0.128,
1,14-Jul-09,195,2009,2009.531507,561,0.204,
2,14-Jul-09,195,2009,2009.531507,561,0.146,
3,14-Jul-09,195,2009,2009.531507,561,0.104,
4,14-Jul-09,195,2009,2009.531507,561,0.116,
5,14-Jul-09,195,2009,2009.531507,561,0.230,
6,14-Jul-09,195,2009,2009.531507,561,0.225,
7,14-Jul-09,195,2009,2009.531507,561,0.276,
8,14-Jul-09,195,2009,2009.531507,561,0.288,
9,14-Jul-09,195,2009,2009.531507,561,0.263,
10,14-Jul-09,195,2009,2009.531507,561,0.268,
11,14-Jul-09,195,2009,2009.531507,561,0.300,
12,14-Jul-09,195,2009,2009.531507,561,0.311,
13,14-Jul-09,195,2009,2009.531507,561,0.176,
14,14-Jul-09,195,2009,2009.531507,561,0.210,
15,14-Jul-09,195,2009,2009.531507,561,0.246,
16,14-Jul-09,195,2009,2009.531507,561,0.237,
17,14-Jul-09,195,2009,2009.531507,561,0.207,
18,14-Jul-09,195,2009,2009.531507,561,0.255,
19,14-Jul-09,195,2009,2009.531507,561,0.229,
20,14-Jul-09,195,2009,2009.531507,561,0.263,
21,14-Jul-09,195,2009,2009.531507,561,0.092,
22,14-Jul-09,195,2009,2009.531507,561,0.070,
23,14-Jul-09,195,2009,2009.531507,561,0.188,
24,14-Jul-09,195,2009,2009.531507,561,0.184,
25,14-Jul-09,195,2009,2009.531507,561,0.275,
26,14-Jul-09,195,2009,2009.531507,561,0.274,
27,14-Jul-09,195,2009,2009.531507,561,0.206,
28,14-Jul-09,195,2009,2009.531507,561,0.192,
29,14-Jul-09,195,2009,2009.531507,561,0.190,
30,14-Jul-09,195,2009,2009.531507,561,0.221,
31,14-Jul-09,195,2009,2009.531507,561,0.259,
32,14-Jul-09,195,2009,2009.531507,561,0.223,
33,14-Jul-09,195,2009,2009.531507,561,0.123,
34,14-Jul-09,195,2009,2009.531507,561,0.109,
35,14-Jul-09,195,2009,2009.531507,561,0.080,
36,14-Jul-09,195,2009,2009.531507,561,0.097,
1,20-Jul-09,201,2009,2009.547945,567,0.165,
2,20-Jul-09,201,2009,2009.547945,567,0.106,
3,20-Jul-09,201,2009,2009.547945,567,0.092,
4,20-Jul-09,201,2009,2009.547945,567,0.075,
5,20-Jul-09,201,2009,2009.547945,567,0.150,
6,20-Jul-09,201,2009,2009.547945,567,0.179,
7,20-Jul-09,201,2009,2009.547945,567,0.239,
8,20-Jul-09,201,2009,2009.547945,567,0.266,
9,20-Jul-09,201,2009,2009.547945,567,0.235,
10,20-Jul-09,201,2009,2009.547945,567,0.246,
11,20-Jul-09,201,2009,2009.547945,567,0.274,
12,20-Jul-09,201,2009,2009.547945,567,0.289,
13,20-Jul-09,201,2009,2009.547945,567,0.111,
14,20-Jul-09,201,2009,2009.547945,567,0.136,
15,20-Jul-09,201,2009,2009.547945,567,0.147,
16,20-Jul-09,201,2009,2009.547945,567,0.200,
17,20-Jul-09,201,2009,2009.547945,567,0.170,
18,20-Jul-09,201,2009,2009.547945,567,0.229,
19,20-Jul-09,201,2009,2009.547945,567,0.201,
20,20-Jul-09,201,2009,2009.547945,567,0.235,
21,20-Jul-09,201,2009,2009.547945,567,0.066,
22,20-Jul-09,201,2009,2009.547945,567,0.059,
23,20-Jul-09,201,2009,2009.547945,567,0.161,
24,20-Jul-09,201,2009,2009.547945,567,0.151,
25,20-Jul-09,201,2009,2009.547945,567,0.247,
26,20-Jul-09,201,2009,2009.547945,567,0.240,
27,20-Jul-09,201,2009,2009.547945,567,0.164,
28,20-Jul-09,201,2009,2009.547945,567,0.135,
29,20-Jul-09,201,2009,2009.547945,567,0.157,
30,20-Jul-09,201,2009,2009.547945,567,0.171,
31,20-Jul-09,201,2009,2009.547945,567,0.222,
32,20-Jul-09,201,2009,2009.547945,567,0.187,
33,20-Jul-09,201,2009,2009.547945,567,0.078,
34,20-Jul-09,201,2009,2009.547945,567,0.076,
35,20-Jul-09,201,2009,2009.547945,567,0.058,
36,20-Jul-09,201,2009,2009.547945,567,0.068,
1,27-Jul-09,208,2009,2009.567123,574,0.214,
2,27-Jul-09,208,2009,2009.567123,574,0.172,
3,27-Jul-09,208,2009,2009.567123,574,0.112,
4,27-Jul-09,208,2009,2009.567123,574,0.126,
5,27-Jul-09,208,2009,2009.567123,574,0.253,
6,27-Jul-09,208,2009,2009.567123,574,0.250,
7,27-Jul-09,208,2009,2009.567123,574,0.297,
8,27-Jul-09,208,2009,2009.567123,574,0.302,
9,27-Jul-09,208,2009,2009.567123,574,0.280,
10,27-Jul-09,208,2009,2009.567123,574,0.289,
11,27-Jul-09,208,2009,2009.567123,574,0.320,
12,27-Jul-09,208,2009,2009.567123,574,0.323,
13,27-Jul-09,208,2009,2009.567123,574,0.217,
14,27-Jul-09,208,2009,2009.567123,574,0.234,
15,27-Jul-09,208,2009,2009.567123,574,0.183,
16,27-Jul-09,208,2009,2009.567123,574,0.253,
17,27-Jul-09,208,2009,2009.567123,574,0.213,
18,27-Jul-09,208,2009,2009.567123,574,0.270,
19,27-Jul-09,208,2009,2009.567123,574,0.239,
20,27-Jul-09,208,2009,2009.567123,574,0.293,
21,27-Jul-09,208,2009,2009.567123,574,0.136,
22,27-Jul-09,208,2009,2009.567123,574,0.100,
23,27-Jul-09,208,2009,2009.567123,574,0.202,
24,27-Jul-09,208,2009,2009.567123,574,0.210,
25,27-Jul-09,208,2009,2009.567123,574,0.283,
26,27-Jul-09,208,2009,2009.567123,574,0.254,
27,27-Jul-09,208,2009,2009.567123,574,0.204,
28,27-Jul-09,208,2009,2009.567123,574,0.187,
29,27-Jul-09,208,2009,2009.567123,574,0.203,
30,27-Jul-09,208,2009,2009.567123,574,0.243,
31,27-Jul-09,208,2009,2009.567123,574,0.272,
32,27-Jul-09,208,2009,2009.567123,574,0.234,
33,27-Jul-09,208,2009,2009.567123,574,0.130,
34,27-Jul-09,208,2009,2009.567123,574,0.127,
35,27-Jul-09,208,2009,2009.567123,574,0.100,
36,27-Jul-09,208,2009,2009.567123,574,0.138,
1,4-Aug-09,216,2009,2009.589041,582,0.186,
2,4-Aug-09,216,2009,2009.589041,582,0.135,
3,4-Aug-09,216,2009,2009.589041,582,0.102,
4,4-Aug-09,216,2009,2009.589041,582,0.092,
5,4-Aug-09,216,2009,2009.589041,582,0.229,
6,4-Aug-09,216,2009,2009.589041,582,0.236,
7,4-Aug-09,216,2009,2009.589041,582,0.285,
8,4-Aug-09,216,2009,2009.589041,582,0.284,
9,4-Aug-09,216,2009,2009.589041,582,0.276,
10,4-Aug-09,216,2009,2009.589041,582,0.275,
11,4-Aug-09,216,2009,2009.589041,582,0.302,
12,4-Aug-09,216,2009,2009.589041,582,0.311,
13,4-Aug-09,216,2009,2009.589041,582,0.187,
14,4-Aug-09,216,2009,2009.589041,582,0.208,
15,4-Aug-09,216,2009,2009.589041,582,0.205,
16,4-Aug-09,216,2009,2009.589041,582,0.246,
17,4-Aug-09,216,2009,2009.589041,582,0.215,
18,4-Aug-09,216,2009,2009.589041,582,0.256,
19,4-Aug-09,216,2009,2009.589041,582,0.234,
20,4-Aug-09,216,2009,2009.589041,582,0.267,
21,4-Aug-09,216,2009,2009.589041,582,0.091,
22,4-Aug-09,216,2009,2009.589041,582,0.078,
23,4-Aug-09,216,2009,2009.589041,582,0.187,
24,4-Aug-09,216,2009,2009.589041,582,0.199,
25,4-Aug-09,216,2009,2009.589041,582,0.252,
26,4-Aug-09,216,2009,2009.589041,582,0.274,
27,4-Aug-09,216,2009,2009.589041,582,0.191,
28,4-Aug-09,216,2009,2009.589041,582,0.163,
29,4-Aug-09,216,2009,2009.589041,582,0.211,
30,4-Aug-09,216,2009,2009.589041,582,0.235,
31,4-Aug-09,216,2009,2009.589041,582,0.257,
32,4-Aug-09,216,2009,2009.589041,582,0.254,
33,4-Aug-09,216,2009,2009.589041,582,0.100,
34,4-Aug-09,216,2009,2009.589041,582,0.114,
35,4-Aug-09,216,2009,2009.589041,582,0.094,
36,4-Aug-09,216,2009,2009.589041,582,0.117,
1,17-Aug-09,229,2009,2009.624658,595,0.116,
2,17-Aug-09,229,2009,2009.624658,595,0.065,
3,17-Aug-09,229,2009,2009.624658,595,0.062,
4,17-Aug-09,229,2009,2009.624658,595,0.056,
5,17-Aug-09,229,2009,2009.624658,595,0.098,
6,17-Aug-09,229,2009,2009.624658,595,0.138,
7,17-Aug-09,229,2009,2009.624658,595,0.231,
8,17-Aug-09,229,2009,2009.624658,595,0.227,
9,17-Aug-09,229,2009,2009.624658,595,0.187,
10,17-Aug-09,229,2009,2009.624658,595,0.191,
11,17-Aug-09,229,2009,2009.624658,595,0.250,
12,17-Aug-09,229,2009,2009.624658,595,0.253,
13,17-Aug-09,229,2009,2009.624658,595,0.069,
14,17-Aug-09,229,2009,2009.624658,595,0.085,
15,17-Aug-09,229,2009,2009.624658,595,0.115,
16,17-Aug-09,229,2009,2009.624658,595,0.158,
17,17-Aug-09,229,2009,2009.624658,595,0.132,
18,17-Aug-09,229,2009,2009.624658,595,0.173,
19,17-Aug-09,229,2009,2009.624658,595,0.161,
20,17-Aug-09,229,2009,2009.624658,595,0.195,
21,17-Aug-09,229,2009,2009.624658,595,0.058,
22,17-Aug-09,229,2009,2009.624658,595,0.052,
23,17-Aug-09,229,2009,2009.624658,595,0.130,
24,17-Aug-09,229,2009,2009.624658,595,0.130,
25,17-Aug-09,229,2009,2009.624658,595,0.155,
26,17-Aug-09,229,2009,2009.624658,595,0.197,
27,17-Aug-09,229,2009,2009.624658,595,0.100,
28,17-Aug-09,229,2009,2009.624658,595,0.067,
29,17-Aug-09,229,2009,2009.624658,595,0.137,
30,17-Aug-09,229,2009,2009.624658,595,0.124,
31,17-Aug-09,229,2009,2009.624658,595,0.169,
32,17-Aug-09,229,2009,2009.624658,595,0.148,
33,17-Aug-09,229,2009,2009.624658,595,0.048,
34,17-Aug-09,229,2009,2009.624658,595,0.063,
35,17-Aug-09,229,2009,2009.624658,595,0.045,
36,17-Aug-09,229,2009,2009.624658,595,0.066,
1,25-Aug-09,237,2009,2009.646575,603,0.095,
2,25-Aug-09,237,2009,2009.646575,603,0.064,
3,25-Aug-09,237,2009,2009.646575,603,0.061,
4,25-Aug-09,237,2009,2009.646575,603,0.062,
5,25-Aug-09,237,2009,2009.646575,603,0.086,
6,25-Aug-09,237,2009,2009.646575,603,0.117,
7,25-Aug-09,237,2009,2009.646575,603,0.205,
8,25-Aug-09,237,2009,2009.646575,603,0.221,
9,25-Aug-09,237,2009,2009.646575,603,0.179,
10,25-Aug-09,237,2009,2009.646575,603,0.183,
11,25-Aug-09,237,2009,2009.646575,603,0.243,
12,25-Aug-09,237,2009,2009.646575,603,0.228,
13,25-Aug-09,237,2009,2009.646575,603,0.075,
14,25-Aug-09,237,2009,2009.646575,603,0.103,
15,25-Aug-09,237,2009,2009.646575,603,0.088,
16,25-Aug-09,237,2009,2009.646575,603,0.120,
17,25-Aug-09,237,2009,2009.646575,603,0.103,
18,25-Aug-09,237,2009,2009.646575,603,0.151,
19,25-Aug-09,237,2009,2009.646575,603,0.138,
20,25-Aug-09,237,2009,2009.646575,603,0.232,
21,25-Aug-09,237,2009,2009.646575,603,0.080,
22,25-Aug-09,237,2009,2009.646575,603,0.057,
23,25-Aug-09,237,2009,2009.646575,603,0.112,
24,25-Aug-09,237,2009,2009.646575,603,0.103,
25,25-Aug-09,237,2009,2009.646575,603,0.107,
26,25-Aug-09,237,2009,2009.646575,603,0.156,
27,25-Aug-09,237,2009,2009.646575,603,0.098,
28,25-Aug-09,237,2009,2009.646575,603,0.088,
29,25-Aug-09,237,2009,2009.646575,603,0.115,
30,25-Aug-09,237,2009,2009.646575,603,0.132,
31,25-Aug-09,237,2009,2009.646575,603,0.129,
32,25-Aug-09,237,2009,2009.646575,603,0.110,
33,25-Aug-09,237,2009,2009.646575,603,0.052,
34,25-Aug-09,237,2009,2009.646575,603,0.066,
35,25-Aug-09,237,2009,2009.646575,603,0.114,
36,25-Aug-09,237,2009,2009.646575,603,0.069,
1,3-Sep-09,246,2009,2009.671233,612,0.121,
2,3-Sep-09,246,2009,2009.671233,612,0.092,
3,3-Sep-09,246,2009,2009.671233,612,0.068,
4,3-Sep-09,246,2009,2009.671233,612,0.074,
5,3-Sep-09,246,2009,2009.671233,612,0.123,
6,3-Sep-09,246,2009,2009.671233,612,0.167,
7,3-Sep-09,246,2009,2009.671233,612,0.231,
8,3-Sep-09,246,2009,2009.671233,612,0.247,
9,3-Sep-09,246,2009,2009.671233,612,0.222,
10,3-Sep-09,246,2009,2009.671233,612,0.216,
11,3-Sep-09,246,2009,2009.671233,612,0.284,
12,3-Sep-09,246,2009,2009.671233,612,0.286,
13,3-Sep-09,246,2009,2009.671233,612,0.114,
14,3-Sep-09,246,2009,2009.671233,612,0.126,
15,3-Sep-09,246,2009,2009.671233,612,0.155,
16,3-Sep-09,246,2009,2009.671233,612,0.194,
17,3-Sep-09,246,2009,2009.671233,612,0.169,
18,3-Sep-09,246,2009,2009.671233,612,0.188,
19,3-Sep-09,246,2009,2009.671233,612,0.170,
20,3-Sep-09,246,2009,2009.671233,612,0.206,
21,3-Sep-09,246,2009,2009.671233,612,0.083,
22,3-Sep-09,246,2009,2009.671233,612,0.066,
23,3-Sep-09,246,2009,2009.671233,612,0.130,
24,3-Sep-09,246,2009,2009.671233,612,0.110,
