"site","block","plot","event","year","genus","species","doy"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Acer","rubrum","125"
"exp04",NA,"S02","lud","2012","Liriodendron","tulipifera","125"
"exp04",NA,"S02","bbd","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","lud","2012","Quercus","alba","125"
"exp04",NA,"S02","lud","2012","Quercus","sp","125"
"exp04",NA,"S02","lud","2012","Quercus","rubra","125"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","130"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","lud","2012","Acer","rubrum","130"
"exp04",NA,"S02","bbd","2012","Nyssa","sylvatica","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","130"
"exp04",NA,"S02","bbd","2012","Quercus","rubra","130"
"exp04",NA,"S02","lud","2012","Quercus","rubra","130"
"exp04",NA,"S02","lud","2012","Quercus","rubra","130"
"exp04",NA,"S02","lud","2012","Quercus","rubra","130"
"exp04",NA,"S02","lud","2012","Quercus","rubra","130"
"exp04",NA,"S02","lud","2012","Quercus","alba","130"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","152"
"exp04",NA,"S02","bbd","2012","Pinus","sp","152"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","152"
"exp04",NA,"S02","bbd","2012","Pinus","strobus","152"
"exp04",NA,"S02","lud","2012","Pinus","strobus","152"
"exp04",NA,"S02","lud","2012","Pinus","strobus","152"
"exp04",NA,"S02","lud","2012","Pinus","strobus","152"
"exp04",NA,"S02","lud","2012","Pinus","strobus","152"
"exp04",NA,"S02","lod","2012","Quercus","sp","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","sp","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Quercus","alba","152"
"exp04",NA,"S02","lod","2012","Quercus","sp","152"
"exp04",NA,"S02","lod","2012","Quercus","alba","152"
"exp04",NA,"S02","lod","2012","Quercus","rubra","152"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","198"
"exp04",NA,"S02","lod","2012","Liriodendron","tulipifera","198"
"exp04",NA,"S02","lod","2012","Nyssa","sylvatica","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Pinus","strobus","198"
"exp04",NA,"S02","lod","2012","Quercus","rubra","198"
"exp04",NA,"S02","lod","2012","Quercus","alba","198"
"exp04",NA,"S02","lod","2012","Acer","rubrum","226"
"exp04",NA,"S02","lod","2012","Nyssa","sylvatica","226"
"exp04",NA,"S02","lod","2012","Nyssa","sylvatica","226"
"exp04",NA,"S02","lud","2012","Pinus","sp","226"
"exp04",NA,"S02","lud","2012","Pinus","sp","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","lod","2012","Pinus","strobus","226"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","86"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","86"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S02","bbd","2012","Acer","rubrum","94"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","105"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","105"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","105"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","lud","2010","Acer","rubrum","105"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","105"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","105"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","111"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","111"
"exp04",NA,"S03","lud","2010","Acer","rubrum","120"
"exp04",NA,"S03","lud","2010","Acer","rubrum","120"
"exp04",NA,"S03","lud","2010","Pinus","strobus","120"
"exp04",NA,"S03","bbd","2010","Acer","rubrum","137"
"exp04",NA,"S03","lud","2010","Acer","rubrum","137"
"exp04",NA,"S03","lud","2010","Acer","rubrum","137"
"exp04",NA,"S03","lud","2010","Betula","sp","137"
"exp04",NA,"S03","bbd","2010","Pinus","sp","137"
"exp04",NA,"S03","bbd","2010","Pinus","sp","137"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","137"
"exp04",NA,"S03","lud","2010","Pinus","sp","137"
"exp04",NA,"S03","lud","2010","Pinus","strobus","137"
"exp04",NA,"S03","lud","2010","Pinus","strobus","137"
"exp04",NA,"S03","lud","2010","Pinus","strobus","137"
"exp04",NA,"S03","lud","2010","Pinus","strobus","137"
"exp04",NA,"S03","lud","2010","Quercus","nigra","137"
"exp04",NA,"S03","lod","2010","Acer","rubrum","144"
"exp04",NA,"S03","bbd","2010","Nyssa","sylvatica","144"
"exp04",NA,"S03","lud","2010","Pinus","strobus","144"
"exp04",NA,"S03","lod","2010","Quercus","nigra","144"
"exp04",NA,"S03","lod","2010","Quercus","rubra","144"
"exp04",NA,"S03","lod","2010","Quercus","rubra","144"
"exp04",NA,"S03","lod","2010","Quercus","rubra","144"
"exp04",NA,"S03","lud","2010","Acer","rubrum","167"
"exp04",NA,"S03","lud","2010","Liriodendron","tulipifera","167"
"exp04",NA,"S03","lud","2010","Liriodendron","tulipifera","167"
"exp04",NA,"S03","lud","2010","Magnolia","grandiflora","167"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","167"
"exp04",NA,"S03","bbd","2010","Pinus","sp","167"
"exp04",NA,"S03","bbd","2010","Pinus","sp","167"
"exp04",NA,"S03","bbd","2010","Pinus","sp","167"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","167"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","167"
"exp04",NA,"S03","lud","2010","Pinus","sp","167"
"exp04",NA,"S03","lud","2010","Pinus","sp","167"
"exp04",NA,"S03","lud","2010","Pinus","strobus","167"
"exp04",NA,"S03","lud","2010","Pinus","strobus","167"
"exp04",NA,"S03","lud","2010","Pinus","strobus","167"
"exp04",NA,"S03","lud","2010","Pinus","strobus","167"
"exp04",NA,"S03","bbd","2010","Quercus","rubra","167"
"exp04",NA,"S03","lud","2010","Betula","papyrifera","188"
"exp04",NA,"S03","lud","2010","Liriodendron","tulipifera","188"
"exp04",NA,"S03","bbd","2010","Pinus","sp","188"
"exp04",NA,"S03","bbd","2010","Pinus","sp","188"
"exp04",NA,"S03","bbd","2010","Pinus","sp","188"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","188"
"exp04",NA,"S03","bbd","2010","Pinus","sp","188"
"exp04",NA,"S03","bbd","2010","Pinus","sp","188"
"exp04",NA,"S03","bbd","2010","Pinus","taeda","188"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","188"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","188"
"exp04",NA,"S03","bbd","2010","Pinus","strobus","188"
"exp04",NA,"S03","lud","2010","Pinus","strobus","188"
"exp04",NA,"S03","lud","2010","Pinus","strobus","188"
"exp04",NA,"S03","lud","2010","Acer","rubrum","214"
"exp04",NA,"S03","lud","2010","Acer","rubrum","214"
"exp04",NA,"S03","bbd","2010","Betula","sp","214"
"exp04",NA,"S03","lud","2010","Betula","alleghaniensis","214"
"exp04",NA,"S03","lud","2010","Betula","sp","214"
"exp04",NA,"S03","lud","2010","Liriodendron","tulipifera","214"
"exp04",NA,"S03","lud","2010","Magnolia","grandiflora","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","sp","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Pinus","strobus","214"
"exp04",NA,"S03","lud","2010","Quercus","sp","214"
"exp04",NA,"S03","lud","2010","Quercus","rubra","214"
"exp04",NA,"S03","lud","2010","Quercus","alba","214"
"exp04",NA,"S03","lud","2010","Quercus","rubra","214"
"exp04",NA,"S03","lud","2010","Quercus","rubra","214"
"exp04",NA,"S03","lud","2010","Quercus","rubra","214"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","110"
"exp04",NA,"S03","lud","2011","Betula","papyrifera","110"
"exp04",NA,"S03","lud","2011","Betula","sp","110"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","125"
"exp04",NA,"S03","bbd","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","saccharum","125"
"exp04",NA,"S03","lud","2011","Acer","barbatum","125"
"exp04",NA,"S03","lud","2011","Acer","barbatum","125"
"exp04",NA,"S03","lud","2011","Acer","saccharum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","saccharum","125"
"exp04",NA,"S03","lud","2011","Acer","barbatum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","lud","2011","Acer","rubrum","125"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","125"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","125"
"exp04",NA,"S03","lud","2011","Pinus","strobus","125"
"exp04",NA,"S03","lud","2011","Pinus","strobus","125"
"exp04",NA,"S03","bbd","2011","Quercus","nigra","125"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","125"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","125"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","125"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","125"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","alba","125"
"exp04",NA,"S03","lud","2011","Quercus","alba","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","alba","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lud","2011","Quercus","rubra","125"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Acer","rubrum","146"
"exp04",NA,"S03","lod","2011","Betula","sp","146"
"exp04",NA,"S03","lod","2011","Betula","papyrifera","146"
"exp04",NA,"S03","bbd","2011","Magnolia","grandiflora","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lud","2011","Pinus","strobus","146"
"exp04",NA,"S03","lod","2011","Pinus","strobus","146"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","146"
"exp04",NA,"S03","bbd","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","alba","146"
"exp04",NA,"S03","lod","2011","Quercus","alba","146"
"exp04",NA,"S03","lod","2011","Quercus","nigra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","alba","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lod","2011","Quercus","rubra","146"
"exp04",NA,"S03","lud","2011","Acer","rubrum","164"
"exp04",NA,"S03","lud","2011","Acer","rubrum","164"
"exp04",NA,"S03","lod","2011","Acer","rubrum","164"
"exp04",NA,"S03","lod","2011","Acer","rubrum","164"
"exp04",NA,"S03","lod","2011","Betula","papyrifera","164"
"exp04",NA,"S03","lud","2011","Pinus","strobus","164"
"exp04",NA,"S03","lud","2011","Pinus","strobus","164"
"exp04",NA,"S03","lud","2011","Pinus","strobus","164"
"exp04",NA,"S03","lud","2011","Pinus","strobus","164"
"exp04",NA,"S03","lod","2011","Pinus","strobus","164"
"exp04",NA,"S03","lod","2011","Pinus","strobus","164"
"exp04",NA,"S03","lod","2011","Pinus","strobus","164"
"exp04",NA,"S03","lod","2011","Pinus","strobus","164"
