"","x"
"932","Hieracium.paniculatum"
"933","Hieracium.pilosella"
"934","Hieracium.pratense"
"935","Hieracium.sabaudum"
"936","Hieracium.scabrum"
"937","Hieracium.venosum"
"938","Hieracium.vulgatum"
"939","Hierochloe.odorata"
"940","Hippophae.rhamnoides"
"941","Holcus.lanatus"
"942","Hordeum.jubatum"
"943","Hordeum.murinum"
"944","Hordeum.secalinum"
"945","Hordeum.vulgare"
"946","Hosta.lancifolia"
"947","Hosta.ventricosa"
"948","Houstonia.caerulea"
"949","Houstonia.longifolia"
"950","Houstonia.purpurea"
"951","Humulus.lupulus"
"952","Hyacinthoides.NA"
"953","Hybanthus.concolor"
"954","Hybanthus.verticillatus"
"955","Hydrangea.arborescens"
"956","Hydrangea.paniculata"
"957","Hydrangea.quercifolia"
"958","Hydrastis.canadensis"
"959","Hydrocotyle.americana"
"960","Hydrophyllum.canadense"
"961","Hydrophyllum.capitatum"
"962","Hydrophyllum.fendleri"
"963","Hydrophyllum.virginianum"
"964","Hymenopappus.filifolius"
"965","Hymenopappus.scabiosaeus"
"966","Hymenoxys.hoopesii"
"967","Hypericum.canadense"
"968","Hypericum.ellipticum"
"969","Hypericum.gentianoides"
"970","Hypericum.hirsutum"
"971","Hypericum.mutilum"
"972","Hypericum.perforatum"
"973","Hypericum.pulchrum"
"974","Hypericum.punctatum"
"975","Hypericum.tetrapterum"
"976","Hypericum.virginicum"
"977","Hypochaeris.radicata"
"978","Hypoxis.hirsuta"
"979","Ilex.aquifolium"
"980","Ilex.crenata"
"981","Ilex.decidua"
"982","Ilex.glabra"
"983","Ilex.opaca"
"984","Ilex.verticillata"
"985","Impatiens.capensis"
"986","Impatiens.glandulifera"
"987","Impatiens.parviflora"
"988","Inula.conyzae"
"989","Inula.helenium"
"990","Ipheion.uniflorum"
"991","Ipomoea.leptophylla"
"992","Ipomoea.purpurea"
"993","Ipomopsis.aggregata"
"994","Iris.cristata"
"995","Iris.ensata"
"996","Iris.germanica"
"997","Iris.prismatica"
"998","Iris.pseudacorus"
"999","Iris.verna"
"1000","Iris.versicolor"
"1001","Iris.virginica"
"1002","Isanthus.brachiatus"
"1003","Isatis.tinctoria"
"1004","Isopyrum.biternatum"
"1005","Isotria.medeoloides"
"1006","Isotria.verticillata"
"1007","Itea.virginica"
"1008","Iva.axillaris"
"1009","Iva.xanthifolia"
"1010","Jeffersonia.diphylla"
"1011","Juglans.cinerea"
"1012","Juglans.nigra"
"1013","Juncus.balticus"
"1014","Juncus.effusus"
"1015","Juncus.inflexus"
"1016","Juncus.interior"
"1017","Juncus.subnodulosus"
"1018","Juncus.tenuis"
"1019","Juniperus.scopulorum"
"1020","Juniperus.virginiana"
"1021","Kalmia.angustifolia"
"1022","Kalmia.latifolia"
"1023","Kalmia.polifolia"
"1024","Kerria.japonica"
"1025","Knautia.arvensis"
"1026","Kochia.scoparia"
"1027","Koeleria.cristata"
"1028","Koeleria.macrantha"
"1029","Koelreuteria.paniculata"
"1030","Krigia.biflora"
"1031","Krigia.caespitosa"
"1032","Krigia.dandelion"
"1033","Krigia.virginica"
"1034","Kuhnia.eupatorioides"
"1035","Lactuca.biennis"
"1036","Lactuca.canadensis"
"1037","Lactuca.ludoviciana"
"1038","Lactuca.pulchella"
"1039","Lactuca.scariola"
"1040","Lactuca.serriola"
"1041","Lamiastrum.galeobdolon"
"1042","Lamium.album"
"1043","Lamium.amplexicaule"
"1044","Lamium.maculatum"
"1045","Lamium.purpureum"
"1046","Laportea.canadensis"
"1047","Lappula.redowskii"
"1048","Lappula.squarrosa"
"1049","Lapsana.communis"
"1050","Larix.decidua"
"1051","Larix.laricina"
"1052","Lathyrus.latifolius"
"1053","Lathyrus.leucanthus"
"1054","Lathyrus.ochroleucus"
"1055","Lathyrus.palustris"
"1056","Lathyrus.pratensis"
"1057","Lathyrus.venosus"
"1058","Lechea.intermedia"
"1059","Lechea.tenuifolia"
"1060","Lechea.villosa"
"1061","Ledum.groenlandicum"
"1062","Leersia.oryzoides"
"1063","Leontodon.autumnalis"
"1064","Leontodon.hispidus"
"1065","Leonurus.cardiaca"
"1066","Lepidium.campestre"
"1067","Lepidium.densiflorum"
"1068","Lepidium.draba"
"1069","Lepidium.ramosissimum"
"1070","Lepidium.ruderale"
"1071","Lepidium.virginicum"
"1072","Lespedeza.capitata"
"1073","Lespedeza.hirta"
"1074","Lespedeza.intermedia"
"1075","Lespedeza.virginica"
"1076","Lesquerella.sp."
"1077","Leucanthemum.vulgare"
"1078","Leucocrinum.montanum"
"1079","Leucojum.aestivum"
"1080","Leucospora.multifida"
"1081","Leucothoe.fontanesiana"
"1082","Leucothoe.racemosa"
"1083","Liatris.aspera"
"1084","Liatris.borealis"
"1085","Liatris.mucronata"
"1086","Liatris.punctata"
"1087","Liatris.pycnostachya"
"1088","Ligularia.bigelovii"
"1089","Ligusticum.porteri"
"1090","Ligustrum.obtusifolium"
"1091","Ligustrum.ovalifolium"
"1092","Ligustrum.vulgare"
"1093","Lilium.canadense"
"1094","Lilium.philadelphicum"
"1095","Lilium.pumilum"
"1096","Lilium.tigrinum"
"1097","Limonium.sp."
"1098","Limosella.aquatica"
"1099","Linaria.canadensis"
"1100","Linaria.repens"
"1101","Linaria.vulgaris"
"1102","Lindera.benzoin"
"1103","Lindernia.dubia"
"1104","Linnaea.borealis"
"1105","Linum.catharticum"
"1106","Linum.lewisii"
"1107","Linum.rigidum"
"1108","Linum.sulcatum"
"1109","Linum.usitatissimum"
"1110","Liparis.liliifolia"
"1111","Liquidambar.styraciflua"
"1112","Liriodendron.tulipifera"
"1113","Listera.ovata"
"1114","Lithophragma.glabrum"
"1115","Lithospermum.arvense"
"1116","Lithospermum.canescens"
"1117","Lithospermum.incisum"
"1118","Lobelia.cardinalis"
"1119","Lobelia.inflata"
"1120","Lobelia.siphilitica"
"1121","Lobelia.spicata"
"1122","Lobularia.maritima"
"1123","Lolium.perenne"
"1124","Lolium.persicum"
"1125","Lomatium.dissectum"
"1126","Lomatium.foeniculaceum"
"1127","Lomatium.orientale"
"1128","Lonicera.dioica"
"1129","Lonicera.fragrantissima"
"1130","Lonicera.japonica"
"1131","Lonicera.maacki"
"1132","Lonicera.maackii"
"1133","Lonicera.morrowii"
"1134","Lonicera.periclymenum"
"1135","Lonicera.sempervirens"
"1136","Lonicera.tatarica"
"1137","Lotus.corniculatus"
"1138","Lotus.pedunculatus"
"1139","Lotus.unifoliolatus"
"1140","Ludwigia.alternifolia"
"1141","Ludwigia.palustris"
"1142","Lunaria.annua"
"1143","Lupinus.argenteus"
"1144","Lupinus.perennis"
"1145","Lupinus.polyphyllus"
"1146","Lupinus.pusillus"
"1147","Lupinus.sp."
"1148","Luzula.acuminata"
"1149","Luzula.campestris"
"1150","Luzula.echinata"
"1151","Luzula.multiflora"
"1152","Luzula.pilosa"
"1153","Lychnis.alba"
"1154","Lychnis.chalcedonica"
"1155","Lychnis.coronaria"
"1156","Lychnis.dioica"
"1157","Lychnis.flos-cuculi"
"1158","Lycopersicon.esculentum"
"1159","Lycopodium.obscurum"
"1160","Lycopus.americanus"
"1161","Lycopus.asper"
"1162","Lycopus.europaeus"
"1163","Lycopus.uniflorus"
"1164","Lycopus.virginicus"
"1165","Lycoris.squamigera"
"1166","Lygodesmia.juncea"
"1167","Lyonia.ligustrina"
"1168","Lyonia.mariana"
"1169","Lysimachia.ciliata"
"1170","Lysimachia.ciliate"
"1171","Lysimachia.hybrida"
"1172","Lysimachia.longifolia"
"1173","Lysimachia.nummularia"
"1174","Lysimachia.quadrifolia"
"1175","Lysimachia.terrestris"
"1176","Lysimachia.thyrsiflora"
"1177","Lysimachia.vulgaris"
"1178","Lythrum.alatum"
"1179","Lythrum.salicaria"
"1180","Maclura.pomifera"
"1181","Magnolia.acuminata"
"1182","Magnolia.tripetala"
"1183","Magnolia.virginiana"
"1184","Mahonia.aquifolium"
"1185","Mahonia.repens"
"1186","Maianthemum.canadense"
"1187","Maianthemum.stellatum"
"1188","Malus.angustifolia"
"1189","Malus.baccata"
"1190","Malus.coronaria"
"1191","Malus.domestica"
"1192","Malus.floribunda"
"1193","Malus.malus"
"1194","Malus.pumila"
"1195","Malus.spectabilis"
"1196","Malus.sylvestris"
"1197","Malva.moschata"
"1198","Malva.neglecta"
"1199","Malva.rotundifolia"
"1200","Malva.sylvestris"
"1201","Mammillaria.vivipara"
"1202","Marrubium.vulgare"
"1203","Matricaria.discoidea"
"1204","Matricaria.maritima"
"1205","Matricaria.matricarioides"
"1206","Matricaria.recutita"
"1207","Matteuccia.struthiopteris"
"1208","Mazus.pumilus"
"1209","Medeola.virginiana"
"1210","Medicago.falcata"
"1211","Medicago.lupulina"
"1212","Medicago.sativa"
"1213","Megalodonta.beckii"
"1214","Melampyrum.lineare"
"1215","Melica.uniflora"
"1216","Melilotus.alba"
"1217","Melilotus.altissimus"
"1218","Melilotus.indica"
"1219","Melilotus.officinalis"
"1220","Menispermum.canadense"
"1221","Mentha.aquatica"
"1222","Mentha.arvensis"
"1223","Mentha.piperita"
"1224","Mentha.spicata"
"1225","Mentzelia.oligosperma"
"1226","Menyanthes.trifoliata"
"1227","Mercurialis.perennis"
"1228","Mertensia.ciliata"
"1229","Mertensia.fusiformis"
"1230","Mertensia.lanceolata"
"1231","Mertensia.virginica"
"1232","Mikania.scandens"
"1233","Milium.effusum"
"1234","Mimulus.glabratus"
"1235","Mimulus.guttatus"
"1236","Mimulus.ringens"
"1237","Mirabilis.albida"
"1238","Mirabilis.jalapa"
"1239","Mirabilis.linearis"
"1240","Mirabilis.nyctaginea"
"1241","Mitchella.repens"
"1242","Mitella.diphylla"
"1243","Moehringia.lateriflora"
"1244","Moehringia.trinervia"
"1245","Mollugo.verticillata"
"1246","Monarda.didyma"
"1247","Monarda.fistulosa"
"1248","Moneses.uniflora"
"1249","Monolepis.nuttalliana"
"1250","Monotropa.hypopithys"
"1251","Monotropa.uniflora"
"1252","Morella.pensylvanica"
"1253","Morus.alba"
"1254","Morus.rubra"
"1255","Muhlenbergia.mexicana"
"1256","Muhlenbergia.montana"
"1257","Muhlenbergia.racemosa"
"1258","Muscari.armeniacum"
"1259","Muscari.botryoides"
"1260","Muscari.neglectum"
"1261","Musineon.divaricatum"
"1262","Mycelis.muralis"
"1263","Myosotis.arvensis"
"1264","Myosotis.discolor"
"1265","Myosotis.laxa"
"1266","Myosotis.macrosperma"
"1267","Myosotis.scorpioides"
"1268","Myosotis.stricta"
"1269","Myosotis.sylvatica"
"1270","Myosotis.verna"
"1271","Myrica.cerifera"
"1272","Myrica.gale"
"1273","Narcissus.poeticus"
"1274","Narcissus.pseudonarcissus"
"1275","Nasturtium.officinale"
"1276","Nelumbo.lutea"
"1277","Nemopanthes.mucronata"
"1278","Nemopanthus.mucronata"
"1279","Nemophila.aphylla"
"1280","Neottia.nidus-avis"
"1281","Nepeta.cataria"
"1282","Neslia.paniculata"
"1283","Nicandra.physalodes"
"1284","Nicotiana.glauca"
"1285","Noccaea.fendleri"
"1286","Nothocalais.cuspidata"
"1287","Nuphar.lutea"
"1288","Nuphar.microphyllum"
"1289","Nuphar.variegata"
"1290","Nymphaea.odorata"
"1291","Nymphoides.cordata"
"1292","Nyssa.sylvatica"
"1293","Obolaria.virginica"
"1294","Odontites.verna"
"1295","Oenothera.biennis"
"1296","Oenothera.fruticosa"
"1297","Oenothera.laciniata"
"1298","Oenothera.macrocarpa"
"1299","Oenothera.nuttallii"
"1300","Oenothera.perennis"
"1301","Oenothera.serrulata"
"1302","Oenothera.speciosa"
"1303","Oligosporus.dracunculus"
"1304","Onobrychis.viciifolia"
"1305","Onoclea.sensibilis"
"1306","Ononis.repens"
"1307","Onosmodium.molle"
"1308","Onosmodium.occidentale"
"1309","Ophioglossum.vulgatum"
"1310","Ophrys.apifera"
"1311","Opuntia.fragilis"
"1312","Opuntia.humifusa"
"1313","Opuntia.macrorhiza"
"1314","Opuntia.polyacantha"
"1315","Orchis.spectabilis"
"1316","Origanum.vulgare"
"1317","Ornithogalum.nutans"
"1318","Ornithogalum.umbellatum"
"1319","Orobanche.uniflora"
"1320","Orontium.aquaticum"
"1321","Orthocarpus.luteus"
"1322","Oryzopsis.asperifolia"
"1323","Oryzopsis.racemosa"
"1324","Osmorhiza.aristata"
"1325","Osmorhiza.longistylis"
"1326","Osmorhiza.occidentalis"
"1327","Osmunda.cinnamomea"
"1328","Osmunda.claytoniana"
"1329","Osmunda.regalis"
"1330","Ostrya.virginiana"
"1331","Othocallis.siberica"
"1332","Oxalis.acetosella"
"1333","Oxalis.corniculata"
"1334","Oxalis.europaea"
"1335","Oxalis.montana"
"1336","Oxalis.stricta"
"1337","Oxalis.violacea"
"1338","Oxypolis.fendleri"
"1339","Oxytropis.deflexa"
"1340","Oxytropis.jordalii"
"1341","Oxytropis.lambertii"
"1342","Oxytropis.splendens"
"1343","Packera.plattensis"
"1344","Paeonia.lactiflora"
"1345","Panax.trifolius"
"1346","Panicum.capillare"
"1347","Panicum.leibergii"
"1348","Panicum.virgatum"
"1349","Papaver.dubium"
"1350","Papaver.orientale"
"1351","Papaver.rhoeas"
"1352","Papaver.somniferum"
"1353","Parietaria.pensylvanica"
"1354","Parnassia.glauca"
"1355","Parnassia.palustris"
"1356","Paronychia.canadensis"
"1357","Paronychia.sessiliflora"
"1358","Parthenium.integrifolium"
"1359","Parthenocissus.quinquefolia"
"1360","Parthenocissus.vitacea"
"1361","Pascopyrum.smithii"
"1362","Pastinaca.sativa"
"1363","Paulownia.tomentosa"
"1364","Paxistima.myrsinites"
"1365","Pedicularis.bracteosa"
"1366","Pedicularis.canadensis"
"1367","Pediomelum.esculentum"
"1368","Peltandra.virginica"
"1369","Penstemon.albidus"
"1370","Penstemon.angustifolius"
"1371","Penstemon.canescens"
"1372","Penstemon.cobaea"
"1373","Penstemon.digitalis"
"1374","Penstemon.gracilis"
"1375","Penstemon.grandiflorus"
"1376","Penstemon.hirsutus"
"1377","Penstemon.pallidus"
"1378","Penstemon.tubaeflorus"
"1379","Pentaglottis.sempervirens"
"1380","Pentaphylloides.floribunda"
"1381","Penthorum.sedoides"
"1382","Persicaria.lapathifolia"
"1383","Persicaria.maculosa"
"1384","Petasites.hybridus"
"1385","Petasites.sagittatus"
"1386","Petunia.parviflora"
"1387","Phacelia.dubia"
"1388","Phacelia.heterophylla"
"1389","Phacelia.leucophylla"
"1390","Phacelia.purshii"
"1391","Phacelia.ranunculacea"
"1392","Phalaris.arundinacea"
"1393","Philadelphus.coronarius"
"1394","Phleum.bertolonii"
"1395","Phleum.commutatum"
"1396","Phleum.pratense"
"1397","Phlox.andicola"
"1398","Phlox.carolina"
"1399","Phlox.divaricata"
"1400","Phlox.hoodii"
"1401","Phlox.maculata"
"1402","Phlox.paniculata"
"1403","Phlox.pilosa"
"1404","Phlox.subulata"
"1405","Photinia.floribunda"
"1406","Photinia.melanocarpa"
"1407","Phragmites.australis"
"1408","Phryma.leptostachya"
"1409","Physalis.heterophylla"
"1410","Physalis.lanceolata"
"1411","Physalis.pumila"
"1412","Physalis.virginiana"
"1413","Physaria.brassicoides"
"1414","Physocarpus.opulifolius"
"1415","Physostegia.parviflora"
"1416","Phytolacca.americana"
"1417","Picea.abies"
"1418","Picris.hieracioides"
"1419","Pilea.pumila"
"1420","Pilosella.officinarum"
"1421","Pinus.banksiana"
"1422","Pinus.scopulorum"
"1423","Pinus.strobus"
"1424","Pinus.sylvestris"
"1425","Pinus.taeda"
"1426","Pinus.virginiana"
"1427","Plantago.aristida"
"1428","Plantago.eriopoda"
"1429","Plantago.lanceolata"
"1430","Plantago.major"
"1431","Plantago.media"
"1432","Plantago.patagonica"
"1433","Plantago.purshii"
"1434","Plantago.rhodosperma"
"1435","Plantago.rugelii"
"1436","Plantago.virginica"
"1437","Platanthera.hyperborea"
"1438","Platanus.occidentalis"
"1439","Poa.alpina"
"1440","Poa.angustifolia"
"1441","Poa.annua"
"1442","Poa.compressa"
"1443","Poa.cuspidata"
"1444","Poa.nemoralis"
"1445","Poa.palustris"
"1446","Poa.pratensis"
"1447","Poa.sylvestris"
"1448","Poa.tracyi"
"1449","Poa.trivialis"
"1450","Podophyllum.peltatum"
"1451","Pogonia.ophioglossoides"
"1452","Polanisia.dodecandra"
"1453","Polemonium.reptans"
"1454","Polygala.alba"
"1455","Polygala.calcarea"
"1456","Polygala.pauciflora"
"1457","Polygala.paucifolia"
"1458","Polygala.polygama"
"1459","Polygala.sanguinea"
"1460","Polygala.senega"
"1461","Polygala.serpyllifolia"
"1462","Polygala.verticillata"
"1463","Polygala.verticilliata"
"1464","Polygala.vulgaris"
"1465","Polygonatum.biflorum"
"1466","Polygonatum.commutatum"
"1467","Polygonatum.pubescens"
"1468","Polygonum.achoreum"
"1469","Polygonum.arifolium"
"1470","Polygonum.aviculare"
"1471","Polygonum.careyi"
"1472","Polygonum.coccineum"
"1473","Polygonum.convolvulus"
"1474","Polygonum.cuspidatum"
"1475","Polygonum.douglasii"
"1476","Polygonum.hydropiper"
"1477","Polygonum.hydropiperoides"
"1478","Polygonum.lapathifolium"
"1479","Polygonum.orientale"
"1480","Polygonum.pennsylvanicum"
"1481","Polygonum.pensylvanicum"
"1482","Polygonum.persicaria"
"1483","Polygonum.punctatum"
"1484","Polygonum.ramosissimum"
"1485","Polygonum.sagittatum"
"1486","Polygonum.tenue"
"1487","Polygonum.virginianum"
"1488","Polypodium.virginianum"
"1489","Polystichum.acrostichoides"
"1490","Pontederia.cordata"
"1491","Populus.alba"
"1492","Populus.balsamifera"
"1493","Populus.canescens"
"1494","Populus.deltoides"
"1495","Populus.grandidentata"
"1496","Populus.nigra"
"1497","Populus.tremula"
"1498","Populus.tremuloides"
"1499","Porteranthus.trifoliatus"
"1500","Portulaca.grandiflora"
"1501","Portulaca.oleracea"
"1502","Potentilla.anserina"
"1503","Potentilla.argentea"
"1504","Potentilla.arguta"
"1505","Potentilla.canadensis"
"1506","Potentilla.concinna"
"1507","Potentilla.erecta"
"1508","Potentilla.fruticosa"
"1509","Potentilla.hippiana"
"1510","Potentilla.norvegica"
"1511","Potentilla.palustris"
"1512","Potentilla.paradoxa"
"1513","Potentilla.pensylvanica"
"1514","Potentilla.pentandra"
"1515","Potentilla.pulcherrima"
"1516","Potentilla.recta"
"1517","Potentilla.reptans"
"1518","Potentilla.simplex"
"1519","Potentilla.sterilis"
"1520","Prenanthes.alba"
"1521","Prenanthes.racemosa"
"1522","Prenanthes.serpentaria"
"1523","Prenanthes.trifoliolata"
"1524","Primula.veris"
"1525","Primula.vulgaris"
"1526","Prinsepia.sinensis"
"1527","Proserpinaca.palustris"
"1528","Prunella.vulgaris"
"1529","Prunus.americana"
"1530","Prunus.angustifolius"
"1531","Prunus.armeniaca"
"1532","Prunus.avium"
"1533","Prunus.cerasifera"
"1534","Prunus.cerasus"
"1535","Prunus.maritima"
"1536","Prunus.padus"
"1537","Prunus.pensylvanica"
"1538","Prunus.persica"
"1539","Prunus.pumila"
"1540","Prunus.serotina"
"1541","Prunus.spinosa"
"1542","Prunus.subhirtella"
"1543","Prunus.tomentosa"
"1544","Prunus.triloba"
"1545","Prunus.virginiana"
"1546","Prunus.yedoensis"
"1547","Pseudocymopterus.montanus"
"1548","Pseudofumaria.lutea"
"1549","Pseudognaphalium.obtusifolium"
"1550","Psoralea.argophylla"
"1551","Psoralea.esculenta"
"1552","Psoralidium.tenuiflorum"
"1553","Ptelea.trifoliata"
"1554","Pteridium.aquilinum"
"1555","Puccinellia.nuttalliana"
"1556","Pulicaria.dysenterica"
"1557","Pulmonaria.obscura"
"1558","Pulsatilla.vernalis"
"1559","Pycnanthemum.virginianum"
"1560","Pyrethrum.coccineum"
"1561","Pyrola.chlorantha"
"1562","Pyrola.elliptica"
"1563","Pyrola.rotundifolia"
"1564","Pyrrhopappus.carolinianus"
"1565","Pyrrocoma.crocea"
"1566","Pyrrocoma.lanceolata"
"1567","Pyrus.calleryana"
"1568","Pyrus.communis"
"1569","Quercus.acutissima"
"1570","Quercus.alba"
"1571","Quercus.bicolor"
"1572","Quercus.coccinea"
"1573","Quercus.falcata"
"1574","Quercus.ilicifolia"
"1575","Quercus.imbricaria"
"1576","Quercus.macrocarpa"
"1577","Quercus.marilandica"
"1578","Quercus.michauxii"
"1579","Quercus.muehlenbergii"
"1580","Quercus.NA"
"1581","Quercus.nigra"
"1582","Quercus.palustris"
"1583","Quercus.phellos"
"1584","Quercus.prinus"
"1585","Quercus.rubra"
"1586","Quercus.stellata"
"1587","Quercus.velutina"
"1588","Ranunculus.abortivus"
"1589","Ranunculus.acris"
"1590","Ranunculus.aquatilis"
"1591","Ranunculus.auricomus"
"1592","Ranunculus.bulbosus"
"1593","Ranunculus.cymbalaria"
"1594","Ranunculus.fascicularis"
"1595","Ranunculus.ficaria"
"1596","Ranunculus.flabellaris"
"1597","Ranunculus.glaberrimus"
"1598","Ranunculus.hispidus"
"1599","Ranunculus.inamoenus"
"1600","Ranunculus.macounii"
"1601","Ranunculus.pusillus"
"1602","Ranunculus.recurvatus"
"1603","Ranunculus.repens"
"1604","Ranunculus.reptans"
"1605","Ranunculus.rhomboideus"
"1606","Ranunculus.sceleratus"
"1607","Ranunculus.septentrionalis"
"1608","Ranunculus.trichophyllus"
"1609","Raphanus.raphanistrum"
"1610","Ratibida.columnifera"
"1611","Reseda.lutea"
"1612","Reseda.luteola"
"1613","Rhamnus.cathartica"
"1614","Rhamnus.davurica"
"1615","Rhamnus.frangula"
"1616","Rheum.rhabarbarum"
"1617","Rheum.sp."
"1618","Rhexia.virginica"
"1619","Rhinanthus.crista-galli"
"1620","Rhinanthus.minor"
"1621","Rhododendron.atlanticum"
"1622","Rhododendron.canadense"
"1623","Rhododendron.indicum"
"1624","Rhododendron.maximum"
"1625","Rhododendron.nudiflorum"
"1626","Rhododendron.periclymenoides"
"1627","Rhododendron.prinophyllum"
"1628","Rhododendron.viscosum"
"1629","Rhodotypos.scandens"
"1630","Rhus.aromatica"
"1631","Rhus.copallina"
"1632","Rhus.glabra"
"1633","Rhus.radicans"
"1634","Rhus.rydbergii"
"1635","Rhus.typhina"
"1636","Ribes.americanum"
"1637","Ribes.aureum"
"1638","Ribes.cg"
"1639","Ribes.hirtellum"
"1640","Ribes.missouriense"
"1641","Ribes.nigrum"
"1642","Ribes.odoratum"
"1643","Ribes.rubrum"
"1644","Ribes.uva-crispa"
"1645","Ribes.uvacrispa"
"1646","Ricinus.communis"
"1647","Robinia.hispida"
"1648","Robinia.pseudoacacia"
"1649","Roripa.islandica"
"1650","Rorippa.amphibia"
"1651","Rorippa.islandica"
"1652","Rorippa.nasturtium-aquaticum"
"1653","Rorippa.palustris"
"1654","Rorippa.sinuata"
"1655","Rorippa.sylvestris"
"1656","Rosa.arkansana"
"1657","Rosa.arvensis"
"1658","Rosa.blanda"
"1659","Rosa.canina"
"1660","Rosa.carolina"
"1661","Rosa.eglanteria"
"1662","Rosa.hugonis"
"1663","Rosa.multiflora"
"1664","Rosa.nitida"
"1665","Rosa.palustris"
"1666","Rosa.rugosa"
"1667","Rosa.tomentosa"
"1668","Rosa.virginiana"
"1669","Rosa.woodsii"
"1670","Rubus.caesius"
"1671","Rubus.flagellaris"
"1672","Rubus.fruticosus"
"1673","Rubus.idaeus"
"1674","Rubus.occidentalis"
"1675","Rubus.odoratus"
"1676","Rubus.ostryifolius"
"1677","Rubus.phoenicolasius"
"1678","Rubus.pubescens"
"1679","Rubus.strigosus"
"1680","Rubus.trivialis"
"1681","Rudbeckia.fulgida"
"1682","Rudbeckia.hirta"
"1683","Rudbeckia.laciniata"
"1684","Ruellia.humilis"
"1685","Ruellia.strepens"
"1686","Rumex.acetosa"
"1687","Rumex.acetosella"
"1688","Rumex.conglomeratus"
"1689","Rumex.crispus"
"1690","Rumex.hydrolapathum"
"1691","Rumex.maritimus"
"1692","Rumex.mexicanus"
"1693","Rumex.obtusifolius"
"1694","Rumex.occidentalis"
"1695","Rumex.orbiculatus"
"1696","Rumex.sanguineus"
"1697","Rush.sp."
"1698","Sagina.decumbens"
"1699","Sagina.procumbens"
"1700","Sagittaria.cuneata"
"1701","Sagittaria.graminea"
"1702","Sagittaria.latifolia"
"1703","Salix.alba"
"1704","Salix.amygdaloides"
"1705","Salix.babylonica"
"1706","Salix.brachycarpa"
"1707","Salix.caprea"
"1708","Salix.cinerea"
"1709","Salix.cordata"
"1710","Salix.discolor"
"1711","Salix.drummondiana"
"1712","Salix.fragilis"
"1713","Salix.geyeriana"
"1714","Salix.humilis"
"1715","Salix.interior"
"1716","Salix.matsudana"
"1717","Salix.monticola"
"1718","Salix.nigra"
"1719","Salix.petiolaris"
"1720","Salix.purpurea"
"1721","Salix.sericea"
"1722","Salix.sp."
"1723","Salix.triandra"
"1724","Salix.viminalis"
"1725","Salix.vitellina"
"1726","Salix.wolfii"
"1727","Salsola.kali"
"1728","Salvia.azurea"
"1729","Salvia.lyrata"
"1730","Salvia.reflexa"
"1731","Salvia.verbenaca"
"1732","Sambucus.canadensis"
"1733","Sambucus.nigra"
"1734","Sambucus.pubens"
"1735","Sambucus.racemosa"
"1736","Sanguinaria.canadensis"
"1737","Sanguisorba.minor"
"1738","Sanicula.canadensis"
"1739","Sanicula.europaea"
"1740","Sanicula.gregaria"
"1741","Sanicula.marilandica"
"1742","Sanicula.marylandica"
"1743","Saponaria.officinalis"
"1744","Sarracenia.purpurea"
"1745","Sassafras.albidum"
"1746","Satureja.calamintha"
"1747","Saxifraga.pensylvanica"
"1748","Saxifraga.tridactylites"
"1749","Saxifraga.virginiensis"
"1750","Scabiosa.columbaria"
"1751","Schizachne.purpurascens"
"1752","Schizachyrium.scoparius"
"1753","Schoenoplectus.fluviatilis"
"1754","Schoenoplectus.heterochaetus"
"1755","Schoenoplectus.lacustris"
"1756","Schoenoplectus.pungens"
"1757","Schoenoplectus.tabernaemontani"
"1758","Schrankia.nuttallii"
"1759","Scirpus.acutus"
"1760","Scirpus.atrovirens"
"1761","Scirpus.paludosus"
"1762","Scirpus.pendulus"
"1763","Scleranthus.annuus"
"1764","Scolochloa.festucacea"
"1765","Scrophularia.auriculata"
"1766","Scrophularia.leporella"
"1767","Scrophularia.marilandica"
"1768","Scrophularia.nodosa"
"1769","Scrophularia.vernalis"
"1770","Scutellaria.elliptica"
"1771","Scutellaria.epilobiifolia"
"1772","Scutellaria.lateriflora"
"1773","Scutellaria.parvula"
"1774","Scutellaria.serrata"
"1775","Secale.cereale"
"1776","Sedum.acre"
"1777","Sedum.sarmentosum"
"1778","Sedum.telephioides"
"1779","Sedum.ternatum"
"1780","Senecio.anonymus"
"1781","Senecio.aureus"
"1782","Senecio.congestus"
"1783","Senecio.erucifolius"
"1784","Senecio.integerrimus"
"1785","Senecio.jacobaea"
"1786","Senecio.pauperculus"
"1787","Senecio.serra"
"1788","Senecio.squalidus"
"1789","Senecio.triangularis"
"1790","Senecio.vulgaris"
"1791","Senna.hebecarpa"
"1792","Sericocarpus.asteroides"
"1793","Setaria.glauca"
"1794","Setaria.verticillata"
"1795","Setaria.viridis"
"1796","Shepherdia.argentea"
"1797","Sicyos.angulatus"
"1798","Sidalcea.candida"
"1799","Silene.antirrhina"
"1800","Silene.armeria"
"1801","Silene.caroliniana"
"1802","Silene.csereii"
"1803","Silene.cucubalus"
"1804","Silene.dioica"
"1805","Silene.latifolia"
"1806","Silene.noctiflora"
"1807","Silene.stellata"
"1808","Silene.vulgaris"
"1809","Silphium.integrifolium"
"1810","Silphium.laciniatum"
"1811","Silybum.marianum"
"1812","Sinapis.alba"
"1813","Sison.amomum"
"1814","Sisymbrium.altissimum"
"1815","Sisymbrium.loeselii"
"1816","Sisymbrium.officinale"
"1817","Sisyrinchium.angustifolium"
"1818","Sisyrinchium.atlanticum"
