Experiment	Year	Species	Plot	Treatment	NumSpecies	CumGDDBud	CumGDDFlwr	FlwDuration	FlwHt	FlwrDay	BudDay	EndFlwr	SeedDay
249	2009	Schizachyrium scoparium	82	2-High	16	 	801	1	50	223	 	230	 
249	2009	Schizachyrium scoparium	82	2-High	16	 	801	1	42	223	 	230	 
249	2009	Schizachyrium scoparium	82	2-High	16	946.5	990.5	1	29	246	238	253	 
249	2009	Schizachyrium scoparium	82	1-Low	16	 	891.5	 	53	231	 	231	 
249	2009	Schizachyrium scoparium	82	1-Low	16	 	891.5	 	58	231	 	231	 
249	2009	Schizachyrium scoparium	82	1-Low	16	 	946.5	 	61	238	 	238	 
249	2009	Schizachyrium scoparium	108	0-Ambient	16	801	891.5	 	30	231	223	231	 
249	2009	Schizachyrium scoparium	108	2-High	16	 	801	1	48	223	 	230	 
249	2009	Schizachyrium scoparium	108	2-High	16	 	891.5	 	52	231	 	231	 
249	2009	Schizachyrium scoparium	108	2-High	16	891.5	990.5	2	56	246	231	260	 
249	2009	Schizachyrium scoparium	108	1-Low	16	 	734.5	2	34	217	 	231	 
249	2009	Schizachyrium scoparium	108	1-Low	16	 	801	1	52	223	 	230	 
249	2009	Schizachyrium scoparium	108	1-Low	16	 	891.5	 	42	231	 	231	 
249	2009	Schizachyrium scoparium	202	0-Ambient	16	 	891.5	 	44	231	 	231	 
249	2009	Schizachyrium scoparium	202	1-Low	16	 	990.5	 	36	246	 	246	 
249	2009	Schizachyrium scoparium	220	0-Ambient	16	891.5	946.5	1	41	238	231	245	 
249	2009	Schizachyrium scoparium	220	0-Ambient	16	891.5	946.5	2	68	238	231	252	 
249	2009	Schizachyrium scoparium	220	0-Ambient	16	 	990.5	1	23	246	 	253	 
249	2009	Schizachyrium scoparium	220	2-High	16	 	891.5	 	75	231	 	231	 
249	2009	Schizachyrium scoparium	220	2-High	16	734.5	990.5	 	35	246	217	246	 
249	2009	Schizachyrium scoparium	220	2-High	16	 	990.5	 	28	246	 	246	 
249	2009	Schizachyrium scoparium	220	1-Low	16	891.5	946.5	2	67	238	231	252	 
249	2009	Schizachyrium scoparium	249	0-Ambient	32	 	891.5	1	53	231	 	238	 
249	2009	Schizachyrium scoparium	253	0-Ambient	16	 	946.5	 	47	238	 	238	 
249	2009	Schizachyrium scoparium	253	0-Ambient	16	 	990.5	1	55	246	 	253	 
249	2009	Schizachyrium scoparium	253	2-High	16	 	891.5	 	54	231	 	231	 
249	2009	Schizachyrium scoparium	253	2-High	16	 	946.5	 	57	238	 	238	 
249	2009	Schizachyrium scoparium	253	2-High	16	891.5	990.5	 	50	246	231	246	 
249	2009	Schizachyrium scoparium	253	1-Low	16	891.5	946.5	 	60	238	231	238	 
249	2009	Schizachyrium scoparium	253	1-Low	16	891.5	946.5	 	47	238	231	238	 
249	2009	Schizachyrium scoparium	253	1-Low	16	891.5	990.5	 	62	246	231	246	 
249	2009	Schizachyrium scoparium	273	0-Ambient	16	 	891.5	 	50	231	 	231	 
249	2009	Schizachyrium scoparium	273	0-Ambient	16	891.5	946.5	 	46	238	231	238	 
249	2009	Schizachyrium scoparium	280	0-Ambient	1	 	801	 	39	223	 	223	 
249	2009	Schizachyrium scoparium	280	0-Ambient	1	 	946.5	 	50	238	 	238	 
249	2009	Schizachyrium scoparium	280	2-High	1	 	801	 	49	223	 	223	 
249	2009	Schizachyrium scoparium	280	2-High	1	 	946.5	 	53	238	 	238	 
249	2009	Schizachyrium scoparium	280	1-Low	1	 	801	 	56	223	 	223	 
249	2009	Schizachyrium scoparium	280	1-Low	1	 	801	 	34	223	 	223	 
249	2009	Schizachyrium scoparium	299	0-Ambient	16	 	946.5	 	56	238	 	238	 
249	2009	Schizachyrium scoparium	299	0-Ambient	16	 	990.5	 	12	246	 	246	 
249	2009	Schizachyrium scoparium	299	2-High	16	 	990.5	 	29	246	 	246	 
249	2009	Schizachyrium scoparium	299	1-Low	16	 	946.5	 	52	238	 	238	 
249	2009	Schizachyrium scoparium	299	1-Low	16	 	946.5	 	50	238	 	238	 
249	2009	Schizachyrium scoparium	301	0-Ambient	16	 	891.5	 	58	231	 	231	 
249	2009	Schizachyrium scoparium	301	0-Ambient	16	 	946.5	 	65	238	 	238	 
249	2009	Schizachyrium scoparium	301	0-Ambient	16	 	990.5	 	62	246	 	246	 
249	2009	Schizachyrium scoparium	301	2-High	16	 	801	 	43	223	 	223	 
249	2009	Schizachyrium scoparium	301	2-High	16	 	990.5	 	54	246	 	246	 
249	2009	Schizachyrium scoparium	301	1-Low	16	 	801	 	42	223	 	223	 
249	2009	Schizachyrium scoparium	301	1-Low	16	 	801	 	40	223	 	223	 
249	2009	Schizachyrium scoparium	301	1-Low	16	 	801	 	58	223	 	223	 
249	2009	Schizachyrium scoparium	328	0-Ambient	16	 	946.5	 	40	238	 	238	 
249	2009	Schizachyrium scoparium	328	0-Ambient	16	 	946.5	 	55	238	 	238	 
249	2009	Schizachyrium scoparium	328	2-High	16	 	946.5	 	43	238	 	238	 
249	2009	Schizachyrium scoparium	328	1-Low	16	 	891.5	 	41	231	 	231	 
249	2010	Amorpha canescens	108	0-Ambient	16	244.5	743	 	49	201	152	201	 
249	2010	Amorpha canescens	108	0-Ambient	16	519	841	1	33	209	183	216	 
249	2010	Amorpha canescens	108	2-High	16	300	602	1	46	189	160	196	 
249	2010	Amorpha canescens	108	2-High	16	300	743	 	40	201	160	201	 
249	2010	Amorpha canescens	108	2-High	16	300	743	 	44	201	160	201	 
249	2010	Amorpha canescens	108	1-Low	16	244.5	602	1	30	189	152	196	 
249	2010	Amorpha canescens	108	1-Low	16	492	841	 	38	209	181	209	 
249	2010	Amorpha canescens	137	0-Ambient	1	 	602	1	59	189	 	196	 
249	2010	Amorpha canescens	137	0-Ambient	1	 	602	2	73	189	 	203	 
249	2010	Amorpha canescens	137	2-High	1	300	602	2	53	189	160	203	 
249	2010	Amorpha canescens	137	2-High	1	 	602	2	37	189	 	203	 
249	2010	Amorpha canescens	137	1-Low	1	244.5	602	2	52	189	152	203	 
249	2010	Amorpha canescens	137	1-Low	1	300	602	1	31	189	160	196	 
249	2010	Amorpha canescens	137	1-Low	1	300	602	 	42	189	160	189	 
249	2010	Amorpha canescens	202	0-Ambient	16	369.5	602	1	69	189	169	196	 
249	2010	Amorpha canescens	202	0-Ambient	16	369.5	743	1	70	201	169	208	 
249	2010	Amorpha canescens	202	2-High	16	98	492	2	67	181	137	195	 
249	2010	Amorpha canescens	202	2-High	16	250.5	602	1	59	189	153	196	 
249	2010	Amorpha canescens	202	1-Low	16	300	602	1	55	189	160	196	 
249	2010	Amorpha canescens	202	1-Low	16	300	602	1	49	189	160	196	 
249	2010	Amorpha canescens	202	1-Low	16	436	1026.5	 	63	223	175	223	 
249	2010	Amorpha canescens	220	2-High	16	300	602	1	51	189	160	196	 
249	2010	Amorpha canescens	220	2-High	16	300	743	 	40	201	160	201	 
249	2010	Amorpha canescens	220	1-Low	16	98	602	1	46	189	137	196	 
249	2010	Amorpha canescens	220	1-Low	16	436	743	2	43	201	175	215	 
249	2010	Amorpha canescens	249	2-High	32	128	492	2	54	181	141	195	 
249	2010	Amorpha canescens	253	0-Ambient	16	128	743	1	52	201	141	208	 
249	2010	Amorpha canescens	253	1-Low	16	169.5	841	1	25	209	144	216	 
249	2010	Amorpha canescens	299	2-High	16	98	602	1	51	189	137	196	 
249	2010	Amorpha canescens	299	2-High	16	244.5	602	1	73	189	152	196	 
249	2010	Amorpha canescens	301	1-Low	16	300	743	2	48	201	160	215	 
249	2010	Amorpha canescens	328	0-Ambient	16	169.5	602	1	41	189	144	196	 
249	2010	Amorpha canescens	328	0-Ambient	16	169.5	602	1	39	189	144	196	 
249	2010	Amorpha canescens	328	0-Ambient	16	169.5	743	1	48	201	144	208	 
249	2010	Amorpha canescens	328	2-High	16	98	492	2	56	181	137	195	 
249	2010	Amorpha canescens	328	2-High	16	98	492	2	53	181	137	195	 
249	2010	Amorpha canescens	328	1-Low	16	169.5	492	2	34	181	144	195	 
249	2010	Andropogon gerardii	78	0-Ambient	32	519	743	1	79	201	189	208	 
249	2010	Andropogon gerardii	78	0-Ambient	32	519	743	2	97	201	189	215	 
249	2010	Andropogon gerardii	78	0-Ambient	32	 	1110	1	116	231	 	238	 
249	2010	Andropogon gerardii	78	2-High	32	 	743	1	36	201	 	208	 
249	2010	Andropogon gerardii	78	2-High	32	 	841	4	84	209	 	237	 
249	2010	Andropogon gerardii	78	2-High	32	743	1179	 	107	237	201	237	 
249	2010	Andropogon gerardii	78	1-Low	32	 	743	1	109	201	 	208	 
249	2010	Andropogon gerardii	78	1-Low	32	519	841	1	106	209	189	216	 
249	2010	Andropogon gerardii	82	0-Ambient	16	743	1110	1	117	231	201	238	 
249	2010	Andropogon gerardii	82	0-Ambient	16	 	1179	 	135	237	 	237	 
249	2010	Andropogon gerardii	82	2-High	16	519	743	3	37	201	189	222	 
249	2010	Andropogon gerardii	82	1-Low	16	 	743	1	53	201	 	208	 
249	2010	Andropogon gerardii	82	1-Low	16	743	841	1	117	209	201	216	 
249	2010	Andropogon gerardii	82	1-Low	16	743	1026.5	 	115	223	201	223	 
249	2010	Andropogon gerardii	108	0-Ambient	16	841	1026.5	2	109	223	209	237	 
249	2010	Andropogon gerardii	108	2-High	16	519	1026.5	1	63	223	189	230	 
249	2010	Andropogon gerardii	108	2-High	16	1179	1266.5	1	81	244	237	251	 
249	2010	Andropogon gerardii	109	0-Ambient	1	519	841	1	117	209	189	216	 
249	2010	Andropogon gerardii	109	0-Ambient	1	 	1026.5	3	96	223	 	244	 
249	2010	Andropogon gerardii	109	0-Ambient	1	1026.5	1266.5	 	127	244	223	244	 
249	2010	Andropogon gerardii	109	2-High	1	519	743	2	98	201	189	215	 
249	2010	Andropogon gerardii	109	1-Low	1	519	743	2	70	201	189	215	 
249	2010	Andropogon gerardii	202	0-Ambient	16	841	1026.5	1	106	223	209	230	 
249	2010	Andropogon gerardii	202	2-High	16	519	841	2	135	209	189	223	 
249	2010	Andropogon gerardii	202	2-High	16	743	1026.5	2	107	223	201	237	 
249	2010	Andropogon gerardii	202	1-Low	16	 	743	3	112	201	 	222	 
249	2010	Andropogon gerardii	202	1-Low	16	743	1026.5	2	124	223	201	237	 
249	2010	Andropogon gerardii	220	0-Ambient	16	 	743	2	132	201	 	215	 
249	2010	Andropogon gerardii	220	2-High	16	 	1179	 	114	237	 	237	 
249	2010	Andropogon gerardii	220	1-Low	16	743	1026.5	2	100	223	201	237	 
249	2010	Andropogon gerardii	249	0-Ambient	32	841	1110	 	104	231	209	231	 
249	2010	Andropogon gerardii	249	0-Ambient	32	 	1110	 	106	231	 	231	 
249	2010	Andropogon gerardii	249	2-High	32	519	743	2	99	201	189	215	 
249	2010	Andropogon gerardii	249	2-High	32	841	1110	1	71	231	209	238	 
249	2010	Andropogon gerardii	249	1-Low	32	 	743	1	96	201	 	208	 
249	2010	Andropogon gerardii	253	0-Ambient	16	 	743	1	58	201	 	208	 
249	2010	Andropogon gerardii	253	2-High	16	 	743	3	128	201	 	222	 
249	2010	Andropogon gerardii	253	1-Low	16	519	743	2	143	201	189	215	 
249	2010	Andropogon gerardii	253	1-Low	16	743	1110	 	102	231	201	231	 
249	2010	Andropogon gerardii	253	1-Low	16	 	1179	1	70	237	 	244	 
249	2010	Andropogon gerardii	273	0-Ambient	16	743	841	1	149	209	201	216	 
249	2010	Andropogon gerardii	273	0-Ambient	16	841	1110	1	112	231	209	238	 
249	2010	Andropogon gerardii	273	2-High	16	492	602	2	100	189	181	203	 
249	2010	Andropogon gerardii	273	2-High	16	519	743	2	110	201	189	215	 
249	2010	Andropogon gerardii	273	2-High	16	492	841	 	117	209	181	209	 
249	2010	Andropogon gerardii	273	1-Low	16	492	602	1	67	189	181	196	 
249	2010	Andropogon gerardii	299	0-Ambient	16	841	1110	1	104	231	209	238	 
249	2010	Andropogon gerardii	299	2-High	16	 	841	2	89	209	 	223	 
249	2010	Andropogon gerardii	299	2-High	16	 	1026.5	 	89	223	 	223	 
249	2010	Andropogon gerardii	299	1-Low	16	519	743	2	111	201	189	215	 
249	2010	Andropogon gerardii	299	1-Low	16	 	743	2	93	201	 	215	 
249	2010	Andropogon gerardii	299	1-Low	16	743	1026.5	2	102	223	201	237	 
249	2010	Andropogon gerardii	301	0-Ambient	16	743	841	1	90	209	201	216	 
249	2010	Andropogon gerardii	301	0-Ambient	16	 	1026.5	 	118	223	 	223	 
249	2010	Andropogon gerardii	301	2-High	16	 	743	2	116	201	 	215	 
249	2010	Andropogon gerardii	301	1-Low	16	 	841	1	68	209	 	216	 
249	2010	Andropogon gerardii	328	0-Ambient	16	519	743	2	148	201	189	215	 
249	2010	Andropogon gerardii	328	0-Ambient	16	519	841	1	139	209	189	216	 
249	2010	Andropogon gerardii	328	0-Ambient	16	 	1026.5	1	123	223	 	230	 
249	2010	Andropogon gerardii	328	2-High	16	 	602	3	93	189	 	210	 
249	2010	Andropogon gerardii	328	2-High	16	519	743	3	82	201	189	222	 
249	2010	Andropogon gerardii	328	1-Low	16	 	602	2	73	189	 	203	 
249	2010	Andropogon gerardii	328	1-Low	16	743	841	2	71	209	201	223	 
249	2010	Dalea purpurea	78	2-High	32	244.5	602	1	63	189	152	196	 
249	2010	Dalea purpurea	78	2-High	32	300	602	1	56	189	160	196	 
249	2010	Dalea purpurea	78	1-Low	32	 	743	1	21	201	 	208	 
249	2010	Dalea purpurea	78	1-Low	32	436	841	 	27	209	175	209	 
249	2010	Dalea purpurea	82	0-Ambient	16	369.5	841	 	36	209	169	209	 
249	2010	Dalea purpurea	108	0-Ambient	16	369.5	743	1	42	201	169	208	 
249	2010	Dalea purpurea	108	2-High	16	300	602	1	58	189	160	196	 
249	2010	Dalea purpurea	108	2-High	16	300	602	2	51	189	160	203	 
249	2010	Dalea purpurea	108	2-High	16	300	743	 	48	201	160	201	 
249	2010	Dalea purpurea	108	1-Low	16	369.5	841	 	49	209	169	209	 
249	2010	Dalea purpurea	202	0-Ambient	16	436	743	2	57	201	175	215	 
249	2010	Dalea purpurea	202	1-Low	16	519	841	1	38	209	189	216	 
249	2010	Dalea purpurea	220	2-High	16	492	743	2	50	201	181	215	 
249	2010	Dalea purpurea	220	2-High	16	492	1026.5	 	46	223	181	223	 
249	2010	Dalea purpurea	220	1-Low	16	492	841	1	49	209	181	216	 
249	2010	Dalea purpurea	249	0-Ambient	32	300	841	 	35	209	160	209	 
249	2010	Dalea purpurea	249	2-High	32	300	743	1	41	201	160	208	 
249	2010	Dalea purpurea	249	2-High	32	300	1026.5	 	48	223	160	223	 
249	2010	Dalea purpurea	253	0-Ambient	16	519	1026.5	 	36	223	189	223	 
249	2010	Dalea purpurea	253	2-High	16	436	743	2	53	201	175	215	 
249	2010	Dalea purpurea	253	2-High	16	436	1026.5	1	30	223	175	230	 
249	2010	Dalea purpurea	253	1-Low	16	300	743	1	45	201	160	208	 
249	2010	Dalea purpurea	253	1-Low	16	436	743	2	37	201	175	215	 
249	2010	Dalea purpurea	273	0-Ambient	16	492	841	1	43	209	181	216	 
249	2010	Dalea purpurea	273	2-High	16	300	602	2	55	189	160	203	 
249	2010	Dalea purpurea	273	2-High	16	300	841	1	64	209	160	216	 
249	2010	Dalea purpurea	291	0-Ambient	1	436	743	2	34	201	175	215	 
249	2010	Dalea purpurea	291	2-High	1	300	602	1	35	189	160	196	 
249	2010	Dalea purpurea	291	2-High	1	369.5	602	2	51	189	169	203	 
249	2010	Dalea purpurea	291	2-High	1	369.5	743	1	53	201	169	208	 
249	2010	Dalea purpurea	291	1-Low	1	300	743	1	40	201	160	208	 
249	2010	Dalea purpurea	291	1-Low	1	436	743	2	37	201	175	215	 
249	2010	Dalea purpurea	291	1-Low	1	436	743	2	37	201	175	215	 
249	2010	Dalea purpurea	328	1-Low	16	369.5	841	1	45	209	169	216	 
249	2010	Koeleria cristata	78	1-Low	32	76	300	3	45	160	130	181	 
249	2010	Koeleria cristata	78	1-Low	32	76	300	1	39	160	130	167	 
249	2010	Koeleria cristata	108	2-High	16	98	244.5	3	35	152	137	173	 
249	2010	Koeleria cristata	108	2-High	16	 	300	1	33	160	 	167	 
249	2010	Koeleria cristata	220	2-High	16	76	300	1	43	160	130	167	 
249	2010	Koeleria cristata	249	1-Low	32	244.5	300	2	29	160	152	174	 
249	2010	Koeleria cristata	268	2-High	1	76	244.5	1	12	152	130	159	 
249	2010	Koeleria cristata	268	2-High	1	76	436	 	43	175	130	175	 
249	2010	Koeleria cristata	268	1-Low	1	 	300	1	13	160	 	167	 
249	2010	Koeleria cristata	299	0-Ambient	16	244.5	369.5	 	45	169	152	169	 
249	2010	Koeleria cristata	299	1-Low	16	128	300	1	58	160	141	167	 
249	2010	Koeleria cristata	301	0-Ambient	16	76	300	1	32	160	130	167	 
249	2010	Koeleria cristata	301	2-High	16	98	300	2	36	160	137	174	 
249	2010	Koeleria cristata	301	1-Low	16	169.5	300	2	41	160	144	174	 
249	2010	Lespedeza capitata	29	0-Ambient	1	300	1026.5	 	37	223	160	223	 
249	2010	Lespedeza capitata	29	0-Ambient	1	300	1110	 	22	231	160	231	 
249	2010	Lespedeza capitata	29	0-Ambient	1	300	 	 	 	 	160	 	 
249	2010	Lespedeza capitata	29	2-High	1	300	1026.5	 	57	223	160	223	 
249	2010	Lespedeza capitata	29	2-High	1	436	1026.5	 	54	223	175	223	 
249	2010	Lespedeza capitata	29	2-High	1	369.5	 	 	 	 	169	 	 
249	2010	Lespedeza capitata	29	1-Low	1	436	1026.5	 	38	223	175	223	 
249	2010	Lespedeza capitata	29	1-Low	1	300	1110	 	 	231	160	231	 
249	2010	Lespedeza capitata	78	0-Ambient	32	369.5	1026.5	 	50	223	169	223	 
249	2010	Lespedeza capitata	78	0-Ambient	32	436	1026.5	 	78	223	175	223	 
249	2010	Lespedeza capitata	78	2-High	32	326.5	841	 	62	209	165	209	 
249	2010	Lespedeza capitata	78	2-High	32	436	841	 	54	209	175	209	 
249	2010	Lespedeza capitata	78	2-High	32	436	1026.5	 	33	223	175	223	 
249	2010	Lespedeza capitata	78	1-Low	32	492	841	 	51	209	181	209	 
249	2010	Lespedeza capitata	78	1-Low	32	300	1026.5	 	92	223	160	223	 
249	2010	Lespedeza capitata	82	0-Ambient	16	369.5	1026.5	 	41	223	169	223	 
249	2010	Lespedeza capitata	82	0-Ambient	16	369.5	1026.5	 	61	223	169	223	 
249	2010	Lespedeza capitata	82	2-High	16	369.5	841	 	56	209	169	209	 
249	2010	Lespedeza capitata	82	1-Low	16	244.5	841	 	77	209	152	209	 
249	2010	Lespedeza capitata	82	1-Low	16	244.5	841	 	61	209	152	209	 
249	2010	Lespedeza capitata	82	1-Low	16	436	1026.5	 	54	223	175	223	 
249	2010	Lespedeza capitata	108	0-Ambient	16	436	1026.5	 	60	223	175	223	 
249	2010	Lespedeza capitata	108	1-Low	16	300	1026.5	 	42	223	160	223	 
249	2010	Lespedeza capitata	202	0-Ambient	16	300	1026.5	 	80	223	160	223	 
249	2010	Lespedeza capitata	202	2-High	16	300	1026.5	 	101	223	160	223	 
249	2010	Lespedeza capitata	202	2-High	16	244.5	 	 	 	 	152	 	 
249	2010	Lespedeza capitata	220	0-Ambient	16	300	841	 	59	209	160	209	 
249	2010	Lespedeza capitata	220	0-Ambient	16	300	1026.5	 	63	223	160	223	 
249	2010	Lespedeza capitata	220	0-Ambient	16	300	1026.5	 	75	223	160	223	 
249	2010	Lespedeza capitata	220	2-High	16	300	1026.5	 	79	223	160	223	 
249	2010	Lespedeza capitata	220	2-High	16	300	1026.5	 	42	223	160	223	 
249	2010	Lespedeza capitata	220	2-High	16	369.5	1026.5	 	40	223	169	223	 
249	2010	Lespedeza capitata	220	1-Low	16	300	1026.5	 	52	223	160	223	 
249	2010	Lespedeza capitata	220	1-Low	16	300	1026.5	 	39	223	160	223	 
249	2010	Lespedeza capitata	220	1-Low	16	492	 	 	 	 	181	 	 
249	2010	Lespedeza capitata	249	0-Ambient	32	369.5	1026.5	 	45	223	169	223	 
249	2010	Lespedeza capitata	249	0-Ambient	32	300	1110	 	80	231	160	231	 
249	2010	Lespedeza capitata	249	0-Ambient	32	841	1110	 	47	231	209	231	 
249	2010	Lespedeza capitata	249	2-High	32	369.5	 	 	 	 	169	 	 
249	2010	Lespedeza capitata	249	1-Low	32	300	1026.5	 	55	223	160	223	 
249	2010	Lespedeza capitata	249	1-Low	32	300	 	 	 	 	160	 	 
249	2010	Lespedeza capitata	249	1-Low	32	841	 	 	 	 	209	 	 
249	2010	Lespedeza capitata	253	0-Ambient	16	300	1026.5	 	64	223	160	223	 
249	2010	Lespedeza capitata	253	0-Ambient	16	300	1026.5	 	72	223	160	223	 
249	2010	Lespedeza capitata	253	2-High	16	492	841	 	41	209	181	209	 
249	2010	Lespedeza capitata	253	2-High	16	300	1026.5	 	35	223	160	223	 
249	2010	Lespedeza capitata	253	1-Low	16	369.5	841	 	42	209	169	209	 
249	2010	Lespedeza capitata	253	1-Low	16	841	841	 	54	209	209	209	 
249	2010	Lespedeza capitata	253	1-Low	16	841	 	 	 	 	209	 	 
249	2010	Lespedeza capitata	273	0-Ambient	16	743	841	 	38	209	201	209	 
249	2010	Lespedeza capitata	273	0-Ambient	16	492	 	 	 	 	181	 	 
249	2010	Lespedeza capitata	273	2-High	16	300	841	 	87	209	160	209	 
249	2010	Lespedeza capitata	273	1-Low	16	369.5	1026.5	 	51	223	169	223	 
249	2010	Lespedeza capitata	299	0-Ambient	16	300	841	 	87	209	160	209	 
249	2010	Lespedeza capitata	299	0-Ambient	16	300	1026.5	 	82	223	160	223	 
249	2010	Lespedeza capitata	299	0-Ambient	16	300	1110	 	89	231	160	231	 
249	2010	Lespedeza capitata	299	2-High	16	300	1026.5	 	77	223	160	223	 
249	2010	Lespedeza capitata	299	2-High	16	300	1110	 	54	231	160	231	 
249	2010	Lespedeza capitata	299	2-High	16	369.5	1110	 	58	231	169	231	 
249	2010	Lespedeza capitata	299	1-Low	16	300	841	 	56	209	160	209	 
249	2010	Lespedeza capitata	301	0-Ambient	16	300	1026.5	 	63	223	160	223	 
249	2010	Lespedeza capitata	301	0-Ambient	16	300	1110	 	31	231	160	231	 
249	2010	Lespedeza capitata	301	0-Ambient	16	300	 	 	 	 	160	 	 
249	2010	Lespedeza capitata	301	2-High	16	300	1026.5	 	34	223	160	223	 
249	2010	Lespedeza capitata	301	2-High	16	300	1026.5	 	62	223	160	223	 
249	2010	Lespedeza capitata	301	2-High	16	300	 	 	 	 	160	 	 
249	2010	Lespedeza capitata	301	1-Low	16	300	1026.5	 	56	223	160	223	 
249	2010	Lespedeza capitata	301	1-Low	16	300	1026.5	 	81	223	160	223	 
249	2010	Lespedeza capitata	301	1-Low	16	300	1026.5	 	81	223	160	223	 
249	2010	Lespedeza capitata	328	0-Ambient	16	369.5	1026.5	 	35	223	169	223	 
249	2010	Lespedeza capitata	328	0-Ambient	16	369.5	1026.5	 	36	223	169	223	 
249	2010	Lespedeza capitata	328	0-Ambient	16	369.5	 	 	 	 	169	 	 
249	2010	Lespedeza capitata	328	2-High	16	300	841	 	77	209	160	209	 
249	2010	Lespedeza capitata	328	2-High	16	300	1026.5	 	53	223	160	223	 
249	2010	Lespedeza capitata	328	2-High	16	300	1026.5	 	93	223	160	223	 
249	2010	Lespedeza capitata	328	1-Low	16	369.5	 	 	 	 	169	 	 
249	2010	Liatris aspera	78	0-Ambient	32	436	1266.5	5	68	244	175	279	 
249	2010	Liatris aspera	78	2-High	32	519	1110	6	76	231	183	273	 
249	2010	Liatris aspera	78	2-High	32	436	1179	4	57	237	175	265	 
249	2010	Liatris aspera	78	1-Low	32	369.5	841	2	60	209	169	223	 
249	2010	Liatris aspera	82	2-High	16	436	1110	5	75	231	175	266	 
249	2010	Liatris aspera	82	1-Low	16	519	1266.5	3	38	244	189	265	 
249	2010	Liatris aspera	82	1-Low	16	436	1328.5	4	32	258	175	286	 
249	2010	Liatris aspera	108	0-Ambient	16	519	1346	2	32	265	183	279	 
249	2010	Liatris aspera	167	2-High	1	436	1179	6	61	237	175	279	 
249	2010	Liatris aspera	167	1-Low	1	 	1328.5	2	20	258	 	272	 
249	2010	Liatris aspera	202	0-Ambient	16	436	1179	4	87	237	175	265	 
249	2010	Liatris aspera	253	2-High	16	492	1110	3	45	231	181	252	 
249	2010	Liatris aspera	253	1-Low	16	436	1110	5	80	231	175	266	 
249	2010	Liatris aspera	253	1-Low	16	743	1179	3	81	237	201	258	 
249	2010	Liatris aspera	273	2-High	16	743	1179	4	80	237	201	265	 
249	2010	Liatris aspera	273	1-Low	16	436	1026.5	4	74	223	175	251	 
249	2010	Liatris aspera	299	0-Ambient	16	436	1026.5	5	61	223	175	258	 
249	2010	Liatris aspera	299	0-Ambient	16	369.5	1110	1	65	231	169	238	 
249	2010	Liatris aspera	301	0-Ambient	16	436	1179	4	65	237	175	265	 
249	2010	Liatris aspera	301	0-Ambient	16	436	1179	5	86	237	175	272	 
249	2010	Liatris aspera	301	2-High	16	369.5	1179	6	67	237	169	279	 
249	2010	Liatris aspera	301	2-High	16	436	1179	7	63	237	175	286	 
249	2010	Liatris aspera	301	1-Low	16	436	1328.5	4	54	258	175	286	 
249	2010	Lupinus perennis	78	0-Ambient	32	58	76	4	20	130	116	158	 
249	2010	Lupinus perennis	78	0-Ambient	32	58	98	1	17	137	116	144	 
249	2010	Lupinus perennis	78	0-Ambient	32	58	169.5	1	24	144	116	151	 
249	2010	Lupinus perennis	78	2-High	32	76	169.5	1	31	144	130	151	 
249	2010	Lupinus perennis	78	1-Low	32	76	169.5	3	45	144	130	165	 
249	2010	Lupinus perennis	78	1-Low	32	76	244.5	 	24	152	130	152	 
249	2010	Lupinus perennis	82	0-Ambient	16	73	244.5	 	28	152	123	152	 
249	2010	Lupinus perennis	82	2-High	16	58	98	1	30	137	116	144	 
249	2010	Lupinus perennis	82	1-Low	16	58	98	2	24	137	116	151	 
249	2010	Lupinus perennis	82	1-Low	16	98	169.5	1	32	144	137	151	 
249	2010	Lupinus perennis	83	0-Ambient	1	98	169.5	2	35	144	137	158	 
249	2010	Lupinus perennis	83	2-High	1	58	76	2	20	130	116	144	 
249	2010	Lupinus perennis	83	1-Low	1	76	169.5	2	40	144	130	158	 
249	2010	Lupinus perennis	83	1-Low	1	98	300	 	36	160	137	160	 
249	2010	Lupinus perennis	108	0-Ambient	16	58	300	 	48	160	116	160	 
249	2010	Lupinus perennis	108	2-High	16	58	76	3	30	130	116	151	 
249	2010	Lupinus perennis	108	2-High	16	76	98	1	29	137	130	144	 
249	2010	Lupinus perennis	108	2-High	16	73	169.5	1	45	144	123	151	 
249	2010	Lupinus perennis	108	1-Low	16	58	98	1	22	137	116	144	 
249	2010	Lupinus perennis	108	1-Low	16	 	244.5	1	28	152	 	159	 
249	2010	Lupinus perennis	202	0-Ambient	16	169.5	244.5	1	33	152	144	159	 
249	2010	Lupinus perennis	202	2-High	16	73	98	1	30	137	123	144	 
249	2010	Lupinus perennis	220	0-Ambient	16	58	76	3	18	130	116	151	 
249	2010	Lupinus perennis	220	0-Ambient	16	76	128	2	22	141	130	155	 
249	2010	Lupinus perennis	220	2-High	16	58	98	2	19	137	116	151	 
249	2010	Lupinus perennis	220	2-High	16	73	98	1	21	137	123	144	 
249	2010	Lupinus perennis	220	1-Low	16	73	169.5	1	23	144	123	151	 
249	2010	Lupinus perennis	220	1-Low	16	73	169.5	1	24	144	123	151	 
249	2010	Lupinus perennis	249	0-Ambient	32	58	98	1	16	137	116	144	 
249	2010	Lupinus perennis	249	0-Ambient	32	73	169.5	1	34	144	123	151	 
249	2010	Lupinus perennis	249	2-High	32	58	98	2	27	137	116	151	 
249	2010	Lupinus perennis	249	2-High	32	76	98	2	28	137	130	151	 
