year,site,plot,date,rep,stage1,stage2,stage3,average,overall,
8,2,7,209,1,2,3,,2.5,2.25,
8,2,7,218,1,2,3,,2.5,2.5,
8,2,7,224,1,2,3,4,3,3.25,
8,2,7,231,1,2,3,4,3,3.25,
8,2,7,237,1,3,4,,3.5,3.5,
8,2,7,244,1,3,4,,3.5,3.5,
8,2,7,251,1,4,,,4,4,
8,2,7,209,2,2,3,,2.5,2.5,
8,2,7,218,2,2,3,,2.5,2.25,
8,2,7,224,2,2,3,,2.5,2.5,
8,2,7,231,2,2,3,,2.5,2.75,
8,2,7,237,2,2,3,4,3,3.25,
8,2,7,244,2,3,4,,3.5,3.25,
8,2,7,251,2,3,4,,3.5,3.75,
8,2,7,257,2,4,,,4,4,
8,2,7,209,3,2,3,,2.5,2.25,
8,2,7,218,3,2,3,,2.5,2.25,
8,2,7,224,3,2,3,,2.5,2.75,
8,2,7,231,3,2,3,,2.5,2.75,
8,2,7,237,3,2,3,,2.5,2.75,
8,2,7,244,3,3,4,,3.5,3.25,
8,2,7,251,3,3,4,,3.5,3.75,
8,2,7,257,3,4,,,4,4,
8,2,7,209,4,2,3,,2.5,2.25,
8,2,7,218,4,2,3,,2.5,2.5,
8,2,7,224,4,2,3,,2.5,2.5,
8,2,7,231,4,2,3,4,3,3.25,
8,2,7,237,4,2,3,4,3,3.25,
8,2,7,244,4,3,4,,3.5,3.5,
8,2,7,251,4,3,4,,3.5,3.75,
8,2,7,257,4,4,,,4,4,
8,2,7,209,5,2,3,,2.5,2.25,
8,2,7,218,5,2,3,,2.5,2.25,
8,2,7,224,5,2,3,,2.5,2.75,
8,2,7,231,5,2,3,,2.5,2.75,
8,2,7,237,5,2,3,4,3,3.25,
8,2,7,244,5,3,4,,3.5,3.25,
8,2,7,251,5,4,,,4,4,
8,2,8,209,1,2,3,,2.5,2.25,
8,2,8,218,1,2,3,,2.5,2.5,
8,2,8,224,1,2,3,,2.5,2.5,
8,2,8,231,1,2,3,4,3,3.25,
8,2,8,237,1,2,3,4,3,3.25,
8,2,8,244,1,3,4,,3.5,3.5,
8,2,8,251,1,4,,,4,4,
8,2,8,209,2,2,3,,2.5,2.5,
8,2,8,218,2,2,3,,2.5,2.75,
8,2,8,224,2,2,3,,2.5,2.5,
8,2,8,231,2,2,3,,2.5,2.75,
8,2,8,237,2,2,3,4,3,3.25,
8,2,8,244,2,3,4,,3.5,3.75,
8,2,8,251,2,4,,,4,4,
8,2,8,209,3,2,3,,2.5,2.5,
8,2,8,218,3,2,3,,2.5,2.5,
8,2,8,224,3,2,3,,2.5,2.5,
8,2,8,231,3,2,3,,2.5,2.75,
8,2,8,237,3,2,3,4,3,3.25,
8,2,8,244,3,3,4,,3.5,3.75,
8,2,8,251,3,4,,,4,4,
8,2,8,209,4,2,3,,2.5,2.75,
8,2,8,218,4,2,3,,2.5,2.75,
8,2,8,224,4,2,3,,2.5,2.75,
8,2,8,231,4,2,3,,2.5,2.75,
8,2,8,237,4,2,3,,2.5,2.75,
8,2,8,244,4,3,4,,3.5,3.5,
8,2,8,251,4,3,4,,3.5,3.75,
8,2,8,257,4,4,,,4,4,
8,2,8,209,5,2,3,,2.5,2.5,
8,2,8,218,5,2,3,,2.5,2.5,
8,2,8,224,5,2,3,,2.5,2.5,
8,2,8,231,5,2,3,4,3,3.25,
8,2,8,237,5,2,3,4,3,3.25,
8,2,8,244,5,3,4,,3.5,3.25,
8,2,8,251,5,3,4,,3.5,3.75,
8,2,8,257,5,4,,,4,4,
8,2,9,209,1,2,3,,2.5,2.25,
8,2,9,218,1,2,3,,2.5,2.75,
8,2,9,224,1,2,3,,2.5,2.5,
8,2,9,231,1,2,3,,2.5,2.75,
8,2,9,237,1,2,3,4,3,2.75,
8,2,9,244,1,3,4,,3.5,3.75,
8,2,9,251,1,4,,,4,4,
8,2,9,209,2,2,3,,2.5,2.5,
8,2,9,218,2,2,3,,2.5,2.75,
8,2,9,224,2,2,3,,2.5,2.5,
8,2,9,231,2,2,3,,2.5,2.75,
8,2,9,237,2,2,3,4,3,2.75,
8,2,9,244,2,3,4,,3.5,3.5,
8,2,9,251,2,3,4,,3.5,3.75,
8,2,9,257,2,4,,,4,4,
8,2,9,209,3,2,3,,2.5,2.5,
8,2,9,218,3,2,3,,2.5,2.75,
8,2,9,224,3,2,3,,2.5,2.5,
8,2,9,231,3,2,3,,2.5,2.75,
8,2,9,237,3,2,3,,2.5,2.75,
8,2,9,244,3,3,4,,3.5,3.75,
8,2,9,251,3,4,,,4,4,
8,2,9,209,4,2,3,,2.5,2.5,
8,2,9,218,4,2,3,,2.5,2.75,
8,2,9,224,4,2,3,,2.5,2.5,
8,2,9,231,4,2,3,,2.5,2.75,
8,2,9,237,4,2,3,,2.5,2.75,
8,2,9,244,4,3,4,,3.5,3.5,
8,2,9,251,4,3,4,,3.5,3.75,
8,2,9,257,4,4,,,4,4,
8,2,9,209,5,2,3,,2.5,2.25,
8,2,9,218,5,2,3,,2.5,2.75,
8,2,9,224,5,2,3,,2.5,2.75,
8,2,9,231,5,2,3,,2.5,2.75,
8,2,9,237,5,2,3,,2.5,2.75,
8,2,9,244,5,3,4,,3.5,3.5,
8,2,9,251,5,3,4,,3.5,3.75,
8,2,9,257,5,4,,,4,4,
8,2,10,209,1,2,3,,2.5,2.5,
8,2,10,218,1,2,3,,2.5,2.75,
8,2,10,224,1,2,3,,2.5,2.75,
8,2,10,231,1,2,3,,2.5,2.75,
8,2,10,237,1,2,3,,2.5,2.75,
8,2,10,244,1,3,4,,3.5,3.25,
8,2,10,251,1,4,,,4,4,
8,2,10,209,2,2,3,,2.5,2.5,
8,2,10,218,2,2,3,,2.5,2.75,
8,2,10,224,2,2,3,,2.5,2.5,
8,2,10,231,2,2,3,,2.5,2.75,
8,2,10,237,2,2,3,,2.5,2.75,
8,2,10,244,2,3,4,,3.5,3.25,
8,2,10,251,2,4,,,4,4,
8,2,10,209,3,2,3,,2.5,2.25,
8,2,10,218,3,2,3,,2.5,2.5,
8,2,10,224,3,2,3,,2.5,2.5,
8,2,10,231,3,2,3,,2.5,2.75,
8,2,10,237,3,2,3,,2.5,2.75,
8,2,10,244,3,3,4,,3.5,3.25,
8,2,10,251,3,4,,,4,4,
8,2,10,209,4,2,3,,2.5,2.75,
8,2,10,218,4,2,3,,2.5,2.75,
8,2,10,224,4,2,3,,2.5,2.75,
8,2,10,231,4,2,3,,2.5,2.75,
8,2,10,237,4,2,3,,2.5,2.75,
8,2,10,244,4,3,4,,3.5,3.25,
8,2,10,251,4,4,,,4,4,
8,2,10,209,5,2,3,,2.5,2.25,
8,2,10,218,5,2,3,,2.5,2.5,
8,2,10,224,5,2,3,,2.5,2.5,
8,2,10,231,5,2,3,,2.5,2.75,
8,2,10,237,5,2,3,,2.5,2.75,
8,2,10,244,5,3,4,,3.5,3.25,
8,2,10,251,5,4,,,4,4,
8,3,1,202,1,1,2,,1.5,1.75,
8,3,1,209,1,2,3,,2.5,2.5,
8,3,1,216,1,2,3,,2.5,2.5,
8,3,1,224,1,2,3,,2.5,1.5,
8,3,1,230,1,2,3, ,2.5,2.75,
8,3,1,237,1,2,3,,2.5,2.75,
8,3,1,245,1,3,4,,3.5,3.25,
8,3,1,251,1,3,4,,3.5,3.75,
8,3,1,257,1,4,,,4,4,
8,3,1,202,2,1,2,3,2,2.25,
8,3,1,209,2,2,3,,2.5,2.75,
8,3,1,216,2,2,3,,2.5,2.25,
8,3,1,224,2,2,3,,2.5,1.75,
8,3,1,230,2,2,3,4,3,2.75,
8,3,1,237,2,2,3,4,3,2.75,
8,3,1,245,2,3,4,,3.5,3.25,
8,3,1,251,2,3,4,,3.5,3.5,
8,3,1,257,2,4,,,4,4,
8,3,1,202,3,1,2,,1.5,1.75,
8,3,1,209,3,2,3,,2.5,2.75,
8,3,1,216,3,2,3,,2.5,2.25,
8,3,1,224,3,2,3,,2.5,1.5,
8,3,1,230,3,2,3,,2.5,2.75,
8,3,1,237,3,2,3,,2.5,2.75,
8,3,1,245,3,3,4,,3.5,3.25,
8,3,1,251,3,3,4,,3.5,3.75,
8,3,1,257,3,4,,,4,4,
8,3,1,202,4,1,2,3,2,2.5,
8,3,1,209,4,2,3,,2.5,2.75,
8,3,1,216,4,2,3,,2.5,2.5,
8,3,1,224,4,2,3,,2.5,1.75,
8,3,1,230,4,2,3,,2.5,2.75,
8,3,1,237,4,2,3,,2.5,2.75,
8,3,1,245,4,3,4,,3.5,3.25,
8,3,1,251,4,3,4,,3.5,3.75,
8,3,1,257,4,4,,,4,4,
8,3,1,202,5,2,3,,2.5,2.5,
8,3,1,209,5,2,3,,2.5,2.75,
8,3,1,216,5,2,3,,2.5,2.25,
8,3,1,224,5,2,3,,2.5,1.75,
8,3,1,230,5,2,3,,2.5,2.75,
8,3,1,237,5,2,3,,2.5,2.75,
8,3,1,245,5,3,4,,3.5,3.25,
8,3,1,251,5,3,4,,3.5,3.75,
8,3,1,257,5,4,,,4,4,
8,3,2,202,1,1,2,,1.5,1.75,
8,3,2,209,1,2,3,,2.5,2.75,
8,3,2,216,1,2,3,,2.5,2.5,
8,3,2,224,1,2,3,,2.5,1.5,
8,3,2,230,1,2,3,,2.5,2.75,
8,3,2,237,1,2,3,,2.5,2.75,
8,3,2,245,1,3,4,,3.5,3.25,
8,3,2,251,1,4,,,4,4,
8,3,2,202,2,1,2,3,2,2.25,
8,3,2,209,2,2,3,,2.5,2.5,
8,3,2,216,2,2,3,4,3,2.5,
8,3,2,224,2,2,3,4,3,3.25,
8,3,2,230,2,3,4,,3.5,3.25,
8,3,2,237,2,2,3,4,3,2.75,
8,3,2,245,2,3,4,,3.5,3.25,
8,3,2,251,2,3,4,,3.5,3.5,
8,3,2,257,2,4,,,4,4,
8,3,2,202,3,1,2,3,2,2.25,
8,3,2,209,3,2,3,,2.5,2.5,
8,3,2,216,3,2,3,,2.5,2.75,
8,3,2,224,3,2,3,,2.5,2.5,
8,3,2,230,3,2,3,,2.5,2.75,
8,3,2,237,3,2,3,,2.5,2.75,
8,3,2,245,3,3,4,,3.5,3.25,
8,3,2,251,3,4,,,4,4,
8,3,2,202,4,1,2,,1.5,1.75,
8,3,2,209,4,2,3,,2.5,2.75,
8,3,2,216,4,2,3,,2.5,2.5,
8,3,2,224,4,2,3,,2.5,2.5,
8,3,2,230,4,2,3,,2.5,2.75,
8,3,2,237,4,2,3,,2.5,2.75,
8,3,2,245,4,3,4,,3.5,3.25,
8,3,2,251,4,4,,,4,4,
8,3,2,202,5,1,2,3,2,2.25,
8,3,2,209,5,2,3,,2.5,2.75,
8,3,2,216,5,2,3,,2.5,2.75,
8,3,2,224,5,2,3,,2.5,2.5,
8,3,2,230,5,2,3,,2.5,2.75,
8,3,2,237,5,2,3,,2.5,2.75,
8,3,2,245,5,3,4,,3.5,3.25,
8,3,2,251,5,4,,,4,4,
8,3,3,202,1,2,3,,2.5,2.75,
8,3,3,209,1,2,3,,2.5,2.5,
8,3,3,216,1,2,3,,2.5,2.25,
8,3,3,224,1,2,3,,2.5,2.5,
8,3,3,230,1,2,3,,2.5,2.75,
8,3,3,237,1,2,3,,2.5,2.75,
8,3,3,245,1,3,4,,3.5,3.25,
8,3,3,251,1,3,4,,3.5,3.75,
8,3,3,257,1,4,,,4,4,
8,3,3,202,2,2,3,,2.5,2.75,
8,3,3,209,2,2,3,,2.5,2.75,
8,3,3,216,2,2,3,,2.5,2.25,
8,3,3,224,2,2,3,,2.5,2.5,
8,3,3,230,2,2,3,,2.5,2.75,
8,3,3,237,2,2,3,,2.5,2.75,
8,3,3,245,2,3,4,,3.5,3.25,
8,3,3,251,2,3,4,,3.5,3.5,
8,3,3,257,2,4,,,4,4,
8,3,3,202,3,1,2,3,2,1.7,
8,3,3,209,3,2,3,,2.5,2.75,
8,3,3,216,3,2,3,,2.5,2.5,
8,3,3,224,3,2,3,,2.5,2.75,
8,3,3,230,3,2,3,,2.5,2.75,
8,3,3,237,3,2,3,,2.5,2.75,
8,3,3,245,3,3,4,,3.5,3.25,
8,3,3,251,3,3,4,,3.5,3.75,
8,3,3,257,3,4,,,4,4,
8,3,3,202,4,2,3,,2.5,2.75,
8,3,3,209,4,2,3,,2.5,2.5,
8,3,3,216,4,2,3,,2.5,2.25,
8,3,3,224,4,2,3,,2.5,2.5,
8,3,3,230,4,2,3,,2.5,2.5,
8,3,3,237,4,2,3,,2.5,2.75,
8,3,3,245,4,3,4,,3.5,3.25,
8,3,3,251,4,4,,,4,4,
8,3,3,202,5,2,3,,2.5,2.75,
8,3,3,209,5,2,3,,2.5,2.75,
8,3,3,216,5,2,3,,2.5,2.5,
8,3,3,224,5,2,3,,2.5,2.5,
8,3,3,230,5,2,3,,2.5,2.75,
8,3,3,237,5,2,3,,2.5,2.75,
8,3,3,245,5,3,4,,3.5,3.5,
8,3,3,251,5,3,4,,3.5,3.75,
8,3,3,257,5,4,,,4,4,
8,3,4,202,1,2,3,,2.5,2.25,
8,3,4,209,1,2,3,,2.5,2.75,
8,3,4,216,1,2,3,,2.5,2.5,
8,3,4,224,1,2,3,,2.5,2.75,
8,3,4,230,1,2,3,,2.5,2.75,
8,3,4,237,1,2,3,,2.5,2.75,
8,3,4,245,1,3,4,,3.5,3.75,
8,3,4,251,1,4,,,4,4,
8,3,4,202,2,1,2,,1.5,1.75,
8,3,4,209,2,2,3,,2.5,2.75,
8,3,4,216,2,2,3,,2.5,2.5,
8,3,4,224,2,2,3,,2.5,2.5,
8,3,4,230,2,2,3,,2.5,2.75,
8,3,4,237,2,2,3,,2.5,2.75,
8,3,4,245,2,3,4,,3.5,3.5,
8,3,4,251,2,4,,,4,4,
8,3,4,202,3,1,2,3,2,1.75,
8,3,4,209,3,2,3,,2.5,2.25,
8,3,4,216,3,2,3,,2.5,2.5,
8,3,4,224,3,2,3,,2.5,2.5,
8,3,4,230,3,2,3,,2.5,2.75,
8,3,4,237,3,2,3,,2.5,2.75,
8,3,4,245,3,3,4,,3.5,3.5,
8,3,4,251,3,3,4,,3.5,3.75,
8,3,4,257,3,4,,,4,4,
8,3,4,202,4,1,2,3,2,2.25,
8,3,4,209,4,2,3,,2.5,2.75,
8,3,4,216,4,2,3,,2.5,2.75,
8,3,4,224,4,2,3,,2.5,2.5,
8,3,4,230,4,2,3,,2.5,2.75,
8,3,4,237,4,2,3,,2.5,2.75,
8,3,4,245,4,3,4,,3.5,3.25,
8,3,4,251,4,3,4,,3.5,3.75,
8,3,4,257,4,4,,,4,4,
8,3,4,202,5,1,2,,1.5,1.75,
8,3,4,209,5,2,3,,2.5,2.75,
8,3,4,216,5,2,3,,2.5,2.75,
8,3,4,224,5,2,3,,2.5,2.5,
8,3,4,230,5,2,3,,2.5,2.75,
8,3,4,237,5,2,3,,2.5,2.75,
8,3,4,245,5,3,4,,3.5,3.25,
8,3,4,251,5,3,4,,3.5,3.75,
8,3,4,257,5,4,,,4,4,
8,3,5,202,1,2,3,,2.5,2.25,
8,3,5,209,1,2,3,,2.5,2.75,
8,3,5,216,1,2,3,,2.5,2.5,
8,3,5,224,1,2,3,,2.5,2.5,
8,3,5,230,1,2,3,,2.5,2.75,
8,3,5,237,1,2,3,,2.5,2.75,
8,3,5,245,1,3,4,,3.5,3.5,
8,3,5,251,1,3,4,,3.5,3.75,
8,3,5,257,1,4,,,4,4,
8,3,5,202,2,2,3,,2.5,2.5,
8,3,5,209,2,2,3,,2.5,2.75,
8,3,5,216,2,2,3,,2.5,2.25,
8,3,5,224,2,2,3,,2.5,2.5,
8,3,5,230,2,2,3,,2.5,2.75,
8,3,5,237,2,2,3,,2.5,2.75,
8,3,5,245,2,3,4,,3.5,3.25,
8,3,5,251,2,3,4,,3.5,3.75,
8,3,5,257,2,4,,,4,4,
8,3,5,202,3,1,2,3,2,2.25,
8,3,5,209,3,2,3,,2.5,2.75,
8,3,5,216,3,2,3,,2.5,2.5,
8,3,5,224,3,2,3,,2.5,2.25,
8,3,5,230,3,2,3,,2.5,2.75,
8,3,5,237,3,2,3,,2.5,2.75,
8,3,5,245,3,3,4,,3.5,3.5,
8,3,5,251,3,3,4,,3.5,3.75,
8,3,5,257,3,4,,,4,4,
8,3,5,202,4,2,3,,2.5,2.5,
8,3,5,209,4,2,3,,2.5,2.75,
8,3,5,216,4,2,3,,2.5,2.5,
8,3,5,224,4,2,3,,2.5,2.5,
8,3,5,230,4,2,3,,2.5,2.75,
8,3,5,237,4,2,3,,2.5,2.75,
8,3,5,245,4,3,4,,3.5,3.5,
8,3,5,251,4,4,,,4,4,
8,3,5,202,5,2,3,,2.5,2.5,
8,3,5,209,5,2,3,,2.5,2.75,
8,3,5,216,5,2,3,,2.5,2.25,
8,3,5,224,5,2,3,,2.5,2.5,
8,3,5,230,5,2,3,,2.5,2.75,
8,3,5,237,5,2,3,,2.5,2.75,
8,3,5,245,5,3,4,,3.5,3.75,
8,3,5,251,5,4,,,4,4,
8,3,6,202,1,2,3,,2.5,2.75,
8,3,6,209,1,2,3,,2.5,2.25,
8,3,6,216,1,2,3,,2.5,2.5,
8,3,6,224,1,2,3,,2.5,2.75,
8,3,6,230,1,2,3,,2.5,2.75,
8,3,6,237,1,2,3,4,3,3.25,
8,3,6,245,1,3,4,,3.5,3.5,
8,3,6,251,1,4,,,4,4,
8,3,6,202,2,2,3,,2.5,2.5,
8,3,6,209,2,2,3,,2.5,2.5,
8,3,6,216,2,2,3,,2.5,2.5,
8,3,6,224,2,2,3,,2.5,2.5,
8,3,6,230,2,2,3,,2.5,2.75,
8,3,6,237,2,2,3,,2.5,2.75,
8,3,6,245,2,3,4,,3.5,3.5,
8,3,6,251,2,3,4,,3.5,3.75,
8,3,6,257,2,4,,,4,4,
8,3,6,202,3,2,3,,2.5,2.25,
8,3,6,209,3,2,3,,2.5,2.75,
8,3,6,216,3,2,3,,2.5,2.75,
8,3,6,224,3,2,3,,2.5,2.75,
8,3,6,230,3,2,3,,2.5,2.75,
8,3,6,237,3,2,3,,2.5,2.75,
8,3,6,245,3,3,4,,3.5,3.25,
8,3,6,251,3,3,4,,3.5,3.75,
8,3,6,257,3,4,,,4,4,
8,3,6,202,4,2,3,,2.5,2.75,
8,3,6,209,4,2,3,,2.5,2.75,
8,3,6,216,4,2,3,,2.5,2.5,
8,3,6,224,4,2,3,,2.5,2.75,
8,3,6,230,4,2,3,,2.5,2.75,
8,3,6,237,4,2,3,,2.5,2.75,
8,3,6,245,4,3,4,,3.5,3.5,
8,3,6,251,4,4,,,4,4,
8,3,6,202,5,2,3,,2.5,2.75,
8,3,6,209,5,2,3,,2.5,2.75,
8,3,6,216,5,2,3,,2.5,2.75,
8,3,6,224,5,2,3,,2.5,2.5,
8,3,6,230,5,2,3,,2.5,2.75,
8,3,6,237,5,2,3,,2.5,2.75,
8,3,6,245,5,3,4,,3.5,3.25,
8,3,6,251,5,3,4,,3.5,3.75,
8,3,6,257,5,4,,,4,4,
8,3,7,202,1,2,3,,2.5,2.75,
8,3,7,209,1,2,3,,2.5,2.75,
8,3,7,216,1,2,3,,2.5,2.5,
8,3,7,224,1,2,3,,2.5,2.75,
8,3,7,230,1,2,3,,2.5,2.75,
8,3,7,237,1,2,3,,2.5,2.75,
8,3,7,245,1,3,4,,3.5,3.5,
8,3,7,251,1,4,,,4,4,
8,3,7,202,2,2,3,,2.5,2.75,
8,3,7,209,2,2,3,,2.5,2.75,
8,3,7,216,2,2,3,,2.5,2.25,
8,3,7,224,2,2,3,,2.5,2.75,
8,3,7,230,2,2,3,,2.5,2.75,
8,3,7,237,2,2,3,,2.5,2.75,
8,3,7,245,2,3,4,,3.5,3.5,
8,3,7,251,2,4,,,4,4,
8,3,7,202,4,2,3,,2.5,2.5,
8,3,7,209,4,2,3,,2.5,2.75,
8,3,7,216,4,2,3,,2.5,2.75,
8,3,7,224,4,2,3,,2.5,2.5,
8,3,7,230,4,2,3,,2.5,2.75,
8,3,7,237,4,2,3,,2.5,2.75,
8,3,7,245,4,3,4,,3.5,3.25,
8,3,7,251,4,4,,,4,4,
8,3,7,202,5,1,2,,1.5,1.75,
8,3,7,209,5,2,3,,2.5,2.5,
8,3,7,216,5,2,3,,2.5,2.5,
8,3,7,224,5,2,3,,2.5,2.75,
8,3,7,230,5,2,3,,2.5,2.75,
8,3,7,237,5,2,3,,2.5,2.75,
8,3,7,245,5,3,4,,3.5,3.5,
8,3,7,251,5,4,,,4,4,
8,3,8,202,1,2,3,,2.5,2.25,
8,3,8,209,1,2,3,,2.5,2.75,
8,3,8,216,1,2,3,,2.5,2.5,
8,3,8,224,1,2,3,,2.5,2.5,
8,3,8,230,1,2,3,,2.5,2.75,
8,3,8,237,1,2,3,,2.5,2.75,
8,3,8,245,1,3,4,,3.5,3.25,
8,3,8,251,1,3,4,,3.5,3.75,
8,3,8,257,1,4,,,4,4,
8,3,8,202,2,2,3,,2.5,2.5,
8,3,8,209,2,2,3,,2.5,2.75,
8,3,8,216,2,2,3,,2.5,2.75,
8,3,8,224,2,2,3,,2.5,2.75,
8,3,8,230,2,2,3,,2.5,2.75,
8,3,8,237,2,2,3,,2.5,2.75,
8,3,8,245,2,3,4,,3.5,3.25,
8,3,8,251,2,4,,,4,4,
8,3,8,202,3,2,3,,2.5,2.75,
8,3,8,209,3,2,3,,2.5,2.75,
8,3,8,216,3,2,3,,2.5,2.75,
8,3,8,224,3,2,3,,2.5,2.5,
8,3,8,230,3,2,3,,2.5,2.75,
8,3,8,237,3,2,3,,2.5,2.75,
8,3,8,245,3,3,4,,3.5,3.5,
8,3,8,251,3,4,,,4,4,
8,3,8,202,4,1,2,3,2,2.25,
8,3,8,209,4,2,3,,2.5,2.5,
8,3,8,216,4,2,3,,2.5,2.5,
8,3,8,224,4,2,3,,2.5,2.25,
8,3,8,230,4,2,3,,2.5,2.75,
8,3,8,237,4,2,3,,2.5,2.75,
8,3,8,245,4,3,4,,3.5,3.25,
8,3,8,251,4,4,,,4,4,
8,3,8,202,5,2,3,,2.5,2.75,
8,3,8,209,5,2,3,,2.5,2.5,
8,3,8,216,5,2,3,,2.5,2.75,
8,3,8,224,5,2,3,,2.5,2.5,
8,3,8,230,5,2,3,,2.5,2.75,
8,3,8,237,5,2,3,,2.5,2.75,
8,3,8,245,5,3,4,,3.5,3.5,
8,3,8,251,5,3,4,,3.5,3.75,
8,3,8,257,5,4,,,4,4,
8,3,9,202,1,2,3,,2.5,2.25,
8,3,9,209,1,2,3,,2.5,2.5,
8,3,9,216,1,2,3,,2.5,2.5,
8,3,9,224,1,2,3,,2.5,2.5,
8,3,9,230,1,2,3,,2.5,2.75,
8,3,9,237,1,2,3,,2.5,2.75,
8,3,9,245,1,3,4,,3.5,3.5,
8,3,9,251,1,3,4,,3.5,3.75,
8,3,9,257,1,4,,,4,4,
8,3,9,202,2,2,3,,2.5,2.25,
8,3,9,209,2,2,3,,2.5,2.25,
8,3,9,216,2,2,3,,2.5,2.5,
8,3,9,224,2,2,3,,2.5,2.75,
8,3,9,230,2,2,3,,2.5,2.75,
8,3,9,237,2,2,3,,2.5,2.75,
8,3,9,245,2,3,4,,3.5,3.25,
8,3,9,251,2,4,,,4,4,
8,3,9,202,3,2,3,,2.5,2.5,
8,3,9,209,3,2,3,,2.5,2.25,
8,3,9,216,3,2,3,,2.5,2.25,
8,3,9,224,3,2,3,,2.5,2.5,
8,3,9,230,3,2,3,,2.5,2.75,
8,3,9,237,3,2,3,,2.5,2.75,
8,3,9,245,3,3,4,,3.5,3.25,
8,3,9,251,3,4,,,4,4,
8,3,9,202,4,2,3,,2.5,2.75,
8,3,9,209,4,2,3,,2.5,2.75,
8,3,9,216,4,2,3,,2.5,2.5,
8,3,9,224,4,2,3,,2.5,2.75,
8,3,9,230,4,2,3,,2.5,2.75,
8,3,9,237,4,2,3,,2.5,2.75,
8,3,9,245,4,3,4,,3.5,3.5,
8,3,9,251,4,4,,,4,4,
8,3,9,202,5,2,3,,2.5,2.75,
8,3,9,209,5,2,3,,2.5,2.75,
8,3,9,216,5,2,3,,2.5,2.5,
8,3,9,224,5,2,3,,2.5,2.75,
8,3,9,230,5,2,3,,2.5,2.75,
8,3,9,237,5,2,3,,2.5,2.75,
8,3,9,245,5,3,4,,3.5,3.5,
8,3,9,251,5,3,4,,3.5,3.75,
8,3,9,257,5,4,,,4,4, 
8,3,10,202,1,1,2,,1.5,1.75,
8,3,10,209,1,2,3,,2.5,2.25,
8,3,10,216,1,2,3,,2.5,2.75,
8,3,10,224,1,2,3,4,3,2.75,
8,3,10,230,1,2,3,,2.5,2.75,
8,3,10,237,1,2,3,,2.5,2.75,
8,3,10,245,1,3,4,,3.5,3.75,
8,3,10,251,1,3,4,,3.5,3.75,
8,3,10,257,1,4,,,4,4,
8,3,10,202,2,2,3,,2.5,2.25,
8,3,10,209,2,2,3,,2.5,2.75,
8,3,10,216,2,2,3,,2.5,2.25,
8,3,10,224,2,2,3,4,3,3.25,
8,3,10,230,2,2,3,,2.5,2.75,
8,3,10,237,2,2,3,,2.5,2.75,
8,3,10,245,2,3,4,,3.5,3.5,
8,3,10,251,2,3,4,,3.5,3.75,
8,3,10,257,2,4,,,4,4,
8,3,10,202,3,2,3,,2.5,2.5,
8,3,10,209,3,2,3,,2.5,2.5,
8,3,10,216,3,2,3,,2.5,2.5,
8,3,10,224,3,2,3,,2.5,2.75,
8,3,10,230,3,2,3,,2.5,2.75,
8,3,10,237,3,2,3,,2.5,2.75,
8,3,10,245,3,3,4,,3.5,3.5,
8,3,10,251,3,4,,,4,4,
8,3,10,202,4,2,3,,2.5,2.75,
8,3,10,209,4,2,3,,2.5,2.75,
8,3,10,216,4,2,3,,2.5,2.5,
8,3,10,224,4,2,3,,2.5,2.75,
8,3,10,230,4,2,3,,2.5,2.75,
8,3,10,237,4,2,3,,2.5,2.75,
8,3,10,245,4,3,4,,3.5,3.75,
8,3,10,251,4,4,,,4,4,
8,3,10,202,5,1,2,,1.5,1.75,
8,3,10,209,5,2,3,,2.5,2.5,
8,3,10,216,5,2,3,,2.5,2.75,
8,3,10,224,5,2,3,,2.5,2.75,
8,3,10,230,5,2,3,,2.5,2.75,
8,3,10,237,5,2,3,,2.5,2.75,
8,3,10,245,5,3,4,,3.5,3.5,
8,3,10,251,5,4,,,4,4,
8,4,1,208,1,2,3,,2.5,2.75,
8,4,1,218,1,2,3,,2.5,2.5,
8,4,1,222,1,2,3,,2.5,2.75,
8,4,1,231,1,2,3,,2.5,2.75,
8,4,1,236,1,2,3,4,3,2.75,
8,4,1,244,1,3,4,,3.5,3.25,
8,4,1,251,1,3,4,,3.5,3.75,
8,4,1,257,1,4,,,4,4,
8,4,1,208,2,2,3,,2.5,2.75,
8,4,1,218,2,2,3,,2.5,2.5,
8,4,1,222,2,2,3,,2.5,2.75,
8,4,1,231,2,3,4,,3.5,3.25,
8,4,1,236,2,3,4,,3.5,3.25,
8,4,1,244,2,3,4,,3.5,3.25,
8,4,1,251,2,4,,,4,4,
8,4,1,208,3,2,3,,2.5,2.5,
8,4,1,218,3,2,3,,2.5,2.75,
8,4,1,222,3,2,3,,2.5,2.75,
8,4,1,231,3,2,3,,2.5,2.75,
8,4,1,236,3,3,4,,3.5,3.25,
8,4,1,244,3,3,4,,3.5,3.25,
8,4,1,251,3,3,4,,3.5,3.75,
8,4,1,257,3,4,,,4,4,
8,4,1,208,4,2,3,,2.5,2.75,
8,4,1,218,4,2,3,,2.5,2.5,
8,4,1,222,4,2,3,,2.5,2.75,
8,4,1,231,4,2,3,,2.5,2.75,
8,4,1,236,4,3,4,,3.5,3.25,
8,4,1,244,4,3,4,,3.5,3.25,
8,4,1,251,4,3,4,,3.5,3.75,
8,4,1,257,4,4,,,4,4,
8,4,1,208,5,2,3,,2.5,2.75,
8,4,1,218,5,2,3,,2.5,2.5,
