placette,rep,plot,hum,temp,date,30 cm,15 cm,,placette,rep,hum,temp,30 cm,15 cm,,,,temp,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,030829,25.2,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,030829,17.2,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,030829,14.8,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,030829,23.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,030829,20.2,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,030829,23.4,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,030829,22,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,030829,23.2,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,030829,19.7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,030829,19.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,030829,15.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,030829,21.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,030829,13.1,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,030829,20.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,030829,21.4,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,030829,22.1,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,030829,23.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,030829,23.3,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,030829,22.4,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,030829,25.5,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,030829,21.5,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,031023,23.9,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,031023,27,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,031023,29.7,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,031023,25.4,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,031023,29.6,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,031023,25.9,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,031023,25.5,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,031023,26.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,031023,27.1,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,031023,29.7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,031023,27.6,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,031023,22.9,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,031023,28,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,031023,22.1,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,031023,22.5,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,031023,24.9,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,031023,27.6,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,031023,25.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,031023,31.3,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,031023,26.3,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,031023,29.7,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,031023,29.5,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,031023,26.6,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,031023,30.1,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,031023,25.4,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,031023,26,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,031023,24.7,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,031023,28.7,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,031023,28.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,031023,26.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,031107,28.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,031107,28.4,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,031107,28.8,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,031107,29.5,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,031107,30.1,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,031107,30.3,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,031107,28.3,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,031107,31,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,031107,31.4,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,031107,29.7,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,031107,26.8,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,031107,29.9,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,031107,28,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,031107,30.4,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,031107,31.1,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,031107,28,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,031107,30.2,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,031107,30.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,031107,30.8,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,031107,29.8,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,031107,28.2,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,031107,28.8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,031107,31.3,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,031107,29.7,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,031107,29.7,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,031107,29,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,031107,26.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,031107,30.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,031107,30,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,031107,26.9,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,031114,31.9,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,031114,30.9,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,031114,31.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,031114,30.9,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,031114,32.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,031114,31.5,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,031114,32.7,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,031114,30.6,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,031114,30.3,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,031114,32.4,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,031114,29.8,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,031114,29.4,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,031114,31.1,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,031114,31.3,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,031114,32.4,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,031114,29.7,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,031114,25.7,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,031114,30.1,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,031114,31.3,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,031114,32.7,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,031114,28.3,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,031114,32.8,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,031114,31.2,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,031114,31.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,031114,32.2,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,031114,31.9,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,031114,30.4,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,031114,33,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,031114,31.9,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,031114,30.1,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,031125,35.6,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,031125,34.6,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,031125,33.6,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,031125,29.2,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,031125,34.3,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,031125,32.8,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,031125,31.9,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,031125,32.4,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,031125,35,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,031125,34.5,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,031125,32.3,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,031125,30.4,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,031125,31.8,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,031125,33.3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,031125,33.2,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,031125,30,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,031125,32.2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,031125,32.4,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,031125,34.2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,031125,32.4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,031125,32.8,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,031125,34.3,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,031125,33.8,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,031125,34.5,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,031125,33.4,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,031125,33,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,031125,30.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,031125,34.7,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,031125,34.5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,031125,33.4,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1,A,1,H,T+,031229,31.5,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1,B,1,H,T,031229,31.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1,C,1,S,T,031229,30.8,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1,D,1,S,T++,031229,29.7,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1,E,1,H,T+,031229,30.9,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2,A,2,S,T++,031229,28.9,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2,B,2,S,T+,031229,28.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2,C,2,H,T++,031229,28.5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2,D,2,S,T+,031229,31.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2,E,2,H,T,031229,31.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3,A,3,S,T,031229,30.3,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3,B,3,S,T++,031229,27.8,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3,C,3,H,T,031229,29.9,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3,D,3,H,T++,031229,29.3,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3,E,3,H,T++,031229,30.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4,A,4,H,T++,031229,27.3,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4,B,4,H,T+,031229,29.4,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4,C,4,S,T++,031229,29,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4,D,4,S,T,031229,31.6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4,E,4,S,T++,031229,28.5,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5,A,5,H,T,031229,31.6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5,B,5,S,T,031229,31.9,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5,C,5,H,T+,031229,30.1,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5,D,5,H,T+,031229,31.3,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5,E,5,S,T+,031229,29.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6,A,6,S,T+,031229,30.9,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6,B,6,H,T++,031229,28.7,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6,C,6,S,T+,031229,32,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6,D,6,H,T,031229,31.8,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6,E,6,S,T,031229,29.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
