Block,Plot,humidity treatment,temperature treatment,species,population,sowing,transplanted following germination failure,9,55,65,85,95
b,4,H,T+,lp,3,23-sept.,,,6-Jun,24-Jun,26-Jun,
b,5,S,T,lp,3,22-oct.,r,9-Nov,18-May,1-Jun,29-Jun,
b,5,S,T,lp,3,23-sept.,,,,,,
b,5,S,T,lp,3,23-sept.,,6-Oct,28-Apr,17-May,22-Jun,
b,6,H,T++,lp,3,23-sept.,,,,,,
b,6,H,T++,lp,3,22-oct.,r,31-Oct,22-May,1-Jun,1-Jul,
b,6,H,T++,lp,3,22-oct.,r,2-Nov,20-May,28-May,22-Jun,
c,1,S,T,lp,3,23-sept.,,14-Oct,,,,
c,1,S,T,lp,3,23-sept.,,7-Oct,18-May,31-May,22-Jun,
c,1,S,T,lp,3,22-oct.,r,4-Nov,,,,
c,2,H,T++,lp,3,22-oct.,r,14-Nov,,,,
c,2,H,T++,lp,3,23-sept.,,3-Oct,11-May,18-May,1-Jul,
c,2,H,T++,lp,3,22-oct.,r,9-Nov,21-May,2-Jun,1-Jul,
c,3,H,T,lp,3,23-sept.,,,,,,
c,3,H,T,lp,3,22-oct.,r,7-Oct,20-May,28-May,22-Jul,
c,3,H,T,lp,3,22-oct.,r,2-Nov,21-May,1-Jun,25-Jun,
c,4,S,T++,lp,3,23-sept.,,,,,,
c,4,S,T++,lp,3,23-sept.,,3-Oct,6-May,28-May,22-Jun,
c,4,S,T++,lp,3,22-oct.,r,,28-Apr,17-May,22-Jun,
c,5,H,T+,lp,3,23-sept.,,,,,,
c,5,H,T+,lp,3,23-sept.,,,,,,
c,5,H,T+,lp,3,23-sept.,,7-Oct,10-May,25-May,24-Jun,
c,6,S,T+,lp,3,23-sept.,,3-Oct,18-May,28-May,22-Jun,
c,6,S,T+,lp,3,23-sept.,,3-Oct,4-May,17-May,22-Jun,
c,6,S,T+,lp,3,22-oct.,r,14-Nov,29-Apr,28-May,22-Jun,
d,1,S,T++,lp,3,22-oct.,r,,,,21-Jun,
d,1,S,T++,lp,3,24-sept.,,,,,,
d,1,S,T++,lp,3,24-sept.,,6-Oct,24-Apr,16-May,,
d,2,S,T+,lp,3,22-oct.,r,6-Oct,20-May,4-Jun,26-Jun,
d,2,S,T+,lp,3,22-oct.,r,10-Nov,18-May,3-Jun,23-Jun,
d,2,S,T+,lp,3,22-oct.,r,10-Nov,22-May,15-Jun,26-Jun,
d,3,H,T++,lp,3,22-oct.,r,10-Nov,13-May,1-Jun,10-Jun,
d,3,H,T++,lp,3,24-sept.,,,,,,
d,3,H,T++,lp,3,24-sept.,,,,,,
d,4,S,T,lp,3,24-sept.,,3-Oct,28-May,12-Jun,22-Jun,
d,4,S,T,lp,3,22-oct.,r,16-Nov,17-May,7-Jun,17-Jun,
d,4,S,T,lp,3,24-sept.,,3-Oct,28-May,10-Jun,30-Jun,
d,5,H,T+,lp,3,24-sept.,,14-Oct,,1-Jun,24-Jun,
d,5,H,T+,lp,3,22-oct.,r,2-Nov,,,,
d,5,H,T+,lp,3,24-sept.,,3-Oct,,,,
d,6,H,T,lp,3,22-oct.,6-Oct,31-Oct,,,,
d,6,H,T,lp,3,24-sept.,,22-Oct,20-May,28-May,18-Jun,
d,6,H,T,lp,3,24-sept.,,3-Oct,11-May,28-May,22-Jun,
e,1,H,T+,lp,3,24-sept.,,,,,,
e,1,H,T+,lp,3,24-sept.,,3-Oct,3-May,25-May,26-Jun,
e,1,H,T+,lp,3,23-oct.,r,1-Nov,,26-May,7-Jul,
e,2,H,T,lp,3,24-sept.,,,,,,
e,2,H,T,lp,3,23-oct.,3-Oct,16-Nov,14-May,6-Jun,30-Jun,
e,2,H,T,lp,3,23-oct.,r,16-Nov,17-May,7-Jun,28-Jun,
e,3,H,T++,lp,3,23-oct.,r,9-Nov,,,,
e,3,H,T++,lp,3,23-oct.,r,9-Nov,,28-May,23-Jun,
e,3,H,T++,lp,3,24-sept.,,,,,,
e,4,S,T++,lp,3,24-sept.,,3-Oct,18-May,1-Jun,24-Jun,
e,4,S,T++,lp,3,23-oct.,r,4-Nov,28-May,8-Jun,22-Jun,
e,4,S,T++,lp,3,24-sept.,,,,,,
e,5,S,T+,lp,3,24-sept.,,14-Oct,3-May,19-May,8-Jun,
e,5,S,T+,lp,3,23-oct.,r,4-Nov,3-May,20-May,10-Jun,
e,5,S,T+,lp,3,24-sept.,,,,,,
e,6,S,T,lp,3,23-oct.,r,6-Nov,,,,
e,6,S,T,lp,3,24-sept.,,22-Oct,14-May,1-Jun,26-Jun,
e,6,S,T,lp,3,24-sept.,,14-Oct,7-May,25-May,12-Jun,
a,1,H,T+,lp3,1,23-sept.,,,14-May,24-May,25-Jun,
a,2,S,T++,lp3,1,23-sept.,,,10-May,23-May,18-Jun,
a,3,S,T,lp3,1,23-sept.,,,18-May,31-May,15-Jul,
a,4,H,T++,lp3,1,23-sept.,,,10-May,23-May,23-Jun,
a,5,H,T,lp3,1,23-sept.,,,17-May,1-Jun,1-Jul,
a,6,S,T+,lp3,1,23-sept.,,,17-May,27-May,17-Jul,
b,1,H,T,lp3,1,23-sept.,,,10-May,22-May,28-Jun,
b,2,S,T+,lp3,1,23-sept.,,,7-May,28-May,23-Jun,
b,3,S,T++,lp3,1,23-sept.,,,10-May,25-May,15-Jul,
b,4,H,T+,lp3,1,23-sept.,,,8-May,30-May,23-Jun,
b,5,S,T,lp3,1,23-sept.,,,8-May,22-May,25-Jun,
b,6,H,T++,lp3,1,23-sept.,,,7-May,19-May,5-Jul,
c,1,S,T,lp3,1,23-sept.,,,20-May,9-Jun,5-Jul,
c,2,H,T++,lp3,1,23-sept.,,,12-May,24-May,28-Jun,
c,3,H,T,lp3,1,23-sept.,,,18-May,3-Jun,30-Jun,
c,4,S,T++,lp3,1,23-sept.,,,11-May,25-May,1-Jul,
c,5,H,T+,lp3,1,23-sept.,,,12-May,28-May,28-Jun,
c,6,S,T+,lp3,1,23-sept.,,,11-May,24-May,28-Jun,
d,1,S,T++,lp3,1,24-sept.,,,10-May,24-May,21-Jun,
d,2,S,T+,lp3,1,24-sept.,,,12-May,1-Jun,26-Jun,
d,3,H,T++,lp3,1,24-sept.,,,10-May,26-May,24-Jun,
d,4,S,T,lp3,1,24-sept.,,,18-May,1-Jun,29-Jun,
d,5,H,T+,lp3,1,24-sept.,,,10-May,24-May,17-Jun,
d,6,H,T,lp3,1,24-sept.,,,17-May,2-Jun,26-Jun,
e,1,H,T+,lp3,1,24-sept.,,,13-May,1-Jun,7-Jul,
e,2,H,T,lp3,1,24-sept.,,,14-May,27-May,30-Jun,
e,3,H,T++,lp3,1,24-sept.,,,12-May,26-May,23-Jun,
e,4,S,T++,lp3,1,24-sept.,,,11-May,18-May,26-Jun,
e,5,S,T+,lp3,1,24-sept.,,,12-May,26-May,29-Jun,
e,6,S,T,lp3,1,24-sept.,,,13-May,28-May,26-Jun,
a,1,H,T+,lp3,2,23-sept.,,,,,,
a,2,S,T++,lp3,2,23-sept.,,,,,5-Jul,
a,3,S,T,lp3,2,23-sept.,,,25-May,7-Jun,10-Jul,
a,4,H,T++,lp3,2,23-sept.,,,,,,
a,5,H,T,lp3,2,23-sept.,,,28-May,7-Jun,28-Jun,
a,5,H,T,lp3,2,23-sept.,,,,,,
a,6,S,T+,lp3,2,23-sept.,,,,,,
a,6,S,T+,lp3,2,23-sept.,,,,20-Jun,26-Jul,
b,1,H,T,lp3,2,23-sept.,,,20-May,,28-Jun,
b,2,S,T+,lp3,2,23-sept.,,,15-Jun,22-Jun,29-Jul,
b,3,S,T++,lp3,2,23-sept.,,,,,,
b,4,H,T+,lp3,2,23-sept.,,,13-Jun,,21-Jul,
b,5,S,T,lp3,2,23-sept.,,,17-Jun,28-Jun,22-Jul,
b,6,H,T++,lp3,2,23-sept.,,,,,,
c,1,S,T,lp3,2,23-sept.,,,5-Jun,19-Jun,23-Jul,
c,2,H,T++,lp3,2,23-sept.,,,,,,
c,3,H,T,lp3,2,23-sept.,,,,,,
c,4,S,T++,lp3,2,23-sept.,,,,,,
c,5,H,T+,lp3,2,23-sept.,,,20-Jun,28-Jun,5-Aug,
c,6,S,T+,lp3,2,23-sept.,,,,22-Jun,9-Jul,
d,1,S,T++,lp3,2,24-sept.,,,5-Jun,16-Jun,11-Jul,
d,2,S,T+,lp3,2,24-sept.,,,7-Jun,22-Jun,22-Jul,
d,3,H,T++,lp3,2,24-sept.,,,,,,
d,4,S,T,lp3,2,24-sept.,,,,,,
d,5,H,T+,lp3,2,24-sept.,,,,,,
d,6,H,T,lp3,2,24-sept.,,,29-Jun,30-Jun,21-Jul,
e,1,H,T+,lp3,2,24-sept.,,,3-Jun,23-Jun,3-Aug,
e,2,H,T,lp3,2,24-sept.,,,26-May,11-Jun,2-Jul,
e,3,H,T++,lp3,2,24-sept.,,,,,,
e,4,S,T++,lp3,2,24-sept.,,,,26-Jun,21-Jul,
e,5,S,T+,lp3,2,24-sept.,,,25-May,15-Jun,18-Jul,
e,6,S,T,lp3,2,24-sept.,,,,20-Jun,13-Jul,
a,1,H,T+,lp3,3,23-sept.,,,4-May,19-Jun,,
a,2,S,T++,lp3,3,23-sept.,,,,15-May,22-Jun,
a,3,S,T,lp3,3,23-sept.,,,,,,
a,4,H,T++,lp3,3,23-sept.,,,,,,
b,1,H,T,lp3,3,23-sept.,,,,,,
b,2,S,T+,lp3,3,23-sept.,,,19-May,5-Jun,5-Jul,
b,3,S,T++,lp3,3,23-sept.,,,,,,
b,4,H,T+,lp3,3,23-sept.,,,4-Jun,28-Jun,2-Jul,
b,5,S,T,lp3,3,23-sept.,,,,,,
b,6,H,T++,lp3,3,23-sept.,,,,,,
c,1,S,T,lp3,3,23-sept.,,,,,,
c,2,H,T++,lp3,3,23-sept.,,,29-May,8-Jun,5-Jul,
c,3,H,T,lp3,3,23-sept.,,,27-Apr,19-May,20-Jun,
c,4,S,T++,lp3,3,23-sept.,,,,,,
c,5,H,T+,lp3,3,23-sept.,,,,,,
c,6,S,T+,lp3,3,23-sept.,,,,,,
d,1,S,T++,lp3,3,24-sept.,,,,,,
d,2,S,T+,lp3,3,24-sept.,,,,,,
d,3,H,T++,lp3,3,24-sept.,,,,,,
d,4,S,T,lp3,3,24-sept.,,,,,,
d,5,H,T+,lp3,3,24-sept.,,,,,,
d,6,H,T,lp3,3,24-sept.,,,,,,
e,1,H,T+,lp3,3,24-sept.,,,1-Jun,,14-Jul,
e,2,H,T,lp3,3,24-sept.,,,,,,
e,3,H,T++,lp3,3,24-sept.,,,,,,
e,4,S,T++,lp3,3,24-sept.,,,13-May,29-May,29-Jun,
e,5,S,T+,lp3,3,24-sept.,,,28-May,11-Jun,12-Jul,
e,6,S,T,lp3,3,24-sept.,,,,,,
a,1,H,T+,lr,1,23-sept.,,,,,,
a,1,H,T+,lr,1,23-sept.,,,18-May,29-May,,
a,1,H,T+,lr,1,22-oct.,r,,5-May,18-May,4-Jun,20-May
a,1,H,T+,lr,1,23-sept.,,20-Oct,27-Apr,17-May,4-Jun,20-May
a,2,S,T++,lr,1,23-sept.,,,,,,
a,2,S,T++,lr,1,23-sept.,,7-Oct,3-May,17-May,6-Jun,24-May
a,2,S,T++,lr,1,23-sept.,,14-Oct,27-Apr,14-May,6-Jun,1-Jun
a,2,S,T++,lr,1,22-oct.,r,31-Oct,27-Apr,14-May,6-Jun,24-May
a,3,S,T,lr,1,23-sept.,,7-Oct,5-May,20-May,16-Jun,6-Jun
a,3,S,T,lr,1,23-sept.,,,,,,
a,3,S,T,lr,1,23-sept.,,3-Oct,21-Apr,13-May,12-Jun,5-Jun
a,3,S,T,lr,1,23-sept.,,3-Oct,29-Apr,10-May,11-Jun,5-Jun
a,4,H,T++,lr,1,23-sept.,,3-Oct,19-Apr,4-May,6-Jun,24-May
a,4,H,T++,lr,1,23-sept.,,31-Oct,3-May,,9-Jun,24-May
a,4,H,T++,lr,1,23-sept.,,3-Oct,3-May,18-May,4-Jun,24-May
a,4,H,T++,lr,1,23-sept.,,3-Oct,3-May,18-May,4-Jun,24-May
a,5,H,T,lr,1,22-oct.,r,6-Nov,6-May,20-May,12-Jun,6-Jun
a,5,H,T,lr,1,23-sept.,,6-Oct,4-May,17-May,13-Jun,1-Jun
a,5,H,T,lr,1,23-sept.,,3-Oct,5-May,30-May,16-Jun,3-Jun
a,5,H,T,lr,1,23-sept.,,3-Oct,3-May,22-May,12-Jun,3-Jun
a,6,S,T+,lr,1,23-sept.,,3-Oct,27-Apr,17-May,12-Jun,28-May
a,6,S,T+,lr,1,23-sept.,,7-Oct,5-May,,12-Jun,1-Jun
a,6,S,T+,lr,1,23-sept.,,3-Oct,27-Apr,14-May,13-Jun,28-May
a,6,S,T+,lr,1,23-sept.,,3-Oct,27-Apr,17-May,13-Jun,28-May
b,1,H,T,lr,1,23-sept.,,3-Oct,23-Apr,14-May,12-Jun,28-May
b,1,H,T,lr,1,23-sept.,,,17-May,,,
b,1,H,T,lr,1,23-sept.,,3-Oct,1-May,18-May,11-Jun,28-May
b,1,H,T,lr,1,23-sept.,,14-Oct,17-May,26-May,16-Jun,
b,2,S,T+,lr,1,23-sept.,,3-Oct,21-Apr,14-May,9-Jun,24-May
b,2,S,T+,lr,1,23-sept.,,,3-May,20-May,9-Jun,25-May
b,2,S,T+,lr,1,23-sept.,,8-Nov,21-Apr,12-May,10-Jun,23-May
b,2,S,T+,lr,1,22-oct.,r,31-Oct,16-May,25-May,9-Jun,25-May
b,3,S,T++,lr,1,23-sept.,,7-Oct,17-Apr,10-May,6-Jun,28-May
b,3,S,T++,lr,1,23-sept.,,3-Oct,,,,
b,3,S,T++,lr,1,23-sept.,,21-Oct,18-Apr,6-May,6-Jun,23-May
b,3,S,T++,lr,1,22-oct.,r,10-Nov,5-May,,6-Jun,24-May
b,4,H,T+,lr,1,22-oct.,r,2-Nov,22-Apr,18-May,8-Jun,28-May
b,4,H,T+,lr,1,23-sept.,,,,,,
b,4,H,T+,lr,1,23-sept.,,3-Oct,27-Apr,13-May,7-Jun,28-May
b,4,H,T+,lr,1,23-sept.,,7-Oct,18-Apr,12-May,6-Jun,28-May
b,5,S,T,lr,1,22-oct.,r,4-Nov,6-May,28-May,16-Jun,3-Jun
b,5,S,T,lr,1,23-sept.,,,,,,
b,5,S,T,lr,1,23-sept.,,3-Oct,27-Apr,16-May,15-Jun,2-Jun
b,5,S,T,lr,1,22-oct.,r,4-Nov,21-May,6-Jun,,20-Jun
b,6,H,T++,lr,1,22-oct.,r,31-Oct,22-Apr,10-May,6-Jun,26-May
b,6,H,T++,lr,1,23-sept.,,,,,,
b,6,H,T++,lr,1,23-sept.,,3-Oct,21-Apr,6-May,6-Jun,24-May
b,6,H,T++,lr,1,23-sept.,,3-Oct,21-Apr,5-Jun,6-Jun,24-May
c,1,S,T,lr,1,23-sept.,,5-Oct,28-Apr,18-May,13-Jun,5-Jun
c,1,S,T,lr,1,23-sept.,,,,,,
c,1,S,T,lr,1,23-sept.,,3-Oct,5-May,2-Jun,22-Jun,17-Jun
c,1,S,T,lr,1,23-sept.,,22-Oct,3-May,22-May,13-Jun,6-Jun
c,2,H,T++,lr,1,23-sept.,,,28-Apr,13-May,6-Jun,
c,2,H,T++,lr,1,23-sept.,,,23-Apr,12-May,6-Jun,
c,2,H,T++,lr,1,22-oct.,r,4-Nov,3-May,17-May,6-Jun,1-Jun
c,2,H,T++,lr,1,22-oct.,r,31-Oct,26-Apr,13-May,6-Jun,25-May
c,3,H,T,lr,1,22-oct.,r,4-Nov,5-May,19-May,15-Jun,7-Jun
c,3,H,T,lr,1,23-sept.,,,,,,
c,3,H,T,lr,1,22-oct.,r,7-Nov,11-May,25-May,13-Jun,8-Jun
c,3,H,T,lr,1,22-oct.,r,9-Nov,28-May,9-Jun,,
c,4,S,T++,lr,1,23-sept.,,,,,,
c,4,S,T++,lr,1,23-sept.,,,,,,
c,4,S,T++,lr,1,22-oct.,r,2-Nov,28-Apr,17-May,9-Jun,25-May
c,4,S,T++,lr,1,22-oct.,r,,28-Apr,,9-Jun,25-May
c,5,H,T+,lr,1,22-oct.,r,9-Nov,28-Apr,18-May,,28-May
c,5,H,T+,lr,1,23-sept.,,,,,,
c,5,H,T+,lr,1,23-sept.,,3-Oct,26-Apr,17-May,,28-May
c,5,H,T+,lr,1,22-oct.,r,2-Nov,26-Apr,13-May,,28-May
c,6,S,T+,lr,1,23-sept.,,7-Oct,4-May,19-May,6-Jun,28-May
c,6,S,T+,lr,1,23-sept.,,,,,,
c,6,S,T+,lr,1,22-oct.,r,8-Nov,29-Apr,18-May,6-Jun,28-May
c,6,S,T+,lr,1,22-oct.,r,4-Nov,27-Apr,18-May,8-Jun,28-May
d,1,S,T++,lr,1,24-sept.,,3-Oct,24-Apr,13-May,9-Jun,25-May
d,1,S,T++,lr,1,24-sept.,,14-Oct,21-Apr,16-May,9-Jun,25-May
d,1,S,T++,lr,1,24-sept.,,14-Oct,17-May,20-Apr,7-Jun,25-May
d,1,S,T++,lr,1,22-oct.,r,4-Nov,27-Apr,13-May,10-Jun,25-May
d,2,S,T+,lr,1,22-oct.,r,6-Nov,27-Apr,16-May,,28-May
d,2,S,T+,lr,1,24-sept.,,,,,,
d,2,S,T+,lr,1,24-sept.,,,,,,
d,2,S,T+,lr,1,22-oct.,r,,1-May,22-May,9-Jun,28-May
d,3,H,T++,lr,1,22-oct.,r,14-Nov,23-Apr,16-May,10-Jun,25-May
d,3,H,T++,lr,1,24-sept.,,14-Oct,30-Apr,10-May,10-Jun,26-May
d,3,H,T++,lr,1,24-sept.,,,,,,
d,3,H,T++,lr,1,24-sept.,,,,,,
d,4,S,T,lr,1,24-sept.,,3-Oct,29-Apr,20-May,,7-Jun
d,4,S,T,lr,1,24-sept.,,14-Oct,27-Apr,18-Apr,14-Jun,28-May
d,4,S,T,lr,1,24-sept.,,3-Oct,25-Apr,17-May,15-Jun,28-May
d,4,S,T,lr,1,24-sept.,,3-Oct,30-Apr,18-May,14-Jun,28-May
d,5,H,T+,lr,1,24-sept.,,3-Oct,25-Apr,13-May,10-Jun,28-May
d,5,H,T+,lr,1,24-sept.,,3-Oct,6-May,23-May,8-Jun,6-Jun
d,5,H,T+,lr,1,22-oct.,r,4-Nov,27-Apr,18-May,7-Jun,28-May
d,5,H,T+,lr,1,22-oct.,r,4-Nov,26-Apr,19-May,7-Jun,28-May
d,6,H,T,lr,1,24-sept.,,3-Oct,3-May,20-May,16-Jun,5-Jun
d,6,H,T,lr,1,24-sept.,,3-Oct,,,,
d,6,H,T,lr,1,24-sept.,,3-Oct,27-Apr,17-May,,6-Jun
d,6,H,T,lr,1,22-oct.,3-Oct,4-Nov,7-May,24-May,15-Jun,6-Jun
e,1,H,T+,lr,1,23-oct.,r,31-Oct,24-Apr,17-May,10-Jun,25-May
e,1,H,T+,lr,1,24-sept.,,,,,,
e,1,H,T+,lr,1,24-sept.,,3-Oct,26-Apr,13-May,10-Jun,25-May
e,1,H,T+,lr,1,23-oct.,r,1-Nov,29-Apr,14-May,10-Jun,26-May
e,2,H,T,lr,1,24-sept.,,7-Oct,28-Apr,17-May,12-Jun,28-May
e,2,H,T,lr,1,24-sept.,,,,,,
e,2,H,T,lr,1,24-sept.,,22-Oct,4-May,25-May,14-Jun,7-Jun
e,2,H,T,lr,1,24-sept.,,3-Oct,27-Apr,17-May,10-Jun,28-May
e,3,H,T++,lr,1,23-oct.,r,2-Nov,21-Apr,13-May,7-Jun,26-May
e,3,H,T++,lr,1,24-sept.,,,,,,
e,3,H,T++,lr,1,23-oct.,r,9-Nov,,,,
e,3,H,T++,lr,1,24-sept.,,,,,,
e,4,S,T++,lr,1,23-oct.,r,7-Nov,20-Apr,12-May,7-Jun,24-May
e,4,S,T++,lr,1,24-sept.,,,,,,
e,4,S,T++,lr,1,24-sept.,,3-Oct,,,,
e,4,S,T++,lr,1,23-oct.,6-Oct,,18-Apr,13-May,7-Jun,29-May
e,5,S,T+,lr,1,24-sept.,,3-Oct,,,,
e,5,S,T+,lr,1,24-sept.,,,,,,
e,5,S,T+,lr,1,24-sept.,,22-Oct,27-Apr,17-May,8-Jun,28-May
e,5,S,T+,lr,1,23-oct.,r,,,,7-Jun,
e,6,S,T,lr,1,24-sept.,,22-Oct,,,,
e,6,S,T,lr,1,24-sept.,,,,,,
e,6,S,T,lr,1,24-sept.,,,,,,
e,6,S,T,lr,1,23-oct.,3-Oct,,1-May,18-May,10-Jun,6-Jun
a,1,H,T+,lr,2,23-sept.,,3-Oct,26-Apr,17-May,4-Jun,21-May
a,1,H,T+,lr,2,23-sept.,,,,,,
a,1,H,T+,lr,2,22-oct.,r,7-Nov,1-May,17-May,4-Jun,20-May
a,1,H,T+,lr,2,23-sept.,,19-Oct,23-Apr,17-May,4-Jun,20-May
a,2,S,T++,lr,2,23-sept.,,3-Oct,24-Apr,15-May,6-Jun,30-Jun
a,2,S,T++,lr,2,23-sept.,,14-Oct,,,,
a,2,S,T++,lr,2,23-sept.,,20-Oct,23-Apr,14-May,6-Jun,24-May
a,2,S,T++,lr,2,23-sept.,,3-Oct,21-Apr,9-May,6-Jun,26-May
a,3,S,T,lr,2,23-sept.,,,,,,
a,3,S,T,lr,2,23-sept.,,,6-May,23-May,,6-Jun
a,3,S,T,lr,2,23-sept.,,3-Oct,6-May,23-May,16-Jun,6-Jun
a,3,S,T,lr,2,23-sept.,,3-Oct,,,,
a,3,S,T,lr,2,23-sept.,,7-Oct,27-Apr,13-May,12-Jun,7-Jun
a,3,S,T,lr,2,23-sept.,,3-Oct,21-Apr,13-May,12-Jun,1-Jun
a,4,H,T++,lr,2,23-sept.,,3-Oct,,,,
a,4,H,T++,lr,2,23-sept.,,,,,,
a,4,H,T++,lr,2,23-sept.,,3-Oct,20-Apr,16-May,6-Jun,24-May
a,4,H,T++,lr,2,23-sept.,,29-Oct,24-Apr,14-May,6-Jun,24-May
a,5,H,T,lr,2,23-sept.,,,,,,
a,5,H,T,lr,2,23-sept.,,3-Oct,,,,
a,5,H,T,lr,2,23-sept.,,3-Oct,3-May,,12-Jun,7-Jun
a,5,H,T,lr,2,23-sept.,,3-Oct,23-Apr,14-May,12-Jun,6-Jun
a,6,S,T+,lr,2,23-sept.,,3-Oct,5-May,20-May,13-Jun,28-May
a,6,S,T+,lr,2,23-sept.,,6-Oct,,,,
a,6,S,T+,lr,2,23-sept.,,3-Oct,3-May,20-May,12-Jun,28-May
a,6,S,T+,lr,2,23-sept.,,3-Oct,27-Apr,19-May,13-Jun,28-May
b,1,H,T,lr,2,23-sept.,,3-Oct,7-May,28-May,22-Jun,15-Jun
b,1,H,T,lr,2,23-sept.,,,,,,
b,1,H,T,lr,2,23-sept.,,3-Oct,22-Apr,14-May,12-Jun,28-May
b,1,H,T,lr,2,23-sept.,,14-Oct,10-May,24-May,,3-Jun
b,2,S,T+,lr,2,23-sept.,,22-Oct,5-May,20-May,9-Jun,31-May
b,2,S,T+,lr,2,23-sept.,,2-Oct,,,,
b,2,S,T+,lr,2,23-sept.,,21-Oct,27-Apr,18-May,9-Jun,25-May
b,2,S,T+,lr,2,23-sept.,,7-Oct,27-Apr,13-May,9-Jun,25-May
b,3,S,T++,lr,2,23-sept.,,14-Oct,,,,
b,3,S,T++,lr,2,23-sept.,,,,,,
b,3,S,T++,lr,2,22-oct.,3-Oct,,13-May,,6-Jun,24-May
b,3,S,T++,lr,2,23-sept.,,3-Oct,20-Apr,12-May,8-Jun,25-May
b,4,H,T+,lr,2,23-sept.,,7-Nov,10-May,28-May,7-Jun,1-Jun
b,4,H,T+,lr,2,23-sept.,,,,,,
b,4,H,T+,lr,2,23-sept.,,3-Oct,18-Apr,10-May,6-Jun,28-May
b,4,H,T+,lr,2,22-oct.,3-Oct,,27-Apr,14-May,7-Jun,28-May
b,5,S,T,lr,2,22-oct.,r,14-Nov,11-May,28-May,16-Jun,8-Jun
b,5,S,T,lr,2,23-sept.,,,,,,
b,5,S,T,lr,2,23-sept.,,3-Oct,7-May,28-May,18-Jun,5-Jun
b,5,S,T,lr,2,23-sept.,,3-Oct,7-May,21-May,16-Jun,2-Jun
b,6,H,T++,lr,2,23-sept.,,14-Oct,5-May,28-May,7-Jun,6-Jun
b,6,H,T++,lr,2,23-sept.,,3-Oct,,,,
b,6,H,T++,lr,2,22-oct.,3-Oct,,21-Apr,16-May,7-Jun,24-May
b,6,H,T++,lr,2,23-sept.,,20-Oct,3-May,19-May,6-Jun,26-May
c,1,S,T,lr,2,22-oct.,r,16-Nov,,,,
c,1,S,T,lr,2,23-sept.,,,,,,
c,1,S,T,lr,2,23-sept.,,7-Oct,,,,
c,1,S,T,lr,2,23-sept.,,14-Oct,,,,
c,2,H,T++,lr,2,23-sept.,,4-Nov,6-May,18-May,,
c,2,H,T++,lr,2,23-sept.,,,,,,
c,2,H,T++,lr,2,22-oct.,3-Oct,,,,,
c,2,H,T++,lr,2,23-sept.,,3-Oct,18-Apr,12-May,6-Jun,28-May
c,3,H,T,lr,2,23-sept.,,6-Oct,12-May,2-Jun,,10-Jun
c,3,H,T,lr,2,23-sept.,,3-Oct,17-May,,,
c,3,H,T,lr,2,22-oct.,r,9-Nov,28-Apr,19-May,13-Jun,7-Jun
c,3,H,T,lr,2,23-sept.,,4-Oct,28-Apr,18-May,12-Jun,2-Jun
c,4,S,T++,lr,2,22-oct.,r,4-Nov,11-May,28-May,,
c,4,S,T++,lr,2,23-sept.,,,,,,
c,4,S,T++,lr,2,22-oct.,r,,26-Apr,16-May,7-Jun,25-May
c,4,S,T++,lr,2,23-sept.,,,,,,
c,5,H,T+,lr,2,23-sept.,,3-Oct,27-Apr,13-May,,31-May
c,5,H,T+,lr,2,23-sept.,,,,,,
c,5,H,T+,lr,2,23-sept.,,,,,,
c,5,H,T+,lr,2,22-oct.,r,,28-May,10-Jun,,
c,6,S,T+,lr,2,23-sept.,,21-Oct,24-Apr,11-May,7-Jun,28-May
c,6,S,T+,lr,2,23-sept.,,,,,,
c,6,S,T+,lr,2,23-sept.,,3-Oct,27-Apr,18-May,7-Jun,28-May
c,6,S,T+,lr,2,23-sept.,,14-Oct,25-Apr,16-May,6-Jun,26-May
d,1,S,T++,lr,2,22-oct.,r,1-Nov,,,,
d,1,S,T++,lr,2,24-sept.,,3-Oct,,,,
d,1,S,T++,lr,2,22-oct.,r,14-Nov,18-Apr,17-May,7-Jun,25-May
d,1,S,T++,lr,2,22-oct.,r,31-Oct,24-Apr,16-May,7-Jun,25-May
d,2,S,T+,lr,2,24-sept.,,6-Oct,28-Apr,12-May,,28-May
d,2,S,T+,lr,2,24-sept.,,5-Oct,,,,
d,2,S,T+,lr,2,24-sept.,,,,,,
d,2,S,T+,lr,2,22-oct.,r,10-Nov,26-Apr,16-May,9-Jun,28-May
d,3,H,T++,lr,2,24-sept.,,,,,,
d,3,H,T++,lr,2,24-sept.,,,27-Apr,16-May,10-Jun,25-May
d,3,H,T++,lr,2,24-sept.,,,,,,
d,3,H,T++,lr,2,24-sept.,,,,,,
d,4,S,T,lr,2,22-oct.,r,28-Oct,,,,
d,4,S,T,lr,2,24-sept.,,6-Oct,,,,6-Jun
d,4,S,T,lr,2,22-oct.,r,4-Nov,,,,
d,4,S,T,lr,2,24-sept.,,7-Oct,27-Apr,20-May,10-Jun,28-May
d,5,H,T+,lr,2,24-sept.,,14-Oct,23-Apr,17-May,10-Jun,28-May
d,5,H,T+,lr,2,24-sept.,,,,,,
d,5,H,T+,lr,2,22-oct.,r,7-Nov,2-May,18-May,11-Jun,28-May
d,5,H,T+,lr,2,22-oct.,r,14-Nov,,,,
d,6,H,T,lr,2,24-sept.,,14-Oct,28-Apr,18-May,11-Jun,4-Jun
d,6,H,T,lr,2,24-sept.,,7-Oct,,,,
