times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
1044.75,2011,11,11,679,1044,0.75,2.656,2.3765,NA,2.936,2.936,3.2155,3.0755,4.194,2.656,NA,2.656,1.957,2.775,3.2015,2.2205,3.1945,2.6375,3.877,2.4975,3.3415,3.4695,3.0545,3.0545,2.6375
1044.792,2011,11,11,679,1044,0.792,0,0,NA,0,0,0,0,0,1.1185,NA,0,0,0,0.2775,0.14,0.14,0,0,0,0.2775,0,0.14,0,0.4195
1044.833,2011,11,11,679,1044,0.833,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0.2795,0.14,NA,0,0,0,0,0,0,NA,0
1044.875,2011,11,11,679,1044,0.875,0,0.14,NA,0,0,0,0,0,NA,NA,0,0,0,0,0.8415,0,0,0,0,0.981,0,0,NA,0
1044.917,2011,11,11,679,1044,0.917,0,0,NA,0,0,0,0.14,0,0,NA,0,0,0.4195,0,NA,0,0,0.14,0,0.1375,0.2795,0,0,0
1044.958,2011,11,11,679,1044,0.958,0,0,NA,0,0,0.14,0.14,0,0.2795,NA,0,0,0,1.678,0,0.2795,0,0.27,0,0.8415,0.981,NA,1.678,0
1045,2011,11,12,680,1045,0,0.14,0,NA,0.14,0,0,0,0,NA,NA,0,0,0,0,0.0025,0,0,0,0,1.398,1.2585,0,0.1375,0.2795
1045.0417,2011,11,12,680,1045,0.0417,0,0,NA,0,0,0,1.678,0.559,NA,NA,0,0,0.82,0.14,0.14,0.559,0,1.4005,0,0.2775,0,0,0,0
1045.0833,2011,11,12,680,1045,0.0833,0,0,NA,0,0,0,0.28,0,1.1185,NA,0,0,NA,0.14,0,NA,0,1.1185,0,0,0,0.14,0,NA
1045.125,2011,11,12,680,1045,0.125,0,0.14,NA,0,0,0,0.839,0.979,0.559,NA,0,0,0,0.14,0.2795,0.0025,0,0.2775,0,0.14,0.14,0.14,0.275,0.0025
1045.167,2011,11,12,680,1045,0.167,0,0,NA,0,0,0,NA,0.2795,0,NA,0,0,0.2795,0,0.8415,0.14,0,0.14,0,NA,0.4195,0,0.8435,0
1045.208,2011,11,12,680,1045,0.208,0,0,NA,0,0,0,NA,0.4195,0.4195,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
1045.25,2011,11,12,680,1045,0.25,0,0,NA,0,0,0,1.678,0,0,NA,0,0,0.14,0.8415,0.834,0,0,0.0045,0,0.14,0.14,0,0.14,0
1045.292,2011,11,12,680,1045,0.292,0,0,NA,0,0,0,1.1185,NA,1.2585,NA,0,0,0.275,0.2775,0,0,0,3.355,0,0,0,0,0.14,0
1045.333,2011,11,12,680,1045,0.333,11.186,11.186,NA,12.4405,14.5395,15.94,14.5395,18.175,14.8195,NA,13.56,13.2805,6.7275,4.9055,5.608,7.0045,7.847,5.883,6.865,5.185,7.2845,7.707,8.6895,7.707
1045.375,2011,11,12,680,1045,0.375,42.5,42.22,NA,48.09,81.38,78.985,70.3,82.9,77.045,NA,49.21,52.985,30.51,27.58,26.45,40.32,32.89,27.43,27.71,27.715,38.36,33.585,37.93,32.325
1045.417,2011,11,12,680,1045,0.417,173.2,116.75,NA,113.1,174.05,164.1,148.5,157.4,120.35,NA,125,115.2,56.37,46.295,48.82,71.46,161.06,57.22,62.82,132.525,91.895,62.53,103.985,79.895
1045.458,2011,11,12,680,1045,0.458,315.95,178.65,NA,169.6,171.35,173.9,338,280.15,223.95,NA,202.7,113.25,101,88.725,61.52,85.145,265.35,74.485,76.615,166.65,302.55,118.75,125.65,162.7
1045.5,2011,11,12,680,1045,0.5,235.15,166.35,NA,195.25,355.65,244.5,243.25,231.9,171.25,NA,430.2,152.4,127.55,145.75,81.52,377.1,221.6,160.95,191,92.05,180.25,153.65,278.15,214.85
1045.542,2011,11,12,680,1045,0.542,189.45,142.35,NA,393.5,264.35,340.7,233.45,251.75,318.45,NA,129.5,185.1,197.25,146.65,107.25,252.35,155.5,169.85,255.5,243.4,369.8,312.9,178.95,119.6
1045.583,2011,11,12,680,1045,0.583,384.15,232.2,NA,284.2,217.95,162.2,265.2,308.4,221.45,NA,119.95,185.65,336.1,305.05,103.45,156.75,102.7,141.9,202.55,314.95,215.05,193.9,167.85,111
1045.625,2011,11,12,680,1045,0.625,139.8,83.72,NA,108.2,128.75,128.05,256.95,246.6,166.8,NA,106.27,88.05,148.05,98.35,60.485,169.05,149.715,99.85,190.3,280.4,228.55,82.195,87.595,93.98
1045.667,2011,11,12,680,1045,0.667,68.505,57.315,NA,67.94,79.665,80.965,78.845,89.75,82.21,NA,81.5,55.08,66.16,37.995,41.91,71.11,55.48,45.615,91.37,78.49,109.855,50.02,70.615,52.42
1045.708,2011,11,12,680,1045,0.708,28.94,26.98,NA,30.195,32.855,34.39,31.735,38.445,31.735,NA,29.22,26.7,26.66,16.19,17.585,22.585,23.715,17.3,24.525,19.815,29.42,25.55,26.77,23.715
1045.75,2011,11,12,680,1045,0.75,2.237,2.3765,NA,2.5165,2.5165,2.796,3.495,3.0755,2.5165,NA,2.5165,2.097,2.358,2.7845,2.0805,2.4975,2.6375,2.0805,2.635,2.218,3.472,4.0335,2.9125,5.55
1045.792,2011,11,12,680,1045,0.792,0,0,NA,0,0,0,0,0.2795,NA,NA,0,0,0.14,NA,1.678,0,0,0.555,0,0,0,0.1375,0,0.0025
1045.833,2011,11,12,680,1045,0.833,0,0,NA,0,0,0,NA,0,0,NA,0,0,1.678,0.0025,0.979,0,0,1.1235,0,0,0,0.14,0.14,0
1045.875,2011,11,12,680,1045,0.875,0,0,NA,0,0,0,0,0,0,NA,0,0,1.109,0.8415,0.557,0.4195,0,1.2585,0,0,0,0,0,0.275
1045.917,2011,11,12,680,1045,0.917,0,0,NA,0,0,0,NA,0,0,NA,0,0,0.9835,0.1375,0,0,0,0,0,0,0,0,0,0.142
1045.958,2011,11,12,680,1045,0.958,0,0,NA,0,0,0,0.14,0.2795,0,NA,0,0,NA,0.14,0,0.981,0,0.14,0,0,NA,0,0,0
1046,2011,11,13,681,1046,0,0,0,NA,0,0,0,NA,NA,1.2585,NA,0,0,0.839,NA,0.2795,0.417,0,0.14,0,0,1.678,1.678,0,0
1046.0417,2011,11,13,681,1046,0.0417,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,1.678,0,0.555,0,0,0,0,0.1375,0,0,0
1046.0833,2011,11,13,681,1046,0.0833,0,0,NA,0,0,0,NA,0.4195,NA,NA,0,0,0.8435,0,0.8415,1.678,0,1.678,0,0.14,0.275,0,0.14,0.2795
1046.125,2011,11,13,681,1046,0.125,0,0,NA,0,0,0,0.14,1.1185,0,NA,0,0,0.1375,0,0,0.27,0,0.1375,0,NA,NA,0,0.14,0
1046.167,2011,11,13,681,1046,0.167,0,0,NA,0,0,0,NA,0,0.839,NA,0,0,0,0,0.14,NA,0,0,0,NA,NA,0,0,0.981
1046.208,2011,11,13,681,1046,0.208,0,0,NA,0,0,0,0.4195,0,NA,NA,0,0,1.682,0,1.121,NA,0,NA,0,0,0,NA,NA,0.1375
1046.25,2011,11,13,681,1046,0.25,0,0,NA,0,0,0,0,0,0.4195,NA,0,0,0.4145,0.8415,0.417,0,0,0,0,NA,NA,0,0.282,0
1046.292,2011,11,13,681,1046,0.292,0,0,NA,0,0,0,0,0,NA,NA,0,0,0.981,0,0,0.14,0,NA,0,0,0.9835,NA,0,0
1046.333,2011,11,13,681,1046,0.333,11.046,12.161,NA,13.1405,14.5395,15.6595,14.5395,18.035,14.96,NA,13.42,12.3005,7.142,5.185,5.888,6.865,6.725,4.6305,6.865,5.888,8.9665,7.43,7.987,6.865
1046.375,2011,11,13,681,1046,0.375,60.815,64.585,NA,67.37,77.745,91.265,78.825,101.1,78.825,NA,67.8,62.77,37.095,28.98,32.475,37.935,37.935,31.64,36.535,30.235,45.08,40.315,42.415,41.295
1046.417,2011,11,13,681,1046,0.417,120.1,128.2,NA,131.85,157.3,181.6,157,199.5,155.05,NA,134.65,124.55,80.73,62.255,71.9,80.295,82,67.99,77.385,66.455,94.3,84.755,92.35,89.28
1046.458,2011,11,13,681,1046,0.458,204.15,166.75,NA,192.25,212.9,233.45,228.7,276.1,217.7,NA,176.85,150.55,124.8,84.185,92.55,104,143,99.7,102.2,139.15,161.05,128.95,131.9,138.75
1046.5,2011,11,13,681,1046,0.5,239.35,207.2,NA,205.9,442.45,278.2,241.55,282.55,224.1,NA,330.75,171.1,152.7,189.8,111.4,355.15,192.1,238.7,255.15,143.1,180.3,166.05,276,178.85
1046.542,2011,11,13,681,1046,0.542,140.65,94.9,NA,409.6,249.1,294.85,228.15,193.2,325.45,NA,79.555,167.35,130.9,164.35,81.91,302.25,129.45,220.47,313.3,349.45,473.8,360.6,166.2,94.49
1046.583,2011,11,13,681,1046,0.583,289.1,182.45,NA,197.1,161.6,143.3,262.1,337.6,146.95,NA,96.3,163.7,242.3,271.6,80.9,121.05,90.45,109.95,175,290.15,189.6,165.6,123.25,104.65
1046.625,2011,11,13,681,1046,0.625,178.35,137.95,NA,160.35,174.9,174.2,208.15,218.5,171.7,NA,146.1,122.85,132.65,114.5,79.535,117.45,116.2,96.4,164.5,194.55,194.1,114.15,106.5,116.7
1046.667,2011,11,13,681,1046,0.667,90.59,82.625,NA,94.37,105.1,110.2,100.635,116.45,94.23,NA,82.785,74.36,68.685,51.78,50.405,65.16,60.315,48.28,70.56,65.405,87.35,65.885,67.735,61.16
1046.708,2011,11,13,681,1046,0.708,28.66,27.54,NA,30.055,32.995,35.09,32.715,37.61,30.615,NA,26.705,24.885,23.025,17.3,15.76,20.225,19.95,16.05,20.505,17.3,24.69,22.6,22.6,20.645
1046.75,2011,11,13,681,1046,0.75,1.6775,1.8175,NA,1.8175,2.237,2.097,2.936,2.5165,1.8175,NA,1.6775,1.398,4.427,1.6615,1.8055,2.2205,2.0805,1.524,2.0805,3.323,4.991,2.218,3.339,2.5
1046.792,2011,11,13,681,1046,0.792,0,0,NA,0,0,0,0.2795,0,1.2585,NA,0,0,0.834,0,0.14,0.981,0,0.14,0,0,0.9835,0,0.1375,0
1046.833,2011,11,13,681,1046,0.833,0,0,NA,0,0,0,0.979,0,0.979,NA,0,0.14,0,0.14,0.275,NA,0,0.55,0,0,0.1375,0,0,0.4195
1046.875,2011,11,13,681,1046,0.875,0,0,NA,0,0,0,0,0,0.979,NA,0,0,0,0.981,0,1.678,0,0,0,0,0,0,0,0
1046.917,2011,11,13,681,1046,0.917,0,1.1185,NA,0,0,0,1.2585,0.14,0.979,NA,0,0,1.2605,0.979,0,0,0,2.1015,0,0.275,0,NA,0,NA
1046.958,2011,11,13,681,1046,0.958,0,0,NA,0,0,0,0.2795,0.979,0.14,NA,0,0,0,0.55,0.8415,0,0,0.135,0,0,0.14,0,0,1.678
1047,2011,11,14,682,1047,0,0,0.14,NA,0,0,0,0.28,NA,0.979,NA,0,0,0.555,0.0025,0.417,0,0,0,0,0,0.4195,0,0,0
1047.0417,2011,11,14,682,1047,0.0417,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,NA,0.14,0.14,0,0.834,0,0,1.678,0,0,0
1047.0833,2011,11,14,682,1047,0.0833,0.14,0,NA,0,0,0,1.678,NA,0,NA,0,0,0.8415,0,0,0.275,0,NA,0,0.14,1.678,0,NA,0.981
1047.125,2011,11,14,682,1047,0.125,0,0,NA,0,0,0,0,0,NA,NA,0,0,0.979,0,0.14,1.678,0,0,0,1.678,0.417,0,0.0025,0.1375
1047.167,2011,11,14,682,1047,0.167,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,NA,0.27,0,1.678,0,0.839,0,0,NA,0
1047.208,2011,11,14,682,1047,0.208,0,0,NA,0,0,0,0.839,1.2585,1.678,NA,0,0,1.678,0,0.8435,1.678,0,0.1375,0,0.1375,1.121,0,0,0.14
1047.25,2011,11,14,682,1047,0.25,0,0,NA,0,0,0,NA,0,NA,NA,0,0,0.261,0,0,0.2775,0,0.2795,0,0,0.1375,0,0,0
1047.292,2011,11,14,682,1047,0.292,0,0,NA,0,0,0,NA,0.2795,0,NA,0,0,0,0,0.14,0.14,0,0.14,0,0.8415,0.8415,0,0.8415,0
1047.333,2011,11,14,682,1047,0.333,10.9065,11.186,NA,12.021,13.42,14.6795,14.5395,16.915,14.4,NA,12.861,11.186,6.4455,4.766,5.888,7.5675,6.725,6.3055,6.865,6.025,7.422,7.707,7.8445,6.865
1047.375,2011,11,14,682,1047,0.375,48.79,47.95,NA,54.525,82.08,76.765,66.81,88.22,83.465,NA,52.285,52.425,32.335,30.525,30.375,43.825,37.66,33.315,32.615,30.515,43.965,36.67,39.895,39.615
1047.417,2011,11,14,682,1047,0.417,152.65,123.45,NA,114.25,212.8,201.45,163.7,148.2,133.4,NA,90.575,125.85,59.44,49.635,48.525,71.585,128.1,57.89,59.58,129.275,87.67,64.05,82.405,82.28
1047.458,2011,11,14,682,1047,0.458,307.3,215,NA,236.25,203.95,337.2,393.7,284.9,231.65,NA,316.25,164.3,133.5,74.7,79.02,100.45,217.15,87.975,99.2,187.55,170.1,144.65,150.05,162.05
1047.5,2011,11,14,682,1047,0.5,265.2,255.1,NA,289.65,338.75,364.2,331.6,385.85,305.85,NA,239.45,237.1,185.85,138.75,136.65,202.75,188.85,144.6,168.65,137.5,211,200.75,196.35,202.25
1047.542,2011,11,14,682,1047,0.542,268.4,260.6,NA,318.15,341.1,368.5,320.7,384.55,322.4,NA,252.05,243.1,195.65,150.75,152.4,200.8,175.5,164.3,203.6,182.25,253,227.65,216.35,186.95
1047.583,2011,11,14,682,1047,0.583,257.35,232.65,NA,279.6,288.65,302.5,269.55,336.1,268.95,NA,210.25,215,183.95,156.3,135.3,180.95,151.8,143.95,181.8,162.25,202.85,186.8,178.75,160.05
1047.625,2011,11,14,682,1047,0.625,170.7,173.6,NA,185.65,210.25,228.85,204.5,245.35,196.8,NA,165.1,152.9,115.7,90.8,93.5,111.2,107.2,91.5,113.9,96.1,138.25,122.1,122.25,113.6
1047.667,2011,11,14,682,1047,0.667,43.06,45.715,NA,47.535,55.36,61.235,54.12,66.665,52.705,NA,44.875,42.08,38.705,29.375,32.865,38.575,38.3,31.75,38.01,31.605,46.075,41.635,43.31,40.39
1047.708,2011,11,14,682,1047,0.708,8.39,9.085,NA,8.805,9.645,11.325,9.505,11.885,9.505,NA,9.505,8.53,6.417,5.163,5.7175,6.1325,6.1325,6,6.8365,5.2985,7.8115,7.3915,6.8275,6.5525
1047.75,2011,11,14,682,1047,0.75,0.699,0.699,NA,0.839,1.1185,0.9785,0.839,0.9785,1.957,NA,1.1185,0.839,0.832,0.6945,1.5355,1.1135,0.834,2.654,0.9715,0.6945,0.832,0.9715,0.834,0.6945
1047.792,2011,11,14,682,1047,0.792,0,0,NA,0,0,0,NA,0.14,0,NA,0,0,0,0,1.1185,0.14,0,0.275,0,0,1.678,0,0.4195,0.8415
1047.833,2011,11,14,682,1047,0.833,0.14,0,NA,0,0,0,0.2795,0,0,NA,0,0,1.678,0,NA,NA,0,NA,0,0.14,0.839,0,0,0.1375
1047.875,2011,11,14,682,1047,0.875,NA,0,NA,0,0,0,0,0,0.14,NA,0,0,NA,0,NA,NA,0,0,0,1.678,0.2775,0,0,1.678
1047.917,2011,11,14,682,1047,0.917,0,0,NA,0,0,0,0,0,0,NA,0,0,0.275,0,0.0025,0.142,0,0.981,0,0.1375,0,0,0.14,0.2775
1047.958,2011,11,14,682,1047,0.958,0,0,NA,0,0,0,0,0,0.979,NA,0,0,0.986,NA,0.8415,0.275,0,0.417,0,0,0,0,0,0
1048,2011,11,15,683,1048,0,0,0,NA,0,0,0,0,1.2585,0.839,NA,0,0,0.839,0,0.839,0,0,0.27,0,0.981,0.2795,0,0,0
1048.0417,2011,11,15,683,1048,0.0417,0.14,0,NA,0,0,0,0.28,0,0.4195,NA,0.14,0,0.55,0,0.839,0.275,0,0,0,0.1375,0,0,0.14,0
1048.0833,2011,11,15,683,1048,0.0833,0,0,NA,0,0,0,0,0,0,NA,0,0,1.8245,0,0.417,0,0,0,0,0,0,0,0,0
1048.125,2011,11,15,683,1048,0.125,0.14,0,NA,0,0.14,1.398,0,0,0.14,NA,0,0,0,0,0.555,0,0,0.27,0,0,0,0,0,0
1048.167,2011,11,15,683,1048,0.167,0,0,NA,0,0,0.14,0,0,NA,NA,0,0,0.275,0,NA,NA,0,1.678,0,0,0.14,0,0,0
1048.208,2011,11,15,683,1048,0.208,1.678,0,NA,0,NA,0.839,NA,0.14,0.28,NA,0,0.14,0,0,0.0025,0,0,1.9595,0,0,0,0,0,0
1048.25,2011,11,15,683,1048,0.25,NA,0,NA,0,0,0.839,0,0,0.2795,NA,0,0,NA,0,0,0.275,0,0.4145,0,0,0.14,NA,0,0
1048.292,2011,11,15,683,1048,0.292,0.14,0,NA,0,0.14,0,NA,0.2795,0.979,NA,0,0,1.8245,0,0.14,0.9835,0,0.4195,0,0,0,NA,0,0
1048.333,2011,11,15,683,1048,0.333,4.753,4.4735,NA,4.4735,4.753,5.8725,4.613,6.0125,4.613,NA,4.4735,3.495,2.656,1.962,1.962,2.9405,1.962,5.033,2.1015,1.822,2.6635,2.6655,2.943,2.1015
1048.375,2011,11,15,683,1048,0.375,21.11,22.93,NA,23.905,27.12,32.015,28.8,33.97,26.28,NA,24.465,22.65,14.28,10.635,13.86,15.395,13.58,13.295,13.44,10.915,18.06,15.955,15.395,14.98
1048.417,2011,11,15,683,1048,0.417,105.955,109.47,NA,115.59,132.8,152.95,134.75,165.1,126.395,NA,112.94,102.465,61.735,48.455,54.33,65.56,59.805,53.62,61.32,49.86,76.03,68.335,68.91,66.265
1048.458,2011,11,15,683,1048,0.458,130.85,137.1,NA,140.8,163.75,192.05,169.3,204.65,158.1,NA,146.35,132.1,86.82,67.665,76.215,91.135,83.62,76.36,85.13,67.94,105.4,96.75,95.9,96.45
1048.5,2011,11,15,683,1048,0.5,106.65,118.4,NA,119.15,136.45,160.2,141.45,170.15,133.25,NA,130.05,108.8,77.005,58.41,65.815,77.405,72.105,63.85,74.48,59.39,89.3,82.875,84.55,84.7
1048.542,2011,11,15,683,1048,0.542,105.55,116.35,NA,117.3,138.1,163.4,140.35,168.2,133.1,NA,125,107.9,76.045,58.14,63.585,75.745,71.96,63.455,74.21,59.12,89.47,82.065,85.14,83.15
1048.583,2011,11,15,683,1048,0.583,101.05,113.65,NA,111.25,127.35,147.35,128.6,154.35,122.6,NA,115.85,97.15,70.605,51.585,55.645,67.665,63.33,55.22,66.69,51.445,78.57,74.235,75.63,73.535
1048.625,2011,11,15,683,1048,0.625,90.985,100.1,NA,100.8,114.9,131.8,116.6,139.5,109.85,NA,101.2,87.355,63.87,47.66,52.135,62.615,58,50.45,61.215,47.52,73.245,68.065,69.045,65.405
1048.667,2011,11,15,683,1048,0.667,82.785,86.4,NA,90.2,103.15,114.25,101.9,122.05,96.9,NA,86.1,75.635,54.935,41.935,45.015,54.94,51.445,45.44,53.96,43.76,63.89,59.55,60.67,56.755
1048.708,2011,11,15,683,1048,0.708,28.52,27.96,NA,32.015,34.11,36.63,32.15,38.165,30.895,NA,27.82,24.465,22.035,17.015,19.25,23.43,21.335,18.27,21.895,17.99,26.22,24.405,23.7,22.585
1048.75,2011,11,15,683,1048,0.75,1.538,2.377,NA,1.538,1.6775,2.097,2.6565,2.237,3.635,NA,1.398,1.258,4.432,1.526,1.801,2.218,1.941,1.384,1.941,2.5075,2.218,2.358,2.0805,1.941
1048.792,2011,11,15,683,1048,0.792,0,0,NA,0,0,0,0,0,1.678,NA,0,0,0,0,0.8415,0,0,0,0,1.1185,0.8415,0,NA,0
1048.833,2011,11,15,683,1048,0.833,0,0,NA,0,0,0.14,0,0,0.2795,NA,0,0.14,0,NA,1.2585,0,0,NA,0,0.1375,0,0,0,0.14
1048.875,2011,11,15,683,1048,0.875,1.1185,0,NA,0,0,0.14,0,0,0.28,NA,0,0,0.555,0,0.979,0,0,0.142,0,0.14,0,0,0.14,0
1048.917,2011,11,15,683,1048,0.917,0,0,NA,0,0,NA,0.979,0,0.14,NA,0,0,0.0025,0,0.417,0.14,0,0.559,0,0.14,0,0.14,NA,0
1048.958,2011,11,15,683,1048,0.958,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0.4195,0.4195,0.14,0,0,0,0,1.678,0,0.0025,0
1049,2011,11,16,684,1049,0,0,0,NA,0,0,0,0.28,0,1.678,NA,0,0,0.981,0,NA,0,0,0.8415,0,0.4195,0.417,0.2795,0,0
1049.0417,2011,11,16,684,1049,0.0417,0,0,NA,0,0,0,1.398,0,0,NA,0,0,0.6965,1.678,1.678,NA,0,0.1375,0,0.8415,0,0,0.2795,0
1049.0833,2011,11,16,684,1049,0.0833,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0.55,0.0025,0,0,0,NA,NA,0.14,0,0
1049.125,2011,11,16,684,1049,0.125,0,0,NA,0,0,0,0.4195,NA,0,NA,0,NA,1.678,0,NA,0,0,1.2605,0,1.678,1.678,0.981,0.14,0
1049.167,2011,11,16,684,1049,0.167,0,0,NA,0,0,0,0.14,0,0.14,NA,0,0,1.1185,0,0.8435,0.8415,0,0.2775,0,0.2775,0,0.1375,0,0
1049.208,2011,11,16,684,1049,0.208,0,0,NA,0,0,0,0,1.1185,0.2795,NA,0,0,0.2775,0,1.1185,0,0,0,0,0.8415,0.8415,0,0,0
1049.25,2011,11,16,684,1049,0.25,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,1.109,0,0,0.559,0,0.839,0,0,0,0
1049.292,2011,11,16,684,1049,0.292,0,0,NA,0,0,0,0,0,0.4195,NA,0,0,1.8245,0,1.1235,0.14,0,0.4195,0,0.557,NA,0,0,0
1049.333,2011,11,16,684,1049,0.333,8.5275,8.667,NA,8.667,10.9065,12.161,10.7665,14.1205,9.787,NA,9.647,8.807,4.761,3.7835,6.443,4.626,4.766,4.9055,4.766,4.626,5.6105,5.748,5.608,5.608
1049.375,2011,11,16,684,1049,0.375,55.64,61.935,NA,60.39,70.305,80.39,70.865,90.055,69.06,NA,61.93,55.64,32.755,27.435,31.35,35.835,35.135,28.97,34.575,28.415,42.135,38.635,41.155,37.51
1049.417,2011,11,16,684,1049,0.417,109.85,116.85,NA,117.7,140.95,158.5,138.25,173.75,136.7,NA,114.05,106,72.615,55.96,61.835,72.33,71.77,60.725,71.06,61.145,89.27,79.47,83.235,78.34
1049.458,2011,11,16,684,1049,0.458,205.65,205.5,NA,221.4,266.6,293.2,258.95,321.8,251.9,NA,197.8,187.5,137.7,104.5,115.05,136.1,132.35,116.95,132.65,118.2,158.8,150.55,157.1,143.55
1049.5,2011,11,16,684,1049,0.5,248.55,268.8,NA,269.8,313.85,342.9,308.15,375.8,298.05,NA,251.65,230.8,173.75,129.7,140.45,171.65,159.65,139.95,169.3,134.6,194.75,186.5,191.5,179.75
1049.542,2011,11,16,684,1049,0.542,146.65,172.5,NA,164.7,185.5,209.8,186.65,227.85,182.4,NA,166.35,145.4,108.7,82.54,89.255,106.85,99.3,86.87,106.45,82.7,122.1,117.2,117.6,112.7
1049.583,2011,11,16,684,1049,0.583,85.535,101.8,NA,96.85,108.05,121.1,108.6,131.4,106.1,NA,96.2,82.32,63.135,47.35,51.405,60.2,56.15,48.04,61.32,46.935,70.11,67.05,67.47,64.385
1049.625,2011,11,16,684,1049,0.625,60.115,70.62,NA,67.78,76.035,86.28,76.735,94.385,74.645,NA,69.77,58.855,43.59,32.69,36.185,43.175,40.24,34.095,42.75,33.53,49.46,45.965,47.085,45.27
1049.667,2011,11,16,684,1049,0.667,38.025,43.48,NA,42.36,47.95,54.8,48.23,58.715,46.135,NA,42.64,36.21,24.68,19.56333333,21.89333333,24.86666667,23.93666667,19,25.89666667,19.93333333,27.85,26.92,27.10333333,26.54666667
1049.708,2011,11,16,684,1049,0.708,10.625,12.865,NA,11.885,13.005,14.955,13.005,16.355,12.865,NA,11.605,9.645,6.978666667,6.422,5.486666667,5.856666667,6.978666667,5.864,7.162,5.113333333,8.653333333,8.47,7.442,7.255333333
1049.75,2011,11,16,684,1049,0.75,0.4195,0.559,NA,0.4195,0.559,0.699,0.559,0.839,1.9575,NA,0.4195,0.4195,0.461333333,0.461333333,0.276333333,0.463,0.461333333,0.181666667,0.554666667,0.09,0.459666667,0.646333333,0.554666667,0.461333333
1049.792,2011,11,16,684,1049,0.792,0,0,NA,0,0,0.979,0,0,1.2585,NA,0,0,0.186333333,0,0,0,0,0.186333333,0,1.120333333,0,0,0,0
1049.833,2011,11,16,684,1049,0.833,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0.093333333,0,1.120333333,0,0.185,NA,0,0,0
1049.875,2011,11,16,684,1049,0.875,0,0,NA,0,0,0,0,0,0,NA,0,0,0.186333333,0,0,0,0,0.091666667,0,0,0.001666667,0,0,0
1049.917,2011,11,16,684,1049,0.917,0,0,NA,0,0,0,0,0,1.678,NA,0,0,0.186333333,0,0.093333333,0.093333333,0,0,0,0,0,0,0,0
1049.958,2011,11,16,684,1049,0.958,0,0,NA,0,0,0.979,0,0,0.14,NA,0,0,1.678,0,1.120333333,1.120333333,0,0.275,0,0,0,0,0,0
1050,2011,11,17,685,1050,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0.278,0,0.091666667,0.185,0,0.188,0,0,0,0,0,0
1050.0417,2011,11,17,685,1050,0.0417,0,0,NA,0,0.14,NA,0,0,NA,NA,0,0,0,0,0,0.186333333,0,1.399666667,0,NA,0,0,0,0
1050.0833,2011,11,17,685,1050,0.0833,0,0,NA,0,0,0,0,0,0.28,NA,0,0,0,0,0,0,0,0.091666667,0,0.094666667,0,0,0,0.093333333
1050.125,2011,11,17,685,1050,0.125,0,0,NA,0,0.14,0,0,0,0,NA,0,0,0.555,0,0.093333333,0,0,NA,0,0,1.213333333,0,0,0
1050.167,2011,11,17,685,1050,0.167,0,0,NA,0,0.4195,0.14,0,0,0.14,NA,0,0,NA,0,0,0,0,0,0,0.279666667,0,0,0,0
1050.208,2011,11,17,685,1050,0.208,0,0,NA,0,0,NA,0,0.14,0,NA,0,0,NA,0,0.093333333,0,0,0.093333333,0,0,0,0,0,0
1050.25,2011,11,17,685,1050,0.25,0,0,NA,0,0.2795,0,0,0.14,NA,NA,0,0.979,0.094666667,0,1.120333333,1.678,0,1.678,0,0,1.213333333,0,0,0
1050.292,2011,11,17,685,1050,0.292,0.14,0,NA,0,0.14,0.979,0,0.14,0,NA,0,0,0.186333333,0,0.27,0.091666667,0,1.212,0,0,0.185,0,0,0
1050.333,2011,11,17,685,1050,0.333,7.5475,8.5275,NA,7.408,9.647,9.787,8.3875,10.487,9.787,NA,7.408,7.5475,3.732666667,4.666,4.854,4.852333333,5.880666667,5.972333333,5.880666667,4.852333333,6.722666667,7.095333333,5.880666667,5.880666667
1050.375,2011,11,17,685,1050,0.375,43.615,53.26,NA,47.53,54.38,62.07,55.5,65.715,53.26,NA,50.61,42.635,31.43666667,23.6,27.05,31.62,30.04,27.05,30.31666667,26.11666667,38.61666667,35.54333333,35.63666667,31.9
1050.417,2011,11,17,685,1050,0.417,79.105,106.55,NA,91.56,98.95,114.1,101.35,118.8,101.65,NA,98.705,78.685,58.74,44.01333333,48.39,58.74,54.26333333,41.11,60.42333333,49.04666667,68.90666667,63.31,65.82666667,60.89
1050.458,2011,11,17,685,1050,0.458,82.05,103.3,NA,91.85,102.75,117.05,105.4,122.45,102.9,NA,97.45,80.65,60.39,45.29,48.65,60.39,55.36,46.97,57.04,46.97,67.1,65.43,65.43,60.39
