times,year,month,day,JD,JD2009,dayFraction,G01Q,G02Q,G03Q,G04Q,G05Q,G06Q,G07Q,G08Q,G09Q,G10Q,G11Q,G12Q,S01Q,S02Q,S03Q,S04Q,S05Q,S06Q,S07Q,S08Q,S09Q,S10Q,S11Q,S12Q
1038.917,2011,11,5,673,1038,0.917,0,0,NA,0,0,0,0,0.979,1.538,NA,0,0,0,1.678,0,0.14,0,NA,0,0,NA,0.14,0,0
1038.958,2011,11,5,673,1038,0.958,0,0,NA,0,0,0,0,0,0.14,NA,0,0,0.981,0.2775,0.981,0.8415,0,0,0,0,0,0,0,0
1039,2011,11,6,674,1039,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0.417,0,0,0.979,0,0.8415,0,0,0,0,0,0
1039.0417,2011,11,6,674,1039,0.0417,0,0,NA,0,0,0,0,0.14,0.839,NA,0,0,0.275,0.14,0.4195,0,0,1.1185,0,0.275,0.14,0,0,0
1039.0833,2011,11,6,674,1039,0.0833,0,0,NA,0,0,0,NA,0,0,NA,0,0,3.355,0,0,0,0,0.1375,0,0,0,0,NA,0
1039.125,2011,11,6,674,1039,0.125,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0.555,0.981,0,0,0.8415,0,0,0.14,0.275,1.678,0
1039.167,2011,11,6,674,1039,0.167,0,0,NA,0,0,0,0,0,0.14,NA,0,0,1.1235,0,0.839,0.981,0,1.2585,0,0,0,0,NA,0
1039.208,2011,11,6,674,1039,0.208,0,0,NA,0,0,0,0,0,0,NA,0,0,0.2775,0,0,0.979,0,0.1375,0,1.678,0.14,0,0,0
1039.25,2011,11,6,674,1039,0.25,0,0,NA,0,0,0,0,0,0,NA,0,0,0.275,0,0.834,0.1375,0,0,0,0.1375,0,0,0,0
1039.292,2011,11,6,674,1039,0.292,0,0,NA,0,0,0,0,0,0,NA,0,0,0.142,0,0,0,0,0.275,0,0,1.678,0,0,0
1039.333,2011,11,6,674,1039,0.333,11.885,13.9795,NA,14.12,15.52,18.03,15.52,20.27,16.5,NA,14.26,14.12,7.847,5.465,7.1445,8.406,7.2845,6.4495,6.1675,5.465,7.7015,7.424,9.528,8.1265
1039.375,2011,11,6,674,1039,0.375,35.37,35.505,NA,41.94,52.705,70.315,64.025,100.11,86.69,NA,37.745,45.155,23.365,22.39,21.825,25.605,24.77,20.29,20.15,19.455,31.64,24.35,28.825,23.645
1039.417,2011,11,6,674,1039,0.417,74.675,105.8,NA,117.7,180.2,168,97.305,93.1,82.35,NA,58.435,78.99,35.105,27.965,32.585,45.865,75.375,37.77,36.51,41.12,76,46.145,53.865,36.505
1039.458,2011,11,6,674,1039,0.458,356.65,134.6,NA,152.8,156.45,159.35,105.15,176.6,324.15,NA,304.65,106.365,352.95,59.08,43.91,46.56,221.2,165,58.32,57.18,271.25,44.75,71.14,113.9
1039.5,2011,11,6,674,1039,0.5,169.85,138.4,NA,176.95,264.5,222.95,213.45,166.9,137,NA,417.3,158.37,183.5,86.275,105.05,167,215.4,100.235,67.77,42.505,205.55,180.765,486.2,236.7
1039.542,2011,11,6,674,1039,0.542,130.95,79.555,NA,498.2,201.2,357.05,130.3,144.55,165.9,NA,91.87,73.255,391.65,93.01,80.75,247.17,143.87,179.95,126,261.4,292,171,290.55,81.375
1039.583,2011,11,6,674,1039,0.583,447.5,157.45,NA,307.85,123.45,106.25,93.1,163.7,120.35,NA,81.37,114.2,315.45,135.8,52.69,208.45,61.085,93.42,138.5,171.85,246,62.305,131.81,93.755
1039.625,2011,11,6,674,1039,0.625,155.46,68.48,NA,69.76,86.68,83.895,179.5,193.75,101.5,NA,72.41,56.2,128.54,69.875,39.84,80.765,52.105,64.34,230.85,159.1,170.55,41.075,48.9,109.48
1039.667,2011,11,6,674,1039,0.667,48.37,44.735,NA,49.485,56.76,53.96,48.51,65.985,50.605,NA,48.09,41.24,38.165,26.125,28.635,39.815,31.3,30,73.675,49.55,104,47.53,40.12,34.245
1039.708,2011,11,6,674,1039,0.708,24.605,25.865,NA,26.98,27.96,30.895,27.4,33.69,26.56,NA,23.905,21.25,22.335,12.985,16.205,18.435,18.99,15.92,17.125,12.285,23.92,18.84,19.4,17.725
1039.75,2011,11,6,674,1039,0.75,3.0755,3.2155,NA,3.355,3.6345,3.6345,4.4735,4.195,3.355,NA,3.0755,2.656,6.104,2.365,2.4975,5.825,2.7795,4.436,2.3625,2.0855,3.1965,2.917,3.0545,2.917
1039.792,2011,11,6,674,1039,0.792,0,0,NA,0,0,0,0,0,0,NA,0,0,1.118,0.8415,0.4195,0,0,0.0025,0,0.981,1.121,0,0,0
1039.833,2011,11,6,674,1039,0.833,0,0.979,NA,0,0,0,0,0,0.2795,NA,0,0,NA,1.1185,0.275,0.14,0,0,0,0.839,0.27,0,0,0.14
1039.875,2011,11,6,674,1039,0.875,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,1.2605,0,0.417,0.0025,0,0,0
1039.917,2011,11,6,674,1039,0.917,0,0,NA,0,0,0,0.2795,0.14,0.14,NA,0,0,0,0.275,0,0,0,0.839,0,0,0,0.2795,0.275,0
1039.958,2011,11,6,674,1039,0.958,0,0,NA,0,0,0,0.14,0,0.14,NA,0,0,0,0,NA,0.2795,0,0.417,0,0,0,0,0,0
1040,2011,11,7,675,1040,0,0,0,NA,0,0,0,0,0,0.14,NA,0,0,0,0,1.678,1.678,0,0.14,0,0.275,0,0,0,0
1040.0417,2011,11,7,675,1040,0.0417,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0.55,0.2775,0,0,0,0,0,0,0,0
1040.0833,2011,11,7,675,1040,0.0833,0,0,NA,0,0,0,0,0,0,NA,0,0,0.142,0,1.678,0.14,0,0.14,0,1.678,0,0,0,0
1040.125,2011,11,7,675,1040,0.125,0,0,NA,0,0,0,0,0,0.839,NA,0,0,NA,0,0.1375,0,0,0,0,0.27,0.981,0,0,0
1040.167,2011,11,7,675,1040,0.167,0,0,NA,0,0,NA,0,0,0,NA,0,0,0.559,0,0.2795,0,0,0.2795,0,NA,0.1375,0,0,0
1040.208,2011,11,7,675,1040,0.208,0,0,NA,0,0,0,0,0.14,0.979,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0
1040.25,2011,11,7,675,1040,0.25,0,0,NA,0,0,NA,0,0,0.979,NA,0,0,0.142,0,0.14,0.0025,0,0,0,0.981,0.8415,0,0,0
1040.292,2011,11,7,675,1040,0.292,0,0,NA,0,0,0,0,0.14,0.839,NA,0,0,NA,0,0.555,0,0,1.121,0,0.2775,0.1375,0,0,0
1040.333,2011,11,7,675,1040,0.333,12.86,13.7,NA,13.8395,15.24,18.03,15.24,19.99,16.5,NA,13.8395,13.9795,6.732,6.1675,6.589,8.1265,7.1445,6.724,6.1675,5.325,8.406,7.1445,8.2665,7.2845
1040.375,2011,11,7,675,1040,0.375,35.925,34.53,NA,42.64,60.11,63.05,51.585,78.125,69.07,NA,37.885,41.1,24.21,24.91,22.39,26.165,24.21,20.43,20.99,18.75,28.13,22.805,32.055,30.94
1040.417,2011,11,7,675,1040,0.417,86.68,85.15,NA,106.85,200.85,138.4,82.22,89.45,77.43,NA,71.16,88.795,36.92,29.775,32.445,42.79,69.635,33.85,36.505,42.94,69.975,46.57,46.845,38.865
1040.458,2011,11,7,675,1040,0.458,355.6,127.5,NA,115.9,150.7,148.9,105.7,195.55,278.05,NA,326.55,100.79,333.33,53.165,44.465,62.085,224.985,125.5,81.885,61.49,186.35,47.545,89.65,107.75
1040.5,2011,11,7,675,1040,0.5,183.25,153.9,NA,190.15,254.85,204.2,224.8,180.9,153.05,NA,413.8,148.625,176,68.225,93.695,198.6,197.15,112.485,87.16,53.715,189.7,159.6,477.3,222.75
1040.542,2011,11,7,675,1040,0.542,133.1,76.88,NA,498.25,200.9,410.7,146.1,175.6,137.15,NA,68.92,72.555,277.8,117.8,73.34,227.035,115.22,161.65,75.34,295.75,223.45,231.4,316.95,73.965
1040.583,2011,11,7,675,1040,0.583,413.1,151.4,NA,272.45,111.15,99.65,83.585,215.85,105.25,NA,66.685,147.5,153.25,183.65,52.55,122.45,48.215,68.76,77.745,197.95,181.75,72.185,149.18,100.37
1040.625,2011,11,7,675,1040,0.625,153.76,66.825,NA,71.715,83.895,74.375,192.35,213.45,118.95,NA,76.075,51.865,82.05,65.715,37.88,62.47,58.005,73.155,123.1,95.2,181,42.04,50.165,97.465
1040.667,2011,11,7,675,1040,0.667,53.265,47.675,NA,55.915,62.21,61.235,54.8,69.48,54.38,NA,51.865,42.5,30.895,27.245,30.315,38.43,32.84,32.365,56.625,46.17,125.65,43.465,45.165,37.585
1040.708,2011,11,7,675,1040,0.708,30.335,30.055,NA,32.85,34.95,38.025,32.99,39.7,30.06,NA,28.1,25.865,16.89,15.64,17.04,19.55,19.825,16.62,16.74,14.245,27.555,19.55,21.485,19.68
1040.75,2011,11,7,675,1040,0.75,2.796,2.936,NA,2.936,3.355,3.7745,3.0755,3.7745,5.592,NA,2.796,2.3765,4.182,2.5,3.0595,3.6165,2.7775,3.2015,2.36,2.6445,5.82,3.0545,3.756,3.1945
1040.792,2011,11,7,675,1040,0.792,0,NA,NA,0,0,0,0,0,0.559,NA,0,0,0.261,1.678,0.1375,1.678,0,1.8195,0,0,NA,0,0.1375,0
1040.833,2011,11,7,675,1040,0.833,0,0,NA,0,0,0,0.2795,0.839,0.28,NA,0,0,0,0.1375,0,0.417,0,0.135,0,0,0,0,0,0
1040.875,2011,11,7,675,1040,0.875,0,0,NA,0,0,NA,0,0.839,NA,NA,0,0,0.834,0.14,0.2795,0.4195,0,0.4195,0,0,0,0,0,1.678
1040.917,2011,11,7,675,1040,0.917,0,NA,NA,0,0,0,0.14,NA,0,NA,0,0,0,0,0,0.559,0,0.4195,0,0,0.981,0,0,0.1375
1040.958,2011,11,7,675,1040,0.958,0,1.678,NA,0,0,0,0,0,0.14,NA,0,NA,NA,NA,0,NA,0,0,0,0,0.1375,0.14,0,0
1041,2011,11,8,676,1041,0,0,0,NA,0,0,0,0.14,NA,0.14,NA,0,0,NA,1.678,0.2795,0.28,0,0.275,0,0,0,0,NA,0
1041.0417,2011,11,8,676,1041,0.0417,0,0.14,NA,0,0,0,0,0,0.28,NA,0,0,NA,0.417,0.8415,0,0,1.678,0,0,0,0,0,0
1041.0833,2011,11,8,676,1041,0.0833,0,0,NA,0,0,0,0,0,0.14,NA,0,0,1.678,NA,1.678,0.981,0,1.1185,0,0.14,0,0.981,0,0
1041.125,2011,11,8,676,1041,0.125,0,0,NA,0,0,0,0.14,0.14,0.979,NA,0,0,0.1375,0.282,0.417,0.2775,0,0.417,0,1.678,1.678,0.1375,0,0
1041.167,2011,11,8,676,1041,0.167,0,0,NA,0,0,0.14,0.979,0,0.559,NA,0,0,0,1.121,NA,0,0,0,0,0.2775,1.109,0,0,0
1041.208,2011,11,8,676,1041,0.208,0,0,NA,0,0,0.979,0.979,0.14,0.28,NA,0,0,0,0.1375,NA,0.275,0,NA,0,0.981,1.678,0,0,0
1041.25,2011,11,8,676,1041,0.25,0,0,NA,0,0,0,0.839,0.2795,0,NA,0,0,1.678,0,0,0,0,1.678,0,0.1375,0.2775,0,0,0
1041.292,2011,11,8,676,1041,0.292,0,0,NA,0,0,0.14,0,0,0,NA,0,0,0,0,1.678,0.8415,0,0,0,0.2795,0,0,0,0
1041.333,2011,11,8,676,1041,0.333,12.4405,13.6995,NA,13.9795,15.38,18.73,15.24,21.11,15.38,NA,13.9795,13.9795,7.2845,5.325,6.305,8.264,7.1445,5.325,6.0275,5.0455,8.1265,7.1445,7.987,7.1445
1041.375,2011,11,8,676,1041,0.375,41.1,41.66,NA,46.41,65.975,74.52,61.23,86.81,74.1,NA,43.2,46.275,27.005,22.395,23.79,27.985,28.27,24.075,23.37,21.695,30.51,25.47,36.535,33.595
1041.417,2011,11,8,676,1041,0.417,91.695,104.85,NA,95.2,163.45,122.3,101.65,118.4,90.6,NA,76.05,85.98,44.06,35.665,37.62,50.07,89.03,40.985,43.64,64.24,60.435,53.285,53.84,51.325
1041.458,2011,11,8,676,1041,0.458,318.3,112.15,NA,122.75,169.7,152.1,121.6,218.35,243.95,NA,152.9,118.15,243.89,55.935,54.965,61.66,161.495,91.5,68.675,95.455,138.45,63.915,86.855,138.15
1041.5,2011,11,8,676,1041,0.5,210.65,215.7,NA,250.55,285.45,302.8,281.55,328.1,256.55,NA,196.65,195.7,171.8,102.1,112.35,135.55,144.2,114.35,102.35,86.395,154.5,128.15,147.55,161.55
1041.542,2011,11,8,676,1041,0.542,264.9,250.65,NA,333.4,337.9,365.6,302.5,378.85,304.05,NA,217.1,215.6,190,133.45,141.5,173.9,145.05,140.3,126.3,112.9,170.4,163.1,183.7,156.2
1041.583,2011,11,8,676,1041,0.583,363.5,231.8,NA,268.7,283.25,273.75,242.95,369.9,235.3,NA,163,184.25,290.8,138.5,122,154,124.9,116.25,116.7,119.55,162.45,152.35,149.6,150.15
1041.625,2011,11,8,676,1041,0.625,159.65,94.9,NA,113.25,131,127.9,153.5,129.15,102.75,NA,94.35,76.215,104.34,68.915,57.5,78.02,78.075,62.54,79.165,63.885,138.94,69.04,73.54,79.95
1041.667,2011,11,8,676,1041,0.667,67.965,59.97,NA,69.6,78.27,77.72,68.765,82.495,65.825,NA,52.98,58.855,43.445,34.495,34.22,43.86,40.375,31.43,44.98,33.94,115.15,47.78,72.19,47.38
1041.708,2011,11,8,676,1041,0.708,27.4,26.7,NA,28.8,30.755,33.83,30.2,34.53,28.52,NA,26.285,23.625,18.29,14.94,15.5,19.41,17.585,15.78,14.245,12.98,25.58,19.55,23.95,18.97
1041.75,2011,11,8,676,1041,0.75,2.796,2.936,NA,3.0755,3.0755,7.269,3.2155,7.829,2.936,NA,2.796,2.5165,3.3415,2.64,2.36,3.0545,2.5,2.5,2.223,1.8055,3.057,2.7775,2.775,3.057
1041.792,2011,11,8,676,1041,0.792,0.979,0,NA,0,0,0.14,0.14,0,NA,NA,0,0,0.27,0,0.14,0,0,0,0,0,0.275,0,0,0
1041.833,2011,11,8,676,1041,0.833,1.678,0,NA,0,0,0.14,0.14,0.839,0.559,NA,0,0,1.118,0.2795,NA,0.2795,0,0.8415,0,0,1.678,0,0,0
1041.875,2011,11,8,676,1041,0.875,0.14,0,NA,0,0,0,0.2795,0,NA,NA,0,0,0.559,0,0.0025,0.14,0,0.27,0,NA,NA,0,0.14,0
1041.917,2011,11,8,676,1041,0.917,0,0,NA,0,0,0.14,0.14,0.2795,0,NA,0,0,0.142,0,0.14,0,0,0.142,0,0,0,0,0.14,0
1041.958,2011,11,8,676,1041,0.958,NA,0,NA,0,0,0,0,0,0.979,NA,0,0,1.678,0,0.14,0.2795,0,0,0,0,1.678,0,0,0
1042,2011,11,9,677,1042,0,0,0,NA,0,0.14,NA,0.14,0,0,NA,0,0,NA,0,1.678,1.678,0,1.678,0,0.14,0.417,0,0.14,0
1042.0417,2011,11,9,677,1042,0.0417,0.14,0,NA,0,0,0,0.14,0,0.2795,NA,0,0,1.678,0,0.2775,0.1375,0,0.2775,0,0,0,0,0,0
1042.0833,2011,11,9,677,1042,0.0833,NA,0,NA,0,0,0,0,0,0,NA,0,0,0.2775,0,0,NA,0,0,0,NA,0.275,0,0,0
1042.125,2011,11,9,677,1042,0.125,0.839,0,NA,0,0,0.14,0,0,0.14,NA,0,0,0,0,0,0,0,0.14,0,0,0,0,0.14,0
1042.167,2011,11,9,677,1042,0.167,NA,0,NA,0,0,0,0,0.14,1.1185,NA,0,0,1.678,0,0.8415,0,0,0,0,NA,0,0,0,0
1042.208,2011,11,9,677,1042,0.208,NA,0,NA,0,0,0.14,0,0.14,NA,NA,0,0,1.1185,0,0,0,0,0.8415,0,0,0.2795,0,0,0
1042.25,2011,11,9,677,1042,0.25,0,0,NA,0,0,0,0,NA,1.1185,NA,0,0,0.979,0,0,0,0,1.678,0,0.14,0,0,0,0
1042.292,2011,11,9,677,1042,0.292,0,0,NA,0,NA,0.14,0,1.1185,NA,NA,0,0,0,0,1.678,1.678,0,0,0,0,0,0,0,0
1042.333,2011,11,9,677,1042,0.333,12.72,12.58,NA,12.58,15.1,18.73,15.1,20.97,16.08,NA,13.9795,12.8595,7.424,6.0275,6.025,7.282,7.1445,6.0275,6.0275,5.185,7.2845,7.0045,7.987,7.1445
1042.375,2011,11,9,677,1042,0.375,38.725,38.445,NA,42.36,60.255,69.63,55.64,76.035,67.09,NA,41.8,47.81,25.19,21.13,21.41,28.41,26.59,22.385,22.39,20.015,28.27,25.75,34.015,27.29
1042.417,2011,11,9,677,1042,0.417,94.63,88.05,NA,90.6,144.4,102.45,86.4,113.5,84.15,NA,83.885,83.885,40.98,33.145,36.23,50.62,80.65,35.665,45.18,90.17,67.195,48.945,51.46,55.685
1042.458,2011,11,9,677,1042,0.458,305.05,122.75,NA,121.9,157.95,146.35,112.85,218.95,222.95,NA,118.4,109.5,218.95,44.61,65.635,54.255,154.245,75.79,50.615,97.32,194.635,62.8,77.62,173.2
1042.5,2011,11,9,677,1042,0.5,134.1,153.05,NA,172.35,280.3,195.15,191.35,157.55,126.8,NA,376.9,117.585,121.95,85.05,80.925,410.55,199.8,94.25,136.955,48.91,186.1,159.675,523.1,219.9
1042.542,2011,11,9,677,1042,0.542,135.2,77.31,NA,377.85,206.75,453.5,156.6,163.7,121.2,NA,64.445,67.94,291.15,69.03,56.335,255.9,145.55,151.6,84.215,222.75,284.15,226.45,274.8,67.34
1042.583,2011,11,9,677,1042,0.583,372.1,171.65,NA,295,104.4,101.8,101.35,288.25,156,NA,87.95,158.25,391.75,136.5,58.835,82.445,59.36,84.745,80.245,150.25,154.95,94.775,119.57,121.915
1042.625,2011,11,9,677,1042,0.625,141.885,70.87,NA,93.1,90.155,88.905,151.4,221.85,153.4,NA,65.125,60.395,124.54,69.79,39.69,70.175,59.965,69.795,98.5,109.45,209.5,43.58,51.255,74.88
1042.667,2011,11,9,677,1042,0.667,50.185,44.455,NA,51.725,60.67,59.275,52.98,63.33,55.64,NA,60.69,43.9,36.455,25.7,29.48,37.945,35.79,29.84,69.795,61.38,125.37,39.125,71.665,41.11
1042.708,2011,11,9,677,1042,0.708,25.585,25.725,NA,27.68,29.92,31.87,27.82,33.55,28.94,NA,25.305,20.55,20.95,14.105,15.08,17.46,17.855,15.225,15.22,13.82,23.13,19.275,24.085,18.26
1042.75,2011,11,9,677,1042,0.75,2.656,2.656,NA,2.796,3.2155,4.194,4.0545,3.495,3.635,NA,2.656,2.237,3.0545,2.083,4.716,5.27,2.64,4.161,2.36,2.9245,4.7365,2.917,2.917,2.7795
1042.792,2011,11,9,677,1042,0.792,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0.282,0.4215,0,1.1235,0,0.2775,0.135,0,0,0
1042.833,2011,11,9,677,1042,0.833,0,0.14,NA,0,0,0,NA,0,0.979,NA,0,0,0.4215,0,0.2795,0.14,0,0,0,0.14,NA,0,0,NA
1042.875,2011,11,9,677,1042,0.875,0,0.14,NA,0,0,0,0,NA,0,NA,0,0,0.27,0.14,0,NA,0,0,0,0,NA,0.14,0,0
1042.917,2011,11,9,677,1042,0.917,0,0,NA,0,0,0.2795,0,0.979,0.14,NA,0,0,0.986,0,0,0,0,NA,0,0,0.8435,0,0,0
1042.958,2011,11,9,677,1042,0.958,NA,0,NA,0,0,0,0.979,0,0,NA,0,0,1.2585,0,1.121,0,0,0.1445,0,0,0.2775,1.121,0,0
1043,2011,11,10,678,1043,0,0,0,NA,0,0,0,0.979,0,0,NA,0,0,NA,0,0.417,0.981,0,3.355,0,0,0.981,0,NA,0
1043.0417,2011,11,10,678,1043,0.0417,NA,0,NA,0,0,0.2795,0.979,0,0,NA,0,0,0,0.14,0.2795,0.1375,0,0.4145,0,0,0.2775,0.14,0,0
1043.0833,2011,11,10,678,1043,0.0833,0,1.1185,NA,0,0,0,0,0,0.979,NA,0,0,0.2795,0,0.559,0.4195,0,0.2795,0,0,NA,0.275,0.14,0
1043.125,2011,11,10,678,1043,0.125,0,0.2795,NA,0,NA,0,NA,0,0,NA,0,0,0.8415,0.14,0.4195,0,0,0.14,0,0.14,0,0.0025,0,0
1043.167,2011,11,10,678,1043,0.167,NA,0,NA,0,0,0.979,0.28,0,0.979,NA,0,0,1.2585,0,0.275,0.14,0,0.14,0,0,0,0,0,0
1043.208,2011,11,10,678,1043,0.208,1.678,0,NA,0,0,0.14,0,0,0,NA,0,0,0.6965,0,0.142,0.555,0,0.981,0,0,0.275,0,0,0
1043.25,2011,11,10,678,1043,0.25,0,0,NA,0,0.14,0,0,0,1.1185,NA,0,0.14,NA,0,0,0,0,0.557,0,NA,0,0,0,0
1043.292,2011,11,10,678,1043,0.292,1.678,0,NA,0,NA,0,0,0,0,NA,0,0,3.355,0,0.8415,0,0,0.14,0,0,0,0,0,0
1043.333,2011,11,10,678,1043,0.333,13.9805,14.1205,NA,14.1205,17.475,19.575,15.5195,19.715,15.24,NA,12.161,12.021,6.86,5.608,6.8625,6.865,6.725,7.288,6.725,4.626,7.4275,6.725,7.5675,7.5675
1043.375,2011,11,10,678,1043,0.375,120.35,125.55,NA,132.4,161.9,186.9,159.55,204.1,159.35,NA,122.75,119.1,71.555,56.57,61.76,73.26,69.01,62.61,62.46,54.61,81.07,70.845,79.275,73.815
1043.417,2011,11,10,678,1043,0.417,150.3,152.8,NA,163.7,198.75,228.15,191.4,245.9,189,NA,149.3,143.3,95.65,76.505,83.45,97.05,91.995,83.45,83.45,75.215,107.8,93.65,104.85,98.4
1043.458,2011,11,10,678,1043,0.458,118.8,114.6,NA,130.85,162.3,178.4,150,194.9,150.45,NA,111,108.45,82.735,66.655,69.44,81.055,77.805,69.435,68.74,62.45,87.45,79.37,88.6,83.425
1043.5,2011,11,10,678,1043,0.5,114.1,119.8,NA,126.25,148.05,165.25,143.7,173.65,136.85,NA,114.2,100.5,70.995,57.015,63.035,71.845,65.535,58.695,60.655,50.3,75.725,72.135,75.035,70.97
1043.542,2011,11,10,678,1043,0.542,105.545,109.3,NA,114.95,133.8,151.4,131.4,160.6,121.65,NA,106.85,92.7,62.785,49.93,54.965,63.78,56.085,53.29,53.71,42.94,69.09,64.63,65.605,61.685
1043.583,2011,11,10,678,1043,0.583,45.295,50.465,NA,50.745,58.835,67.955,57.05,70.605,53.405,NA,48.51,41.24,35.28,28.31,29.98,34.86,31.24,29.005,30.26,23.565,36.25,35.695,36.535,34.585
1043.625,2011,11,10,678,1043,0.625,47.95,54.24,NA,54.52,62.77,72.135,59.69,72.695,56.34,NA,52.425,42.92,30.915,23.08,25.04,28.535,26.155,23.36,25.74,20.28,31.755,30.215,30.63,28.535
1043.667,2011,11,10,678,1043,0.667,22.65,23.905,NA,23.905,27.54,31.035,27.12,32.435,25.445,NA,23.485,20.97,17.03,12.985,13.68,15.775,14.66,12.285,13.815,9.765,16.61,16.755,15.91,15.495
1043.708,2011,11,10,678,1043,0.708,10.0675,11.1825,NA,11.1825,12.3025,14.8165,13.2815,16.775,12.5815,NA,12.0215,9.7875,7.669,6.419,6.699,8.6525,7.114,5.16,6.974,5.444,8.6525,8.5125,8.7925,8.3725
1043.75,2011,11,10,678,1043,0.75,0.2795,0.2795,NA,0.14,0.2795,0.4195,0.2795,0.699,1.398,NA,0.4195,0.2795,0.2775,0.1375,0.2775,0.6945,0.1375,0.14,0.2775,0.1375,0.5545,0.4145,0.4145,1.104
1043.792,2011,11,10,678,1043,0.792,0.979,0,NA,0,0,0,0,0.14,0,NA,0,0,0,0,0,0,0,0.834,0,0,0,0,0,0
1043.833,2011,11,10,678,1043,0.833,0,0,NA,0,0,0,0,0,0,NA,0,0,0.2795,0,0,0.981,0,0.142,0,0.14,NA,0,0,0.8415
1043.875,2011,11,10,678,1043,0.875,0,0,NA,0,0,0.2795,0,0,0.14,NA,0,0,0.555,0,NA,0.979,0,0.2795,0,0,0,0,0,0
1043.917,2011,11,10,678,1043,0.917,0,0,NA,0,0,0.14,0,0,0,NA,0,0,0.0025,0,0.0025,0.2775,0,0,0,0.14,0,0,0,0
1043.958,2011,11,10,678,1043,0.958,0,0,NA,0,0,0,0,0,0,NA,0,0.14,0,0,0,0.14,0,3.355,0,0,0,0,0,0
1044,2011,11,11,679,1044,0,0.839,0,NA,0,0,0.14,0,0,0,NA,0,0,0.14,0,0.14,0,0,0.275,0,0,0,0,0,0
1044.0417,2011,11,11,679,1044,0.0417,1.1185,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,NA,0.2795,0,0.2795,0,0,0,0,0,0
1044.0833,2011,11,11,679,1044,0.0833,0,0,NA,0,0,0.28,0,0,0,NA,0,0,0.555,0,0,0,0,0.2795,0,0,0,0,0,0
1044.125,2011,11,11,679,1044,0.125,0,0,NA,0,0,1.1185,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0.981,0,0,0
1044.167,2011,11,11,679,1044,0.167,0,0,NA,0,0,0,0,0,1.1185,NA,0,0,1.678,0,0,0,0,0,0,0,NA,0,0,0
1044.208,2011,11,11,679,1044,0.208,0,0,NA,0,0,0,0,0.2795,0,NA,0,0,0,0,0.14,0,0,0,0,0.14,NA,0,0,0
1044.25,2011,11,11,679,1044,0.25,0,0,NA,0,0,0.979,0,0,1.1185,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
1044.292,2011,11,11,679,1044,0.292,0.14,0,NA,0,0,NA,0,0.839,0,NA,0,0,0.142,0,0,0,0,0.981,0,0,0,0,0,0
1044.333,2011,11,11,679,1044,0.333,7.6875,8.947,NA,7.827,10.206,11.326,9.0865,10.346,8.107,NA,9.0865,7.827,3.502,3.644,4.203,4.203,3.7835,5.043,3.7835,2.943,4.9055,3.7835,3.9235,3.7835
1044.375,2011,11,11,679,1044,0.375,31.735,35.37,NA,36.065,46.13,52.285,45.715,55.78,42.915,NA,38.165,36.205,21.555,16.51,18.05,21.275,19.455,17.77,19.035,17.215,23.09,20.575,22.815,23.095
1044.417,2011,11,11,679,1044,0.417,207.5,147.8,NA,119,207.05,173.75,137.25,173.9,125.3,NA,122.35,111.55,58.215,48.28,49.405,81.325,174.27,70.83,70.95,169.84,89.7,62.84,114.01,78.915
1044.458,2011,11,11,679,1044,0.458,292.05,195.85,NA,192.2,250.8,265.45,265.75,339.15,267.6,NA,259.05,176.4,137.25,107.21,91.65,105,272.5,116.85,102.8,207.3,345.25,117,148.15,158.25
1044.5,2011,11,11,679,1044,0.5,185.5,193.65,NA,224.9,239.6,264.1,281.55,272.05,208.3,NA,189.85,171.35,131.35,103.35,97.25,157.45,198.5,99.55,114.75,97.45,201.25,153.65,140.65,169.5
1044.542,2011,11,11,679,1044,0.542,127.75,147.2,NA,151.4,199.6,200.15,196.1,205.1,154.35,NA,144,125.8,91.5,70,74.905,94.3,85.085,80.52,104.255,80.085,98.65,94.45,97.25,91.4
1044.583,2011,11,11,679,1044,0.583,342.05,276.2,NA,255.95,320.85,263.25,284.35,404,233.05,NA,204.95,173.05,273.595,170.03,111.415,128.595,115.735,120.375,137.89,239.39,144.25,133.23,142.035,138.26
1044.625,2011,11,11,679,1044,0.625,94.945,102.35,NA,102.9,118.8,126.1,115.3,140.25,108.35,NA,100.25,85.72,95.85,68.29,60.63,71.525,65.795,58.955,72.6,81.96,85.9,73.875,75.95,72.615
1044.667,2011,11,11,679,1044,0.667,97.6,87.245,NA,101.35,111.7,109.35,97.85,117.85,97.6,NA,84.18,70.76,61.365,46.13,47.25,62.215,64.755,43.34,64.325,55.93,83.635,60.255,92.35,72.74
1044.708,2011,11,11,679,1044,0.708,33.69,32.435,NA,35.65,39.7,41.52,37.19,45.435,35.51,NA,33.415,29.08,25.395,19.535,19.67,25.11,24.39,17.86,24.815,21.61,32.35,25.395,31.18,26.185
